whisky_id,old_whisky_id,whisky_name,production_bottle_name,mapped_name,mapping_score,mapping_method,flavor_profile,flavor_vector,flavor_tags,flavor_source,flavor_match_score,flavor_data_confidence,notes_for_review
WDB-01174,W001174,longrow cv,Longrow CV,Longrow CV,100,exact,"{""fruity"": 29.0, ""sweet"": 24.0, ""spicy"": 8.0, ""smoky_peaty"": 0.0, ""oak_cask"": 3.0, ""floral_herbal"": 9.0, ""malty_cereal"": 12.0}","{""banana"": 1.0, ""lemon"": 2.0, ""orange"": 25.0, ""pear"": 1.0, ""complex"": 2.0, ""earthy"": 2.0, ""light"": 2.0, ""old"": 1.0, ""butterscotch"": 4.0, ""chocolate"": 2.0, ""cinnamon"": 1.0, ""cocoa"": 2.0, ""toffee"": 1.0, ""coffee"": 1.0, ""floral"": 5.0, ""mint"": 2.0, ""nutmeg"": 1.0, ""spices"": 2.0, ""sugar"": 1.0, ""vanilla"": 1.0, ""sherry"": 5.0, ""ginger"": 2.0, ""herbal"": 2.0, ""spicy"": 2.0, ""sweet"": 10.0, ""brown"": 2.0, ""caramel"": 3.0}","[""orange"", ""sweet"", ""floral"", ""sherry"", ""butterscotch""]",production_data.csv,100,high,MAPPED
WDB-01187,W001187,longrow peated,Longrow Peated,Longrow Peated,100,exact,"{""fruity"": 3.0, ""sweet"": 3.0, ""spicy"": 0.0, ""smoky_peaty"": 0.0, ""oak_cask"": 0.0, ""floral_herbal"": 0.0, ""malty_cereal"": 12.0}","{""lemon"": 2.0, ""zest"": 1.0, ""balanced"": 2.0, ""mild"": 2.0, ""honey"": 1.0, ""toffee"": 2.0, ""brine"": 4.0, ""rich"": 2.0, ""salty"": 2.0}","[""brine"", ""lemon"", ""balanced"", ""mild"", ""toffee""]",production_data.csv,100,high,MAPPED
WDB-00634,W000634,macallan amber,Macallan Amber,Macallan Amber,100,exact,"{""fruity"": 4.0, ""sweet"": 6.0, ""spicy"": 2.0, ""smoky_peaty"": 0.0, ""oak_cask"": 1.0, ""floral_herbal"": 2.0, ""malty_cereal"": 3.0}","{""citrus"": 2.0, ""raisins"": 2.0, ""cinnamon"": 1.0, ""honey"": 1.0, ""toffee"": 2.0, ""floral"": 1.0, ""mint"": 1.0, ""vanilla"": 2.0, ""sherry"": 2.0, ""ginger"": 1.0, ""oak"": 1.0, ""amber"": 1.0, ""caramel"": 1.0}","[""citrus"", ""raisins"", ""toffee"", ""vanilla"", ""sherry""]",production_data.csv,100,high,MAPPED
WDB-00386,W000386,macallan select oak,Macallan Select Oak,Macallan Select Oak,100,exact,"{""fruity"": 3.0, ""sweet"": 6.0, ""spicy"": 2.0, ""smoky_peaty"": 0.0, ""oak_cask"": 14.0, ""floral_herbal"": 1.0, ""malty_cereal"": 12.0}","{""apple"": 1.0, ""lemon"": 1.0, ""pear"": 1.0, ""earthy"": 2.0, ""light"": 1.0, ""smooth"": 1.0, ""floral"": 1.0, ""sherry"": 8.0, ""ginger"": 2.0, ""oak"": 12.0, ""sour"": 2.0, ""sweet"": 6.0}","[""oak"", ""sherry"", ""sweet"", ""earthy"", ""ginger""]",production_data.csv,100,high,MAPPED
WDB-00225,W000225,macallan sienna,Macallan Sienna,Macallan Sienna,100,exact,"{""fruity"": 0.0, ""sweet"": 7.0, ""spicy"": 3.0, ""smoky_peaty"": 0.0, ""oak_cask"": 0.0, ""floral_herbal"": 0.0, ""malty_cereal"": 4.0}","{""complex"": 1.0, ""light"": 1.0, ""cinnamon"": 1.0, ""toffee"": 6.0, ""clove"": 2.0, ""vanilla"": 1.0, ""sherry"": 2.0}","[""toffee"", ""clove"", ""sherry"", ""complex"", ""light""]",production_data.csv,100,high,MAPPED
WDB-00743,W000743,mackmyra the first edition (den första utgåvan),Mackmyra First Edition,Mackmyra The First Edition (Den Första Utgåvan),100,exact,"{""fruity"": 16.0, ""sweet"": 8.0, ""spicy"": 2.0, ""smoky_peaty"": 0.0, ""oak_cask"": 6.0, ""floral_herbal"": 3.0, ""malty_cereal"": 13.0}","{""citrus"": 2.0, ""lemon"": 9.0, ""orange"": 4.0, ""pear"": 1.0, ""light"": 5.0, ""buttery"": 1.0, ""candy"": 3.0, ""mint"": 1.0, ""nutmeg"": 1.0, ""vanilla"": 1.0, ""wood"": 1.0, ""sherry"": 4.0, ""creamy"": 2.0, ""herbal"": 2.0, ""oak"": 5.0, ""rich"": 2.0, ""spicy"": 1.0, ""sweet"": 2.0, ""caramel"": 1.0}","[""lemon"", ""light"", ""oak"", ""orange"", ""sherry""]",production_data.csv,100,high,MAPPED
WDB-00904,W000904,mcclelland's highland single malt,McClelland Highland,McClelland's Highland Single Malt,100,exact,"{""fruity"": 11.0, ""sweet"": 10.0, ""spicy"": 3.0, ""smoky_peaty"": 0.0, ""oak_cask"": 1.0, ""floral_herbal"": 3.0, ""malty_cereal"": 12.0}","{""apple"": 2.0, ""banana"": 2.0, ""citrus"": 4.0, ""lemon"": 3.0, ""balanced"": 2.0, ""complex"": 2.0, ""light"": 2.0, ""smooth"": 1.0, ""cinnamon"": 1.0, ""honey"": 2.0, ""tea"": 1.0, ""mint"": 1.0, ""roses"": 1.0, ""spices"": 1.0, ""sugar"": 2.0, ""vanilla"": 4.0, ""sherry"": 1.0, ""bitter"": 2.0, ""ginger"": 1.0, ""oak"": 1.0, ""sweet"": 1.0, ""brown"": 2.0, ""caramel"": 1.0}","[""citrus"", ""vanilla"", ""lemon"", ""apple"", ""banana""]",production_data.csv,100,high,MAPPED
WDB-01227,W001227,mcclelland's islay single malt,McClelland Islay,McClelland's Islay Single Malt,100,exact,"{""fruity"": 0.0, ""sweet"": 4.0, ""spicy"": 0.0, ""smoky_peaty"": 1.0, ""oak_cask"": 0.0, ""floral_herbal"": 0.0, ""malty_cereal"": 0.0}","{""peaty"": 1.0, ""vanilla"": 1.0, ""sweet"": 3.0}","[""sweet"", ""peaty"", ""vanilla""]",production_data.csv,100,high,MAPPED
WDB-00024,W000024,monkey shoulder,Monkey Shoulder,Monkey Shoulder,100,exact,"{""fruity"": 11.0, ""sweet"": 8.0, ""spicy"": 0.0, ""smoky_peaty"": 0.0, ""oak_cask"": 2.0, ""floral_herbal"": 1.0, ""malty_cereal"": 1.0}","{""apple"": 2.0, ""citrus"": 6.0, ""lemon"": 2.0, ""pear"": 1.0, ""light"": 1.0, ""floral"": 1.0, ""vanilla"": 8.0, ""oak"": 2.0}","[""vanilla"", ""citrus"", ""apple"", ""lemon"", ""oak""]",production_data.csv,100,high,MAPPED
WDB-01279,W001279,nikka coffey grain,Nikka Coffey Grain,Nikka Coffey Grain,100,exact,"{""fruity"": 2.0, ""sweet"": 6.0, ""spicy"": 1.0, ""smoky_peaty"": 0.0, ""oak_cask"": 3.0, ""floral_herbal"": 0.0, ""malty_cereal"": 11.0}","{""pear"": 2.0, ""light"": 8.0, ""mellow"": 2.0, ""cinnamon"": 1.0, ""vanilla"": 6.0, ""bitter"": 1.0, ""oak"": 3.0}","[""light"", ""vanilla"", ""oak"", ""pear"", ""mellow""]",production_data.csv,100,high,MAPPED
WDB-00474,W000474,nikka from the barrel,Nikka From The Barrel,Nikka From the Barrel,100,exact,"{""fruity"": 19.0, ""sweet"": 27.0, ""spicy"": 0.0, ""smoky_peaty"": 0.0, ""oak_cask"": 16.0, ""floral_herbal"": 3.0, ""malty_cereal"": 44.0}","{""banana"": 3.0, ""citrus"": 3.0, ""fruity"": 2.0, ""lemon"": 3.0, ""orange"": 6.0, ""zest"": 2.0, ""balanced"": 4.0, ""complex"": 3.0, ""dry"": 9.0, ""earthy"": 5.0, ""light"": 14.0, ""butterscotch"": 2.0, ""candy"": 3.0, ""honey"": 2.0, ""toffee"": 8.0, ""tobacco"": 2.0, ""vanilla"": 3.0, ""sherry"": 5.0, ""bitter"": 4.0, ""herbal"": 1.0, ""oak"": 9.0, ""salty"": 5.0, ""sweet"": 4.0, ""green"": 2.0, ""caramel"": 5.0}","[""light"", ""dry"", ""oak"", ""toffee"", ""orange""]",production_data.csv,100,high,MAPPED
WDB-01701,W001701,old weller antique 107,Old Weller Antique 107,Old Weller Antique 107,100,exact,"{""fruity"": 0.0, ""sweet"": 0.0, ""spicy"": 0.0, ""smoky_peaty"": 0.0, ""oak_cask"": 0.0, ""floral_herbal"": 0.0, ""malty_cereal"": 0.0}",{},[],production_data.csv,100,high,MAPPED
WDB-01468,W001468,rittenhouse rye 100 proof,Rittenhouse Rye 100,Rittenhouse Rye 100 Proof,100,exact,"{""fruity"": 0.0, ""sweet"": 15.0, ""spicy"": 4.0, ""smoky_peaty"": 0.0, ""oak_cask"": 8.0, ""floral_herbal"": 7.0, ""malty_cereal"": 20.0}","{""balanced"": 2.0, ""dry"": 1.0, ""barley"": 1.0, ""chocolate"": 2.0, ""floral"": 6.0, ""peppery"": 1.0, ""roses"": 1.0, ""sugar"": 1.0, ""vanilla"": 1.0, ""wood"": 8.0, ""bitter"": 12.0, ""creamy"": 2.0, ""spicy"": 3.0, ""sweet"": 11.0, ""amber"": 2.0}","[""bitter"", ""sweet"", ""wood"", ""floral"", ""spicy""]",production_data.csv,100,high,MAPPED
WDB-01673,W001673,russell's reserve single barrel,Russell's Reserve Single Barrel,Russell's Reserve Single Barrel,100,exact,"{""fruity"": 2.0, ""sweet"": 15.0, ""spicy"": 6.0, ""smoky_peaty"": 0.0, ""oak_cask"": 5.0, ""floral_herbal"": 0.0, ""malty_cereal"": 0.0}","{""fruity"": 2.0, ""cinnamon"": 2.0, ""toffee"": 1.0, ""spices"": 2.0, ""vanilla"": 6.0, ""oak"": 5.0, ""spicy"": 2.0, ""sweet"": 2.0, ""caramel"": 6.0}","[""vanilla"", ""caramel"", ""oak"", ""fruity"", ""cinnamon""]",production_data.csv,100,high,MAPPED
WDB-01482,W001482,sazerac straight rye,Sazerac Rye,Sazerac Straight Rye,100,exact,"{""fruity"": 0.0, ""sweet"": 6.0, ""spicy"": 2.0, ""smoky_peaty"": 0.0, ""oak_cask"": 0.0, ""floral_herbal"": 0.0, ""malty_cereal"": 2.0}","{""heavy"": 2.0, ""sugar"": 1.0, ""vanilla"": 4.0, ""spicy"": 2.0, ""caramel"": 1.0}","[""vanilla"", ""heavy"", ""spicy"", ""sugar"", ""caramel""]",production_data.csv,100,high,MAPPED
WDB-01075,W001075,springbank cv,Springbank CV,Springbank CV,100,exact,"{""fruity"": 0.0, ""sweet"": 3.0, ""spicy"": 0.0, ""smoky_peaty"": 0.0, ""oak_cask"": 0.0, ""floral_herbal"": 2.0, ""malty_cereal"": 9.0}","{""light"": 1.0, ""sugar"": 3.0, ""sherry"": 3.0, ""brine"": 1.0, ""herbal"": 2.0, ""brown"": 4.0}","[""brown"", ""sugar"", ""sherry"", ""herbal"", ""light""]",production_data.csv,100,high,MAPPED
WDB-00954,W000954,talisker 57 north,Talisker 57° North,Talisker 57 North,100,exact,"{""fruity"": 2.0, ""sweet"": 3.0, ""spicy"": 0.0, ""smoky_peaty"": 0.0, ""oak_cask"": 8.0, ""floral_herbal"": 2.0, ""malty_cereal"": 24.0}","{""citrus"": 1.0, ""lemon"": 1.0, ""dry"": 5.0, ""light"": 3.0, ""honey"": 1.0, ""floral"": 1.0, ""malty"": 6.0, ""wood"": 4.0, ""sherry"": 4.0, ""bitter"": 2.0, ""brine"": 1.0, ""herbal"": 1.0, ""nutty"": 1.0, ""oak"": 3.0, ""salty"": 1.0, ""sour"": 2.0, ""sweet"": 2.0}","[""malty"", ""dry"", ""wood"", ""sherry"", ""light""]",production_data.csv,100,high,MAPPED
WDB-00303,W000303,talisker port ruighe,Talisker Port Ruighe,Talisker Port Ruighe,100,exact,"{""fruity"": 2.0, ""sweet"": 3.0, ""spicy"": 0.0, ""smoky_peaty"": 0.0, ""oak_cask"": 8.0, ""floral_herbal"": 2.0, ""malty_cereal"": 24.0}","{""citrus"": 1.0, ""lemon"": 1.0, ""dry"": 5.0, ""light"": 3.0, ""honey"": 1.0, ""floral"": 1.0, ""malty"": 6.0, ""wood"": 4.0, ""sherry"": 4.0, ""bitter"": 2.0, ""brine"": 1.0, ""herbal"": 1.0, ""nutty"": 1.0, ""oak"": 3.0, ""salty"": 1.0, ""sour"": 2.0, ""sweet"": 2.0}","[""malty"", ""dry"", ""wood"", ""sherry"", ""light""]",production_data.csv,100,high,MAPPED
WDB-01275,W001275,té bheag,Té Bheag,Té Bheag,100,exact,"{""fruity"": 6.0, ""sweet"": 0.0, ""spicy"": 0.0, ""smoky_peaty"": 0.0, ""oak_cask"": 6.0, ""floral_herbal"": 0.0, ""malty_cereal"": 6.0}","{""banana"": 2.0, ""fruity"": 3.0, ""pear"": 1.0, ""dry"": 2.0, ""earthy"": 2.0, ""wood"": 1.0, ""oak"": 3.0, ""brown"": 4.0}","[""brown"", ""fruity"", ""oak"", ""banana"", ""dry""]",production_data.csv,100,high,MAPPED
WDB-01337,W001337,teacher's highland cream,Teacher's Highland Cream,Teacher's Highland Cream,100,exact,"{""fruity"": 0.0, ""sweet"": 0.0, ""spicy"": 0.0, ""smoky_peaty"": 0.0, ""oak_cask"": 0.0, ""floral_herbal"": 0.0, ""malty_cereal"": 0.0}",{},[],production_data.csv,100,high,MAPPED
WDB-01574,W001574,templeton rye,Templeton Rye,Templeton Rye,100,exact,"{""fruity"": 6.0, ""sweet"": 4.0, ""spicy"": 7.0, ""smoky_peaty"": 0.0, ""oak_cask"": 7.0, ""floral_herbal"": 0.0, ""malty_cereal"": 5.0}","{""orange"": 6.0, ""balanced"": 1.0, ""earthy"": 2.0, ""heavy"": 2.0, ""barley"": 2.0, ""candy"": 2.0, ""cinnamon"": 2.0, ""clove"": 3.0, ""spices"": 2.0, ""wood"": 5.0, ""caramel"": 2.0}","[""orange"", ""wood"", ""clove"", ""earthy"", ""heavy""]",production_data.csv,100,high,MAPPED
WDB-01374,W001374,thomas h. handy sazerac,Thomas H. Handy,Thomas H. Handy Sazerac,100,exact,"{""fruity"": 8.0, ""sweet"": 2.0, ""spicy"": 0.0, ""smoky_peaty"": 0.0, ""oak_cask"": 2.0, ""floral_herbal"": 0.0, ""malty_cereal"": 0.0}","{""cherry"": 3.0, ""citrus"": 2.0, ""fruity"": 3.0, ""oak"": 2.0, ""caramel"": 2.0}","[""cherry"", ""fruity"", ""citrus"", ""oak"", ""caramel""]",production_data.csv,100,high,MAPPED
WDB-00437,W000437,tomatin decades,Tomatin Decades,Tomatin Decades,100,exact,"{""fruity"": 3.0, ""sweet"": 5.0, ""spicy"": 4.0, ""smoky_peaty"": 0.0, ""oak_cask"": 4.0, ""floral_herbal"": 1.0, ""malty_cereal"": 29.0}","{""pear"": 2.0, ""raisins"": 1.0, ""balanced"": 2.0, ""light"": 2.0, ""lingering"": 2.0, ""old"": 7.0, ""smooth"": 1.0, ""honey"": 2.0, ""toffee"": 3.0, ""floral"": 1.0, ""wood"": 2.0, ""sherry"": 8.0, ""bitter"": 2.0, ""creamy"": 2.0, ""ginger"": 2.0, ""nutty"": 2.0, ""rich"": 3.0, ""spicy"": 2.0}","[""sherry"", ""old"", ""toffee"", ""rich"", ""pear""]",production_data.csv,100,high,MAPPED
WDB-01226,W001226,tomintoul peaty tang,Tomintoul Peaty Tang,Tomintoul Peaty Tang,100,exact,"{""fruity"": 17.0, ""sweet"": 6.0, ""spicy"": 0.0, ""smoky_peaty"": 2.0, ""oak_cask"": 13.0, ""floral_herbal"": 0.0, ""malty_cereal"": 17.0}","{""citrus"": 2.0, ""fruity"": 6.0, ""lemon"": 9.0, ""dry"": 1.0, ""earthy"": 3.0, ""light"": 7.0, ""old"": 2.0, ""chocolate"": 4.0, ""coffee"": 4.0, ""malty"": 1.0, ""peaty"": 2.0, ""vanilla"": 2.0, ""bitter"": 2.0, ""oak"": 6.0, ""sour"": 4.0}","[""lemon"", ""light"", ""fruity"", ""oak"", ""chocolate""]",production_data.csv,100,high,MAPPED
WDB-00859,W000859,tyrconnell single malt irish whiskey,Tyrconnell Irish Single Malt,Tyrconnell Single Malt Irish Whiskey,100,exact,"{""fruity"": 2.0, ""sweet"": 1.0, ""spicy"": 2.0, ""smoky_peaty"": 0.0, ""oak_cask"": 0.0, ""floral_herbal"": 0.0, ""malty_cereal"": 14.0}","{""citrus"": 2.0, ""complex"": 2.0, ""light"": 8.0, ""smooth"": 1.0, ""barley"": 1.0, ""cinnamon"": 2.0, ""creamy"": 2.0, ""caramel"": 1.0}","[""light"", ""citrus"", ""complex"", ""cinnamon"", ""creamy""]",production_data.csv,100,high,MAPPED
WDB-01771,W001771,w.l. weller special reserve,W.L. Weller Special Reserve,W.L. Weller Special Reserve,100,exact,"{""fruity"": 8.0, ""sweet"": 21.0, ""spicy"": 1.0, ""smoky_peaty"": 0.0, ""oak_cask"": 3.0, ""floral_herbal"": 2.0, ""malty_cereal"": 7.0}","{""apple"": 7.0, ""cherry"": 1.0, ""complex"": 1.0, ""light"": 3.0, ""old"": 2.0, ""smooth"": 1.0, ""cinnamon"": 1.0, ""honey"": 3.0, ""roses"": 2.0, ""sugar"": 1.0, ""wood"": 3.0, ""sweet"": 12.0, ""caramel"": 5.0}","[""sweet"", ""apple"", ""caramel"", ""light"", ""honey""]",production_data.csv,100,high,MAPPED
WDB-01410,W001410,whistlepig the boss hog,Whistle Pig Boss Hog,Whistlepig The Boss Hog,100,exact,"{""fruity"": 0.0, ""sweet"": 0.0, ""spicy"": 2.0, ""smoky_peaty"": 0.0, ""oak_cask"": 0.0, ""floral_herbal"": 6.0, ""malty_cereal"": 2.0}","{""light"": 2.0, ""mint"": 4.0, ""nutmeg"": 2.0, ""herbal"": 2.0}","[""mint"", ""light"", ""nutmeg"", ""herbal""]",production_data.csv,95,high,MAPPED
WDB-01477,W001477,wild turkey 101 rye,Wild Turkey 101 Rye,Wild Turkey 101 Rye,100,exact,"{""fruity"": 3.0, ""sweet"": 6.0, ""spicy"": 7.0, ""smoky_peaty"": 0.0, ""oak_cask"": 0.0, ""floral_herbal"": 0.0, ""malty_cereal"": 5.0}","{""orange"": 3.0, ""barley"": 3.0, ""cinnamon"": 2.0, ""corn"": 2.0, ""honey"": 1.0, ""peppery"": 1.0, ""spices"": 2.0, ""vanilla"": 5.0, ""spicy"": 2.0}","[""vanilla"", ""orange"", ""barley"", ""cinnamon"", ""corn""]",production_data.csv,100,high,MAPPED
WDB-01777,W001777,wild turkey forgiven,Wild Turkey Forgiven,Wild Turkey Forgiven,100,exact,"{""fruity"": 0.0, ""sweet"": 3.0, ""spicy"": 2.0, ""smoky_peaty"": 2.0, ""oak_cask"": 1.0, ""floral_herbal"": 0.0, ""malty_cereal"": 2.0}","{""smooth"": 2.0, ""cinnamon"": 2.0, ""vanilla"": 2.0, ""oak"": 1.0, ""smokey"": 2.0, ""caramel"": 1.0}","[""smooth"", ""cinnamon"", ""vanilla"", ""smokey"", ""oak""]",production_data.csv,100,high,MAPPED
WDB-01695,W001695,wild turkey rare breed,Wild Turkey Rare Breed,Wild Turkey Rare Breed,100,exact,"{""fruity"": 15.0, ""sweet"": 21.0, ""spicy"": 9.0, ""smoky_peaty"": 0.0, ""oak_cask"": 12.0, ""floral_herbal"": 1.0, ""malty_cereal"": 16.0}","{""banana"": 7.0, ""fruity"": 8.0, ""heavy"": 1.0, ""old"": 4.0, ""smooth"": 4.0, ""floral"": 1.0, ""sugar"": 1.0, ""vanilla"": 3.0, ""bitter"": 4.0, ""maple"": 4.0, ""oak"": 12.0, ""rich"": 3.0, ""spicy"": 9.0, ""sweet"": 8.0, ""caramel"": 5.0}","[""oak"", ""spicy"", ""fruity"", ""sweet"", ""banana""]",production_data.csv,100,high,MAPPED
WDB-01609,W001609,william larue weller,William Larue Weller,William Larue Weller,100,exact,"{""fruity"": 0.0, ""sweet"": 11.0, ""spicy"": 4.0, ""smoky_peaty"": 0.0, ""oak_cask"": 0.0, ""floral_herbal"": 0.0, ""malty_cereal"": 13.0}","{""balanced"": 2.0, ""complex"": 3.0, ""lingering"": 2.0, ""old"": 1.0, ""butterscotch"": 2.0, ""chocolate"": 1.0, ""cinnamon"": 2.0, ""toffee"": 1.0, ""clove"": 1.0, ""vanilla"": 3.0, ""maple"": 2.0, ""rich"": 3.0, ""salty"": 2.0, ""spicy"": 1.0, ""sweet"": 1.0, ""caramel"": 1.0}","[""complex"", ""vanilla"", ""rich"", ""balanced"", ""lingering""]",production_data.csv,100,high,MAPPED
WDB-01395,W001395,j.p. wiser's legacy,Wiser's Legacy,J.P. Wiser's Legacy,100,exact,"{""fruity"": 0.0, ""sweet"": 12.0, ""spicy"": 3.0, ""smoky_peaty"": 0.0, ""oak_cask"": 1.0, ""floral_herbal"": 0.0, ""malty_cereal"": 6.0}","{""mellow"": 2.0, ""old"": 3.0, ""smooth"": 1.0, ""cinnamon"": 1.0, ""sugar"": 1.0, ""vanilla"": 6.0, ""wood"": 1.0, ""maple"": 2.0, ""spicy"": 2.0, ""sweet"": 3.0}","[""vanilla"", ""old"", ""sweet"", ""mellow"", ""maple""]",production_data.csv,100,high,MAPPED
WDB-01775,W001775,woodford reserve distiller's select,Woodford Reserve Distiller's Select,Woodford Reserve Distiller's Select,100,exact,"{""fruity"": 0.0, ""sweet"": 6.0, ""spicy"": 1.0, ""smoky_peaty"": 0.0, ""oak_cask"": 2.0, ""floral_herbal"": 0.0, ""malty_cereal"": 4.0}","{""mild"": 4.0, ""cinnamon"": 1.0, ""vanilla"": 5.0, ""oak"": 2.0, ""caramel"": 1.0}","[""vanilla"", ""mild"", ""oak"", ""cinnamon"", ""caramel""]",production_data.csv,100,high,MAPPED
WDB-01714,W001714,woodford reserve double oaked,Woodford Reserve Double Oaked,Woodford Reserve Double Oaked,100,exact,"{""fruity"": 15.0, ""sweet"": 21.0, ""spicy"": 9.0, ""smoky_peaty"": 0.0, ""oak_cask"": 12.0, ""floral_herbal"": 1.0, ""malty_cereal"": 16.0}","{""banana"": 7.0, ""fruity"": 8.0, ""heavy"": 1.0, ""old"": 4.0, ""smooth"": 4.0, ""floral"": 1.0, ""sugar"": 1.0, ""vanilla"": 3.0, ""bitter"": 4.0, ""maple"": 4.0, ""oak"": 12.0, ""rich"": 3.0, ""spicy"": 9.0, ""sweet"": 8.0, ""caramel"": 5.0}","[""oak"", ""spicy"", ""fruity"", ""sweet"", ""banana""]",production_data.csv,100,high,MAPPED
