whisky_id,internal_source_system,source_record_id,source_score,review_date,review_year,approval_status,internal_audit_only,internal_source_url,matched_whisky_name,whisky_name_raw,name_match_score,quality_decision
W000121,whiskyfun_derived,4d73ab215b7fe0fc0fa5b43a39e16f5170dbb8b9ae77706668faa7f852205374,85,2023-04-27,2023,staging_pending_review,True,https://www.whiskyfun.com/archiveapril23-2-Glengoyne-Ardbeg.html,glengoyne cask strength (batch 7),"Glengoyne 'Cask Strength Batch 009' (59.6%, OB, 2022)",100.0,QUALITY_KEEP_CANDIDATE
W000823,whiskyfun_derived,073fe681601bedade0fb4b3a38c123847a85cf8187e09ab6c4e89f3e2ffba1c3,83,2023-04-24,2023,staging_pending_review,True,https://www.whiskyfun.com/archiveapril23-2-Glengoyne-Ardbeg.html,glen grant 12yo,"Glen Grant 12 yo (43%, OB, +/-2022)",96.8,QUALITY_KEEP_CANDIDATE
W000254,whiskyfun_derived,b823dbdb916749a5c615753ac247e9c9769de857519d5dcf13350920cc897c52,83,2023-07-14,2023,staging_pending_review,True,https://www.whiskyfun.com/archivejuly23-1-Yamazaki-Amrut.html,glenfiddich 21yo gran reserva,"Glenfiddich 21 yo 'Gran Reserva' (40%, OB, +/-2020)",98.3,QUALITY_KEEP_CANDIDATE
W000318,whiskyfun_derived,352a6f79707c433ecb198a22601b6c55327f1b3379c6f8bf094305fe0186915c,87,2023-07-26,2023,staging_pending_review,True,https://www.whiskyfun.com/archivejuly23-2-Laphroaig-Clynelish.html,glengoyne 15yo,"Glengoyne 15 yo (43%, OB, +/-2022)",96.6,QUALITY_KEEP_CANDIDATE
W001089,whiskyfun_derived,0ef2360fcaed0b4dc0d5b35abdee8ccb61d5f57e02734954a8910c887eeb6093,75,2023-08-02,2023,staging_pending_review,True,https://www.whiskyfun.com/archiveaugust23-1-Linkwood-Cragganmore.html,glenfiddich 12yo caoran reserve,"Glenfiddich 12 yo 'Caoran Reserve' (40%, OB, +/-2005)",98.4,QUALITY_KEEP_CANDIDATE
W000597,whiskyfun_derived,4324767736b7eb652eaae47ee8aefabbbb8eb92bf8b96d630db0c2d476d9944d,80,2023-08-17,2023,staging_pending_review,True,https://www.whiskyfun.com/archiveaugust23-2-Speyside-Mortlach.html,auchentoshan 18yo,"Auchentoshan 18 yo (43%, OB, +/-2023)",97.1,QUALITY_KEEP_CANDIDATE
W000372,whiskyfun_derived,f1e0b3f0d36294ee22b71523dcf0c49a988daf238803658b212b7c3e7712597f,70,2024-09-25,2024,staging_pending_review,True,https://www.whiskyfun.com/archiveseptember24-2-Glendronach-Jameson.html,glenfiddich reserve cask,"Glenfiddich ‘Reserve Cask’ (40%, OB, travel retail, 1l, +/-2024)",100.0,QUALITY_KEEP_CANDIDATE
W000959,whiskyfun_derived,f93ddffa2001ea0bb1c2a0a434b7980bf271b7073ccaf4f6f1608f027de6f35b,85,2025-04-07,2025,staging_pending_review,True,https://www.whiskyfun.com/archiveapril25-1-Benrinnes-Bowmore.html,talisker distiller's edition (all editions),"Talisker 'Distillers Edition' (45.8%, OB, Edition 2022)",98.2,QUALITY_KEEP_CANDIDATE
W000268,whiskyfun_derived,a69050420c8e1c591186e024cc7ae95404d090cc1a70cae4705e2f1d1290e098,88,2025-08-13,2025,staging_pending_review,True,https://www.whiskyfun.com/archiveaugust25-1-Pulteney-Raasay.html,glengoyne 18yo,"Glengoyne 18 yo (43%, OB, +/-2024)",96.6,QUALITY_KEEP_CANDIDATE
W000823,whiskyfun_derived,a99a1d9d708ea958c6194236da8f0238b0e56c48b01afa3cc25d95a5164a61c3,92,2025-08-05,2025,staging_pending_review,True,https://www.whiskyfun.com/archiveaugust25-1-Pulteney-Raasay.html,glen grant 12yo,"Glen Grant 12 yo (43°GL, OB for Armando Giovinetti, Italy, 75cl, +/-1970)",96.8,QUALITY_KEEP_CANDIDATE
W000976,whiskyfun_derived,d3c6be387e8c4185c3f2696129cbe6a0e1e976bd5a9495933e6d44d66debde4f,90,2025-10-01,2025,staging_pending_review,True,https://www.whiskyfun.com/archiveoctober25-1-Glenlivet-Glenmorangie.html,talisker 10yo,"Talisker 10 yo (45.8%, OB, +/-2025)",96.3,QUALITY_KEEP_CANDIDATE
