dedupe_hash,whisky_name_raw,distillery,source_score,review_year,review_date,matched_whisky_id,matched_whisky_name,matched_distillery,name_match_score,distillery_match,conflict_flags,decision,decision_reason,tuned_decision,internal_audit_only,internal_source_url,quality_flags,quality_decision
7482c044c1b0570814afd5b3fbfc467417e12949a223e51f27f3895d05c3cf7e,"Bowmore ‘Vault Edition’ (51.5%, OB, First Release, 2016)",Bowmore,81,2017,2017-04-18,W000963,bowmore vault edition second release,Bowmore,100.0,True,,REVIEW_PRODUCT_FEATURE,moderate score or explicit distillery identity,KEEP_PRODUCT_FEATURE_CANDIDATE,True,https://www.whiskyfun.com/archiveapril17-2-Benromach-Bowmore-Glenmorangie-Laphroaig.html,,QUALITY_KEEP_CANDIDATE
707b977d28110451f88bef1875d6f79350c5b4d03a694c7df047f4c92f71ba2c,"Aberlour 'A'bunadh' batch #57 (60.7%, OB, 2016)",Aberlour,88,2017,2017-06-23,W000001,aberlour a'bunadh,Aberlour,100.0,True,,REVIEW_PRODUCT_FEATURE,moderate score or explicit distillery identity,KEEP_PRODUCT_FEATURE_CANDIDATE,True,https://www.whiskyfun.com/archivejune17-2-Ardmore-Port-Ellen-Caol-Ila.html,raw_release_term_missing_in_match|batch_missing_in_match,MANUAL_REVIEW_REQUIRED
150cd541b66a92ae3b26946ddd4fa216aee99f4655b7093bb7a4b3e24654d26f,"Talisker 'Dark Storm' (45.8%, OB, +/-2016)",Talisker,83,2017,2017-06-20,W001024,talisker dark storm,Talisker,100.0,True,,REVIEW_PRODUCT_FEATURE,moderate score or explicit distillery identity,KEEP_PRODUCT_FEATURE_CANDIDATE,True,https://www.whiskyfun.com/archivejune17-2-Ardmore-Port-Ellen-Caol-Ila.html,storm_dark_storm_mismatch,MANUAL_REVIEW_REQUIRED
7c46297e94157db0933be582ad93ef669fd0763ba16147e270f5da9d81d96c15,"Aberlour 'A'bunadh' batch #58 (61.1%, OB, 2017)",Aberlour,89,2017,2017-10-12,W000001,aberlour a'bunadh,Aberlour,100.0,True,,REVIEW_PRODUCT_FEATURE,moderate score or explicit distillery identity,KEEP_PRODUCT_FEATURE_CANDIDATE,True,https://www.whiskyfun.com/archiveoctober17-1-Clynelish-Aberlour-Ardbeg.html,raw_release_term_missing_in_match|batch_missing_in_match,MANUAL_REVIEW_REQUIRED
c1eb5bf2b7be8b118ccfba778eac63e68d3b3c4de4c3d9c743b3a04cc3853d42,"Glengoyne 'Cask Strength Batch 004' (58.8%, OB, 2015)",Glengoyne,83,2017,2017-10-04,W000121,glengoyne cask strength (batch 7),Glengoyne,100.0,True,,REVIEW_PRODUCT_FEATURE,moderate score or explicit distillery identity,KEEP_PRODUCT_FEATURE_CANDIDATE,True,https://www.whiskyfun.com/archiveoctober17-1-Clynelish-Aberlour-Ardbeg.html,,QUALITY_KEEP_CANDIDATE
7e4e54a66ede44ae9ebd8afec960ae3bf316f2ce614d667397559158cd593df2,"Glenfiddich ‘Select Cask' (40%, OB, Cask Collection, travel retail, +/-2017)",Glenfiddich,78,2017,2017-10-02,W000647,glenfiddich select cask,Glenfiddich,100.0,True,,REVIEW_PRODUCT_FEATURE,moderate score or explicit distillery identity,KEEP_PRODUCT_FEATURE_CANDIDATE,True,https://www.whiskyfun.com/archiveoctober17-1-Clynelish-Aberlour-Ardbeg.html,,QUALITY_KEEP_CANDIDATE
d4b13b5b116d8ddd59f55ad13ccba3c490c2364b030c442f6ebec59167dbf2c5,"Glenmorangie 'Astar' (52.5%, OB, 2017)",Glenmorangie,81,2017,2017-10-17,W000459,glenmorangie astar,Glenmorangie,100.0,True,,REVIEW_PRODUCT_FEATURE,moderate score or explicit distillery identity,KEEP_PRODUCT_FEATURE_CANDIDATE,True,https://www.whiskyfun.com/archiveoctober17-2-Clynelish-Balvenie-Lagavulin.html,,QUALITY_KEEP_CANDIDATE
7e8a751fe0fef50d41e11a80efac04eedf6c1a4d436977ca405890b143cbae7f,"Bowmore 10 yo 'Tempest' (54.9%, OB, Batch #6, 2015)",Bowmore,83,2017,2017-11-24,W000981,bowmore 10yo tempest,Bowmore,97.6,True,,REVIEW_PRODUCT_FEATURE,moderate score or explicit distillery identity,KEEP_PRODUCT_FEATURE_CANDIDATE,True,https://www.whiskyfun.com/archivenovember17-2-Craigellachie-Bowmore-Strathisla.html,release_term_mismatch|batch_missing_in_match,MANUAL_REVIEW_REQUIRED
efa286812876f66d75302893edfe1b796eb9fc0103d181eb9539368fdf3c3216,"Deanston 12 yo (46.3%, OB, +/-2017)",Deanston,87,2017,2017-12-28,W000631,deanston 12yo,Deanston,96.3,True,,REVIEW_PRODUCT_FEATURE,moderate score or explicit distillery identity,KEEP_PRODUCT_FEATURE_CANDIDATE,True,https://www.whiskyfun.com/archivedecember17-2-Glenfarclas-Glen-Moray-Macallan.html,,QUALITY_KEEP_CANDIDATE
0f346bc74d311635c5446a70c76abed04bb1aa5a217e6f2350ea2e4c8f57cb40,"Auchentoshan 12 yo (40%, OB, +/-2017)",Auchentoshan,82,2018,2018-01-31,W000018,auchentoshan 12yo,Auchentoshan,97.1,True,,REVIEW_PRODUCT_FEATURE,moderate score or explicit distillery identity,KEEP_PRODUCT_FEATURE_CANDIDATE,True,https://www.whiskyfun.com/archivejanuary18-2-Glentauchers-Bowmore-Springbank.html,,QUALITY_KEEP_CANDIDATE
332eb0b05c37cbb9e0c71eefbc871e3a1767df0d7a29730e110ea0dcd62b847b,"Bowmore ‘N°1’ (40%, OB, 2017)",Bowmore,79,2018,2018-01-23,W001069,bowmore no.1,Bowmore,95.7,True,,REVIEW_PRODUCT_FEATURE,moderate score or explicit distillery identity,KEEP_PRODUCT_FEATURE_CANDIDATE,True,https://www.whiskyfun.com/archivejanuary18-2-Glentauchers-Bowmore-Springbank.html,,QUALITY_KEEP_CANDIDATE
db40e85e69ac493bdd4341b06bbcfcbd64d2ad2ab1e0b1a56fdb0bb4f8bec375,"Glenmorangie ‘Spios’ (46%, OB, Private Edition 9, 2018)",Glenmorangie,85,2018,2018-03-26,W000722,glenmorangie spios private edition no 9,Glenmorangie,100.0,True,,REVIEW_PRODUCT_FEATURE,moderate score or explicit distillery identity,KEEP_PRODUCT_FEATURE_CANDIDATE,True,https://www.whiskyfun.com/archivemarch18-2-Glen-Moray-Talisker-Linkwood.html,,QUALITY_KEEP_CANDIDATE
8667b6f9413e2fc2766797adb415db65e718edc49440f97bf85bd88be8b3ce1e,"Laphroaig 25 yo (54.2%, OB, selected by Allen Chen, cask #5124, 2017)",Laphroaig,92,2018,2018-04-11,W000040,laphroaig 25yo,Laphroaig,96.6,True,,REVIEW_PRODUCT_FEATURE,moderate score or explicit distillery identity,KEEP_PRODUCT_FEATURE_CANDIDATE,True,https://www.whiskyfun.com/archiveapril18-1-Jack-Daniels-Wolfburn-Laphroaig.html,,QUALITY_KEEP_CANDIDATE
7393b57d134a4d500b6e3cb9cf6e9fc5ba6d11a775b230c5a4cea3c8239427c4,"Tamnavulin ‘Double Cask’ (40%, OB, +/-2018)",Tamnavulin,80,2018,2018-08-21,W000023,tamnavulin double cask,Tamnavulin,100.0,True,,REVIEW_PRODUCT_FEATURE,moderate score or explicit distillery identity,KEEP_PRODUCT_FEATURE_CANDIDATE,True,https://www.whiskyfun.com/archiveaugust18-2-Glenallachie-Mortlach.html,,QUALITY_KEEP_CANDIDATE
ad484771e8763b17295755775b7a2b6205cbf363dc34fce860cb168a8e5f62e4,"Glenfiddich ‘Fire & Cane’ (43%, OB, Experimental Series #4, 2018)",Glenfiddich,85,2018,2018-09-26,W001060,glenfiddich fire & cane experimental series no. 4,Glenfiddich,100.0,True,,REVIEW_PRODUCT_FEATURE,moderate score or explicit distillery identity,KEEP_PRODUCT_FEATURE_CANDIDATE,True,https://www.whiskyfun.com/archiveseptember18-2-Glenfarclas-Glenfiddich.html,,QUALITY_KEEP_CANDIDATE
0f106d44a790807fd982ae0a3e470f9434f0c9a4bae105c26ae4a6b8a045df76,"Auchentoshan ‘The Bartender’s Malt’ (47%, OB, +/-2018)",Auchentoshan,79,2018,2018-12-28,W000566,auchentoshan bartender's malt,Auchentoshan,100.0,True,,REVIEW_PRODUCT_FEATURE,moderate score or explicit distillery identity,KEEP_PRODUCT_FEATURE_CANDIDATE,True,https://www.whiskyfun.com/archivedecember18-2-Springbank-Port-Ellen.html,,QUALITY_KEEP_CANDIDATE
1950fafd48d4641db032057eb257f4bb12c6db23623459c37349ded6ce36b1f7,"Aberlour ‘Casg Annamh’ (48%, OB, 2018)",Aberlour,85,2018,2018-12-19,W000006,aberlour casg annamh,Aberlour,100.0,True,,REVIEW_PRODUCT_FEATURE,moderate score or explicit distillery identity,KEEP_PRODUCT_FEATURE_CANDIDATE,True,https://www.whiskyfun.com/archivedecember18-2-Springbank-Port-Ellen.html,,QUALITY_KEEP_CANDIDATE
1a8020cad3c00f6ad14bfbde1d73abaf81c289a88f9122bc364f39526fdf0c73,"Glenfiddich 12 yo (40%, OB, +/-2018)",Glenfiddich,83,2019,2019-06-19,W000872,glenfiddich 12yo,Glenfiddich,97.0,True,,REVIEW_PRODUCT_FEATURE,moderate score or explicit distillery identity,KEEP_PRODUCT_FEATURE_CANDIDATE,True,https://www.whiskyfun.com/archivejune19-2-Glencadam-Glenfiddich.html,,QUALITY_KEEP_CANDIDATE
0e0cc01e412e1c42506bd3463b5dd0bda0083b91f93160717afa39f413443fbf,"Auchentoshan ‘Three Wood’ (43%, OB, +/-2018)",Auchentoshan,79,2019,2019-07-26,W000370,auchentoshan three wood,Auchentoshan,100.0,True,,REVIEW_PRODUCT_FEATURE,moderate score or explicit distillery identity,KEEP_PRODUCT_FEATURE_CANDIDATE,True,https://www.whiskyfun.com/archivejuly19-2-Talisker-Springbank.html,,QUALITY_KEEP_CANDIDATE
4f93fe89169094428ee832054c01a7e04d3e00e9a792f59e10850b8c6969dd4a,"Glengoyne 'Cask Strength Batch 005' (59.1%%, OB, 2017)",Glengoyne,84,2019,2019-07-23,W000121,glengoyne cask strength (batch 7),Glengoyne,100.0,True,,REVIEW_PRODUCT_FEATURE,moderate score or explicit distillery identity,KEEP_PRODUCT_FEATURE_CANDIDATE,True,https://www.whiskyfun.com/archivejuly19-2-Talisker-Springbank.html,,QUALITY_KEEP_CANDIDATE
bc05dfff74db133a398e8ab8188269dd0d300e95dc34e8a7cb09784941572a9d,"Glengoyne 'Cask Strength Batch 006' (59.8%, OB, 2018)",Glengoyne,85,2020,2020-04-20,W000121,glengoyne cask strength (batch 7),Glengoyne,100.0,True,,REVIEW_PRODUCT_FEATURE,moderate score or explicit distillery identity,KEEP_PRODUCT_FEATURE_CANDIDATE,True,https://www.whiskyfun.com/archiveapril20-2-Ben-Nevis-Macallan.html,,QUALITY_KEEP_CANDIDATE
f1e0cb5ad61919e3f9fc75e87daf276ecd5c57129e2b4b31c170b0e1a66224ce,"Auchentoshan ‘American Oak’ (40%, OB, +/-2019)",Auchentoshan,75,2020,2020-04-15,W000019,auchentoshan american oak,Auchentoshan,100.0,True,,REVIEW_PRODUCT_FEATURE,moderate score or explicit distillery identity,KEEP_PRODUCT_FEATURE_CANDIDATE,True,https://www.whiskyfun.com/archiveapril20-2-Ben-Nevis-Macallan.html,,QUALITY_KEEP_CANDIDATE
39f5bbbfeddecea7f8eb5eb764d736c55460382bc43a85676c145c8e50f5f215,"Bowmore 12 yo (40%, OB, +/-2015)",Bowmore,85,2020,2020-06-05,W001062,bowmore 12yo,Bowmore,96.0,True,,REVIEW_PRODUCT_FEATURE,moderate score or explicit distillery identity,KEEP_PRODUCT_FEATURE_CANDIDATE,True,https://www.whiskyfun.com/archivejune20-1-Bowmore-Glenmorangie.html,,QUALITY_KEEP_CANDIDATE
c733ad3fefb4c00d8ffe20a86467dfa618fe68cbb1958dce7503fbe57df9ebad,"Bowmore 12 yo (40%, OB, +/-2019)",Bowmore,84,2020,2020-06-03,W001062,bowmore 12yo,Bowmore,96.0,True,,REVIEW_PRODUCT_FEATURE,moderate score or explicit distillery identity,KEEP_PRODUCT_FEATURE_CANDIDATE,True,https://www.whiskyfun.com/archivejune20-1-Bowmore-Glenmorangie.html,,QUALITY_KEEP_CANDIDATE
77180087377b0938ab6f10a2ad84604c9d8a1b7317dd7548bfa4e8d077822d69,"Talisker 'Skye' (45.8%, OB, +/-2018)",Talisker,77,2020,2020-07-10,W000802,talisker skye,Talisker,100.0,True,,REVIEW_PRODUCT_FEATURE,moderate score or explicit distillery identity,KEEP_PRODUCT_FEATURE_CANDIDATE,True,https://www.whiskyfun.com/archivejuly20-1-Waterford-Talisker.html,,QUALITY_KEEP_CANDIDATE
89ea23c50247643124da0dbe153e10be0832a5a1f6495f08359a214a6014214f,"Glen Scotia 18 yo (46%, OB, +/-2019)",Glen Scotia,74,2020,2020-08-11,W000798,glen scotia 18yo,Glen Scotia,97.0,True,,REVIEW_PRODUCT_FEATURE,moderate score or explicit distillery identity,KEEP_PRODUCT_FEATURE_CANDIDATE,True,https://www.whiskyfun.com/archiveaugust20-1-Highland-Park-Miltonduff.html,,QUALITY_KEEP_CANDIDATE
c45d559e8e1099ac071f9d98d6d5eb26c0c8881dcfd08988c410525a409a6e90,"Talisker 10 yo (45.8%, OB, +/-2019)",Talisker,90,2020,2020-08-28,W000976,talisker 10yo,Talisker,96.3,True,,REVIEW_PRODUCT_FEATURE,moderate score or explicit distillery identity,KEEP_PRODUCT_FEATURE_CANDIDATE,True,https://www.whiskyfun.com/archiveaugust20-2-Lagavulin-Talisker.html,,QUALITY_KEEP_CANDIDATE
fede121ddb867f7405e088e635a840fe78b81943d22f2b3033a5bc984eb92996,"Aberlour 'A'bunadh batch #66’ (59.2%, OB, 2020)",Aberlour,87,2020,2020-09-26,W000001,aberlour a'bunadh,Aberlour,100.0,True,,REVIEW_PRODUCT_FEATURE,moderate score or explicit distillery identity,KEEP_PRODUCT_FEATURE_CANDIDATE,True,https://www.whiskyfun.com/archiveseptember20-2-Aberlour-Longmorn.html,raw_release_term_missing_in_match|batch_missing_in_match,MANUAL_REVIEW_REQUIRED
8b3eda3869db6ba98ceaa3b330abd27dc433f7990a815e9b616c8f52ac01514c,"Bowmore ‘Vault Edition’ (50.1%, OB, Second Release, 2019)",Bowmore,84,2020,2020-11-23,W000963,bowmore vault edition second release,Bowmore,100.0,True,,REVIEW_PRODUCT_FEATURE,moderate score or explicit distillery identity,KEEP_PRODUCT_FEATURE_CANDIDATE,True,https://www.whiskyfun.com/archivenovember20-2-Talisker-Bowmore.html,,QUALITY_KEEP_CANDIDATE
d0d672b593e90eb7a39c383f069e5e413e84aa3819ca11b528b2ed25d9f30b56,"Aberlour 'A'bunadh' batch #65 (59.5%, OB, 2019)",Aberlour,85,2021,2021-01-18,W000001,aberlour a'bunadh,Aberlour,100.0,True,,REVIEW_PRODUCT_FEATURE,moderate score or explicit distillery identity,KEEP_PRODUCT_FEATURE_CANDIDATE,True,https://www.whiskyfun.com/archivejanuary21-2-Ardbeg-Kornog.html,raw_release_term_missing_in_match|batch_missing_in_match,MANUAL_REVIEW_REQUIRED
d1d5b79dfaab5920dd94e8baf5a6eb9eb1718e9653b9ed2e996d8159f39520e2,"Talisker 'Storm' (45.8%, OB, +/-2017)",Talisker,83,2021,2021-02-08,W001024,talisker dark storm,Talisker,100.0,True,,REVIEW_PRODUCT_FEATURE,moderate score or explicit distillery identity,KEEP_PRODUCT_FEATURE_CANDIDATE,True,https://www.whiskyfun.com/archivefebruary21-1-Deanston-Balvenie.html,release_term_mismatch|storm_dark_storm_mismatch,MANUAL_REVIEW_REQUIRED
ea27a7e6c5c2ba5de473649d669045c78dfc27e139c2a52d895748511b0dd861,"Glenfiddich 14 yo 'Bourbon Barrel Reserve' (43%, OB, 2020)",Glenfiddich,82,2021,2021-06-16,W000614,glenfiddich 14yo bourbon barrel reserve,Glenfiddich,98.7,True,,REVIEW_PRODUCT_FEATURE,moderate score or explicit distillery identity,KEEP_PRODUCT_FEATURE_CANDIDATE,True,https://www.whiskyfun.com/archivejune21-2-Johnnie-Walker-Clynelish.html,,QUALITY_KEEP_CANDIDATE
3221a18e787b3eadeae4e4d0c2fca2dd4f84f222062588b0aa8d6e25c0528543,"Glengoyne 'Cask Strength Batch 008' (59.2%, OB, 2020)",Glengoyne,85,2021,2021-07-08,W000121,glengoyne cask strength (batch 7),Glengoyne,100.0,True,,REVIEW_PRODUCT_FEATURE,moderate score or explicit distillery identity,KEEP_PRODUCT_FEATURE_CANDIDATE,True,https://www.whiskyfun.com/archivejuly21-1-Glen-Moray-Balblair.html,,QUALITY_KEEP_CANDIDATE
613e7791057bfd2a72d2333aee77ebd23ee4563d08aee30b95eaf36d2f858817,"Talisker 18 yo (45,8%, OB, +/-2021)",Talisker,90,2021,2021-08-18,W000927,talisker 18yo,Talisker,96.3,True,,REVIEW_PRODUCT_FEATURE,moderate score or explicit distillery identity,KEEP_PRODUCT_FEATURE_CANDIDATE,True,https://www.whiskyfun.com/archiveaugust21-2-Aberlour-Lagavulin.html,,QUALITY_KEEP_CANDIDATE
59f7307cc8a1b3e9c3b81c3d7ec44681ca671ebb4010e1d0d8420833c6dd4343,"Talisker 8 yo (59.7%, OB, Special Releases, Untold Legends, refill casks, 2021)",Talisker,91,2021,2021-09-22,W000965,talisker 8yo (special releases),Talisker,96.0,True,,REVIEW_PRODUCT_FEATURE,moderate score or explicit distillery identity,KEEP_PRODUCT_FEATURE_CANDIDATE,True,https://www.whiskyfun.com/archiveseptember21-2-Glenlivet-Bladnoch.html,,QUALITY_KEEP_CANDIDATE
94ecccd826ddd6ec305687fef044c1eae1c1603070d9045afd13ccde5a608453,"Deanston 'Virgin Oak' (46.3%, OB, +/-2021)",Deanston,83,2021,2021-11-04,W000866,deanston virgin oak,Deanston,100.0,True,,REVIEW_PRODUCT_FEATURE,moderate score or explicit distillery identity,KEEP_PRODUCT_FEATURE_CANDIDATE,True,https://www.whiskyfun.com/archivenovember21-1-Highland-Park-Glenallachie.html,,QUALITY_KEEP_CANDIDATE
c4da99f33728c3b3cdd0488cb08a2e68d66df29a98477291e4a59579bde3422e,"Aberlour 'A'bunadh batch #69' (61.2%, OB, oloroso butts, 2021)",Aberlour,86,2021,2021-11-23,W000001,aberlour a'bunadh,Aberlour,100.0,True,,REVIEW_PRODUCT_FEATURE,moderate score or explicit distillery identity,KEEP_PRODUCT_FEATURE_CANDIDATE,True,https://www.whiskyfun.com/archivenovember21-2-Ben-Nevis-Aberlour.html,raw_cask_term_missing_in_match|raw_release_term_missing_in_match|batch_missing_in_match,MANUAL_REVIEW_REQUIRED
a176b7a14b3f8de84d5a744444336ddd13a6679e38183821875cf6ae2d82a578,"Talisker 10 yo (45.8%, OB, 1l, +/-1989)",Talisker,93,2022,2022-05-23,W000976,talisker 10yo,Talisker,96.3,True,,REVIEW_PRODUCT_FEATURE,moderate score or explicit distillery identity,KEEP_PRODUCT_FEATURE_CANDIDATE,True,https://www.whiskyfun.com/archivemay22-2-Cardhu-Talisker.html,,QUALITY_KEEP_CANDIDATE
632a1dd610ed2d50eadc2eb05fc7684ef29fe07d496e8bcbc47aa06710d577f7,"Talisker 'Storm' (45.8%, OB, +/-2021)",Talisker,84,2022,2022-06-21,W001024,talisker dark storm,Talisker,100.0,True,,REVIEW_PRODUCT_FEATURE,moderate score or explicit distillery identity,KEEP_PRODUCT_FEATURE_CANDIDATE,True,https://www.whiskyfun.com/archivejune22-2-Balvenie-Talisker.html,release_term_mismatch|storm_dark_storm_mismatch,MANUAL_REVIEW_REQUIRED
b2988e089e9503bdf9bef5cc98e5086bcdc6b83cadff433809cd6498e0fa92b8,"Glenfiddich 'Malt Master's Edition' (43%, OB, +/-2022)",Glenfiddich,84,2023,2023-01-02,W000367,glenfiddich malt master's edition,Glenfiddich,100.0,True,,REVIEW_PRODUCT_FEATURE,moderate score or explicit distillery identity,KEEP_PRODUCT_FEATURE_CANDIDATE,True,https://www.whiskyfun.com/archivejanuary23-1-Hampden-Longmorn.html,,QUALITY_KEEP_CANDIDATE
b459a17d6b278f657accf187a3e62f7724c544b7a97d14da28a1b3626fe0f68b,"Aberlour 'A'bunadh Alba' (62.7%, OB, +/-2022)",Aberlour,86,2023,2023-01-30,W000001,aberlour a'bunadh,Aberlour,100.0,True,,REVIEW_PRODUCT_FEATURE,moderate score or explicit distillery identity,KEEP_PRODUCT_FEATURE_CANDIDATE,True,https://www.whiskyfun.com/archivejanuary23-2-Ardbeg-Ben-Nevis.html,,QUALITY_KEEP_CANDIDATE
904ad07046bcfe23dd185ed0758cc457d4c35542112ce9860d93794ec06bde4b,"Bowmore 'Legend' (40%, OB, +/-2020)",Bowmore,85,2023,2023-02-07,W001090,bowmore legend,Bowmore,100.0,True,,REVIEW_PRODUCT_FEATURE,moderate score or explicit distillery identity,KEEP_PRODUCT_FEATURE_CANDIDATE,True,https://www.whiskyfun.com/archivefebruary23-1-Port-Ellen-Glenlivet.html,,QUALITY_KEEP_CANDIDATE
ea9a8a6b065e8541bb61ff30a76b9776182dde184bbe1d9ac20c42110a44bf57,"Auchentoshan 12 yo (40%, OB, +/-2022)",Auchentoshan,83,2023,2023-02-27,W000018,auchentoshan 12yo,Auchentoshan,97.1,True,,REVIEW_PRODUCT_FEATURE,moderate score or explicit distillery identity,KEEP_PRODUCT_FEATURE_CANDIDATE,True,https://www.whiskyfun.com/archivefebruary23-2-Ardmore-Auchentoshan.html,,QUALITY_KEEP_CANDIDATE
6fa2444b78604b6fbd684d44f0b8def93146fd4db21ece6a203540cfd455cb15,"Ardmore 'Legacy' (40%, OB, +/-2017)",Ardmore,78,2023,2023-02-23,W000020,ardmore legacy,Ardmore,100.0,True,,REVIEW_PRODUCT_FEATURE,moderate score or explicit distillery identity,KEEP_PRODUCT_FEATURE_CANDIDATE,True,https://www.whiskyfun.com/archivefebruary23-2-Ardmore-Auchentoshan.html,,QUALITY_KEEP_CANDIDATE
357910780be58cecbbef86f3f96a0d6e13893168c02602a25c5661c536b7c870,"Aberlour 'A'bunadh batch #67' (59.8%, OB, Spanish oloroso butts, 2020)",Aberlour,87,2023,2023-03-28,W000001,aberlour a'bunadh,Aberlour,100.0,True,,REVIEW_PRODUCT_FEATURE,moderate score or explicit distillery identity,KEEP_PRODUCT_FEATURE_CANDIDATE,True,https://www.whiskyfun.com/archivemarch23-2-Aberlour-Strathmill.html,raw_cask_term_missing_in_match|raw_release_term_missing_in_match|batch_missing_in_match,MANUAL_REVIEW_REQUIRED
6ad8b8215f5a21e913eed92a6f690d51f7327db4787f01c57b39a66b834b6bb7,"Glenmorangie 'Signet 2022' (46%, OB)",Glenmorangie,84,2023,2023-04-04,W000097,glenmorangie signet,Glenmorangie,100.0,True,,REVIEW_PRODUCT_FEATURE,moderate score or explicit distillery identity,KEEP_PRODUCT_FEATURE_CANDIDATE,True,https://www.whiskyfun.com/archiveapril23-1-Glenmorangie-Shizuoka.html,,QUALITY_KEEP_CANDIDATE
fe0b8b04bd8c007c33f8b9f3a1491e1399e22ad77870983da8f7d0cd7d9722ff,"Glenmorangie 'Nectar d'Or' (46%, OB, +/-2022)",Glenmorangie,85,2023,2023-04-03,W000213,glenmorangie nectar d'or,Glenmorangie,100.0,True,,REVIEW_PRODUCT_FEATURE,moderate score or explicit distillery identity,KEEP_PRODUCT_FEATURE_CANDIDATE,True,https://www.whiskyfun.com/archiveapril23-1-Glenmorangie-Shizuoka.html,,QUALITY_KEEP_CANDIDATE
4d73ab215b7fe0fc0fa5b43a39e16f5170dbb8b9ae77706668faa7f852205374,"Glengoyne 'Cask Strength Batch 009' (59.6%, OB, 2022)",Glengoyne,85,2023,2023-04-27,W000121,glengoyne cask strength (batch 7),Glengoyne,100.0,True,,REVIEW_PRODUCT_FEATURE,moderate score or explicit distillery identity,KEEP_PRODUCT_FEATURE_CANDIDATE,True,https://www.whiskyfun.com/archiveapril23-2-Glengoyne-Ardbeg.html,,QUALITY_KEEP_CANDIDATE
073fe681601bedade0fb4b3a38c123847a85cf8187e09ab6c4e89f3e2ffba1c3,"Glen Grant 12 yo (43%, OB, +/-2022)",Glen Grant,83,2023,2023-04-24,W000823,glen grant 12yo,Glen Grant,96.8,True,,REVIEW_PRODUCT_FEATURE,moderate score or explicit distillery identity,KEEP_PRODUCT_FEATURE_CANDIDATE,True,https://www.whiskyfun.com/archiveapril23-2-Glengoyne-Ardbeg.html,,QUALITY_KEEP_CANDIDATE
b823dbdb916749a5c615753ac247e9c9769de857519d5dcf13350920cc897c52,"Glenfiddich 21 yo 'Gran Reserva' (40%, OB, +/-2020)",Glenfiddich,83,2023,2023-07-14,W000254,glenfiddich 21yo gran reserva,Glenfiddich,98.3,True,,REVIEW_PRODUCT_FEATURE,moderate score or explicit distillery identity,KEEP_PRODUCT_FEATURE_CANDIDATE,True,https://www.whiskyfun.com/archivejuly23-1-Yamazaki-Amrut.html,,QUALITY_KEEP_CANDIDATE
352a6f79707c433ecb198a22601b6c55327f1b3379c6f8bf094305fe0186915c,"Glengoyne 15 yo (43%, OB, +/-2022)",Glengoyne,87,2023,2023-07-26,W000318,glengoyne 15yo,Glengoyne,96.6,True,,REVIEW_PRODUCT_FEATURE,moderate score or explicit distillery identity,KEEP_PRODUCT_FEATURE_CANDIDATE,True,https://www.whiskyfun.com/archivejuly23-2-Laphroaig-Clynelish.html,,QUALITY_KEEP_CANDIDATE
0ef2360fcaed0b4dc0d5b35abdee8ccb61d5f57e02734954a8910c887eeb6093,"Glenfiddich 12 yo 'Caoran Reserve' (40%, OB, +/-2005)",Glenfiddich,75,2023,2023-08-02,W001089,glenfiddich 12yo caoran reserve,Glenfiddich,98.4,True,,REVIEW_PRODUCT_FEATURE,moderate score or explicit distillery identity,KEEP_PRODUCT_FEATURE_CANDIDATE,True,https://www.whiskyfun.com/archiveaugust23-1-Linkwood-Cragganmore.html,,QUALITY_KEEP_CANDIDATE
4324767736b7eb652eaae47ee8aefabbbb8eb92bf8b96d630db0c2d476d9944d,"Auchentoshan 18 yo (43%, OB, +/-2023)",Auchentoshan,80,2023,2023-08-17,W000597,auchentoshan 18yo,Auchentoshan,97.1,True,,REVIEW_PRODUCT_FEATURE,moderate score or explicit distillery identity,KEEP_PRODUCT_FEATURE_CANDIDATE,True,https://www.whiskyfun.com/archiveaugust23-2-Speyside-Mortlach.html,,QUALITY_KEEP_CANDIDATE
60821ad1f25fa4cbfb0aa20bbf8a880600358f12f10cc7aedeee5e6b7ebb70e3,"Aberlour 'A'bunadh batch #74' (60%, OB, Spanish oloroso sherry butts, 2022)",Aberlour,88,2023,2023-11-07,W000001,aberlour a'bunadh,Aberlour,100.0,True,,REVIEW_PRODUCT_FEATURE,moderate score or explicit distillery identity,KEEP_PRODUCT_FEATURE_CANDIDATE,True,https://www.whiskyfun.com/archivenovember23-1-Pulteney-Balblair.html,raw_cask_term_missing_in_match|raw_release_term_missing_in_match|batch_missing_in_match,MANUAL_REVIEW_REQUIRED
f1e0b3f0d36294ee22b71523dcf0c49a988daf238803658b212b7c3e7712597f,"Glenfiddich ‘Reserve Cask’ (40%, OB, travel retail, 1l, +/-2024)",Glenfiddich,70,2024,2024-09-25,W000372,glenfiddich reserve cask,Glenfiddich,100.0,True,,REVIEW_PRODUCT_FEATURE,moderate score or explicit distillery identity,KEEP_PRODUCT_FEATURE_CANDIDATE,True,https://www.whiskyfun.com/archiveseptember24-2-Glendronach-Jameson.html,,QUALITY_KEEP_CANDIDATE
