whisky_id,whisky_name,source_url,source_domain,source_type,snapshot_path,http_status,fetch_status,extraction_status,match_score,mismatch_flags,nose_notes,palate_notes,finish_notes,aroma_tags,extracted_profile_vector,recommended_action,production_ready
W001416,alberta premium cask strength rye (batch 1 65.1% 2019),https://www.whiskynotes.be/search/alberta-premium-cask-strength-rye-(batch-1-65.1%-2019)-tasting-notes-review,whiskynotes.be,review_site,C:\Users\eltun\Documents\malt radar\data\output\tasting_note_snapshots\W001416_27.html,,,extracted,90,,,,,,,manual_review,false
W001474,pike creek 21yo double barrel european oak cask (2018),https://www.whiskynotes.be/search/pike-creek-21yo-double-barrel-european-oak-cask-(2018)-tasting-notes-review,whiskynotes.be,review_site,C:\Users\eltun\Documents\malt radar\data\output\tasting_note_snapshots\W001474_28.html,,,extracted,95,,,,,,,manual_review,false
W001719,jefferson's reserve very old kentucky straight bourbon,https://www.whiskynotes.be/search/jefferson's-reserve-very-old-kentucky-straight-bourbon-tasting-notes-review,whiskynotes.be,review_site,C:\Users\eltun\Documents\malt radar\data\output\tasting_note_snapshots\W001719_30.html,,,extracted,90,,,,,,,manual_review,false
W000990,game of thrones house greyjoy talisker select reserve,https://www.whiskynotes.be/search/game-of-thrones-house-greyjoy-talisker-select-reserve-tasting-notes-review,whiskynotes.be,review_site,C:\Users\eltun\Documents\malt radar\data\output\tasting_note_snapshots\W000990_32.html,,,extracted,90,,,,,,,manual_review,false
W001787,blanton's special reserve single barrel (green label),https://www.whiskynotes.be/search/blanton's-special-reserve-single-barrel-(green-label)-tasting-notes-review,whiskynotes.be,review_site,C:\Users\eltun\Documents\malt radar\data\output\tasting_note_snapshots\W001787_37.html,,,extracted,90,,,,,,,manual_review,false
W001403,alberta premium cask strength rye (batch 2 66% 2020),https://www.whiskynotes.be/search/alberta-premium-cask-strength-rye-(batch-2-66%-2020)-tasting-notes-review,whiskynotes.be,review_site,C:\Users\eltun\Documents\malt radar\data\output\tasting_note_snapshots\W001403_38.html,,,extracted,90,,,,,,,manual_review,false
W000067,glendronach vintage 20yo single cask (all vintages),https://www.whiskynotes.be/search/glendronach-vintage-20yo-single-cask-(all-vintages)-tasting-notes-review,whiskynotes.be,review_site,C:\Users\eltun\Documents\malt radar\data\output\tasting_note_snapshots\W000067_40.html,,,extracted,95,,,,,,,manual_review,false
W000083,glendronach vintage 19yo single cask (all vintages),https://www.whiskynotes.be/search/glendronach-vintage-19yo-single-cask-(all-vintages)-tasting-notes-review,whiskynotes.be,review_site,C:\Users\eltun\Documents\malt radar\data\output\tasting_note_snapshots\W000083_41.html,,,extracted,95,,,,,,,manual_review,false
W000876,game of thrones house targaryen cardhu gold reserve,https://www.whiskynotes.be/search/game-of-thrones-house-targaryen-cardhu-gold-reserve-tasting-notes-review,whiskynotes.be,review_site,C:\Users\eltun\Documents\malt radar\data\output\tasting_note_snapshots\W000876_42.html,,,extracted,90,,,,,,,manual_review,false
W000073,benriach 17yo solstice peated port (both editions),https://www.whiskynotes.be/search/benriach-17yo-solstice-peated-port-(both-editions)-tasting-notes-review,whiskynotes.be,review_site,C:\Users\eltun\Documents\malt radar\data\output\tasting_note_snapshots\W000073_45.html,,,extracted,95,,,,,,,manual_review,false
W000970,bruichladdich port charlotte pc10 (second edition),https://www.whiskynotes.be/search/bruichladdich-port-charlotte-pc10-(second-edition)-tasting-notes-review,whiskynotes.be,review_site,C:\Users\eltun\Documents\malt radar\data\output\tasting_note_snapshots\W000970_46.html,,,extracted,90,,,,,,,manual_review,false
W001060,glenfiddich fire & cane experimental series no. 4,https://www.whiskynotes.be/search/glenfiddich-fire-&-cane-experimental-series-no.-4-tasting-notes-review,whiskynotes.be,review_site,C:\Users\eltun\Documents\malt radar\data\output\tasting_note_snapshots\W001060_48.html,,,extracted,100,,,,,,,manual_review,false
W001128,laphroaig cairdeas 2019 triple wood cask strength,https://www.whiskynotes.be/search/laphroaig-cairdeas-2019-triple-wood-cask-strength-tasting-notes-review,whiskynotes.be,review_site,C:\Users\eltun\Documents\malt radar\data\output\tasting_note_snapshots\W001128_49.html,,,extracted,100,,,,,,,manual_review,false
W000950,bruichladdich port charlotte pc11 eorna na h-alba,https://www.whiskynotes.be/search/bruichladdich-port-charlotte-pc11-eorna-na-h-alba-tasting-notes-review,whiskynotes.be,review_site,C:\Users\eltun\Documents\malt radar\data\output\tasting_note_snapshots\W000950_50.html,,,extracted,90,,,,,,,manual_review,false
W001365,canadian club 43yo chronicles no. 3 the speakeasy,https://www.whiskynotes.be/search/canadian-club-43yo-chronicles-no.-3-the-speakeasy-tasting-notes-review,whiskynotes.be,review_site,C:\Users\eltun\Documents\malt radar\data\output\tasting_note_snapshots\W001365_51.html,,,extracted,95,,,,,,,manual_review,false
W000323,glenfiddich 19yo age of discovery (madeira cask),https://www.whiskynotes.be/search/glenfiddich-19yo-age-of-discovery-(madeira-cask)-tasting-notes-review,whiskynotes.be,review_site,C:\Users\eltun\Documents\malt radar\data\output\tasting_note_snapshots\W000323_54.html,,,extracted,105,,,,,,,manual_review,false
W000497,glenfiddich 19yo age of discovery (bourbon cask),https://www.whiskynotes.be/search/glenfiddich-19yo-age-of-discovery-(bourbon-cask)-tasting-notes-review,whiskynotes.be,review_site,C:\Users\eltun\Documents\malt radar\data\output\tasting_note_snapshots\W000497_55.html,,,extracted,105,,,,,,,manual_review,false
W000510,glenfiddich project xx experimental series no. 2,https://www.whiskynotes.be/search/glenfiddich-project-xx-experimental-series-no.-2-tasting-notes-review,whiskynotes.be,review_site,C:\Users\eltun\Documents\malt radar\data\output\tasting_note_snapshots\W000510_56.html,,,extracted,100,,,,,,,manual_review,false
W001127,compass box peat monster 2014 - 10th anniversary,https://www.whiskynotes.be/search/compass-box-peat-monster-2014---10th-anniversary-tasting-notes-review,whiskynotes.be,review_site,C:\Users\eltun\Documents\malt radar\data\output\tasting_note_snapshots\W001127_57.html,,,extracted,90,,,,,,,manual_review,false
W001400,gooderham & worts eleven souls four grain (2018),https://www.whiskynotes.be/search/gooderham-&-worts-eleven-souls-four-grain-(2018)-tasting-notes-review,whiskynotes.be,review_site,C:\Users\eltun\Documents\malt radar\data\output\tasting_note_snapshots\W001400_58.html,,,extracted,90,,,,,,,manual_review,false
W001768,bernheim original straight wheat 7yo small batch,https://www.whiskynotes.be/search/bernheim-original-straight-wheat-7yo-small-batch-tasting-notes-review,whiskynotes.be,review_site,C:\Users\eltun\Documents\malt radar\data\output\tasting_note_snapshots\W001768_59.html,,,extracted,105,,,,,,,manual_review,false
W001370,crown royal noble collection winter wheat (2021),https://www.whiskynotes.be/search/crown-royal-noble-collection-winter-wheat-(2021)-tasting-notes-review,whiskynotes.be,review_site,C:\Users\eltun\Documents\malt radar\data\output\tasting_note_snapshots\W001370_63.html,,,extracted,90,,,,,,,manual_review,false
W001379,canadian club 42yo chronicles no. 2 the dock man,https://www.whiskynotes.be/search/canadian-club-42yo-chronicles-no.-2-the-dock-man-tasting-notes-review,whiskynotes.be,review_site,C:\Users\eltun\Documents\malt radar\data\output\tasting_note_snapshots\W001379_64.html,,,extracted,95,,,,,,,manual_review,false
W000607,okanagan spirits laird of fintry (all editions),https://www.whiskynotes.be/search/okanagan-spirits-laird-of-fintry-(all-editions)-tasting-notes-review,whiskynotes.be,review_site,C:\Users\eltun\Documents\malt radar\data\output\tasting_note_snapshots\W000607_65.html,,,extracted,90,,,,,,,manual_review,false
W001544,last mountain distillery single cask rye whisky,https://www.whiskynotes.be/search/last-mountain-distillery-single-cask-rye-whisky-tasting-notes-review,whiskynotes.be,review_site,C:\Users\eltun\Documents\malt radar\data\output\tasting_note_snapshots\W001544_66.html,,,extracted,90,,,,,,,manual_review,false
W001415,alberta premium cask strength rye (all batches),https://www.whiskynotes.be/search/alberta-premium-cask-strength-rye-(all-batches)-tasting-notes-review,whiskynotes.be,review_site,C:\Users\eltun\Documents\malt radar\data\output\tasting_note_snapshots\W001415_67.html,,,extracted,90,,,,,,,manual_review,false
W001111,amrut portpipe peated single cask #4668 (2017),https://www.whiskynotes.be/search/amrut-portpipe-peated-single-cask-#4668-(2017)-tasting-notes-review,whiskynotes.be,review_site,C:\Users\eltun\Documents\malt radar\data\output\tasting_note_snapshots\W001111_68.html,,,extracted,100,,,,,,,manual_review,false
W001139,amrut portpipe peated single cask #2712 (2013),https://www.whiskynotes.be/search/amrut-portpipe-peated-single-cask-#2712-(2013)-tasting-notes-review,whiskynotes.be,review_site,C:\Users\eltun\Documents\malt radar\data\output\tasting_note_snapshots\W001139_69.html,,,extracted,100,,,,,,,manual_review,false
W001185,amrut portpipe peated single cask #2713 (2013),https://www.whiskynotes.be/search/amrut-portpipe-peated-single-cask-#2713-(2013)-tasting-notes-review,whiskynotes.be,review_site,C:\Users\eltun\Documents\malt radar\data\output\tasting_note_snapshots\W001185_70.html,,,extracted,100,,,,,,,manual_review,false
W001203,amrut portpipe peated single cask #2712 (2016),https://www.whiskynotes.be/search/amrut-portpipe-peated-single-cask-#2712-(2016)-tasting-notes-review,whiskynotes.be,review_site,C:\Users\eltun\Documents\malt radar\data\output\tasting_note_snapshots\W001203_71.html,,,extracted,100,,,,,,,manual_review,false
W001538,jack daniel's rested tennessee rye (batch 1/2),https://www.whiskynotes.be/search/jack-daniel's-rested-tennessee-rye-(batch-1/2)-tasting-notes-review,whiskynotes.be,review_site,C:\Users\eltun\Documents\malt radar\data\output\tasting_note_snapshots\W001538_72.html,,,extracted,90,,,,,,,manual_review,false
W000211,bunnahabhain 11yo manzanilla cask matured 2008,https://www.whiskynotes.be/search/bunnahabhain-11yo-manzanilla-cask-matured-2008-tasting-notes-review,whiskynotes.be,review_site,C:\Users\eltun\Documents\malt radar\data\output\tasting_note_snapshots\W000211_73.html,,,extracted,95,,,,,,,manual_review,false
W000476,game of thrones house tyrell clynelish reserve,https://www.whiskynotes.be/search/game-of-thrones-house-tyrell-clynelish-reserve-tasting-notes-review,whiskynotes.be,review_site,C:\Users\eltun\Documents\malt radar\data\output\tasting_note_snapshots\W000476_74.html,,,extracted,90,,,,,,,manual_review,false
W000703,bruichladdich laddie ten 10yo (second edition),https://www.whiskynotes.be/search/bruichladdich-laddie-ten-10yo-(second-edition)-tasting-notes-review,whiskynotes.be,review_site,C:\Users\eltun\Documents\malt radar\data\output\tasting_note_snapshots\W000703_75.html,,,extracted,95,,,,,,,manual_review,false
W000813,glenkinchie distiller's edition (all editions),https://www.whiskynotes.be/search/glenkinchie-distiller's-edition-(all-editions)-tasting-notes-review,whiskynotes.be,review_site,C:\Users\eltun\Documents\malt radar\data\output\tasting_note_snapshots\W000813_76.html,,,extracted,90,,,,,,,manual_review,false
W001448,j.p. wiser's alumni series yvan cournoyer 12yo,https://www.whiskynotes.be/search/j.p.-wiser's-alumni-series-yvan-cournoyer-12yo-tasting-notes-review,whiskynotes.be,review_site,C:\Users\eltun\Documents\malt radar\data\output\tasting_note_snapshots\W001448_78.html,,,extracted,95,,,,,,,manual_review,false
W001503,crown royal noble collection cornerstone blend,https://www.whiskynotes.be/search/crown-royal-noble-collection-cornerstone-blend-tasting-notes-review,whiskynotes.be,review_site,C:\Users\eltun\Documents\malt radar\data\output\tasting_note_snapshots\W001503_79.html,,,extracted,90,,,,,,,manual_review,false
W001527,j.p. wiser's alumni series martin brodeur 12yo,https://www.whiskynotes.be/search/j.p.-wiser's-alumni-series-martin-brodeur-12yo-tasting-notes-review,whiskynotes.be,review_site,C:\Users\eltun\Documents\malt radar\data\output\tasting_note_snapshots\W001527_80.html,,,extracted,95,,,,,,,manual_review,false
W001556,j.p. wiser's alumni series lanny macdonald 9yo,https://www.whiskynotes.be/search/j.p.-wiser's-alumni-series-lanny-macdonald-9yo-tasting-notes-review,whiskynotes.be,review_site,C:\Users\eltun\Documents\malt radar\data\output\tasting_note_snapshots\W001556_81.html,,,extracted,95,,,,,,,manual_review,false
W001664,barrell 15yo craft spirits bourbon (batch 001),https://www.whiskynotes.be/search/barrell-15yo-craft-spirits-bourbon-(batch-001)-tasting-notes-review,whiskynotes.be,review_site,C:\Users\eltun\Documents\malt radar\data\output\tasting_note_snapshots\W001664_82.html,,,extracted,95,,,,,,,manual_review,false
W001746,barrell infinity barrel project (all releases),https://www.whiskynotes.be/search/barrell-infinity-barrel-project-(all-releases)-tasting-notes-review,whiskynotes.be,review_site,C:\Users\eltun\Documents\malt radar\data\output\tasting_note_snapshots\W001746_83.html,,,extracted,90,,,,,,,manual_review,false
W001145,compass box peat monster 2008 reserve edition,https://www.whiskynotes.be/search/compass-box-peat-monster-2008-reserve-edition-tasting-notes-review,whiskynotes.be,review_site,C:\Users\eltun\Documents\malt radar\data\output\tasting_note_snapshots\W001145_84.html,,,extracted,90,,,,,,,manual_review,false
W001183,amrut portpipe peated single cask (all casks),https://www.whiskynotes.be/search/amrut-portpipe-peated-single-cask-(all-casks)-tasting-notes-review,whiskynotes.be,review_site,C:\Users\eltun\Documents\malt radar\data\output\tasting_note_snapshots\W001183_85.html,,,extracted,100,,,,,,,manual_review,false
W001086,arran malt machrie moor peated (all editions),https://www.whiskynotes.be/search/arran-malt-machrie-moor-peated-(all-editions)-tasting-notes-review,whiskynotes.be,review_site,C:\Users\eltun\Documents\malt radar\data\output\tasting_note_snapshots\W001086_90.html,,,extracted,90,,,,,,,manual_review,false
W001180,game of thrones house lannister lagavulin 9yo,https://www.whiskynotes.be/search/game-of-thrones-house-lannister-lagavulin-9yo-tasting-notes-review,whiskynotes.be,review_site,C:\Users\eltun\Documents\malt radar\data\output\tasting_note_snapshots\W001180_91.html,,,extracted,95,,,,,,,manual_review,false
W001356,johnnie walker white walker (game of thrones),https://www.whiskynotes.be/search/johnnie-walker-white-walker-(game-of-thrones)-tasting-notes-review,whiskynotes.be,review_site,C:\Users\eltun\Documents\malt radar\data\output\tasting_note_snapshots\W001356_95.html,,,extracted,90,,,,,,,manual_review,false
W001481,j.p. wiser's alumni series larry robinson 6yo,https://www.whiskynotes.be/search/j.p.-wiser's-alumni-series-larry-robinson-6yo-tasting-notes-review,whiskynotes.be,review_site,C:\Users\eltun\Documents\malt radar\data\output\tasting_note_snapshots\W001481_96.html,,,extracted,95,,,,,,,manual_review,false
W001558,j.p. wiser's alumni series darryl sitter 10yo,https://www.whiskynotes.be/search/j.p.-wiser's-alumni-series-darryl-sitter-10yo-tasting-notes-review,whiskynotes.be,review_site,C:\Users\eltun\Documents\malt radar\data\output\tasting_note_snapshots\W001558_97.html,,,extracted,95,,,,,,,manual_review,false
W001667,smooth ambler old scout single barrel bourbon,https://www.whiskynotes.be/search/smooth-ambler-old-scout-single-barrel-bourbon-tasting-notes-review,whiskynotes.be,review_site,C:\Users\eltun\Documents\malt radar\data\output\tasting_note_snapshots\W001667_98.html,,,extracted,90,,,,,,,manual_review,false
W000180,deanston 2008 bordeaux red wine cask matured,https://www.whiskynotes.be/search/deanston-2008-bordeaux-red-wine-cask-matured-tasting-notes-review,whiskynotes.be,review_site,C:\Users\eltun\Documents\malt radar\data\output\tasting_note_snapshots\W000180_99.html,,,extracted,100,,,,,,,manual_review,false
W000424,mackmyra reserve single cask (various casks),https://www.whiskynotes.be/search/mackmyra-reserve-single-cask-(various-casks)-tasting-notes-review,whiskynotes.be,review_site,C:\Users\eltun\Documents\malt radar\data\output\tasting_note_snapshots\W000424_100.html,,,extracted,100,,,,,,,manual_review,false
W000561,westland american single malt (american oak),https://www.whiskynotes.be/search/westland-american-single-malt-(american-oak)-tasting-notes-review,whiskynotes.be,review_site,C:\Users\eltun\Documents\malt radar\data\output\tasting_note_snapshots\W000561_101.html,,,extracted,90,,,,,,,manual_review,false
W001512,shelter point artisanal cask strength whisky,https://www.whiskynotes.be/search/shelter-point-artisanal-cask-strength-whisky-tasting-notes-review,whiskynotes.be,review_site,C:\Users\eltun\Documents\malt radar\data\output\tasting_note_snapshots\W001512_104.html,,,extracted,90,,,,,,,manual_review,false
W000744,arran malt 12yo cask strength (all editions),https://www.whiskynotes.be/search/arran-malt-12yo-cask-strength-(all-editions)-tasting-notes-review,whiskynotes.be,review_site,C:\Users\eltun\Documents\malt radar\data\output\tasting_note_snapshots\W000744_105.html,,,extracted,95,,,,,,,manual_review,false
W000755,bruichladdich classic laddie scottish barley,https://www.whiskynotes.be/search/bruichladdich-classic-laddie-scottish-barley-tasting-notes-review,whiskynotes.be,review_site,C:\Users\eltun\Documents\malt radar\data\output\tasting_note_snapshots\W000755_106.html,,,extracted,90,,,,,,,manual_review,false
W001028,highland park 12yo viking honour (post-2017),https://www.whiskynotes.be/search/highland-park-12yo-viking-honour-(post-2017)-tasting-notes-review,whiskynotes.be,review_site,C:\Users\eltun\Documents\malt radar\data\output\tasting_note_snapshots\W001028_108.html,,,extracted,95,,,,,,,manual_review,false
W001118,lagavulin distiller's edition (all vintages),https://www.whiskynotes.be/search/lagavulin-distiller's-edition-(all-vintages)-tasting-notes-review,whiskynotes.be,review_site,C:\Users\eltun\Documents\malt radar\data\output\tasting_note_snapshots\W001118_109.html,,,extracted,90,,,,,,,manual_review,false
W001304,lohin mckinnon barley and rye lightly peated,https://www.whiskynotes.be/search/lohin-mckinnon-barley-and-rye-lightly-peated-tasting-notes-review,whiskynotes.be,review_site,C:\Users\eltun\Documents\malt radar\data\output\tasting_note_snapshots\W001304_110.html,,,extracted,90,,,,,,,manual_review,false
W001377,j.p. wiser's 23yo cask strength blend (2019),https://www.whiskynotes.be/search/j.p.-wiser's-23yo-cask-strength-blend-(2019)-tasting-notes-review,whiskynotes.be,review_site,C:\Users\eltun\Documents\malt radar\data\output\tasting_note_snapshots\W001377_111.html,,,extracted,95,,,,,,,manual_review,false
