whisky_id,whisky_name,source_url,source_domain,source_type,snapshot_path,http_status,fetch_status,extraction_status,match_score,mismatch_flags,nose_notes,palate_notes,finish_notes,aroma_tags,extracted_profile_vector,recommended_action,production_ready
W000524,"bruichladdich the organic (mid coul, coulmore, mains of tullibardine farms)","https://www.whiskynotes.be/search/bruichladdich-the-organic-(mid-coul,-coulmore,-mains-of-tullibardine-farms)-tasting-notes-review",whiskynotes.be,review_site,,403,failed_http_403,rejected_fetch_failed,90,,,,,,,reject,false
W001792,parker’s heritage 12th 2018 finished in orange curaçao barrels,https://www.whiskynotes.be/search/parker’s-heritage-12th-2018-finished-in-orange-curaçao-barrels-tasting-notes-review,whiskynotes.be,review_site,,403,failed_http_403,rejected_fetch_failed,90,,,,,,,reject,false
W000028,"laphroaig 27yo 57.4% 1980-2007 (ob, 5 oloroso casks, 972 bts)","https://www.whiskynotes.be/search/laphroaig-27yo-57.4%-1980-2007-(ob,-5-oloroso-casks,-972-bts)-tasting-notes-review",whiskynotes.be,review_site,,403,failed_http_403,rejected_fetch_failed,105,,,,,,,reject,false
W000294,"glenfarclas 1968-2000 54.2% (ob, old stock reserve, ceramic)","https://www.whiskynotes.be/search/glenfarclas-1968-2000-54.2%-(ob,-old-stock-reserve,-ceramic)-tasting-notes-review",whiskynotes.be,review_site,,403,failed_http_403,rejected_fetch_failed,90,,,,,,,reject,false
W000026,"macallan 10yo full proof 57% 1980 (ob, giovinetti & figli)","https://www.whiskynotes.be/search/macallan-10yo-full-proof-57%-1980-(ob,-giovinetti-&-figli)-tasting-notes-review",whiskynotes.be,review_site,,403,failed_http_403,rejected_fetch_failed,95,,,,,,,reject,false
