whisky_id,field,current_value,proposed_value,confidence,source,status,classification
c3facd38-30f5-5a7f-bfe7-71ae09afa327,region,,Highlands,0.95,smws,pending,CONFLICT
d88b74f9-9f43-5023-ad59-8453fcd1315a,cask_type,,first-fill barrel,0.95,smws,pending,NO_CHANGE
d88b74f9-9f43-5023-ad59-8453fcd1315a,age,,9.0,0.95,smws,pending,NO_CHANGE
d88b74f9-9f43-5023-ad59-8453fcd1315a,abv,,56.5,0.95,smws,pending,NO_CHANGE
d88b74f9-9f43-5023-ad59-8453fcd1315a,region,,Highland,0.95,smws,pending,NO_CHANGE
271d5220-383f-5b8d-b377-8b5e132554b2,cask_type,,butt;refill,0.95,smws,pending,NO_CHANGE
271d5220-383f-5b8d-b377-8b5e132554b2,age,,29.0,0.95,smws,pending,NO_CHANGE
271d5220-383f-5b8d-b377-8b5e132554b2,abv,,56.0,0.95,smws,pending,NO_CHANGE
271d5220-383f-5b8d-b377-8b5e132554b2,region,,Highland,0.95,smws,pending,NO_CHANGE
3b362ac6-c8e3-58a9-9480-ea3bbc64d0cb,cask_type,,butt;refill,0.95,smws,pending,NO_CHANGE
3b362ac6-c8e3-58a9-9480-ea3bbc64d0cb,age,,29.0,0.95,smws,pending,NO_CHANGE
3b362ac6-c8e3-58a9-9480-ea3bbc64d0cb,abv,,57.6,0.95,smws,pending,NO_CHANGE
3b362ac6-c8e3-58a9-9480-ea3bbc64d0cb,region,,Highland,0.95,smws,pending,NO_CHANGE
953626cf-c3a9-5f27-a38a-58431d073257,cask_type,,butt;refill,0.95,smws,pending,NO_CHANGE
953626cf-c3a9-5f27-a38a-58431d073257,age,,29.0,0.95,smws,pending,NO_CHANGE
953626cf-c3a9-5f27-a38a-58431d073257,abv,,58.0,0.95,smws,pending,NO_CHANGE
953626cf-c3a9-5f27-a38a-58431d073257,region,,Highland,0.95,smws,pending,NO_CHANGE
38037202-7260-5e4c-8573-08b674fa414a,cask_type,,hogshead;refill,0.95,smws,pending,NO_CHANGE
38037202-7260-5e4c-8573-08b674fa414a,age,,13.0,0.95,smws,pending,NO_CHANGE
38037202-7260-5e4c-8573-08b674fa414a,abv,,56.8,0.95,smws,pending,NO_CHANGE
38037202-7260-5e4c-8573-08b674fa414a,region,,Highland,0.95,smws,pending,NO_CHANGE
62b0665b-f8a0-5e68-a226-9c3cee92b809,age,,22.0,0.95,smws,pending,NO_CHANGE
62b0665b-f8a0-5e68-a226-9c3cee92b809,abv,,58.3,0.95,smws,pending,NO_CHANGE
62b0665b-f8a0-5e68-a226-9c3cee92b809,region,,Highlands,0.95,smws,pending,CONFLICT
eb520084-b461-5b08-bbb3-15cb5284f20a,cask_type,,hogshead;refill,0.95,smws,pending,NO_CHANGE
eb520084-b461-5b08-bbb3-15cb5284f20a,age,,26.0,0.95,smws,pending,NO_CHANGE
eb520084-b461-5b08-bbb3-15cb5284f20a,abv,,55.0,0.95,smws,pending,NO_CHANGE
f940e7e2-2b86-5539-965c-48e17d84caab,cask_type,,refill,0.95,smws,pending,NO_CHANGE
f940e7e2-2b86-5539-965c-48e17d84caab,age,,17.0,0.95,smws,pending,NO_CHANGE
f940e7e2-2b86-5539-965c-48e17d84caab,abv,,49.6,0.95,smws,pending,NO_CHANGE
937885e0-2c59-5768-ad9b-68d237d8bb44,cask_type,,butt;refill,0.95,smws,pending,NO_CHANGE
937885e0-2c59-5768-ad9b-68d237d8bb44,age,,25.0,0.95,smws,pending,NO_CHANGE
937885e0-2c59-5768-ad9b-68d237d8bb44,abv,,48.9,0.95,smws,pending,NO_CHANGE
fee204ef-9f9c-58a7-8869-1abdbe190ae6,age,,19.0,0.95,smws,pending,NO_CHANGE
fee204ef-9f9c-58a7-8869-1abdbe190ae6,abv,,53.0,0.95,smws,pending,NO_CHANGE
fee204ef-9f9c-58a7-8869-1abdbe190ae6,region,,Highland,0.95,smws,pending,NO_CHANGE
656c8b8b-2759-5206-a849-4b19b482e1d8,cask_type,,hogshead;refill,0.95,smws,pending,NO_CHANGE
656c8b8b-2759-5206-a849-4b19b482e1d8,age,,11.0,0.95,smws,pending,NO_CHANGE
656c8b8b-2759-5206-a849-4b19b482e1d8,abv,,58.6,0.95,smws,pending,NO_CHANGE
7c36c5d6-0365-5fc3-b2f8-ecafd7ada20b,cask_type,,refill,0.95,smws,pending,NO_CHANGE
7c36c5d6-0365-5fc3-b2f8-ecafd7ada20b,age,,21.0,0.95,smws,pending,NO_CHANGE
7c36c5d6-0365-5fc3-b2f8-ecafd7ada20b,abv,,49.1,0.95,smws,pending,NO_CHANGE
2d1a7d56-7403-5197-b847-040b51e6008e,cask_type,,refill,0.95,smws,pending,NO_CHANGE
2d1a7d56-7403-5197-b847-040b51e6008e,age,,21.0,0.95,smws,pending,NO_CHANGE
2d1a7d56-7403-5197-b847-040b51e6008e,abv,,50.5,0.95,smws,pending,NO_CHANGE
2d1a7d56-7403-5197-b847-040b51e6008e,region,,Highland,0.95,smws,pending,NO_CHANGE
1c55b5b8-72e3-5ddc-b78f-5ed4194a22c9,cask_type,,hogshead;refill,0.95,smws,pending,NO_CHANGE
1c55b5b8-72e3-5ddc-b78f-5ed4194a22c9,age,,12.0,0.95,smws,pending,NO_CHANGE
1c55b5b8-72e3-5ddc-b78f-5ed4194a22c9,abv,,58.1,0.95,smws,pending,NO_CHANGE
1c55b5b8-72e3-5ddc-b78f-5ed4194a22c9,region,,Highland,0.95,smws,pending,NO_CHANGE
0bd4089d-4462-582a-a315-cecbf1360c79,cask_type,,butt;sherry butt,0.95,smws,pending,NO_CHANGE
0bd4089d-4462-582a-a315-cecbf1360c79,age,,27.0,0.95,smws,pending,NO_CHANGE
0bd4089d-4462-582a-a315-cecbf1360c79,abv,,56.6,0.95,smws,pending,NO_CHANGE
0bd4089d-4462-582a-a315-cecbf1360c79,region,,Highland,0.95,smws,pending,NO_CHANGE
4abe48d8-a74f-5fe1-973c-9dcfb08f7cf0,cask_type,,butt;refill,0.95,smws,pending,NO_CHANGE
4abe48d8-a74f-5fe1-973c-9dcfb08f7cf0,age,,28.0,0.95,smws,pending,NO_CHANGE
4abe48d8-a74f-5fe1-973c-9dcfb08f7cf0,abv,,58.2,0.95,smws,pending,NO_CHANGE
4abe48d8-a74f-5fe1-973c-9dcfb08f7cf0,region,,Highland,0.95,smws,pending,NO_CHANGE
c8d18f9b-c6ec-562e-9451-64d67765f277,cask_type,,first-fill barrel,0.95,smws,pending,NO_CHANGE
c8d18f9b-c6ec-562e-9451-64d67765f277,age,,10.0,0.95,smws,pending,NO_CHANGE
c8d18f9b-c6ec-562e-9451-64d67765f277,abv,,61.3,0.95,smws,pending,NO_CHANGE
c8d18f9b-c6ec-562e-9451-64d67765f277,region,,Highland,0.95,smws,pending,NO_CHANGE
674d5c67-6c9c-55cd-91af-ac7ca89bef94,cask_type,,hogshead;refill,0.95,smws,pending,NO_CHANGE
674d5c67-6c9c-55cd-91af-ac7ca89bef94,age,,13.0,0.95,smws,pending,NO_CHANGE
674d5c67-6c9c-55cd-91af-ac7ca89bef94,abv,,51.4,0.95,smws,pending,NO_CHANGE
674d5c67-6c9c-55cd-91af-ac7ca89bef94,region,,Highland,0.95,smws,pending,NO_CHANGE
c237a668-ac1d-5592-ae23-24d77e4e1a32,cask_type,,refill,0.95,smws,pending,NO_CHANGE
c237a668-ac1d-5592-ae23-24d77e4e1a32,age,,23.0,0.95,smws,pending,NO_CHANGE
c237a668-ac1d-5592-ae23-24d77e4e1a32,abv,,48.5,0.95,smws,pending,NO_CHANGE
c237a668-ac1d-5592-ae23-24d77e4e1a32,region,,Highland,0.95,smws,pending,NO_CHANGE
1764dc8a-2501-5e70-9d2e-349c78c6a71c,cask_type,,hogshead;sherry butt,0.95,smws,pending,NO_CHANGE
1764dc8a-2501-5e70-9d2e-349c78c6a71c,age,,22.0,0.95,smws,pending,NO_CHANGE
1764dc8a-2501-5e70-9d2e-349c78c6a71c,abv,,52.6,0.95,smws,pending,NO_CHANGE
535e571f-dd40-5900-a939-275b6c7bfa14,cask_type,,hogshead;refill,0.95,smws,pending,NO_CHANGE
535e571f-dd40-5900-a939-275b6c7bfa14,age,,23.0,0.95,smws,pending,NO_CHANGE
535e571f-dd40-5900-a939-275b6c7bfa14,abv,,51.9,0.95,smws,pending,NO_CHANGE
535e571f-dd40-5900-a939-275b6c7bfa14,region,,Highland,0.95,smws,pending,NO_CHANGE
7d5208d8-e8f2-5f60-9796-8be168cd91df,cask_type,,refill,0.95,smws,pending,NO_CHANGE
7d5208d8-e8f2-5f60-9796-8be168cd91df,age,,10.0,0.95,smws,pending,NO_CHANGE
7d5208d8-e8f2-5f60-9796-8be168cd91df,abv,,61.4,0.95,smws,pending,NO_CHANGE
7d5208d8-e8f2-5f60-9796-8be168cd91df,region,,Highland,0.95,smws,pending,NO_CHANGE
19980adc-80d9-5365-a150-68add5e0b3bf,cask_type,,refill,0.95,smws,pending,NO_CHANGE
19980adc-80d9-5365-a150-68add5e0b3bf,age,,10.0,0.95,smws,pending,NO_CHANGE
19980adc-80d9-5365-a150-68add5e0b3bf,abv,,61.6,0.95,smws,pending,NO_CHANGE
19980adc-80d9-5365-a150-68add5e0b3bf,region,,Highland,0.95,smws,pending,NO_CHANGE
824f65ab-ef02-57bd-a02a-e26b772d8033,cask_type,,hogshead;refill,0.95,smws,pending,NO_CHANGE
824f65ab-ef02-57bd-a02a-e26b772d8033,age,,24.0,0.95,smws,pending,NO_CHANGE
824f65ab-ef02-57bd-a02a-e26b772d8033,abv,,53.3,0.95,smws,pending,NO_CHANGE
824f65ab-ef02-57bd-a02a-e26b772d8033,region,,Highland,0.95,smws,pending,NO_CHANGE
4b371400-8da6-5055-a3bb-e5572178e52d,cask_type,,hogshead;refill,0.95,smws,pending,NO_CHANGE
4b371400-8da6-5055-a3bb-e5572178e52d,age,,23.0,0.95,smws,pending,NO_CHANGE
4b371400-8da6-5055-a3bb-e5572178e52d,abv,,49.8,0.95,smws,pending,NO_CHANGE
4b371400-8da6-5055-a3bb-e5572178e52d,region,,Islay,0.95,smws,pending,NO_CHANGE
a2792400-9949-53f6-93ab-fb758e061c18,cask_type,,hogshead;refill,0.95,smws,pending,NO_CHANGE
a2792400-9949-53f6-93ab-fb758e061c18,age,,17.0,0.95,smws,pending,NO_CHANGE
a2792400-9949-53f6-93ab-fb758e061c18,abv,,49.2,0.95,smws,pending,NO_CHANGE
4c2abb3a-be19-578e-b874-e0a8005eaf77,cask_type,,refill,0.95,smws,pending,NO_CHANGE
4c2abb3a-be19-578e-b874-e0a8005eaf77,age,,20.0,0.95,smws,pending,NO_CHANGE
415cab1e-628e-541c-9c9d-a891f95a255b,cask_type,,refill,0.95,smws,pending,NO_CHANGE
415cab1e-628e-541c-9c9d-a891f95a255b,age,,20.0,0.95,smws,pending,NO_CHANGE
415cab1e-628e-541c-9c9d-a891f95a255b,abv,,58.4,0.95,smws,pending,NO_CHANGE
415cab1e-628e-541c-9c9d-a891f95a255b,region,,Islay,0.95,smws,pending,NO_CHANGE
75c93994-2597-5823-bd00-c5bf988fa2e7,cask_type,,refill,0.95,smws,pending,NO_CHANGE
75c93994-2597-5823-bd00-c5bf988fa2e7,age,,16.0,0.95,smws,pending,NO_CHANGE
75c93994-2597-5823-bd00-c5bf988fa2e7,abv,,58.5,0.95,smws,pending,NO_CHANGE
19a86362-6101-543d-b38a-321fe261e4f6,cask_type,,refill,0.95,smws,pending,NO_CHANGE
19a86362-6101-543d-b38a-321fe261e4f6,age,,16.0,0.95,smws,pending,NO_CHANGE
19a86362-6101-543d-b38a-321fe261e4f6,abv,,51.6,0.95,smws,pending,NO_CHANGE
19a86362-6101-543d-b38a-321fe261e4f6,region,,Islay,0.95,smws,pending,NO_CHANGE
1d9be9ee-5bf0-5823-a027-35adea6e3b31,cask_type,,refill,0.95,smws,pending,NO_CHANGE
1d9be9ee-5bf0-5823-a027-35adea6e3b31,age,,16.0,0.95,smws,pending,NO_CHANGE
1d9be9ee-5bf0-5823-a027-35adea6e3b31,region,,Islay,0.95,smws,pending,NO_CHANGE
60044aa8-38fd-5ea6-8655-30420036780c,cask_type,,butt;refill,0.95,smws,pending,NO_CHANGE
60044aa8-38fd-5ea6-8655-30420036780c,age,,17.0,0.95,smws,pending,NO_CHANGE
60044aa8-38fd-5ea6-8655-30420036780c,abv,,58.1,0.95,smws,pending,NO_CHANGE
60044aa8-38fd-5ea6-8655-30420036780c,region,,Islay,0.95,smws,pending,NO_CHANGE
f1c7dad4-49a1-591b-8873-a426e5aa6bc1,cask_type,,butt;refill,0.95,smws,pending,NO_CHANGE
f1c7dad4-49a1-591b-8873-a426e5aa6bc1,age,,17.0,0.95,smws,pending,NO_CHANGE
f1c7dad4-49a1-591b-8873-a426e5aa6bc1,abv,,59.1,0.95,smws,pending,NO_CHANGE
f1c7dad4-49a1-591b-8873-a426e5aa6bc1,region,,Islay,0.95,smws,pending,CONFLICT
37b64209-818d-5db8-b702-e4befa51d54e,age,,18.0,0.95,smws,pending,NO_CHANGE
37b64209-818d-5db8-b702-e4befa51d54e,abv,,54.6,0.95,smws,pending,NO_CHANGE
37b64209-818d-5db8-b702-e4befa51d54e,region,,Islay,0.95,smws,pending,CONFLICT
0f01956b-105b-5d7a-aee4-cfcfcee1bf9b,age,,18.0,0.95,smws,pending,NO_CHANGE
0f01956b-105b-5d7a-aee4-cfcfcee1bf9b,abv,,54.0,0.95,smws,pending,NO_CHANGE
0f01956b-105b-5d7a-aee4-cfcfcee1bf9b,region,,Islay,0.95,smws,pending,CONFLICT
14bf995e-4f44-53a0-950d-fb547b537c26,age,,11.0,0.95,smws,pending,NO_CHANGE
14bf995e-4f44-53a0-950d-fb547b537c26,abv,,58.2,0.95,smws,pending,NO_CHANGE
14bf995e-4f44-53a0-950d-fb547b537c26,region,,Islay,0.95,smws,pending,CONFLICT
631f719e-2726-5b69-b272-ca88b906f604,cask_type,,hogshead;refill,0.95,smws,pending,NO_CHANGE
631f719e-2726-5b69-b272-ca88b906f604,age,,8.0,0.95,smws,pending,NO_CHANGE
631f719e-2726-5b69-b272-ca88b906f604,abv,,58.2,0.95,smws,pending,NO_CHANGE
631f719e-2726-5b69-b272-ca88b906f604,region,,Islay,0.95,smws,pending,NO_CHANGE
1b3b0b6f-62fe-5bde-a822-73bcc7f2d478,cask_type,,hogshead;refill,0.95,smws,pending,NO_CHANGE
1b3b0b6f-62fe-5bde-a822-73bcc7f2d478,age,,10.0,0.95,smws,pending,NO_CHANGE
1b3b0b6f-62fe-5bde-a822-73bcc7f2d478,abv,,56.1,0.95,smws,pending,NO_CHANGE
1b3b0b6f-62fe-5bde-a822-73bcc7f2d478,region,,Islay,0.95,smws,pending,NO_CHANGE
031087b9-d026-59a9-ae43-6a52d8eb36ad,cask_type,,hogshead;refill,0.95,smws,pending,NO_CHANGE
031087b9-d026-59a9-ae43-6a52d8eb36ad,age,,16.0,0.95,smws,pending,NO_CHANGE
031087b9-d026-59a9-ae43-6a52d8eb36ad,abv,,52.7,0.95,smws,pending,NO_CHANGE
031087b9-d026-59a9-ae43-6a52d8eb36ad,region,,Islay,0.95,smws,pending,NO_CHANGE
71c09f39-7f4f-52b5-9ca3-fa9ce9f320e5,cask_type,,hogshead;refill,0.95,smws,pending,NO_CHANGE
71c09f39-7f4f-52b5-9ca3-fa9ce9f320e5,age,,10.0,0.95,smws,pending,NO_CHANGE
71c09f39-7f4f-52b5-9ca3-fa9ce9f320e5,abv,,56.5,0.95,smws,pending,NO_CHANGE
71c09f39-7f4f-52b5-9ca3-fa9ce9f320e5,region,,Islay,0.95,smws,pending,NO_CHANGE
3e599b3c-56e3-55e7-878b-9d3ad09344ee,cask_type,,butt;sherry butt,0.95,smws,pending,NO_CHANGE
3e599b3c-56e3-55e7-878b-9d3ad09344ee,age,,9.0,0.95,smws,pending,NO_CHANGE
3e599b3c-56e3-55e7-878b-9d3ad09344ee,abv,,60.9,0.95,smws,pending,NO_CHANGE
3e599b3c-56e3-55e7-878b-9d3ad09344ee,region,,Islay,0.95,smws,pending,NO_CHANGE
44db02f0-d229-5eb3-ad25-2357b7019d6e,cask_type,,butt;refill,0.95,smws,pending,NO_CHANGE
44db02f0-d229-5eb3-ad25-2357b7019d6e,age,,10.0,0.95,smws,pending,NO_CHANGE
44db02f0-d229-5eb3-ad25-2357b7019d6e,abv,,63.2,0.95,smws,pending,NO_CHANGE
44db02f0-d229-5eb3-ad25-2357b7019d6e,region,,Islay,0.95,smws,pending,NO_CHANGE
a3c6004b-a4ba-5168-88c3-cdb7c8e3c34d,cask_type,,butt;sherry butt,0.95,smws,pending,NO_CHANGE
a3c6004b-a4ba-5168-88c3-cdb7c8e3c34d,age,,20.0,0.95,smws,pending,NO_CHANGE
a3c6004b-a4ba-5168-88c3-cdb7c8e3c34d,abv,,59.1,0.95,smws,pending,NO_CHANGE
a3c6004b-a4ba-5168-88c3-cdb7c8e3c34d,region,,Islay,0.95,smws,pending,NO_CHANGE
1a201662-1db2-5a83-b106-cf45e7b24e53,cask_type,,butt;sherry butt,0.95,smws,pending,NO_CHANGE
1a201662-1db2-5a83-b106-cf45e7b24e53,age,,19.0,0.95,smws,pending,NO_CHANGE
1a201662-1db2-5a83-b106-cf45e7b24e53,abv,,55.9,0.95,smws,pending,NO_CHANGE
1a201662-1db2-5a83-b106-cf45e7b24e53,region,,Speyside,0.95,smws,pending,NO_CHANGE
84732bb1-b1d2-5f89-8803-5833614ecd84,cask_type,,butt;sherry butt,0.95,smws,pending,NO_CHANGE
84732bb1-b1d2-5f89-8803-5833614ecd84,age,,11.0,0.95,smws,pending,NO_CHANGE
84732bb1-b1d2-5f89-8803-5833614ecd84,abv,,56.3,0.95,smws,pending,NO_CHANGE
84732bb1-b1d2-5f89-8803-5833614ecd84,region,,Islay,0.95,smws,pending,NO_CHANGE
52e35574-90b6-5871-bfba-34ee0da64572,cask_type,,butt;refill,0.95,smws,pending,NO_CHANGE
52e35574-90b6-5871-bfba-34ee0da64572,age,,11.0,0.95,smws,pending,NO_CHANGE
52e35574-90b6-5871-bfba-34ee0da64572,abv,,55.4,0.95,smws,pending,NO_CHANGE
52e35574-90b6-5871-bfba-34ee0da64572,region,,Islay,0.95,smws,pending,NO_CHANGE
cf60ff5e-1643-54ed-aeff-cf4cf3976182,cask_type,,first-fill barrel,0.95,smws,pending,NO_CHANGE
cf60ff5e-1643-54ed-aeff-cf4cf3976182,age,,7.0,0.95,smws,pending,NO_CHANGE
cf60ff5e-1643-54ed-aeff-cf4cf3976182,abv,,64.4,0.95,smws,pending,NO_CHANGE
cf60ff5e-1643-54ed-aeff-cf4cf3976182,region,,Islay,0.95,smws,pending,NO_CHANGE
fa6c1dee-a4d6-5a4d-9d30-4fd05495ac2e,age,,11.0,0.95,smws,pending,NO_CHANGE
fa6c1dee-a4d6-5a4d-9d30-4fd05495ac2e,abv,,56.1,0.95,smws,pending,NO_CHANGE
fa6c1dee-a4d6-5a4d-9d30-4fd05495ac2e,region,,Islay,0.95,smws,pending,NO_CHANGE
42ec3bc6-eb54-58b0-addb-16bbfbc88dfb,age,,8.0,0.95,smws,pending,NO_CHANGE
42ec3bc6-eb54-58b0-addb-16bbfbc88dfb,abv,,59.9,0.95,smws,pending,NO_CHANGE
50b0a8ef-c78a-5168-98e6-797f284bc67d,cask_type,,hogshead;refill,0.95,smws,pending,NO_CHANGE
50b0a8ef-c78a-5168-98e6-797f284bc67d,age,,39.0,0.95,smws,pending,NO_CHANGE
50b0a8ef-c78a-5168-98e6-797f284bc67d,abv,,46.2,0.95,smws,pending,NO_CHANGE
50b0a8ef-c78a-5168-98e6-797f284bc67d,region,,Speyside,0.95,smws,pending,NO_CHANGE
5ce7f1cc-e838-5a71-9eaa-ec48050a18b5,cask_type,,hogshead;refill,0.95,smws,pending,NO_CHANGE
5ce7f1cc-e838-5a71-9eaa-ec48050a18b5,age,,26.0,0.95,smws,pending,NO_CHANGE
5ce7f1cc-e838-5a71-9eaa-ec48050a18b5,abv,,45.9,0.95,smws,pending,NO_CHANGE
5ce7f1cc-e838-5a71-9eaa-ec48050a18b5,region,,Speyside,0.95,smws,pending,NO_CHANGE
d717c486-c25f-5650-a7ba-18d77b72e432,cask_type,,first-fill designer barrel,0.95,smws,pending,NO_CHANGE
d717c486-c25f-5650-a7ba-18d77b72e432,age,,16.0,0.95,smws,pending,NO_CHANGE
d717c486-c25f-5650-a7ba-18d77b72e432,abv,,54.4,0.95,smws,pending,NO_CHANGE
d717c486-c25f-5650-a7ba-18d77b72e432,region,,Speyside,0.95,smws,pending,NO_CHANGE
605a88b7-4697-510d-af18-bca7f8f17167,cask_type,,hogshead;refill,0.95,smws,pending,NO_CHANGE
605a88b7-4697-510d-af18-bca7f8f17167,age,,28.0,0.95,smws,pending,NO_CHANGE
605a88b7-4697-510d-af18-bca7f8f17167,abv,,46.7,0.95,smws,pending,NO_CHANGE
605a88b7-4697-510d-af18-bca7f8f17167,region,,Speyside,0.95,smws,pending,NO_CHANGE
3e9da869-4dd8-5129-bbb2-bc20342f123a,cask_type,,first-fill designer barrel,0.95,smws,pending,NO_CHANGE
3e9da869-4dd8-5129-bbb2-bc20342f123a,age,,17.0,0.95,smws,pending,NO_CHANGE
3e9da869-4dd8-5129-bbb2-bc20342f123a,abv,,49.5,0.95,smws,pending,NO_CHANGE
3e9da869-4dd8-5129-bbb2-bc20342f123a,region,,Speyside,0.95,smws,pending,NO_CHANGE
f833e69f-06db-56de-896c-7b9ddbf14793,cask_type,,hogshead;refill,0.95,smws,pending,NO_CHANGE
f833e69f-06db-56de-896c-7b9ddbf14793,age,,12.0,0.95,smws,pending,NO_CHANGE
f833e69f-06db-56de-896c-7b9ddbf14793,abv,,59.3,0.95,smws,pending,NO_CHANGE
f833e69f-06db-56de-896c-7b9ddbf14793,region,,Speyside,0.95,smws,pending,NO_CHANGE
ed89fd8d-d3b6-52aa-9385-843d6c704e96,cask_type,,hogshead,0.95,smws,pending,NO_CHANGE
ed89fd8d-d3b6-52aa-9385-843d6c704e96,age,,19.0,0.95,smws,pending,NO_CHANGE
ed89fd8d-d3b6-52aa-9385-843d6c704e96,abv,,58.9,0.95,smws,pending,NO_CHANGE
ed89fd8d-d3b6-52aa-9385-843d6c704e96,region,,Speyside,0.95,smws,pending,NO_CHANGE
1343ac71-7bb8-53bf-9c1b-e34c20e471d1,cask_type,,first-fill designer barrel,0.95,smws,pending,NO_CHANGE
1343ac71-7bb8-53bf-9c1b-e34c20e471d1,age,,17.0,0.95,smws,pending,NO_CHANGE
1343ac71-7bb8-53bf-9c1b-e34c20e471d1,abv,,54.6,0.95,smws,pending,NO_CHANGE
1343ac71-7bb8-53bf-9c1b-e34c20e471d1,region,,Speyside,0.95,smws,pending,NO_CHANGE
14962f3b-e8ee-549a-9d06-0444aef95d93,cask_type,,first-fill barrel,0.95,smws,pending,NO_CHANGE
14962f3b-e8ee-549a-9d06-0444aef95d93,age,,12.0,0.95,smws,pending,NO_CHANGE
14962f3b-e8ee-549a-9d06-0444aef95d93,region,,Speyside,0.95,smws,pending,NO_CHANGE
f1249309-f99b-52fe-b723-b8c9ac4b3bc3,cask_type,,hogshead;refill,0.95,smws,pending,NO_CHANGE
f1249309-f99b-52fe-b723-b8c9ac4b3bc3,age,,27.0,0.95,smws,pending,NO_CHANGE
f1249309-f99b-52fe-b723-b8c9ac4b3bc3,abv,,53.8,0.95,smws,pending,NO_CHANGE
f1249309-f99b-52fe-b723-b8c9ac4b3bc3,region,,Speyside,0.95,smws,pending,NO_CHANGE
9cdbb726-bf09-5860-868c-98e1a5123ff0,cask_type,,hogshead,0.95,smws,pending,NO_CHANGE
9cdbb726-bf09-5860-868c-98e1a5123ff0,age,,21.0,0.95,smws,pending,NO_CHANGE
9cdbb726-bf09-5860-868c-98e1a5123ff0,abv,,56.2,0.95,smws,pending,NO_CHANGE
9cdbb726-bf09-5860-868c-98e1a5123ff0,region,,Speyside,0.95,smws,pending,NO_CHANGE
fce85ca8-cb7f-5afa-9124-b4439b9c6dd8,cask_type,,hogshead;refill,0.95,smws,pending,NO_CHANGE
fce85ca8-cb7f-5afa-9124-b4439b9c6dd8,age,,29.0,0.95,smws,pending,NO_CHANGE
fce85ca8-cb7f-5afa-9124-b4439b9c6dd8,abv,,47.7,0.95,smws,pending,NO_CHANGE
fce85ca8-cb7f-5afa-9124-b4439b9c6dd8,region,,Speyside,0.95,smws,pending,NO_CHANGE
b4df6f56-6372-505a-a0e0-b7d713924932,age,,111.0,0.95,smws,pending,CONFLICT
b4df6f56-6372-505a-a0e0-b7d713924932,abv,,59.8,0.95,smws,pending,NO_CHANGE
b4df6f56-6372-505a-a0e0-b7d713924932,region,,Highlands,0.95,smws,pending,CONFLICT
65cdbe24-c4a7-5c16-b450-64417c0568f9,age,,13.0,0.95,smws,pending,NO_CHANGE
65cdbe24-c4a7-5c16-b450-64417c0568f9,abv,,57.0,0.95,smws,pending,NO_CHANGE
65cdbe24-c4a7-5c16-b450-64417c0568f9,region,,Speyside,0.95,smws,pending,NO_CHANGE
aca26396-0494-5af0-ac2b-ca204cd640ad,cask_type,,refill,0.95,smws,pending,NO_CHANGE
aca26396-0494-5af0-ac2b-ca204cd640ad,age,,10.0,0.95,smws,pending,NO_CHANGE
aca26396-0494-5af0-ac2b-ca204cd640ad,abv,,59.5,0.95,smws,pending,NO_CHANGE
aca26396-0494-5af0-ac2b-ca204cd640ad,region,,Speyside,0.95,smws,pending,NO_CHANGE
353b3d23-49a4-5684-a562-91cba32e6018,cask_type,,first-fill barrel,0.95,smws,pending,NO_CHANGE
353b3d23-49a4-5684-a562-91cba32e6018,age,,33.0,0.95,smws,pending,NO_CHANGE
353b3d23-49a4-5684-a562-91cba32e6018,abv,,53.6,0.95,smws,pending,NO_CHANGE
353b3d23-49a4-5684-a562-91cba32e6018,region,,Speyside,0.95,smws,pending,NO_CHANGE
c834e6cf-201e-5c78-b010-be478b018e5c,cask_type,,hogshead;refill,0.95,smws,pending,NO_CHANGE
c834e6cf-201e-5c78-b010-be478b018e5c,age,,39.0,0.95,smws,pending,NO_CHANGE
c834e6cf-201e-5c78-b010-be478b018e5c,abv,,50.3,0.95,smws,pending,NO_CHANGE
c834e6cf-201e-5c78-b010-be478b018e5c,region,,Speyside,0.95,smws,pending,NO_CHANGE
86a1f3f7-e7a6-5c87-9819-61e00054cbd2,cask_type,,hogshead;refill,0.95,smws,pending,NO_CHANGE
86a1f3f7-e7a6-5c87-9819-61e00054cbd2,age,,34.0,0.95,smws,pending,NO_CHANGE
86a1f3f7-e7a6-5c87-9819-61e00054cbd2,abv,,53.8,0.95,smws,pending,NO_CHANGE
86a1f3f7-e7a6-5c87-9819-61e00054cbd2,region,,Speyside,0.95,smws,pending,NO_CHANGE
7f0912de-77f0-5325-a171-243b27dfce41,cask_type,,butt;sherry butt,0.95,smws,pending,NO_CHANGE
7f0912de-77f0-5325-a171-243b27dfce41,age,,10.0,0.95,smws,pending,NO_CHANGE
7f0912de-77f0-5325-a171-243b27dfce41,abv,,60.8,0.95,smws,pending,NO_CHANGE
7f0912de-77f0-5325-a171-243b27dfce41,region,,Speyside,0.95,smws,pending,NO_CHANGE
9afa2b83-efff-5b0f-b35a-e6e593a6b12c,cask_type,,hogshead;refill,0.95,smws,pending,NO_CHANGE
9afa2b83-efff-5b0f-b35a-e6e593a6b12c,age,,10.0,0.95,smws,pending,NO_CHANGE
9afa2b83-efff-5b0f-b35a-e6e593a6b12c,abv,,60.3,0.95,smws,pending,NO_CHANGE
9afa2b83-efff-5b0f-b35a-e6e593a6b12c,region,,Speyside,0.95,smws,pending,NO_CHANGE
45f12fdf-f747-5e38-af1b-bed2b6b6ba26,cask_type,,hogshead;refill,0.95,smws,pending,NO_CHANGE
