whisky_id,field,current_value,proposed_value,confidence,source,status,classification
b9778eda-edf4-5da4-b948-87579eeac70a,region,,Lowland,0.95,smws,pending,NO_CHANGE
5ac41468-15ed-5bce-b57d-aa2efe76dd3d,cask_type,,refill,0.95,smws,pending,NO_CHANGE
5ac41468-15ed-5bce-b57d-aa2efe76dd3d,age,,13.0,0.95,smws,pending,NO_CHANGE
5ac41468-15ed-5bce-b57d-aa2efe76dd3d,abv,,64.7,0.95,smws,pending,NO_CHANGE
5ac41468-15ed-5bce-b57d-aa2efe76dd3d,region,,Highland,0.95,smws,pending,NO_CHANGE
c8ff908b-57c0-53c0-b4eb-e4b937c96110,age,,8.0,0.95,smws,pending,NO_CHANGE
c8ff908b-57c0-53c0-b4eb-e4b937c96110,abv,,59.5,0.95,smws,pending,NO_CHANGE
c8ff908b-57c0-53c0-b4eb-e4b937c96110,region,,Islay,0.95,smws,pending,CONFLICT
e00d6a82-80c7-54ef-a39f-2385bd7c897d,age,,10.0,0.95,smws,pending,NO_CHANGE
e00d6a82-80c7-54ef-a39f-2385bd7c897d,abv,,59.9,0.95,smws,pending,NO_CHANGE
e00d6a82-80c7-54ef-a39f-2385bd7c897d,region,,Islay,0.95,smws,pending,CONFLICT
777cbd6e-d905-579d-8cd1-64058dccc1f2,age,,15.0,0.95,smws,pending,NO_CHANGE
777cbd6e-d905-579d-8cd1-64058dccc1f2,abv,,54.5,0.95,smws,pending,NO_CHANGE
777cbd6e-d905-579d-8cd1-64058dccc1f2,region,,Islay,0.95,smws,pending,CONFLICT
9389b180-caad-501a-a44b-06d1f2630566,age,,15.0,0.95,smws,pending,NO_CHANGE
9389b180-caad-501a-a44b-06d1f2630566,abv,,55.2,0.95,smws,pending,NO_CHANGE
9389b180-caad-501a-a44b-06d1f2630566,region,,Islay,0.95,smws,pending,CONFLICT
39b08c20-64b4-5898-b4f0-728abaf561c2,cask_type,,hogshead;refill,0.95,smws,pending,NO_CHANGE
39b08c20-64b4-5898-b4f0-728abaf561c2,age,,19.0,0.95,smws,pending,NO_CHANGE
39b08c20-64b4-5898-b4f0-728abaf561c2,abv,,55.2,0.95,smws,pending,NO_CHANGE
39b08c20-64b4-5898-b4f0-728abaf561c2,region,,Islay,0.95,smws,pending,NO_CHANGE
e3910df1-672f-5b6a-be82-2d202c566e4b,cask_type,,hogshead;refill,0.95,smws,pending,NO_CHANGE
e3910df1-672f-5b6a-be82-2d202c566e4b,age,,17.0,0.95,smws,pending,NO_CHANGE
e3910df1-672f-5b6a-be82-2d202c566e4b,abv,,55.2,0.95,smws,pending,NO_CHANGE
e3910df1-672f-5b6a-be82-2d202c566e4b,region,,Islay,0.95,smws,pending,NO_CHANGE
07b1c861-282c-5720-9def-4ac51caf9781,cask_type,,hogshead;refill,0.95,smws,pending,NO_CHANGE
07b1c861-282c-5720-9def-4ac51caf9781,age,,27.0,0.95,smws,pending,NO_CHANGE
07b1c861-282c-5720-9def-4ac51caf9781,abv,,55.2,0.95,smws,pending,NO_CHANGE
07b1c861-282c-5720-9def-4ac51caf9781,region,,Islay,0.95,smws,pending,NO_CHANGE
25b3ee7d-bbc4-5ea8-af11-b89e112783be,cask_type,,hogshead;refill,0.95,smws,pending,NO_CHANGE
25b3ee7d-bbc4-5ea8-af11-b89e112783be,age,,20.0,0.95,smws,pending,NO_CHANGE
25b3ee7d-bbc4-5ea8-af11-b89e112783be,abv,,56.4,0.95,smws,pending,NO_CHANGE
25b3ee7d-bbc4-5ea8-af11-b89e112783be,region,,Islay,0.95,smws,pending,NO_CHANGE
9bed8feb-1862-5235-a45e-3405b11c3824,cask_type,,hogshead;refill,0.95,smws,pending,NO_CHANGE
9bed8feb-1862-5235-a45e-3405b11c3824,age,,10.0,0.95,smws,pending,NO_CHANGE
9bed8feb-1862-5235-a45e-3405b11c3824,abv,,66.6,0.95,smws,pending,NO_CHANGE
9bed8feb-1862-5235-a45e-3405b11c3824,region,,Islay,0.95,smws,pending,NO_CHANGE
284d4f4f-2ba6-5bca-ac91-9cee292eace6,cask_type,,hogshead;refill,0.95,smws,pending,NO_CHANGE
284d4f4f-2ba6-5bca-ac91-9cee292eace6,age,,10.0,0.95,smws,pending,NO_CHANGE
284d4f4f-2ba6-5bca-ac91-9cee292eace6,abv,,58.0,0.95,smws,pending,NO_CHANGE
284d4f4f-2ba6-5bca-ac91-9cee292eace6,region,,Islay,0.95,smws,pending,NO_CHANGE
d216d8d4-6225-5c27-8a34-54239630f1ed,cask_type,,hogshead;refill,0.95,smws,pending,NO_CHANGE
d216d8d4-6225-5c27-8a34-54239630f1ed,age,,14.0,0.95,smws,pending,NO_CHANGE
d216d8d4-6225-5c27-8a34-54239630f1ed,abv,,56.5,0.95,smws,pending,NO_CHANGE
d216d8d4-6225-5c27-8a34-54239630f1ed,region,,Islay,0.95,smws,pending,NO_CHANGE
a693f1e5-db09-55fe-9849-9ff051d59b01,cask_type,,butt;sherry butt,0.95,smws,pending,NO_CHANGE
a693f1e5-db09-55fe-9849-9ff051d59b01,age,,17.0,0.95,smws,pending,NO_CHANGE
a693f1e5-db09-55fe-9849-9ff051d59b01,abv,,59.8,0.95,smws,pending,NO_CHANGE
a693f1e5-db09-55fe-9849-9ff051d59b01,region,,Islay,0.95,smws,pending,NO_CHANGE
c0653142-474c-5df6-a254-c6ebd03056ca,cask_type,,hogshead;refill,0.95,smws,pending,NO_CHANGE
c0653142-474c-5df6-a254-c6ebd03056ca,age,,10.0,0.95,smws,pending,NO_CHANGE
c0653142-474c-5df6-a254-c6ebd03056ca,abv,,58.0,0.95,smws,pending,NO_CHANGE
c0653142-474c-5df6-a254-c6ebd03056ca,region,,Islay,0.95,smws,pending,NO_CHANGE
d6909c8a-a5a3-5dd7-9dfe-cb615c8ecc02,cask_type,,hogshead;refill,0.95,smws,pending,NO_CHANGE
d6909c8a-a5a3-5dd7-9dfe-cb615c8ecc02,age,,15.0,0.95,smws,pending,NO_CHANGE
d6909c8a-a5a3-5dd7-9dfe-cb615c8ecc02,abv,,58.6,0.95,smws,pending,NO_CHANGE
d6909c8a-a5a3-5dd7-9dfe-cb615c8ecc02,region,,Islay,0.95,smws,pending,NO_CHANGE
61f6ade1-0e01-54c3-b45f-c2bfab3aede1,cask_type,,hogshead;refill,0.95,smws,pending,NO_CHANGE
61f6ade1-0e01-54c3-b45f-c2bfab3aede1,age,,15.0,0.95,smws,pending,NO_CHANGE
61f6ade1-0e01-54c3-b45f-c2bfab3aede1,abv,,58.1,0.95,smws,pending,NO_CHANGE
61f6ade1-0e01-54c3-b45f-c2bfab3aede1,region,,Islay,0.95,smws,pending,NO_CHANGE
a73ce705-9e34-5e6e-bb65-6c445696606d,cask_type,,hogshead;refill,0.95,smws,pending,NO_CHANGE
a73ce705-9e34-5e6e-bb65-6c445696606d,age,,16.0,0.95,smws,pending,NO_CHANGE
a73ce705-9e34-5e6e-bb65-6c445696606d,abv,,56.5,0.95,smws,pending,NO_CHANGE
a73ce705-9e34-5e6e-bb65-6c445696606d,region,,Islay,0.95,smws,pending,NO_CHANGE
3a013e9d-b96d-5aef-8afb-a8e7a7f7fe8d,cask_type,,hogshead;refill,0.95,smws,pending,NO_CHANGE
3a013e9d-b96d-5aef-8afb-a8e7a7f7fe8d,age,,15.0,0.95,smws,pending,NO_CHANGE
3a013e9d-b96d-5aef-8afb-a8e7a7f7fe8d,abv,,57.5,0.95,smws,pending,NO_CHANGE
3a013e9d-b96d-5aef-8afb-a8e7a7f7fe8d,region,,Islay,0.95,smws,pending,NO_CHANGE
a052f8b6-7ab6-5e1a-9875-d6c848b4b9bd,cask_type,,hogshead;refill,0.95,smws,pending,NO_CHANGE
a052f8b6-7ab6-5e1a-9875-d6c848b4b9bd,age,,16.0,0.95,smws,pending,NO_CHANGE
a052f8b6-7ab6-5e1a-9875-d6c848b4b9bd,abv,,56.4,0.95,smws,pending,NO_CHANGE
a052f8b6-7ab6-5e1a-9875-d6c848b4b9bd,region,,Islay,0.95,smws,pending,NO_CHANGE
df8f5a84-ea57-57e6-9f0d-67e08fb9cf89,cask_type,,hogshead;refill,0.95,smws,pending,NO_CHANGE
df8f5a84-ea57-57e6-9f0d-67e08fb9cf89,age,,15.0,0.95,smws,pending,NO_CHANGE
df8f5a84-ea57-57e6-9f0d-67e08fb9cf89,abv,,58.2,0.95,smws,pending,NO_CHANGE
df8f5a84-ea57-57e6-9f0d-67e08fb9cf89,region,,Islay,0.95,smws,pending,NO_CHANGE
beacf7b7-2d48-5156-a876-122908987681,cask_type,,hogshead;refill,0.95,smws,pending,NO_CHANGE
beacf7b7-2d48-5156-a876-122908987681,age,,21.0,0.95,smws,pending,NO_CHANGE
beacf7b7-2d48-5156-a876-122908987681,abv,,52.2,0.95,smws,pending,NO_CHANGE
beacf7b7-2d48-5156-a876-122908987681,region,,Islay,0.95,smws,pending,NO_CHANGE
85550d8f-a0f3-5f20-b198-29f42eedcdf1,cask_type,,butt;sherry butt,0.95,smws,pending,NO_CHANGE
85550d8f-a0f3-5f20-b198-29f42eedcdf1,age,,16.0,0.95,smws,pending,NO_CHANGE
85550d8f-a0f3-5f20-b198-29f42eedcdf1,abv,,59.8,0.95,smws,pending,NO_CHANGE
85550d8f-a0f3-5f20-b198-29f42eedcdf1,region,,Islay,0.95,smws,pending,NO_CHANGE
6dc813b5-7b1f-5df5-a7a9-ec907127c9af,cask_type,,hogshead;refill,0.95,smws,pending,NO_CHANGE
6dc813b5-7b1f-5df5-a7a9-ec907127c9af,age,,15.0,0.95,smws,pending,NO_CHANGE
6dc813b5-7b1f-5df5-a7a9-ec907127c9af,abv,,57.2,0.95,smws,pending,NO_CHANGE
6dc813b5-7b1f-5df5-a7a9-ec907127c9af,region,,Islay,0.95,smws,pending,NO_CHANGE
f35f96fd-559d-5df5-865c-ba94960e6a05,cask_type,,butt;sherry butt,0.95,smws,pending,NO_CHANGE
f35f96fd-559d-5df5-865c-ba94960e6a05,age,,19.0,0.95,smws,pending,NO_CHANGE
f35f96fd-559d-5df5-865c-ba94960e6a05,abv,,60.4,0.95,smws,pending,NO_CHANGE
f35f96fd-559d-5df5-865c-ba94960e6a05,region,,Islay,0.95,smws,pending,NO_CHANGE
eb0cf410-3db6-582a-8224-d11a64e5057c,cask_type,,hogshead;refill,0.95,smws,pending,NO_CHANGE
eb0cf410-3db6-582a-8224-d11a64e5057c,age,,23.0,0.95,smws,pending,NO_CHANGE
eb0cf410-3db6-582a-8224-d11a64e5057c,abv,,54.2,0.95,smws,pending,NO_CHANGE
eb0cf410-3db6-582a-8224-d11a64e5057c,region,,Islay,0.95,smws,pending,NO_CHANGE
fd4d2419-0409-56f9-b32d-0a6ccca825d2,cask_type,,hogshead;refill,0.95,smws,pending,NO_CHANGE
fd4d2419-0409-56f9-b32d-0a6ccca825d2,age,,22.0,0.95,smws,pending,NO_CHANGE
fd4d2419-0409-56f9-b32d-0a6ccca825d2,abv,,51.2,0.95,smws,pending,NO_CHANGE
fd4d2419-0409-56f9-b32d-0a6ccca825d2,region,,Islay,0.95,smws,pending,NO_CHANGE
196991f7-f1d5-5af2-ad7a-029c977645f2,cask_type,,hogshead;refill,0.95,smws,pending,NO_CHANGE
196991f7-f1d5-5af2-ad7a-029c977645f2,age,,21.0,0.95,smws,pending,NO_CHANGE
196991f7-f1d5-5af2-ad7a-029c977645f2,abv,,53.3,0.95,smws,pending,NO_CHANGE
196991f7-f1d5-5af2-ad7a-029c977645f2,region,,Islay,0.95,smws,pending,NO_CHANGE
d3bf7371-cc2f-5aec-a548-49c4eb3c8e1f,cask_type,,hogshead;refill,0.95,smws,pending,NO_CHANGE
d3bf7371-cc2f-5aec-a548-49c4eb3c8e1f,age,,17.0,0.95,smws,pending,NO_CHANGE
d3bf7371-cc2f-5aec-a548-49c4eb3c8e1f,abv,,56.8,0.95,smws,pending,NO_CHANGE
d3bf7371-cc2f-5aec-a548-49c4eb3c8e1f,region,,Islay,0.95,smws,pending,NO_CHANGE
5970e91d-71df-52b6-a0e0-e0aa2faa13b2,cask_type,,hogshead;refill,0.95,smws,pending,NO_CHANGE
5970e91d-71df-52b6-a0e0-e0aa2faa13b2,age,,16.0,0.95,smws,pending,NO_CHANGE
5970e91d-71df-52b6-a0e0-e0aa2faa13b2,abv,,56.3,0.95,smws,pending,NO_CHANGE
5970e91d-71df-52b6-a0e0-e0aa2faa13b2,region,,Islay,0.95,smws,pending,NO_CHANGE
4c32153c-e562-5860-900c-fd8e605492b5,cask_type,,hogshead;refill,0.95,smws,pending,NO_CHANGE
4c32153c-e562-5860-900c-fd8e605492b5,age,,23.0,0.95,smws,pending,NO_CHANGE
4c32153c-e562-5860-900c-fd8e605492b5,abv,,55.9,0.95,smws,pending,NO_CHANGE
4c32153c-e562-5860-900c-fd8e605492b5,region,,Islay,0.95,smws,pending,NO_CHANGE
be730245-3090-5356-8fba-73a7a294e7c6,cask_type,,butt;refill,0.95,smws,pending,NO_CHANGE
be730245-3090-5356-8fba-73a7a294e7c6,age,,17.0,0.95,smws,pending,NO_CHANGE
be730245-3090-5356-8fba-73a7a294e7c6,abv,,60.1,0.95,smws,pending,NO_CHANGE
be730245-3090-5356-8fba-73a7a294e7c6,region,,Islay,0.95,smws,pending,NO_CHANGE
e90b6a4d-636c-5545-901b-dc464a1331d3,cask_type,,hogshead;refill,0.95,smws,pending,NO_CHANGE
e90b6a4d-636c-5545-901b-dc464a1331d3,age,,18.0,0.95,smws,pending,NO_CHANGE
e90b6a4d-636c-5545-901b-dc464a1331d3,abv,,57.4,0.95,smws,pending,NO_CHANGE
e90b6a4d-636c-5545-901b-dc464a1331d3,region,,Islay,0.95,smws,pending,NO_CHANGE
58b4ad62-5373-5233-bfb1-3ca4c7da74b9,cask_type,,butt;refill,0.95,smws,pending,NO_CHANGE
58b4ad62-5373-5233-bfb1-3ca4c7da74b9,age,,18.0,0.95,smws,pending,NO_CHANGE
58b4ad62-5373-5233-bfb1-3ca4c7da74b9,abv,,59.8,0.95,smws,pending,NO_CHANGE
58b4ad62-5373-5233-bfb1-3ca4c7da74b9,region,,Islay,0.95,smws,pending,NO_CHANGE
45996da7-518a-59ba-b614-6e14c20dd62c,cask_type,,hogshead;refill,0.95,smws,pending,NO_CHANGE
45996da7-518a-59ba-b614-6e14c20dd62c,age,,22.0,0.95,smws,pending,NO_CHANGE
45996da7-518a-59ba-b614-6e14c20dd62c,abv,,52.9,0.95,smws,pending,NO_CHANGE
45996da7-518a-59ba-b614-6e14c20dd62c,region,,Islay,0.95,smws,pending,NO_CHANGE
0fcfaf79-a9e3-50aa-a665-71c43bc9eb8e,cask_type,,hogshead;refill,0.95,smws,pending,NO_CHANGE
0fcfaf79-a9e3-50aa-a665-71c43bc9eb8e,age,,18.0,0.95,smws,pending,NO_CHANGE
0fcfaf79-a9e3-50aa-a665-71c43bc9eb8e,abv,,56.6,0.95,smws,pending,NO_CHANGE
0fcfaf79-a9e3-50aa-a665-71c43bc9eb8e,region,,Islay,0.95,smws,pending,NO_CHANGE
cd9808c2-defb-5733-a491-143eb8d2ee07,cask_type,,butt;refill,0.95,smws,pending,NO_CHANGE
cd9808c2-defb-5733-a491-143eb8d2ee07,age,,20.0,0.95,smws,pending,NO_CHANGE
cd9808c2-defb-5733-a491-143eb8d2ee07,abv,,58.7,0.95,smws,pending,NO_CHANGE
cd9808c2-defb-5733-a491-143eb8d2ee07,region,,Islay,0.95,smws,pending,NO_CHANGE
44d8e157-3dcb-5a5c-b550-e6302534970a,cask_type,,hogshead;refill,0.95,smws,pending,NO_CHANGE
44d8e157-3dcb-5a5c-b550-e6302534970a,age,,24.0,0.95,smws,pending,NO_CHANGE
44d8e157-3dcb-5a5c-b550-e6302534970a,abv,,53.3,0.95,smws,pending,NO_CHANGE
44d8e157-3dcb-5a5c-b550-e6302534970a,region,,Islay,0.95,smws,pending,NO_CHANGE
71a423f5-47e4-5e4c-b0c2-8486bfae713e,cask_type,,hogshead;refill,0.95,smws,pending,NO_CHANGE
71a423f5-47e4-5e4c-b0c2-8486bfae713e,age,,22.0,0.95,smws,pending,NO_CHANGE
71a423f5-47e4-5e4c-b0c2-8486bfae713e,abv,,54.8,0.95,smws,pending,NO_CHANGE
188ace10-8a4f-519b-a7ef-a5183e90035d,cask_type,,butt;refill,0.95,smws,pending,NO_CHANGE
188ace10-8a4f-519b-a7ef-a5183e90035d,age,,21.0,0.95,smws,pending,NO_CHANGE
188ace10-8a4f-519b-a7ef-a5183e90035d,abv,,60.6,0.95,smws,pending,NO_CHANGE
188ace10-8a4f-519b-a7ef-a5183e90035d,region,,Islay,0.95,smws,pending,NO_CHANGE
936ce7ea-f917-5201-b4dc-74ca98bc589a,cask_type,,hogshead;refill,0.95,smws,pending,NO_CHANGE
936ce7ea-f917-5201-b4dc-74ca98bc589a,age,,14.0,0.95,smws,pending,NO_CHANGE
936ce7ea-f917-5201-b4dc-74ca98bc589a,abv,,64.4,0.95,smws,pending,NO_CHANGE
e1077472-1933-5fdd-9a28-9e782d9ab326,cask_type,,hogshead;refill,0.95,smws,pending,NO_CHANGE
e1077472-1933-5fdd-9a28-9e782d9ab326,age,,13.0,0.95,smws,pending,NO_CHANGE
e1077472-1933-5fdd-9a28-9e782d9ab326,abv,,58.4,0.95,smws,pending,NO_CHANGE
8f5461e8-ab06-5e8c-824d-d1cddb31b470,cask_type,,hogshead;refill,0.95,smws,pending,NO_CHANGE
8f5461e8-ab06-5e8c-824d-d1cddb31b470,age,,15.0,0.95,smws,pending,NO_CHANGE
8f5461e8-ab06-5e8c-824d-d1cddb31b470,abv,,63.5,0.95,smws,pending,NO_CHANGE
0d9b8cd5-74a2-5cd7-93b0-434f1a99a6ba,cask_type,,hogshead;refill,0.95,smws,pending,NO_CHANGE
0d9b8cd5-74a2-5cd7-93b0-434f1a99a6ba,age,,19.0,0.95,smws,pending,NO_CHANGE
0d9b8cd5-74a2-5cd7-93b0-434f1a99a6ba,abv,,59.3,0.95,smws,pending,NO_CHANGE
a1bb7eff-6075-505e-8ce2-14f6154cb3f5,cask_type,,hogshead;refill,0.95,smws,pending,NO_CHANGE
a1bb7eff-6075-505e-8ce2-14f6154cb3f5,age,,19.0,0.95,smws,pending,NO_CHANGE
a1bb7eff-6075-505e-8ce2-14f6154cb3f5,abv,,60.0,0.95,smws,pending,NO_CHANGE
bfb8a784-5702-5965-8d67-7035e05753e9,cask_type,,hogshead;refill,0.95,smws,pending,NO_CHANGE
bfb8a784-5702-5965-8d67-7035e05753e9,age,,16.0,0.95,smws,pending,NO_CHANGE
bfb8a784-5702-5965-8d67-7035e05753e9,abv,,64.1,0.95,smws,pending,NO_CHANGE
bfb8a784-5702-5965-8d67-7035e05753e9,region,,Islay,0.95,smws,pending,NO_CHANGE
e40b5542-18bf-5aa9-88cc-26d646a20fec,cask_type,,butt;refill,0.95,smws,pending,NO_CHANGE
e40b5542-18bf-5aa9-88cc-26d646a20fec,age,,13.0,0.95,smws,pending,NO_CHANGE
e40b5542-18bf-5aa9-88cc-26d646a20fec,abv,,60.3,0.95,smws,pending,NO_CHANGE
e40b5542-18bf-5aa9-88cc-26d646a20fec,region,,Speyside,0.95,smws,pending,NO_CHANGE
3a6a46f8-7199-53ac-b73b-70638bd2c2dd,cask_type,,refill,0.95,smws,pending,NO_CHANGE
3a6a46f8-7199-53ac-b73b-70638bd2c2dd,age,,9.0,0.95,smws,pending,NO_CHANGE
3a6a46f8-7199-53ac-b73b-70638bd2c2dd,abv,,57.7,0.95,smws,pending,NO_CHANGE
3a6a46f8-7199-53ac-b73b-70638bd2c2dd,region,,Speyside,0.95,smws,pending,NO_CHANGE
0e11e7bd-1ca1-51c2-a5d2-3ebd538c0ae6,cask_type,,refill,0.95,smws,pending,NO_CHANGE
0e11e7bd-1ca1-51c2-a5d2-3ebd538c0ae6,age,,11.0,0.95,smws,pending,NO_CHANGE
0e11e7bd-1ca1-51c2-a5d2-3ebd538c0ae6,abv,,60.2,0.95,smws,pending,NO_CHANGE
0e11e7bd-1ca1-51c2-a5d2-3ebd538c0ae6,region,,Speyside,0.95,smws,pending,NO_CHANGE
581e428b-48c8-5de5-aa47-b33ebd55121b,cask_type,,refill,0.95,smws,pending,NO_CHANGE
581e428b-48c8-5de5-aa47-b33ebd55121b,age,,9.0,0.95,smws,pending,NO_CHANGE
581e428b-48c8-5de5-aa47-b33ebd55121b,abv,,59.8,0.95,smws,pending,NO_CHANGE
581e428b-48c8-5de5-aa47-b33ebd55121b,region,,Speyside,0.95,smws,pending,NO_CHANGE
10a9c185-23ed-5ff8-bc16-fb93438afa02,cask_type,,hogshead;refill,0.95,smws,pending,NO_CHANGE
10a9c185-23ed-5ff8-bc16-fb93438afa02,age,,17.0,0.95,smws,pending,NO_CHANGE
10a9c185-23ed-5ff8-bc16-fb93438afa02,abv,,55.1,0.95,smws,pending,NO_CHANGE
10a9c185-23ed-5ff8-bc16-fb93438afa02,region,,Speyside,0.95,smws,pending,NO_CHANGE
d07a18c2-5524-57de-bcb3-d39ad082af49,cask_type,,refill,0.95,smws,pending,NO_CHANGE
d07a18c2-5524-57de-bcb3-d39ad082af49,age,,9.0,0.95,smws,pending,NO_CHANGE
d07a18c2-5524-57de-bcb3-d39ad082af49,abv,,61.5,0.95,smws,pending,NO_CHANGE
d07a18c2-5524-57de-bcb3-d39ad082af49,region,,Speyside,0.95,smws,pending,NO_CHANGE
4a9ca920-e6e8-5174-be70-a21dd127f279,cask_type,,first-fill barrel usa allocation,0.95,smws,pending,NO_CHANGE
4a9ca920-e6e8-5174-be70-a21dd127f279,age,,9.0,0.95,smws,pending,NO_CHANGE
4a9ca920-e6e8-5174-be70-a21dd127f279,abv,,59.1,0.95,smws,pending,NO_CHANGE
4a9ca920-e6e8-5174-be70-a21dd127f279,region,,Speyside,0.95,smws,pending,NO_CHANGE
c3bb66dc-0665-58f9-9784-933c81a44a84,cask_type,,hogshead;refill,0.95,smws,pending,NO_CHANGE
c3bb66dc-0665-58f9-9784-933c81a44a84,age,,10.0,0.95,smws,pending,NO_CHANGE
c3bb66dc-0665-58f9-9784-933c81a44a84,abv,,60.0,0.95,smws,pending,NO_CHANGE
c3bb66dc-0665-58f9-9784-933c81a44a84,region,,Speyside,0.95,smws,pending,NO_CHANGE
21ddd7df-7535-50ef-8230-4845eeac0f53,age,,12.0,0.95,smws,pending,NO_CHANGE
21ddd7df-7535-50ef-8230-4845eeac0f53,abv,,58.8,0.95,smws,pending,NO_CHANGE
21ddd7df-7535-50ef-8230-4845eeac0f53,region,,Speyside,0.95,smws,pending,NO_CHANGE
ae79c455-2c52-5e0c-9c7f-eb7086a1ae9c,age,,12.0,0.95,smws,pending,NO_CHANGE
ae79c455-2c52-5e0c-9c7f-eb7086a1ae9c,abv,,59.1,0.95,smws,pending,NO_CHANGE
ae79c455-2c52-5e0c-9c7f-eb7086a1ae9c,region,,Speyside,0.95,smws,pending,NO_CHANGE
5bb56175-5b79-5232-917c-8c9fa5d87186,cask_type,,hogshead;refill,0.95,smws,pending,NO_CHANGE
5bb56175-5b79-5232-917c-8c9fa5d87186,age,,20.0,0.95,smws,pending,NO_CHANGE
5bb56175-5b79-5232-917c-8c9fa5d87186,abv,,55.1,0.95,smws,pending,NO_CHANGE
5bb56175-5b79-5232-917c-8c9fa5d87186,region,,Speyside,0.95,smws,pending,NO_CHANGE
b20cea86-25f7-52af-8482-937bb6f78452,cask_type,,hogshead;refill,0.95,smws,pending,NO_CHANGE
b20cea86-25f7-52af-8482-937bb6f78452,age,,14.0,0.95,smws,pending,NO_CHANGE
b20cea86-25f7-52af-8482-937bb6f78452,abv,,57.3,0.95,smws,pending,NO_CHANGE
b20cea86-25f7-52af-8482-937bb6f78452,region,,Speyside,0.95,smws,pending,NO_CHANGE
338ee651-18bf-5228-8b30-50135e91e0b8,cask_type,,hogshead;refill,0.95,smws,pending,NO_CHANGE
338ee651-18bf-5228-8b30-50135e91e0b8,age,,14.0,0.95,smws,pending,NO_CHANGE
338ee651-18bf-5228-8b30-50135e91e0b8,region,,Speyside,0.95,smws,pending,NO_CHANGE
b3177a1c-75c5-5146-b929-aa12686e65c4,cask_type,,hogshead;refill,0.95,smws,pending,NO_CHANGE
b3177a1c-75c5-5146-b929-aa12686e65c4,age,,17.0,0.95,smws,pending,NO_CHANGE
b3177a1c-75c5-5146-b929-aa12686e65c4,abv,,58.3,0.95,smws,pending,NO_CHANGE
b3177a1c-75c5-5146-b929-aa12686e65c4,region,,Speyside,0.95,smws,pending,NO_CHANGE
1360d5cd-1c8a-5e10-b2ae-027aa400c34d,cask_type,,refill,0.95,smws,pending,NO_CHANGE
1360d5cd-1c8a-5e10-b2ae-027aa400c34d,age,,25.0,0.95,smws,pending,NO_CHANGE
1360d5cd-1c8a-5e10-b2ae-027aa400c34d,region,,Speyside,0.95,smws,pending,NO_CHANGE
94eb839f-67b1-5f79-83c4-cc4e443957a7,cask_type,,refill,0.95,smws,pending,NO_CHANGE
94eb839f-67b1-5f79-83c4-cc4e443957a7,age,,10.0,0.95,smws,pending,NO_CHANGE
94eb839f-67b1-5f79-83c4-cc4e443957a7,region,,Speyside,0.95,smws,pending,NO_CHANGE
d1c51c06-1f97-5233-bc06-43685e06e37f,cask_type,,refill,0.95,smws,pending,NO_CHANGE
d1c51c06-1f97-5233-bc06-43685e06e37f,age,,10.0,0.95,smws,pending,NO_CHANGE
d1c51c06-1f97-5233-bc06-43685e06e37f,region,,Highland,0.95,smws,pending,NO_CHANGE
fe6f69c1-6d2f-542c-ac5c-da11d61f070f,cask_type,,butt;sherry butt,0.95,smws,pending,NO_CHANGE
fe6f69c1-6d2f-542c-ac5c-da11d61f070f,age,,17.0,0.95,smws,pending,NO_CHANGE
fe6f69c1-6d2f-542c-ac5c-da11d61f070f,abv,,59.0,0.95,smws,pending,NO_CHANGE
fe6f69c1-6d2f-542c-ac5c-da11d61f070f,region,,Highland,0.95,smws,pending,NO_CHANGE
c7000075-6e4e-539b-a2c2-e016ea3336ce,cask_type,,hogshead;refill,0.95,smws,pending,NO_CHANGE
c7000075-6e4e-539b-a2c2-e016ea3336ce,age,,16.0,0.95,smws,pending,NO_CHANGE
c7000075-6e4e-539b-a2c2-e016ea3336ce,abv,,59.7,0.95,smws,pending,NO_CHANGE
64c9c84f-64ae-5ab9-8dd0-2db5839d53c8,age,,27.0,0.95,smws,pending,NO_CHANGE
64c9c84f-64ae-5ab9-8dd0-2db5839d53c8,abv,,55.0,0.95,smws,pending,NO_CHANGE
b9ae0e40-4622-576c-8288-e24d0d00b4e7,cask_type,,hogshead;refill,0.95,smws,pending,NO_CHANGE
b9ae0e40-4622-576c-8288-e24d0d00b4e7,age,,29.0,0.95,smws,pending,NO_CHANGE
b9ae0e40-4622-576c-8288-e24d0d00b4e7,abv,,45.7,0.95,smws,pending,NO_CHANGE
b9ae0e40-4622-576c-8288-e24d0d00b4e7,region,,Highland,0.95,smws,pending,NO_CHANGE
757eae60-5e83-5475-ba55-c2907b8b93e9,cask_type,,hogshead;refill,0.95,smws,pending,NO_CHANGE
757eae60-5e83-5475-ba55-c2907b8b93e9,age,,30.0,0.95,smws,pending,NO_CHANGE
757eae60-5e83-5475-ba55-c2907b8b93e9,abv,,51.2,0.95,smws,pending,NO_CHANGE
757eae60-5e83-5475-ba55-c2907b8b93e9,region,,Highland,0.95,smws,pending,NO_CHANGE
9a23dba3-6324-5374-b611-84734b86b04c,cask_type,,hogshead;refill,0.95,smws,pending,NO_CHANGE
9a23dba3-6324-5374-b611-84734b86b04c,age,,30.0,0.95,smws,pending,NO_CHANGE
9a23dba3-6324-5374-b611-84734b86b04c,abv,,49.2,0.95,smws,pending,NO_CHANGE
9a23dba3-6324-5374-b611-84734b86b04c,region,,Highland,0.95,smws,pending,NO_CHANGE
