staging_id,smws_code,staging_name,matched_whisky_id,matched_name,score,classification,age,abv
476,59.41,"Highland, Northern",b9ae0e40-4622-576c-8288-e24d0d00b4e7,Teaninich SMWS 59.41 - SMWS 59.41,0.9324,EXACT,29.0,45.7
477,59.48,"Highland, Northern",757eae60-5e83-5475-ba55-c2907b8b93e9,Teaninich SMWS 59.48 - SMWS 59.48,0.9324,EXACT,30.0,51.2
478,59.49,"Highland, Northern",9a23dba3-6324-5374-b611-84734b86b04c,Teaninich SMWS 59.49 - SMWS 59.49,0.9324,EXACT,30.0,49.2
479,59.51,"Highland, Northern",ef48b040-83db-5c6b-95da-cc3f219c9a45,Teaninich SMWS 59.51 - SMWS 59.51,0.9324,EXACT,30.0,51.5
480,62.13,"Prunes, Coffee Beans and Almonds",68e01dd9-147e-55df-b08b-4185fbeb26b4,"Glenlochy SMWS 62.13 - Prunes, Coffee Beans and Almonds",0.9447,EXACT,24.0,59.3
481,62.16,A Classic,2b28b0ac-5533-57d5-aafb-cd990d7c350f,Glenlochy SMWS 62.16 - A Classic,0.9388,EXACT,26.0,59.6
482,62.8,Licorice and Fruit,80b95c2f-d9d6-514b-b5cd-3c18774d2a7b,Glenlochy SMWS 062.8 - Licorice and Fruit,0.9422,EXACT,23.0,59.9
483,63.23,"Highlands, Speyside",477544ad-871e-5747-927e-c73dfd020c4d,Glentauchers SMWS 63.23 - SMWS 63.23,0.9336,EXACT,19.0,52.3
484,63.26,"Highlands, Speyside",68640243-ac86-56de-b3d7-b1c51baf2768,Glentauchers SMWS 63.26 - SMWS 63.26,0.9336,EXACT,21.0,52.6
485,63.27,"Speyside, Spey",6a608283-1078-579e-9c99-b0f0418ac01d,Glentauchers SMWS 63.27 - SMWS 63.27,0.9324,EXACT,5.0,62.3
486,63.29,"Speyside, Spey",35889486-794e-59a6-959b-d5a1c03bd14a,Glentauchers SMWS 63.29 - SMWS 63.29,0.9324,EXACT,23.0,53.0
487,63.31,OLD & DIGNIFIED,c89c8404-2033-5b00-a517-c9d0ee9e1963,Glentauchers SMWS 63.31 - SMWS 63.31,0.9324,EXACT,25.0,51.6
488,63.35,OLD & DIGNIFIED,56e069bf-6886-507d-9dbd-ecbcc162a7e5,Glentauchers SMWS 63.35 - SMWS 63.35,0.9324,EXACT,25.0,50.7
489,64.11,Burnt Heather Dipped in Syrup,27aff9f7-a2de-5b17-be60-fc35ac6c9a3a,Mannochmore SMWS 064.11 - Burnt Heather Dipped in Syrup,0.9438,EXACT,23.0,62.2
490,64.13,Fizzy Sweets and Nutty Chocolate,6f658247-ce6c-5917-9718-99c92d81dab6,Mannochmore SMWS 64.13 - Fizzy Sweets and Nutty Chocolate,0.9444,EXACT,13.0,57.1
491,64.19,"Highlands, Speyside (Lossie)",da1b0001-0e00-5f4d-bd61-9d9b7d9fae41,Mannochmore SMWS 64.19 - Woof!,0.9348,EXACT,8.0,61.5
492,64.21,"Highlands, Speyside (Lossie)",7fa0edcd-1e28-5989-9177-f2a5db78309c,Mannochmore SMWS 64.21 - SMWS 64.21,0.9351,EXACT,27.0,54.9
493,64.26,"Highlands, Speyside (Lossie)",a73b1b26-a38b-5396-936d-23002c59e795,Mannochmore SMWS 64.26 - SMWS 64.26,0.9351,EXACT,21.0,48.7
494,64.27,"Highlands, Speyside (Lossie)",2b9e88ea-4e1d-5c0e-80bf-67b9c3821999,Mannochmore SMWS 64.27 - SMWS 64.27,0.9351,EXACT,9.0,61.9
495,64.33,"Speyside, Lossie",28991b99-efbe-5455-a719-85300fe54ce1,Mannochmore SMWS 64.33 - SMWS 64.33,0.9339,EXACT,8.0,62.3
496,64.35,"Speyside, Lossie",b4163c3c-da78-5f90-8620-a0ed7d133c80,Mannochmore SMWS 64.35 - SMWS 64.35,0.9339,EXACT,21.0,55.2
497,64.42,"Speyside, Lossie",c77dc32b-7a8e-51b6-8192-fbe688c9dc51,Mannochmore SMWS 64.42 - SMWS 64.42,0.9339,EXACT,22.0,55.6
498,64.43,"Speyside, Lossie",ff90728b-cad1-5e26-9dee-a05f77bbe9ea,Mannochmore SMWS 64.43 - SMWS 64.43,0.9339,EXACT,23.0,55.5
499,64.46,"Speyside, Lossie",4eceb843-dc6e-5916-ac2a-5c8a146b0e51,Mannochmore SMWS 64.46 - SMWS 64.46,0.9339,EXACT,12.0,56.7
500,64.50,"Speyside, Lossie",bf4ed8be-0ac8-5fe2-b3b5-9334cff8213a,Mannochmore SMWS 64.50 - SMWS 64.50,0.9339,EXACT,23.0,56.4
501,64.59,SPICY & SWEET,c2eef6be-e5bc-5f34-86c6-3cfcc5ad024c,Mannochmore SMWS 64.59 - SMWS 64.59,0.9333,EXACT,11.0,62.6
502,64.60,,,,0.3834,CREATE,,
503,64.65,"SW E E T, F R U I T Y & M E L LOW",9586f469-fd6a-5a10-884b-c40e3548630b,Mannochmore SMWS 64.65 - SMWS 64.65,0.9335,EXACT,14.0,60.3
504,66.23,Delicious and Yummy,32e77202-b5f9-55fa-85cf-3b2e96d47d7c,Ardmore SMWS 66.23 - Delicious and Yummy,0.9429,EXACT,21.0,53.9
505,66.30,"Highlands, Speyside",dec9a160-dd2d-5d5d-a272-063409e324b2,Ardmore SMWS 66.30 - SMWS 66.30,0.934,EXACT,24.0,52.5
506,66.31,"Highlands, Speyside (Bogie)",c8f0d9c2-3493-55b8-9cee-b48505bb6595,Ardmore SMWS 66.31 - SMWS 66.31,0.9341,EXACT,11.0,57.6
507,66.32,"Highlands, Speyside (Bogie)",64bc4415-7c60-5a64-90e0-a9ee8138c282,Ardmore SMWS 66.32 - SMWS 66.32,0.9341,EXACT,13.0,58.6
508,66.33,"Highland, Eastern",3f0ae34f-aa07-5a8d-b2b8-a75bd7d0dc04,Ardmore SMWS 66.33 - SMWS 66.33,0.9333,EXACT,10.0,58.0
509,66.35,"Highland, Eastern",f8576ff5-fced-5d2a-9669-d8b4ec279255,Ardmore SMWS 66.35 - SMWS 66.35,0.9333,EXACT,9.0,58.2
510,66.38,"Highland, Eastern",0a887b33-5aa5-5b35-8926-ef5eaeb9adb7,Ardmore SMWS 66.38 - SMWS 66.38,0.9333,EXACT,8.0,59.2
511,66.42,"Speyside, Deveron",ca9e0464-af5c-543a-a8c6-6882f5bd64d0,Ardmore SMWS 66.42 - SMWS 66.42,0.9325,EXACT,10.0,54.5
512,66.44,"Speyside, Deveron",f8606bf9-98cf-57dc-982b-517ed63dfe62,Ardmore SMWS 66.44 - SMWS 66.44,0.9325,EXACT,10.0,56.9
513,66.46,"Highland, Eastern",5a1f5982-ab45-5817-bd30-555c7d76894c,Ardmore SMWS 66.46 - SMWS 66.46,0.9333,EXACT,11.0,56.7
514,66.47,"Highland, Eastern",8db39548-50e3-51f6-87dc-ca1fdf263e06,Ardmore SMWS 66.47 - SMWS 66.47,0.9333,EXACT,11.0,59.0
515,66.49,"Highland, Eastern",5113f64a-ab5f-512f-ac73-1a7c5d6cfd54,Ardmore SMWS 66.49 - SMWS 66.49,0.9333,EXACT,11.0,54.4
516,66.50,"Highland, Eastern",003ad896-ff8c-513e-b983-26330f7873cc,Ardmore SMWS 66.50 - SMWS 66.50,0.9333,EXACT,11.0,58.2
517,66.54,"Highland, Eastern",10d0f418-ac1c-5558-a884-3a2d5319526b,Ardmore SMWS 66.54 - SMWS 66.54,0.9333,EXACT,11.0,55.7
518,66.59,L I G H T LY P E AT E D,07367bd2-7af5-5b27-8dc7-6a6cd9bc2fce,Ardmore SMWS 66.59 - SMWS 66.59,0.883,STRONG,12.0,
519,66.62,O I LY & C OA S TA L,d68e08d8-7767-5ea3-afad-70d0ab12b8cb,Ardmore SMWS 66.62 - SMWS 66.62,0.9339,EXACT,16.0,56.6
520,66.65,H E AV I LY P E AT E D,33d8c3cd-e69f-5cc4-a5d9-f45f76db41ef,Ardmore SMWS 66.65 - SMWS 66.65,0.9345,EXACT,10.0,62.7
521,66.67,L I G H T LY P E AT E D,6e03dc86-a730-58b4-9c57-95febe213473,Ardmore SMWS 66.67 - SMWS 66.67,0.933,EXACT,23.0,48.1
522,66.84,LIGHTLY PEATED,51e65455-edaf-5f32-a2b2-940fde378821,Ardmore SMWS 66.84 - SMWS 66.84,0.9309,EXACT,11.0,61.0
523,66.90,PEATED,a3c6cd0a-c560-54d1-900a-9bbc96a86862,Ardmore SMWS 66.90 - SMWS 66.90,0.9311,EXACT,12.0,58.5
524,68.9,"Apple Strudel, Dark Chocolate and Espresso",98c5807f-5dfd-5aa7-a177-9f479bd71266,"Blair Athol SMWS 68.9 - Apple Strudel, Dark Chocolate and Espresso",0.9456,EXACT,24.0,55.1
525,69.13,A Schizophrenic,fba66419-a0be-5d5d-ac29-f9d068c48282,Glen Albyn SMWS 069.13 - A Schizophrenic,0.9409,EXACT,27.0,58.0
526,69.9,A Luxurious Holiday Dram,04a7283f-4adb-5344-8927-0c604404c5c9,Glen Albyn SMWS 069.9 - A Luxurious Holiday Dram,0.9433,EXACT,25.0,56.8
527,70.10,"Highland, Northern",0da77f45-86ad-55d0-b850-f0288859a360,Balblair SMWS 70.10 - SMWS 70.10,0.9324,EXACT,9.0,58.5
528,70.12,YO U N G & S P R I T E LY,094b5ceb-44ee-5701-b034-c068606564f8,Balblair SMWS 70.12 - SMWS 70.12,0.9342,EXACT,9.0,56.8
529,70.13,YO U N G & S P R I T E LY,903f4428-d7b6-5f6d-99ba-bebe5cf4f865,Balblair SMWS 70.13 - SMWS 70.13,0.8842,STRONG,9.0,
530,70.8,"Highland, Northern",e8f62e02-e7d7-521d-be39-ab07f29b9165,Balblair SMWS 70.8 - SMWS 70.8,0.9325,EXACT,7.0,59.4
531,71.30,Macadamia and Medicine,61feb702-492b-5674-b911-5ae85fe3918d,Glenburgie SMWS 71.30 - Macadamia and Medicine,0.9429,EXACT,20.0,59.8
532,71.33,"Highlands, Speyside (Findhorn)",acf667d2-4834-5850-a161-124d162e118b,Glenburgie SMWS 71.33 - SMWS 71.33,0.9331,EXACT,20.0,57.4
533,71.34,"Highlands, Speyside (Findhorn)",96c03c86-ec05-545c-ae61-95e0a6962f6a,Glenburgie SMWS 71.34 - SMWS 71.34,0.9331,EXACT,13.0,56.8
534,71.35,"Speyside, Lossie",7433c595-2faf-59e1-b1c7-68efc3409d34,Glenburgie SMWS 71.35 - SMWS 71.35,0.9324,EXACT,27.0,57.2
535,71.38,"Speyside, Lossie",bce07d6a-1f60-5499-9e6c-59ea276d8d86,Glenburgie SMWS 71.38 - SMWS 71.38,0.9324,EXACT,27.0,57.0
536,71.40,"Speyside, Lossie",0eb2c004-ff1c-57fa-985b-03271491f196,Glenburgie SMWS 71.40 - SMWS 71.40,0.9324,EXACT,23.0,56.3
537,71.41,"DEEP, RICH & DRIED FRUITS",08888c37-9fc1-590c-9147-6c4cec08d9fa,Glenburgie SMWS 71.41 - SMWS 71.41,0.9341,EXACT,17.0,57.2
538,71.42,SPICY & DRY,932686e9-a892-5876-848c-8eaa8e72cabb,Glenburgie SMWS 71.42 - SMWS 71.42,0.8827,STRONG,17.0,
539,72.12,Apricot Cream,47a34571-038c-5966-81d9-5fe9c0536813,Miltonduff SMWS 072.12 - Apricot Cream,0.9402,EXACT,10.0,60.1
540,72.16,Sensual and Fecund,030dc8b5-ae27-5156-acb8-ee9224985625,Miltonduff SMWS 072.16 - Sensual and Fecund,0.9418,EXACT,23.0,55.2
541,72.22,"Highlands, Speyside (Lossie)",bc8e3289-0ab7-57d9-8b9a-42554754f4d5,Miltonduff SMWS 72.22 - SMWS 72.22,0.9365,EXACT,29.0,53.7
542,72.24,"Speyside, Lossie",fc17fc25-f5ce-5afb-8926-190c8f6d006d,Miltonduff SMWS 72.24 - SMWS 72.24,0.934,EXACT,8.0,60.9
543,72.25,"Speyside, Lossie",7602cca3-5fce-5890-b0c8-87dc7621a683,Miltonduff SMWS 72.25 - SMWS 72.25,0.934,EXACT,29.0,49.9
544,72.29,"Speyside, Lossie",8e16168f-3257-5638-ac7b-7e31fc0a9f3e,Miltonduff SMWS 72.29 - SMWS 72.29,0.934,EXACT,30.0,53.2
545,72.34,"Speyside, Lossie",c45f760d-d60c-5016-8d27-e0934ef882aa,Miltonduff SMWS 72.34 - SMWS 72.34,0.934,EXACT,30.0,55.6
546,72.38,"Speyside, Lossie",ca1fe3c6-a0eb-5dd7-a92a-de5c475cdf59,Miltonduff SMWS 72.38 - SMWS 72.38,0.934,EXACT,28.0,50.1
547,72.39,"Speyside, Lossie",7f7c7191-50b2-52e6-a84f-226071d1c41b,Miltonduff SMWS 72.39 - SMWS 72.39,0.934,EXACT,31.0,51.1
548,72.41,"Speyside, Lossie",adaae249-2a59-5059-aa4d-09eff1f0f0af,Miltonduff SMWS 72.41 - SMWS 72.41,0.934,EXACT,9.0,59.8
549,72.43,"Speyside, Lossie",2e954436-5611-52fc-a7aa-68ae5303ce3d,Miltonduff SMWS 72.43 - SMWS 72.43,0.934,EXACT,10.0,59.8
550,72.45,"SW E E T, F R U I T Y & M E L LOW",ab1acf78-01da-5510-8850-5a7dd3f9c627,Miltonduff SMWS 72.45 - SMWS 72.45,0.9342,EXACT,32.0,52.2
551,72.47,"DEEP, RICH & DRIED FRUITS",fc8f57db-14b0-510a-8403-655d55bc07ff,Miltonduff SMWS 72.47 - BURNT SPOTTED DICK,0.9336,EXACT,10.0,59.7
552,73.12,Buttery Rum-n'-Raisin Fudge,cea32c5c-1e4b-59b1-ae17-e8eb319f2f70,Aultmore SMWS 073.12 - Buttery Rum-n'-Raisin Fudge,0.944,EXACT,12.0,58.4
553,73.18,Chocolate Smoke,bb5b1a5a-7d26-5da5-98df-cadff6cd4709,Aultmore SMWS 073.18 - Chocolate Smoke,0.9413,EXACT,17.0,57.2
554,73.30,A private membership club,752ca0b5-c422-52fd-951e-a9673675b22d,Aultmore SMWS 73.30 - Extremely Fresh,0.9358,EXACT,15.0,60.1
555,73.35,"Highlands, Speyside (Isla)",fa771b36-e4d3-5220-9bc8-0617a8448f30,Aultmore SMWS 73.35 - SMWS 73.35,0.9341,EXACT,17.0,58.8
556,73.36,"Highlands, Speyside (Isla)",f3f011f2-b25d-5179-8c04-076fc2a85544,Aultmore SMWS 73.36 - SMWS 73.36,0.9341,EXACT,18.0,53.8
557,73.40,"Highlands, Speyside (Isla)",7910972e-e232-5dba-915d-ef3f08fa2fb0,Aultmore SMWS 73.40 - SMWS 73.40,0.9341,EXACT,28.0,53.2
558,73.45,"Highlands, Speyside (Isla)",8e2907f2-6c13-5ac0-a1d3-aac059598b90,Aultmore SMWS 73.45 - SMWS 73.45,0.9341,EXACT,19.0,56.1
559,73.46,"Highlands, Speyside (Isla)",e18688e2-f4bf-5bd5-a3de-095ea7c12f5b,Aultmore SMWS 73.46 - SMWS 73.46,0.9341,EXACT,12.0,57.6
560,73.47,"Speyside, Deveron",e5798dbd-bd37-50b6-acb8-0e3b106dd468,Aultmore SMWS 73.47 - SMWS 73.47,0.9324,EXACT,12.0,57.8
561,73.50,"Speyside, Deveron",64a27f21-5d90-5b2a-8658-10e1206fc801,"Aultmore SMWS 73.50 - Oozing with rich
biscuity notes",0.9317,EXACT,20.0,57.4
562,73.52,"Speyside, Deveron",411557a7-174a-56a5-9ff7-a4df831c49e5,Aultmore SMWS 73.52 - SMWS 73.52,0.9324,EXACT,23.0,57.5
563,73.53,"Highlands, Speyside",89d05ac8-33ab-510a-b455-24233ab73114,Aultmore SMWS 73.53 - SMWS 73.53,0.9331,EXACT,10.0,58.9
564,73.54,"Speyside, Deveron",0dccc341-154b-5284-962c-a6bd0040f621,Aultmore SMWS 73.54 - SMWS 73.54,0.9324,EXACT,20.0,57.2
565,73.56,"Speyside, Deveron",fe67b7c9-ffc7-58ae-84fa-1382508a5218,Aultmore SMWS 73.56 - SMWS 73.56,0.9324,EXACT,20.0,57.7
566,73.60,"Speyside, Deveron",4a01c82a-3db3-5c8f-be3f-8e44c303493c,Aultmore SMWS 73.60 - SMWS 73.60,0.9324,EXACT,24.0,57.0
567,73.61,"Speyside, Deveron",1bc81389-4831-5bd2-b761-971e178944b2,Aultmore SMWS 73.61 - SMWS 73.61,0.9324,EXACT,24.0,57.2
568,73.63,"Speyside, Deveron",f9819506-4d77-5333-be41-077267d308d5,Aultmore SMWS 73.63 - SMWS 73.63,0.9324,EXACT,11.0,59.8
569,73.64,"Speyside, Deveron",30edb3eb-bfa3-5b61-8975-9c01b5fae902,Aultmore SMWS 73.64 - SMWS 73.64,0.9324,EXACT,24.0,58.4
570,73.65,"Speyside, Deveron",16695efa-7910-552d-ac74-1b768a2ea41a,Aultmore SMWS 73.65 - SMWS 73.65,0.9324,EXACT,24.0,55.9
571,73.67,,,,0.3834,CREATE,,
572,73.69,"Speyside, Deveron",ee9c20f2-430a-5a05-b317-f9a70aabe36f,Aultmore SMWS 73.69 - SMWS 73.69,0.9324,EXACT,22.0,52.9
573,73.72,"SWEET, FRUITY & MELLOW",659fa17f-9402-5b4c-98bc-efe4cdcd0639,Aultmore SMWS 73.72 - SMWS 73.72,0.9352,EXACT,18.0,57.8
574,76.102,"Speyside, Spey",64bece66-a276-59cd-85e0-116eac0fe3fb,Mortlach SMWS 76.102 - SMWS 76.102,0.9317,EXACT,9.0,62.1
575,76.105,"Speyside, Spey",221c78dd-bb71-5195-bd7f-0ed89a61bf3c,Mortlach SMWS 76.105 - SMWS 76.105,0.9317,EXACT,19.0,59.3
576,76.109,"Speyside, Spey",a8d7748f-0f85-5d44-863a-0505f8fe138e,Mortlach SMWS 76.109 - SMWS 76.109,0.9317,EXACT,8.0,59.5
577,76.113,"Speyside, Spey",f34d1084-aceb-5e69-aa4c-3d706a26afcd,Mortlach SMWS 76.113 - SMWS 76.113,0.9317,EXACT,11.0,58.5
578,76.114,"Speyside, Spey",219ebc0e-daa5-51ab-8faa-05c8d6c4820f,Mortlach SMWS 76.114 - SMWS 76.114,0.9317,EXACT,26.0,58.0
579,76.118,"SW E E T, F R U I T Y & M E L LOW",0c56eb49-b5da-5493-b1ff-c097bcda1408,Mortlach SMWS 76.118 - SMWS 76.118,0.9336,EXACT,27.0,49.5
580,76.119,"Speyside, Spey",2e8dc7db-7fb6-5efc-898f-4dcf24d7fc7a,Mortlach SMWS 76.119 - SMWS 76.119,0.9317,EXACT,18.0,56.7
581,76.120,"Speyside, Spey",0280ab12-6806-55fd-a2c4-5f2312fb186a,Mortlach SMWS 76.120 - SMWS 76.120,0.9317,EXACT,10.0,58.9
582,76.124,OLD & DIGNIFIED,bef097ab-93a1-529c-b120-7fd87b6120ca,Mortlach SMWS 76.124 - SMWS 76.124,0.9333,EXACT,28.0,55.9
583,76.125,SPICY & SWEET,9dc633f5-ba81-56d7-974d-c53755c4717a,Mortlach SMWS 76.125 - SMWS 76.125,0.9334,EXACT,28.0,54.0
584,76.126,OLD & DIGNIFIED,5f4f2d5f-070a-50c4-a62a-aa719e3c30e2,Mortlach SMWS 76.126 - SMWS 76.126,0.9333,EXACT,28.0,57.0
585,76.35,Cordite and Roasting Tins,1240d3b8-3a25-5bdd-9a2f-ddd19afdd3bc,Mortlach SMWS 076.35 - Cordite and Roasting Tins,0.9437,EXACT,13.0,57.8
586,76.36,Dried Figs Stewed in Tea,3ee6a067-b662-5e72-b574-967c36ec7781,Mortlach SMWS 076.36 - Dried Figs Stewed in Tea,0.9435,EXACT,13.0,56.9
587,76.48,Jack & Jill and Jaffa Cakes,9df1359d-a66f-5b76-9dd2-84dde8719eec,Mortlach SMWS 076.48 - Jack & Jill and Jaffa Cakes,0.944,EXACT,21.0,57.0
588,76.50,Elegant and Complex,741ae3e7-d2db-53fb-9dae-37d261992741,Mortlach SMWS 76.50 - Elegant and Complex,0.9427,EXACT,10.0,59.8
589,76.65,"Highlands, Speyside (Dufftown)",0a22e0a5-c1ea-5b81-b5ae-88bd79521596,Mortlach SMWS 76.65 - SMWS 76.65,0.9345,EXACT,23.0,58.5
590,76.68,"Highlands, Speyside (Dufftown)",c0b90a52-c229-5089-ab19-85bce0b1c238,Mortlach SMWS 76.68 - burnt toffee rolled in charcoal,0.9343,EXACT,15.0,57.6
591,76.74,"Highlands, Speyside (Dufftown)",6fcc98cd-2e99-592a-8843-916dc6e0ee1a,Mortlach SMWS 76.74 - SMWS 76.74,0.9345,EXACT,14.0,55.8
592,76.80,"Highlands, Speyside (Dufftown)",3dd332bd-8e00-50bb-a3a5-69e382ecb5b2,Mortlach SMWS 76.80 - SMWS 76.80,0.9345,EXACT,16.0,58.9
593,76.81,"Highlands, Speyside (Dufftown)",10b6adca-257b-5eeb-a9d0-747a44a007f6,Mortlach SMWS 76.81 - SMWS 76.81,0.9345,EXACT,8.0,60.1
594,76.84,"Highlands, Speyside (Dufftown)",549cadc7-e9b9-516a-8616-09d62dc14bf0,Mortlach SMWS 76.84 - SMWS 76.84,0.9345,EXACT,21.0,57.8
595,76.85,"Speyside, Spey",2f459f94-f840-5e81-94f2-609a527e9ae0,Mortlach SMWS 76.85 - SMWS 76.85,0.9317,EXACT,15.0,55.2
596,76.86,"Speyside, Spey",c67fbbe5-64e6-5ad6-8b88-49c53ec76e5f,Mortlach SMWS 76.86 - SMWS 76.86,0.9317,EXACT,9.0,58.9
597,76.94,"Speyside, Spey",ab03948b-3bbf-5756-a153-4fc2c3a76be9,Mortlach SMWS 76.94 - SMWS 76.94,0.9317,EXACT,26.0,59.4
598,76.96,"Speyside, Spey",cc5dce24-ab72-5240-8b3d-f6eb89f15751,Mortlach SMWS 76.96 - SMWS 76.96,0.9317,EXACT,25.0,55.2
599,76.98,"Speyside, Spey",5481dcb4-a598-57f4-b634-0a2e4256aa3d,Mortlach SMWS 76.98 - SMWS 76.98,0.9317,EXACT,17.0,57.2
600,76.99,"Speyside, Spey",7c33a44c-e616-56d7-b62c-b00c06c9421a,Mortlach SMWS 76.99 - SMWS 76.99,0.9317,EXACT,9.0,61.7
601,77.18,"Highlands, Northern Highlands",4ab82ff5-abef-551c-b8cf-6b145556807a,"Glen Ord SMWS 77.18 - a camp-
fire extinguished by rain,",0.9352,EXACT,22.0,58.8
602,77.23,"Highlands, Northern Highlands",19855d22-d283-544c-a121-614fa26f6d2e,Glen Ord SMWS 77.23 - SMWS 77.23,0.9352,EXACT,23.0,56.8
603,77.25,"Highlands, Northern Highlands",d1981713-e98c-5f54-81a0-2b2896907de6,Glen Ord SMWS 77.25 - SMWS 77.25,0.9352,EXACT,23.0,56.8
604,77.27,"Highlands, Northern Highlands",da27ee95-83e4-504a-88eb-0806692b48cb,Glen Ord SMWS 77.27 - SMWS 77.27,0.9352,EXACT,11.0,55.2
605,77.28,"Highland, Northern",cf2068aa-0fac-581e-9846-b083de235ac5,Glen Ord SMWS 77.28 - SMWS 77.28,0.9348,EXACT,25.0,54.9
606,77.30,"Highland, Northern",6cb6a8ef-a2c6-530d-b1fe-473f6d2028b9,Glen Ord SMWS 77.30 - SMWS 77.30,0.9348,EXACT,9.0,61.9
607,77.33,"Highland, Northern",ee70ee48-d0ee-5c67-a09d-1476f49706b6,Glen Ord SMWS 77.33 - SMWS 77.33,0.9348,EXACT,11.0,58.0
608,77.35,"Highland, Northern",39507de9-8840-575a-8cfe-228d45578d40,Glen Ord SMWS 77.35 - SMWS 77.35,0.9348,EXACT,11.0,58.4
609,77.38,SPICY & SWEET,4000dcc3-cae3-5b57-8c00-2e80fe0528f2,Glen Ord SMWS 077.38 - SMWS 077.38,0.9334,EXACT,14.0,52.2
610,77.9,A Tennis Court Whisky,1a5e324a-9059-57e0-8120-1388fa274856,Glen Ord SMWS 077.9 - A Tennis Court Whisky,0.9431,EXACT,17.0,57.8
611,78.40,"Highland, Western",ed611e8d-52c4-5ee8-a5cd-39c766619fab,Ben Nevis SMWS 78.40 - SMWS 78.40,0.9332,EXACT,16.0,55.1
612,80.3,Christmas Cake,a14a0d55-8469-5bd7-b979-f0ea9ce0f003,Glen Spey SMWS 080.3 - Christmas Cake,0.941,EXACT,20.0,51.9
613,81.11,A Full on Demonstration of Sherry Maturation,332742fb-7e74-54ea-b106-ef4891386b98,Glen Keith SMWS 81.11 - A Full on Demonstration of Sherry Maturation,0.9457,EXACT,32.0,56.4
614,81.14,"Coffee, Toffee and Fudge",b5e4ba52-de1f-527a-81f7-87f07b3560e9,"Glen Keith SMWS 81.14 - Coffee, Toffee and Fudge",0.9433,EXACT,13.0,60.5
615,81.9,Cloves and Old Medicine Cupboards,9e1c7d21-d46e-501f-b4db-cb9c49b927e2,Glen Keith SMWS 81.9 - Cloves and Old Medicine Cupboards,0.9448,EXACT,32.0,55.0
616,82.19,"Highlands, Eastern Highlands",82b4b3aa-0e01-50cc-baf0-9c7833bb4889,Glencadam SMWS 82.19 - SMWS 82.19,0.9352,EXACT,13.0,55.7
617,82.20,"DEEP, RICH & DRIED FRUITS",104887c8-abd6-5fae-becf-239ad918692a,Glencadam SMWS 82.20 - SMWS 82.20,0.9341,EXACT,17.0,54.9
618,84.12,"Highlands, Speyside (Dufftown)",77c09b79-6362-5af1-91de-efd402793afe,Glendullan SMWS 84.12 - SMWS 84.12,0.9356,EXACT,12.0,59.3
619,84.15,"Speyside, Spey",a476297a-52c4-5ea1-b5d3-e71272f798d7,Glendullan SMWS 84.15 - SMWS 84.15,0.9333,EXACT,11.0,56.4
620,84.16,"Speyside, Spey",f76b4f4e-43c3-5527-aac8-d588a46256ae,Glendullan SMWS 84.16 - SMWS 84.16,0.9333,EXACT,13.0,56.6
621,84.18,SPICY & SWEET,fd6370a3-9f51-5217-b71d-e3acf90b390f,Glendullan SMWS 84.18 - SMWS 84.18,0.9326,EXACT,14.0,55.3
622,84.9,Pumpkin Spice,68029326-80e1-58d6-b7ad-e3f741a03fde,Glendullan SMWS 84.9 - Pumpkin Spice,0.9406,EXACT,9.0,58.7
623,85.20,"Highlands, Speyside (Lossie)",c30c9832-554a-5c5d-af13-9971a95e97dd,"Glen Elgin SMWS 85.20 - treacle on
old sandshoes",0.9337,EXACT,10.0,60.2
624,85.22,"Highlands, Speyside (Lossie)",a7bde329-5296-5cf5-a9cb-367459f8e0a6,Glen Elgin SMWS 85.22 - SMWS 85.22,0.9352,EXACT,12.0,60.0
625,85.23,"Highlands, Speyside (Lossie)",116dcdfc-c858-5bfd-aa9d-d3a78211ff7a,Glen Elgin SMWS 85.23 - SMWS 85.23,0.9352,EXACT,12.0,59.4
626,85.25,"Speyside, Lossie",0995b0b0-eefd-5387-92cf-f2375ccb7322,Glen Elgin SMWS 85.25 - SMWS 85.25,0.934,EXACT,13.0,56.3
627,85.28,"Speyside, Lossie",ee0ad751-8b26-56f4-8bf6-0554a423bc61,Glen Elgin SMWS 85.28 - SMWS 85.28,0.934,EXACT,29.0,44.1
628,85.29,"SW E E T, F R U I T Y & M E L LOW",d4172067-7833-5b17-9570-3cb93f05c752,Glen Elgin SMWS 85.29 - SMWS 85.29,0.9342,EXACT,15.0,54.2
629,85.32,YO U N G & S P R I T E LY,4968639a-5c6f-5170-a24f-491787ad174d,Glen Elgin SMWS 85.32 - SMWS 85.32,0.9361,EXACT,9.0,60.6
630,90.12,"Highlands, Speyside (Dufftown)",3a3722df-f44d-5007-ac82-7ad965e4d906,Pittyvaich SMWS 90.12 - salt and stones,0.9358,EXACT,19.0,56.7
631,90.8,Eve`s Pudding with Tinned Peaches,03ac1f86-d9e9-56ed-8822-c4295d7290a0,Pittyvaich SMWS 090.8 - Eve`s Pudding with Tinned Peaches,0.9447,EXACT,13.0,57.6
632,91.19,No-nonsense Dram,7500fb0c-49c3-5a75-9066-9065ffbd6f1d,Dufftown SMWS 091.19 - No-nonsense Dram,0.9416,EXACT,20.0,56.5
633,93.13,Campbeltown Toast,df3ffac2-a0c0-5fa8-b730-66fcfaf0af6e,Glen Scotia SMWS 093.13 - Campbeltown Toast,0.9413,EXACT,13.0,63.7
