whisky_id,column,previous_value,new_value
89605e03-9f1d-56d7-a05f-d5715b3ee7d2,region,,NULL
c04d96e6-6a63-57c9-8442-c378c4a34148,region,,NULL
c79bbbcc-7ec6-5f12-99d1-56685992deda,region,,NULL
5d7620b8-8700-5341-8367-bdfc4c989ad4,region,,NULL
4e6807e5-e7c8-5446-be82-a46029dbc2e3,region,,NULL
3c154b07-aca5-59ce-a677-a29b043b961a,region,,NULL
96cb248e-106e-5cc5-aad7-a2e5f389bd62,region,,NULL
32be3d9b-413c-5cfc-a053-d8dbab8bcd60,region,,NULL
5a823447-dca9-5d25-a2f0-edda49de4929,region,,NULL
55a30f70-fd7e-5772-acce-9b00a08956ca,region,,NULL
adb7699c-9e1c-53fb-a00a-f42b32d75885,region,,NULL
1fb8afd9-e89a-5435-8bcf-3ad839088a2b,region,,NULL
54f8070c-a704-56c2-928b-ab0ca9731805,region,,NULL
6efe3504-3026-5aa6-ad5a-aa317e561375,region,,NULL
859e54f2-410c-5b36-925c-5edd44d347f1,region,,NULL
f436ba72-8ca2-5aaf-82e6-886efe2603b2,region,,NULL
3664b0f4-08fe-50d0-85cb-40ea92995cfb,region,,NULL
aaa00244-00d2-5dba-9fb4-db4a209b835a,region,,NULL
3a42ba7c-6d46-5712-bc9a-a00ac2a96d79,region,,NULL
f39ecaf0-c8a9-58d1-b69c-de2bd508682e,region,,NULL
56d18e9e-213a-59c7-9033-3d6fdca3d67b,region,,NULL
7bf5a7d9-12b0-51b3-86a3-341e9899ca3d,region,,NULL
917d22c8-e7d3-528e-a919-fa72e1da304f,region,,NULL
509c177d-1834-57d9-a630-68ddacb1fef9,region,,NULL
c1660acc-a4e8-5d22-92b8-30e894298475,region,,NULL
296c029e-4113-5088-991a-02682c7f36dd,region,,NULL
1df09e00-8b48-5308-ba93-f961345c7edc,region,,NULL
f7887fcd-a423-5627-9b75-3a971f7c1534,region,,NULL
18f7886d-5a8a-55c3-98fc-877e21cecacc,region,,NULL
34f2f60a-8227-5f1b-b352-0882b09cff3c,region,,NULL
e07d0d92-5962-5e73-83ec-3bbdeca8d21c,region,,NULL
666fcc89-034e-57b3-aaa8-c48bab6959e4,region,,NULL
44928acd-7487-5a57-b1cf-453f11087454,region,,NULL
37f64680-31f6-57a9-ba7c-ada049149bf6,region,,NULL
83c97133-df0a-53b7-9681-48c21b7d5794,region,,NULL
91c92fe2-775c-519e-b6ac-581d2cfbb898,region,,NULL
a92672e0-aa52-506e-8a34-918103f6cf30,region,,NULL
6f5d57e1-9efa-5810-8ea2-e4eb7188c876,region,,NULL
4da4e3a7-11ef-5569-8929-0446461c150c,region,,NULL
8cfae60b-1520-5fac-9194-7bbbf4582a72,region,,NULL
fc05742a-2324-55aa-9157-91546ef3f295,region,,NULL
b0eda85a-3cd3-5a21-b3d3-a437d1c55364,region,,NULL
6e718c30-489c-5113-b724-d7c3e4a45079,region,,NULL
19a52edc-7bd3-5c11-9eb0-41f401d73c85,region,,NULL
270993c6-b31a-5ea9-bfd4-f1fe45df7294,region,,NULL
79d53b1e-3c1a-59f0-b427-9ac52f18d45f,region,,NULL
9760d26e-28f1-57a7-baf2-b5b089d7e38f,region,,NULL
41ff30fe-8319-5774-bd9c-ec01fb9413ab,region,,NULL
0330f875-4590-5a45-8118-45f2af3b64c9,region,,NULL
98e75ccb-c392-5a4a-8ec4-5d6e1a2784b2,region,,NULL
abce6bf1-3c63-5b38-a750-df2b8cca014a,region,,NULL
cc6f4607-d430-5bd9-8bf3-3236889b6800,region,,NULL
bde62812-00f3-515a-897a-62a179eb64f1,region,,NULL
e23a3a10-0802-522f-b09a-b92aabcd8e18,region,,NULL
385b565a-6903-51c9-bf5c-1e19576e6618,region,,NULL
2585098f-b06e-5895-89b3-98a27389428b,region,,NULL
3762f537-f9cd-5c03-a7de-089b3027e9b4,region,,NULL
028e1935-5750-5873-aecc-57af34268a7a,region,,NULL
8cdf2bea-62dc-5dbf-a052-175b93919b7e,region,,NULL
4a5092b0-82c8-50a0-a478-dc77819b2261,region,,NULL
fcfad8c4-ad35-5ff7-b276-06d068b48bfc,region,,NULL
0fba713a-af35-524d-94a7-a7516e0aa71b,region,,NULL
9fb26511-7b59-5f7b-a6a3-57fb3509a5c2,region,,NULL
1e41f13d-f274-594e-ab20-a9cf6666c04c,region,,NULL
77eb1e93-718c-5ae5-a01b-70ae954fdf26,region,,NULL
4302fa92-9ccc-562b-91e1-e9f1c0c9ab5e,region,,NULL
806765a7-c962-5e8b-a05a-442a8ac49e72,region,,NULL
a7be045d-a627-5465-9c5e-54658dd85d29,region,,NULL
2d15eb2d-320f-57ab-ba20-dda7d78f7730,region,,NULL
96a19d62-b912-5171-9419-1da846c9bd29,region,,NULL
85a69fd7-65cf-5639-9e85-c33d8d586cd5,region,,NULL
7b834e94-e90f-51b3-a140-0ac49ac6b29e,region,,NULL
5747bc85-3f45-5b79-9935-9e6f7000de43,region,,NULL
b9b1b2a7-2510-5e08-a167-47d71fe5a30f,region,,NULL
9d6a8a28-1dfa-54f3-a920-47bdd79a7d92,region,,NULL
cc5132bb-137d-57d7-a5ea-b0502b379678,region,,NULL
6fc337aa-39e2-54cc-a083-2b8464220478,region,,NULL
843738ae-7af0-5796-bed4-c230cc9a7488,region,,NULL
1a8d9905-b697-58f1-a50c-51c0d6a294bc,region,,NULL
b9778eda-edf4-5da4-b948-87579eeac70a,region,,NULL
91e190fd-f25d-5e25-b88b-4019de8a7140,region,,NULL
5ac41468-15ed-5bce-b57d-aa2efe76dd3d,region,,NULL
39b08c20-64b4-5898-b4f0-728abaf561c2,region,,NULL
e3910df1-672f-5b6a-be82-2d202c566e4b,region,,NULL
07b1c861-282c-5720-9def-4ac51caf9781,region,,NULL
25b3ee7d-bbc4-5ea8-af11-b89e112783be,region,,NULL
9bed8feb-1862-5235-a45e-3405b11c3824,region,,NULL
284d4f4f-2ba6-5bca-ac91-9cee292eace6,region,,NULL
d216d8d4-6225-5c27-8a34-54239630f1ed,region,,NULL
a693f1e5-db09-55fe-9849-9ff051d59b01,region,,NULL
c0653142-474c-5df6-a254-c6ebd03056ca,region,,NULL
d6909c8a-a5a3-5dd7-9dfe-cb615c8ecc02,region,,NULL
61f6ade1-0e01-54c3-b45f-c2bfab3aede1,region,,NULL
a73ce705-9e34-5e6e-bb65-6c445696606d,region,,NULL
3a013e9d-b96d-5aef-8afb-a8e7a7f7fe8d,region,,NULL
a052f8b6-7ab6-5e1a-9875-d6c848b4b9bd,region,,NULL
df8f5a84-ea57-57e6-9f0d-67e08fb9cf89,region,,NULL
beacf7b7-2d48-5156-a876-122908987681,region,,NULL
85550d8f-a0f3-5f20-b198-29f42eedcdf1,region,,NULL
6dc813b5-7b1f-5df5-a7a9-ec907127c9af,region,,NULL
f35f96fd-559d-5df5-865c-ba94960e6a05,region,,NULL
eb0cf410-3db6-582a-8224-d11a64e5057c,region,,NULL
fd4d2419-0409-56f9-b32d-0a6ccca825d2,region,,NULL
196991f7-f1d5-5af2-ad7a-029c977645f2,region,,NULL
d3bf7371-cc2f-5aec-a548-49c4eb3c8e1f,region,,NULL
5970e91d-71df-52b6-a0e0-e0aa2faa13b2,region,,NULL
4c32153c-e562-5860-900c-fd8e605492b5,region,,NULL
be730245-3090-5356-8fba-73a7a294e7c6,region,,NULL
e90b6a4d-636c-5545-901b-dc464a1331d3,region,,NULL
58b4ad62-5373-5233-bfb1-3ca4c7da74b9,region,,NULL
45996da7-518a-59ba-b614-6e14c20dd62c,region,,NULL
0fcfaf79-a9e3-50aa-a665-71c43bc9eb8e,region,,NULL
cd9808c2-defb-5733-a491-143eb8d2ee07,region,,NULL
44d8e157-3dcb-5a5c-b550-e6302534970a,region,,NULL
71a423f5-47e4-5e4c-b0c2-8486bfae713e,region,,NULL
188ace10-8a4f-519b-a7ef-a5183e90035d,region,,NULL
936ce7ea-f917-5201-b4dc-74ca98bc589a,region,,NULL
e1077472-1933-5fdd-9a28-9e782d9ab326,region,,NULL
8f5461e8-ab06-5e8c-824d-d1cddb31b470,region,,NULL
0d9b8cd5-74a2-5cd7-93b0-434f1a99a6ba,region,,NULL
a1bb7eff-6075-505e-8ce2-14f6154cb3f5,region,,NULL
bfb8a784-5702-5965-8d67-7035e05753e9,region,,NULL
007bf2d9-9c97-561f-8650-5d4931bae397,region,,NULL
64d33da3-1392-59dc-8a7c-af4661a698d1,region,,NULL
61d3c126-8025-5d09-ae07-d7ee898ca760,region,,NULL
6855efc6-fac0-5ebe-834d-bb2a2dad1326,region,,NULL
09ac3910-9922-5aee-8ec7-cf7dd18b2dd9,region,,NULL
e40b5542-18bf-5aa9-88cc-26d646a20fec,region,,NULL
3a6a46f8-7199-53ac-b73b-70638bd2c2dd,region,,NULL
0e11e7bd-1ca1-51c2-a5d2-3ebd538c0ae6,region,,NULL
581e428b-48c8-5de5-aa47-b33ebd55121b,region,,NULL
10a9c185-23ed-5ff8-bc16-fb93438afa02,region,,NULL
d07a18c2-5524-57de-bcb3-d39ad082af49,region,,NULL
4a9ca920-e6e8-5174-be70-a21dd127f279,region,,NULL
c3bb66dc-0665-58f9-9784-933c81a44a84,region,,NULL
21ddd7df-7535-50ef-8230-4845eeac0f53,region,,NULL
