smws_code,product_name,distillery,bottler,matched_whisky_id,matched_name,confidence,match_type,reason,resolver_version,resolver_stage
29.164,L I G H T LY P E AT E D,Coleburn,,a2792400-9949-53f6-93ab-fb758e061c18,Laphroaig SMWS 29.164 - SMWS 29.164,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
29.165,P E AT E D,Coleburn,,4c2abb3a-be19-578e-b874-e0a8005eaf77,Laphroaig SMWS 29.165 - SMWS 29.165,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
29.171,P E AT E D,Coleburn,,415cab1e-628e-541c-9c9d-a891f95a255b,Laphroaig SMWS 29.171 - SMWS 29.171,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
29.176,P E AT E D,Coleburn,,75c93994-2597-5823-bd00-c5bf988fa2e7,Laphroaig SMWS 29.176 - SMWS 29.176,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
29.179,PEATED,Coleburn,,19a86362-6101-543d-b38a-321fe261e4f6,Laphroaig SMWS 29.179 - SMWS 29.179,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
29.183,H E AV I LY P E AT E D,Coleburn,,1d9be9ee-5bf0-5823-a027-35adea6e3b31,Laphroaig SMWS 29.183 - SMWS 29.183,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
29.190,"DEEP, RICH & DRIED FRUITS",Coleburn,,60044aa8-38fd-5ea6-8655-30420036780c,Laphroaig SMWS 29.190 - SMWS 29.190,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
29.60,Smoke-heads will Die for it,Coleburn,,f1c7dad4-49a1-591b-8873-a426e5aa6bc1,Laphroaig SMWS 29.60 - Smoke-heads will Die for it,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
29.64,"Diesel, Fishing Boats and Engine Smoke",warm,,37b64209-818d-5db8-b702-e4befa51d54e,"Laphroaig SMWS 29.64 - Diesel, Fishing Boats and Engine Smoke",0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
29.68,A Match Made in Heaven,Coleburn,,0f01956b-105b-5d7a-aee4-cfcfcee1bf9b,Laphroaig SMWS 29.68 - A Match Made in Heaven,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
29.71,"A Tongue-curling, Wrestler's",Coleburn,,14bf995e-4f44-53a0-950d-fb547b537c26,"Laphroaig SMWS 29.71 - A Tongue-curling, Wrestler's
               Armpit of a Dram",0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
29.78,"Islay, South Shore",South,,631f719e-2726-5b69-b272-ca88b906f604,Laphroaig SMWS 29.78 - SMWS 29.78,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
29.79,"Islay, South Shore",South,,1b3b0b6f-62fe-5bde-a822-73bcc7f2d478,Laphroaig SMWS 29.79 - like bashing stones together,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
29.80,"Islay, South Shore",South,,031087b9-d026-59a9-ae43-6a52d8eb36ad,Laphroaig SMWS 29.80 - ironing a chimney sweep's shirt,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
29.82,"Islay, South Shore",South,,71c09f39-7f4f-52b5-9ca3-fa9ce9f320e5,Laphroaig SMWS 29.82 - Something medicinal,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
29.88,"Islay, South Shore",South,,3e599b3c-56e3-55e7-878b-9d3ad09344ee,Laphroaig SMWS 29.88 - SMWS 29.88,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
29.92,"Islay, South Shore",South,,44db02f0-d229-5eb3-ad25-2357b7019d6e,Laphroaig SMWS 29.92 - SMWS 29.92,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
29.97,"Islay, South Shore",South,,a3c6004b-a4ba-5168-88c3-cdb7c8e3c34d,"Laphroaig SMWS 29.97 - wood, smoke, blood",0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
30.62,"Highlands, Speyside (Rothes)",,,1a201662-1db2-5a83-b106-cf45e7b24e53,Glenrothes SMWS 30.62 - SMWS 30.62,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
33.114,Islay,,,84732bb1-b1d2-5f89-8803-5833614ecd84,Ardbeg SMWS 33.114 - SMWS 33.114,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
33.115,"Islay, South Shore",South,,52e35574-90b6-5871-bfba-34ee0da64572,Ardbeg SMWS 33.115 - SMWS 33.115,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
33.125,Islay,,,cf60ff5e-1643-54ed-aeff-cf4cf3976182,Ardbeg SMWS 33.125 - SMWS 33.125,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
33.130,Islay,,,fa6c1dee-a4d6-5a4d-9d30-4fd05495ac2e,Ardbeg SMWS 33.130 - SMWS 33.130,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
33.143,SPICY & SWEET,,,42ec3bc6-eb54-58b0-addb-16bbfbc88dfb,Ardbeg SMWS 33.143 - SMWS 33.143,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
35.101,"Speyside, Lossie",,,50b0a8ef-c78a-5168-98e6-797f284bc67d,Glen Moray SMWS 35.101 - SMWS 35.101,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
35.104,"Speyside, Lossie",,,5ce7f1cc-e838-5a71-9eaa-ec48050a18b5,Glen Moray SMWS 35.104 - SMWS 35.104,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
35.106,"Speyside, Lossie",,,d717c486-c25f-5650-a7ba-18d77b72e432,Glen Moray SMWS 35.106 - SMWS 35.106,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
35.109,"Speyside, Lossie",,,605a88b7-4697-510d-af18-bca7f8f17167,Glen Moray SMWS 35.109 - SMWS 35.109,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
35.110,"Speyside, Lossie",,,3e9da869-4dd8-5129-bbb2-bc20342f123a,Glen Moray SMWS 35.110 - SMWS 35.110,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
35.111,"Speyside, Lossie",,,f833e69f-06db-56de-896c-7b9ddbf14793,Glen Moray SMWS 35.111 - SMWS 35.111,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
35.114,"Speyside, Lossie",,,ed89fd8d-d3b6-52aa-9385-843d6c704e96,Glen Moray SMWS 35.114 - SMWS 35.114,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
35.117,"Speyside, Lossie",,,1343ac71-7bb8-53bf-9c1b-e34c20e471d1,Glen Moray SMWS 35.117 - SMWS 35.117,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
35.122,SPICY & SWEET,,,14962f3b-e8ee-549a-9d06-0444aef95d93,Glen Moray SMWS 35.122 - SMWS 35.122,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
35.129,OLD & DIGNIFIED,,,f1249309-f99b-52fe-b723-b8c9ac4b3bc3,Glen Moray SMWS 35.129 - SMWS 35.129,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
35.142,SPICY & SWEET,,,9cdbb726-bf09-5860-868c-98e1a5123ff0,Glen Moray SMWS 35.142 - SMWS 35.142,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
35.143,SPICY & SWEET,,,fce85ca8-cb7f-5afa-9124-b4439b9c6dd8,Glen Moray SMWS 35.143 - SMWS 35.143,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
35.23,A private membership club,,,b4df6f56-6372-505a-a0e0-b7d713924932,Glen Moray SMWS 35.23 - Bloody Mary Delight,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
35.35,"Highlands, Speyside (Lossie)",,,65cdbe24-c4a7-5c16-b450-64417c0568f9,Glen Moray SMWS 35.35 - humungous,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
35.49,"Highlands, Speyside (Lossie)",,,aca26396-0494-5af0-ac2b-ca204cd640ad,Glen Moray SMWS 35.49 - SMWS 35.49,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
35.51,"Highlands, Speyside (Lossie)",,,353b3d23-49a4-5684-a562-91cba32e6018,Glen Moray SMWS 35.51 - SMWS 35.51,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
35.55,"Highlands, Speyside (Lossie)",,,c834e6cf-201e-5c78-b010-be478b018e5c,Glen Moray SMWS 35.55 - SMWS 35.55,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
35.57,"Highlands, Speyside (Lossie)",,,86a1f3f7-e7a6-5c87-9819-61e00054cbd2,Glen Moray SMWS 35.57 - SMWS 35.57,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
35.64,"Speyside, Lossie",,,7f0912de-77f0-5325-a171-243b27dfce41,Glen Moray SMWS 35.64 - SMWS 35.64,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
35.65,"Speyside, Lossie",,,9afa2b83-efff-5b0f-b35a-e6e593a6b12c,Glen Moray SMWS 35.65 - SMWS 35.65,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
35.71,"Speyside, Lossie",,,45f12fdf-f747-5e38-af1b-bed2b6b6ba26,Glen Moray SMWS 35.71 - SMWS 35.71,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
35.81,"Speyside, Lossie",,,2ba5665a-cbc8-5e37-a862-f2bdcd6e1c7f,Glen Moray SMWS 35.81 - SMWS 35.81,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
35.83,"Speyside, Lossie",,,e7a008ba-5147-5e95-bb8f-03c21477c157,Glen Moray SMWS 35.83 - SMWS 35.83,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
35.85,"Speyside, Lossie",,,9c209d83-94ca-588a-9543-1c0d6e96b7be,Glen Moray SMWS 35.85 - SMWS 35.85,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
36.37,An Unusual Personality,,,14b2e951-1feb-51ee-995c-6bcea1f7f7a7,Benrinnes SMWS 36.37 - An Unusual Personality,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
36.46,"Highlands, Speyside",,,6c3b67e2-8cc8-56af-8fd8-b4dc59094e5d,Benrinnes SMWS 36.46 - SMWS 36.46,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
36.49,"Highlands, Speyside",,,27867c46-80ff-5d2f-8543-40156990ab2c,Benrinnes SMWS 36.49 - SMWS 36.49,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
36.54,"Highlands, Speyside",,,d6a833f4-a84c-5766-ba3a-f0703b7a75b9,Benrinnes SMWS 36.54 - SMWS 36.54,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
36.55,"Speyside, Spey",,,4daf421f-9ddf-5d38-bb34-fed03de6764f,Benrinnes SMWS 36.55 - SMWS 36.55,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
36.61,"Speyside, Spey",,,c50f9cd6-5068-5ac0-b2fc-7b1ac82a7704,Benrinnes SMWS 36.61 - SMWS 36.61,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
36.62,"Speyside, Spey",,,90bf1294-089d-5aca-870f-a8900113a7c2,Benrinnes SMWS 36.62 - SMWS 36.62,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
36.67,"Speyside, Spey",,,2925e03e-0de8-52c4-bee4-58345c070f0f,Benrinnes SMWS 36.67 - SMWS 36.67,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
36.68,"Speyside, Spey",,,41eb0894-7a23-5007-9be6-559e8f495df4,Benrinnes SMWS 36.68 - SMWS 36.68,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
36.70,"Speyside, Spey",,,4ba206a5-3c3e-58fb-b5c9-ec8eda6f1013,Benrinnes SMWS 36.70 - SMWS 36.70,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
36.76,"Speyside, Spey",,,2f6a5b3d-100b-543c-b800-625f82a41b10,Benrinnes SMWS 36.76 - SMWS 36.76,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
36.86,"SW E E T, F R U I T Y & M E L LOW",,,0c472ef8-61f0-509f-b944-62256b9b053c,Benrinnes SMWS 36.86 - SMWS 36.86,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
36.87,SPICY & SWEET,,,1b455c7a-cb06-5dd3-b324-39ab0cf63c31,Benrinnes SMWS 36.87 - SMWS 36.87,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
36.96,"JUICY, OAK & VANILLA",,,e7c90679-b948-5d05-8869-ca1720279d6e,Benrinnes SMWS 36.96 - SMWS 36.96,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
37.30,"Rosemary Sprinkled nan Bread,",Cragganmore,,fb8f7cfa-78ee-54dc-8a41-e4b3ca1a7dfb,"Cragganmore SMWS 37.30 - Rosemary Sprinkled nan Bread,
                  with bananas",0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
37.33,"Figs, Prunes and Dark Chocolate",Cragganmore,,a5551e4a-7c00-5bae-a95a-58e25cd197ff,"Cragganmore SMWS 37.33 - Figs, Prunes and Dark Chocolate",0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
37.45,"Highlands, Speyside",Cragganmore,,2880ac31-0882-5907-895a-677c3a693df0,"Cragganmore SMWS 37.45 - like the best of Thorn-
ton's",0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
37.46,"Highlands, Speyside",Cragganmore,,b229f565-dc4d-54bc-b200-19ec15f9bde2,Cragganmore SMWS 37.46 - SMWS 37.46,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
37.48,"Highlands, Speyside",Cragganmore,,2f4512ac-949a-5ad7-831f-6e4184db6bc5,Cragganmore SMWS 37.48 - SMWS 37.48,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
37.50,"Speyside, Spey",Cragganmore,,1a5da3d1-410a-5c83-96dc-1f37711f743d,Cragganmore SMWS 37.50 - SMWS 37.50,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
37.51,"Speyside, Spey",Cragganmore,,21eb6e55-420d-5684-a8cf-b5144075079b,Cragganmore SMWS 37.51 - SMWS 37.51,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
37.54,"Speyside, Spey",Cragganmore,,c70437b7-2004-5aca-9ba6-e43e8d80b345,Cragganmore SMWS 37.54 - SMWS 37.54,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
37.58,"Speyside, Spey",Cragganmore,,ace5d4d2-c540-568c-a0f4-a1dd37104ee6,Cragganmore SMWS 37.58 - SMWS 37.58,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
38.18,"Pepper, Lemon and Smoke",Strathisla,,bfd02fd3-2f68-5494-89f2-8d9f5b3fe69b,"Caperdonich SMWS 38.18 - Pepper, Lemon and Smoke",0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
38.19,A private membership club,Glen Grant,,3b9fddcc-d2e8-5b32-b263-19521428b3fb,Caperdonich SMWS 38.19 - Fun Time Whisky,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
38.20,"Highlands, Speyside (Rothes)",Strathisla,,87258de8-1942-558a-8918-53377ccb7bce,Caperdonich SMWS 38.20 - SMWS 38.20,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
38.21,"Highlands, Speyside (Rothes)",Glen Grant,,9cf39599-6bc3-555c-8a87-75fc94c81667,Caperdonich SMWS 38.21 - SMWS 38.21,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
39.104,SPICY & SWEET,Strathmill,,1aedd086-0004-5f82-be3f-ac59e247b290,Linkwood SMWS 39.104 - SMWS 39.104,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
39.110,SPICY & DRY,Strathmill,,89605e03-9f1d-56d7-a05f-d5715b3ee7d2,Linkwood SMWS 39.110 - SMWS 39.110,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
39.57,A private membership club,Strathmill,,503ce28c-d1ed-54e5-aba5-eeb9bd1d271b,Linkwood SMWS 39.57 - Urbane and Demure,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
39.71,"Highlands, Speyside (Lossie)",Strathmill,,5d7620b8-8700-5341-8367-bdfc4c989ad4,"Linkwood SMWS 39.71 - Ah yes,",0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
39.75,"Highlands, Speyside (Lossie)",Strathmill,,4e6807e5-e7c8-5446-be82-a46029dbc2e3,Linkwood SMWS 39.75 - SMWS 39.75,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
39.81,"Highlands, Speyside (Lossie)",Strathmill,,3c154b07-aca5-59ce-a677-a29b043b961a,"Linkwood SMWS 39.81 - honeysuckle by a
    garden gate",0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
39.83,"Highlands, Speyside (Lossie)",Strathmill,,96cb248e-106e-5cc5-aad7-a2e5f389bd62,Linkwood SMWS 39.83 - SMWS 39.83,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
39.84,"Speyside, Lossie",Strathmill,,32be3d9b-413c-5cfc-a053-d8dbab8bcd60,Linkwood SMWS 39.84 - SMWS 39.84,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
39.89,"Speyside, Lossie",Strathmill,,5a823447-dca9-5d25-a2f0-edda49de4929,Linkwood SMWS 39.89 - SMWS 39.89,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
39.92,"Speyside, Lossie",Strathmill,,55a30f70-fd7e-5772-acce-9b00a08956ca,Linkwood SMWS 39.92 - SMWS 39.92,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
39.93,"Speyside, Lossie",Strathmill,,adb7699c-9e1c-53fb-a00a-f42b32d75885,Linkwood SMWS 39.93 - SMWS 39.93,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
39.94,"Speyside, Lossie",Strathmill,,1fb8afd9-e89a-5435-8bcf-3ad839088a2b,Linkwood SMWS 39.94 - SMWS 39.94,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
39.95,"Speyside, Lossie",Strathmill,,54f8070c-a704-56c2-928b-ab0ca9731805,Linkwood SMWS 39.95 - SMWS 39.95,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
39.98,"SW E E T, F R U I T Y & M E L LOW",Strathmill,,6efe3504-3026-5aa6-ad5a-aa317e561375,Linkwood SMWS 39.98 - SMWS 39.98,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
39.99,"DEEP, RICH & DRIED FRUITS",Strathmill,,859e54f2-410c-5b36-925c-5edd44d347f1,Linkwood SMWS 39.99 - SMWS 39.99,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
41.43,"Highlands, Speyside",Dailuaine,,f436ba72-8ca2-5aaf-82e6-886efe2603b2,Dailuaine SMWS 41.43 - SMWS 41.43,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
41.46,"Highlands, Speyside",Dailuaine,,3664b0f4-08fe-50d0-85cb-40ea92995cfb,Dailuaine SMWS 41.46 - SMWS 41.46,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
41.49,"Highlands, Speyside",Dailuaine,,aaa00244-00d2-5dba-9fb4-db4a209b835a,Dailuaine SMWS 41.49 - SMWS 41.49,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
41.50,"Highlands, Speyside",Dailuaine,,3a42ba7c-6d46-5712-bc9a-a00ac2a96d79,Dailuaine SMWS 41.50 - SMWS 41.50,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
41.51,"Speyside, Spey",Dailuaine,,f39ecaf0-c8a9-58d1-b69c-de2bd508682e,Dailuaine SMWS 41.51 - SMWS 41.51,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
41.54,"Speyside, Spey",Dailuaine,,56d18e9e-213a-59c7-9033-3d6fdca3d67b,Dailuaine SMWS 41.54 - SMWS 41.54,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
41.57,"Speyside, Spey",Dailuaine,,7bf5a7d9-12b0-51b3-86a3-341e9899ca3d,Dailuaine SMWS 41.57 - SMWS 41.57,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
41.58,"Speyside, Spey",Dailuaine,,917d22c8-e7d3-528e-a919-fa72e1da304f,Dailuaine SMWS 41.58 - SMWS 41.58,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
41.61,"Speyside, Spey",Dailuaine,,509c177d-1834-57d9-a630-68ddacb1fef9,Dailuaine SMWS 41.61 - Everything I look for in a dram!,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
41.66,"J U I C Y, OA K & VA N I L L A",Dailuaine,,c1660acc-a4e8-5d22-92b8-30e894298475,Dailuaine SMWS 41.66 - SMWS 41.66,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
41.67,"SW E E T, F R U I T Y & M E L LOW",Dailuaine,,296c029e-4113-5088-991a-02682c7f36dd,Dailuaine SMWS 41.67 - SMWS 41.67,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
41.71,LIGHT & DELICATE,Dailuaine,,1df09e00-8b48-5308-ba93-f961345c7edc,Dailuaine SMWS 41.71 - SMWS 41.71,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
42.10,"Highland, Island",Cardhu,,f7887fcd-a423-5627-9b75-3a971f7c1534,Tobermory SMWS 42.10 - SMWS 42.10,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
42.16,O I LY & C OA S TA L,Cardhu,,18f7886d-5a8a-55c3-98fc-877e21cecacc,Tobermory SMWS 42.16 - W H AT I T SAYS O N T H E T I N,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
42.17,O I LY & C OA S TA L,Cardhu,,34f2f60a-8227-5f1b-b352-0882b09cff3c,Tobermory SMWS 42.17 - SMWS 42.17,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
42.19,P E AT E D,Cardhu,,e07d0d92-5962-5e73-83ec-3bbdeca8d21c,Tobermory SMWS 42.19 - SMWS 42.19,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
42.20,HEAVILY PEATED,Cardhu,,666fcc89-034e-57b3-aaa8-c48bab6959e4,Tobermory SMWS 42.20 - SMWS 42.20,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
43.15,An Old Sea-Dog,Mannochmore,,59761d20-d362-5720-ba97-1e8d1bf89362,Port Ellen SMWS 43.15 - An Old Sea-Dog,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
44.27,Breathless!,Royal Brackla,,8ad5b983-e855-57fb-8289-a246738d047a,Craigellachie SMWS 44.27 - Breathless!,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
44.41,"Highlands, Speyside",Royal Brackla,,44928acd-7487-5a57-b1cf-453f11087454,Craigellachie SMWS 44.41 - chunky mouthful,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
