smws_code,product_name,distillery,bottler,matched_whisky_id,matched_name,confidence,match_type,reason,resolver_version,resolver_stage
4.188,"Highland, Island",Highland Park,,539c547d-92cd-5ec2-8edf-49b2dd3f1d91,Highland Park SMWS 4.188 - SMWS 4.188,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
4.190,"Highland, Island",Highland Park,,605431d1-f644-5dcc-a88f-17f23ac53b0b,Highland Park SMWS 4.190 - SMWS 4.190,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
4.191,"Highland, Island",Highland Park,,0632580d-de61-55e7-8409-0b5599cd561e,Highland Park SMWS 4.191 - SMWS 4.191,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
4.197,"Highland, Island",Highland Park,,18f2a337-d292-520a-914c-6eaa255f71c9,Highland Park SMWS 4.197 - SMWS 4.197,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
4.203,YO U N G & S P R I T E LY,Highland Park,,52ffae21-8045-5292-8d7a-c742b0b72196,Highland Park SMWS 4.203 - SMWS 4.203,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
4.207,O I LY & C OA S TA L,Highland Park,,77954d9a-d5cc-57c0-aa4b-e7a982e80b3f,Highland Park SMWS 4.207 - SMWS 4.207,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
4.211,O I LY & C OA S TA L,Highland Park,,c4765adf-d4d7-533f-a257-85d99269bf8b,Highland Park SMWS 4.211 - SMWS 4.211,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
4.216,LIGHT & DELICATE,Highland Park,,4db5a47f-a3fa-559f-896f-25c1902824b7,Highland Park SMWS 4.216 - SMWS 4.216,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
4.217,OILY & COASTAL,Highland Park,,1fba5a7a-64ea-5518-bc5d-f16029813fdb,Highland Park SMWS 4.217 - SMWS 4.217,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
4.218,SPICY & SWEET,Highland Park,,463e6420-c042-5467-8a93-9d86c0640425,Highland Park SMWS 4.218 - SMWS 4.218,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
4.96,"Toffee, Fudge and a Touch of Smoke",Highland Park,,9fdd5383-121f-5566-973a-36d04d95a068,"Highland Park SMWS 4.96 - Toffee, Fudge and a Touch of Smoke",0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
5.28,"Lowlands, Western Lowlands",Aberlour,,1d39566b-4dfb-5b09-b1de-58725679f648,Auchentoshan SMWS 5.28 - SMWS 5.28,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
5.33,"Lowlands, Western Lowlands",Aberlour,,2ee98027-889e-5d6f-bf3f-8963e0093546,Auchentoshan SMWS 5.33 - SMWS 5.33,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
5.35,"Lowlands, Western Lowlands",Aberlour,,9d360b99-ea16-5ce8-b2bc-23afa6f5fae2,Auchentoshan SMWS 5.35 - SMWS 5.35,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
5.36,Lowland,Aberlour,,9cff7a12-1565-5738-bc82-65b68a36d95a,Auchentoshan SMWS 5.36 - SMWS 5.36,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
5.38,Lowland,Aberlour,,72edfaa3-ffdc-5814-ab91-5470d61a38aa,Auchentoshan SMWS 5.38 - SMWS 5.38,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
5.40,Lowland,Aberlour,,460c18d5-bf31-5734-b56d-298b407cc7da,Auchentoshan SMWS 5.40 - SMWS 5.40,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
5.47,"SW E E T, F R U I T Y & M E L LOW",Aberlour,,def19358-bdfa-5209-a6bb-86299e561d10,Auchentoshan SMWS 5.47 - SMWS 5.47,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
5.48,"DEEP, RICH & DRIED FRUITS",Aberlour,,881baad2-7b08-54a4-ac2f-67d0c35f93af,Auchentoshan SMWS 5.48 - SMWS 5.48,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
5.49,"JUICY, OAK & VANILLA",Aberlour,,fd9965cc-f6be-5065-aa7e-710399f0afee,Auchentoshan SMWS 5.49 - SMWS 5.49,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
6.23,"Highlands, Speyside (Deveron)",Tullibardine,,b94ec1af-e421-5f11-ab3f-0d6bdc9cfa42,Macduff SMWS 6.23 - old man,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
7.100,"Speyside, Lossie",Longmorn,,a08082c5-da56-5cab-a819-f1a45681b223,Longmorn SMWS 7.100 - SMWS 7.100,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
7.101,"Speyside, Lossie",Longmorn,,5ddf0fa2-a15e-5f5f-9a51-c4ccc3fb0189,Longmorn SMWS 7.101 - SMWS 7.101,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
7.103,"Speyside, Lossie",Longmorn,,4f2810a6-5206-5ea0-9716-c798a2e3c8e1,Longmorn SMWS 7.103 - SMWS 7.103,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
7.109,"Speyside, Lossie",Longmorn,,15f954f0-63dc-5aa5-8ce9-be3fef6414c1,Longmorn SMWS 7.109 - SMWS 7.109,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
7.111,"Speyside, Lossie",Longmorn,,9173fc7c-8e53-59c7-a590-536def6d65e4,Longmorn SMWS 7.111 - SMWS 7.111,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
7.29,A Devine Spirit,Longmorn,,1d7003ff-3292-5775-bc19-8d6beb7f95c0,Longmorn SMWS 7.29 - A Devine Spirit,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
7.39,A private membership club,Benriach,,848f0045-74af-53ee-935b-e25e98760ca2,Longmorn SMWS 7.39 - Just Amazing,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
7.47,Church Pews and Tobacco,Longmorn,,9c7b5716-5970-55c8-bb60-05a13d2312ed,Longmorn SMWS 7.47 - Church Pews and Tobacco,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
7.53,"Highlands, Speyside (Lossie)",Longmorn,,6443f5b5-8abd-511b-98c8-fa381b6f3bbc,"Longmorn SMWS 7.53 - Nutty
 characters",0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
7.77,"Speyside, Lossie",Longmorn,,76f7ef6f-0e2b-5c38-8345-f52674017939,Longmorn SMWS 7.77 - SMWS 7.77,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
7.80,"Speyside, Lossie",Longmorn,,0da48c20-08fd-5ba8-9a80-2a0d64b06a64,Longmorn SMWS 7.80 - SMWS 7.80,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
7.85,"Speyside, Lossie",Longmorn,,997f0a5e-b3f5-58e0-ac91-7cb6108a8e0f,Longmorn SMWS 7.85 - SMWS 7.85,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
7.89,"Speyside, Lossie",Longmorn,,603361f9-a081-5e15-86ae-29a3863bbf57,Longmorn SMWS 7.89 - SMWS 7.89,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
7.93,"Speyside, Lossie",Benriach,,f8d9a3db-10da-5584-9764-dc3aa0f2d074,Longmorn SMWS 7.93 - SMWS 7.93,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
7.94,"Speyside, Lossie",Longmorn,,bac17ee6-ba73-5d9b-a9ba-b259420ef1e7,Longmorn SMWS 7.94 - SMWS 7.94,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
7.97,"Speyside, Lossie",Longmorn,,085b02c9-ff1e-5311-9b20-b12c22a6eaae,Longmorn SMWS 7.97 - SMWS 7.97,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
7.98,"Speyside, Lossie",Longmorn,,9d19f57d-5f19-527e-a2ca-b04899fc0746,Longmorn SMWS 7.98 - SMWS 7.98,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
8.42,Fruity,Aberfeldy,,c3dce1c4-9531-51fe-b1b6-0b2edc1a5e7d,Tamdhu SMWS 8.42 - Fruity,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
9.47,"Highlands, Speyside (Rothes)",Loch Lomond,,1d6101de-f1a8-5767-9f46-789a3117d799,"Glen Grant SMWS 9.47 - creamy rice pudding, dusted with gold leaf
and ground ginger",0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
9.57,"Highlands, Speyside (Rothes)",Loch Lomond,,d0bf10ba-7a56-5074-b833-08e374cec988,Glen Grant SMWS 9.57 - seduction whisky,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
9.59,"Highlands, Speyside (Rothes)",Loch Lomond,,0b82dcc4-3f08-5be6-952e-d8b2cac072e3,"Glen Grant SMWS 9.59 - malty

gold dust",0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
9.60,"Highlands, Speyside (Rothes)",Loch Lomond,,10e9d25e-fd53-5de8-8ed4-dc2a3d1251cb,Glen Grant SMWS 9.60 - SMWS 9.60,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
9.62,"Speyside, Spey",Loch Lomond,,247ccbeb-08fe-5417-818f-d8091f1c01f1,Glen Grant SMWS 9.62 - SMWS 9.62,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
9.66,"Speyside, Spey",Loch Lomond,,6c1c7820-11cc-5e6e-9370-34fe66ab652f,Glen Grant SMWS 9.66 - SMWS 9.66,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
9.69,"Speyside, Spey",Loch Lomond,,b48c2946-4487-5460-9bf9-67eeba662ea4,Glen Grant SMWS 9.69 - SMWS 9.69,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
9.74,"Speyside, Spey",Loch Lomond,,5f1f39e3-d220-5d4e-81d3-5f211f45b43c,Glen Grant SMWS 9.74 - SMWS 9.74,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
9.76,"Speyside, Spey",Loch Lomond,,cd376a51-6ca5-5f5a-9e66-10b97d79c4f4,Glen Grant SMWS 9.76 - SMWS 9.76,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
9.78,"Speyside, Spey",Loch Lomond,,271312f3-d211-5822-a9f1-eb952a70c92b,Glen Grant SMWS 9.78 - SMWS 9.78,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
9.79,"Speyside, Spey",Loch Lomond,,e31a77ba-fd9e-5527-8b32-bfb221e39fdc,Glen Grant SMWS 9.79 - SMWS 9.79,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
9.84,"Speyside, Spey",Loch Lomond,,1ebbdb55-ef1e-5cb4-a3e1-212a505d50e3,Glen Grant SMWS 9.84 - SMWS 9.84,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
10.75,"Islay, North Shore",North,,3e811c2f-4fe1-5cd1-8474-2eeac5fdd9fa,Bunnahabhain SMWS 10.75 - SMWS 10.75,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
10.76,Islay,Ben Nevis,,63c13200-4827-547d-9592-5a9864db6374,Bunnahabhain SMWS 10.76 - SMWS 10.76,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
10.77,Islay,Ben Nevis,,52bef5e6-a5a3-5e3d-b5b9-94d7768fbd42,Bunnahabhain SMWS 10.77 - SMWS 10.77,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
10.81,O I LY & C OA S TA L,Ben Nevis,,62ae6332-c805-5bbb-b9da-caadffc0febf,Bunnahabhain SMWS 10.81 - SMWS 10.81,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
10.85,"DEEP, RICH & DRIED FRUITS",Ben Nevis,,bfb56a35-b717-5916-8048-294f0e5587f9,Bunnahabhain SMWS 10.85 - SMWS 10.85,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
10.87,YO U N G & S P R I T E LY,Ben Nevis,,833d99e1-858a-5b8c-b999-517e04bb7707,Bunnahabhain SMWS 10.87 - SMWS 10.87,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
10.88,P E AT E D,Ben Nevis,,095ed3f1-39f5-5ffa-8aee-268daa1be826,Bunnahabhain SMWS 10.88 - SMWS 10.88,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
10.92,P E AT E D,Ben Nevis,,dc70b562-1159-5c0a-a834-ff0ed313a132,Bunnahabhain SMWS 10.92 - SMWS 10.92,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
10.99,PEATED,Ben Nevis,,6bfcd3a9-d5a1-58bd-b708-1f03078d66c1,Bunnahabhain SMWS 10.99 - SMWS 10.99,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
100.12,"J U I C Y, OA K & VA N I L L A",,,4b3de087-6462-5231-a3d5-5f36575d60c2,Strathmill SMWS 100.12 - SMWS 100.12,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
100.12,"J U I C Y, OA K & VA N I L L A",,,4b3de087-6462-5231-a3d5-5f36575d60c2,Strathmill SMWS 100.12 - SMWS 100.12,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
13.44,"Highlands, Northern Highlands",Caperdonich,,00bf2de7-aa9f-56c5-9bad-251e9ef209d7,Dalmore SMWS 13.44 - What a stoater!,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
13.47,SPICY & SWEET,Caperdonich,,5f0a3cd8-1703-581f-bc4f-9c935c333d8a,Dalmore SMWS 13.47 - SMWS 13.47,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
16.30,"Highlands, Eastern Highlands",Glen Spey,,e9e53564-8947-5707-a819-fc8330a7aa9f,Glenturret SMWS 16.30 - SMWS 16.30,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
16.32,"Highlands, Eastern Highlands",Glen Spey,,6deb1e12-ebe1-517a-beef-f215484a59db,Glenturret SMWS 16.32 - SMWS 16.32,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
17.32,"Highlands, Orkney",Scapa,,438c8685-481e-5fb3-ab5d-4e6a851e9d24,Scapa SMWS 17.32 - SMWS 17.32,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
17.35,"Highland, Island",Scapa,,c689f2f3-bf99-50a5-ad12-b79b75e11892,Scapa SMWS 17.35 - SMWS 17.35,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
21.25,Peaches and soft toffee,Macallan,,a003e793-e244-55be-849d-627ccd0f169b,Glenglassaugh SMWS 21.25 - SMWS 21.25,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
22.23,A Lively Brunch Dram,Glendullan,,fd7b2a97-d5e8-56f6-b03f-a68591ff085c,Glenkinchie SMWS 22.23 - A Lively Brunch Dram,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
22.25,"Anytime, anywhere, any-why",Glendullan,,c8e7c7c0-992b-5b2b-8a20-b75ca0b224ca,"Glenkinchie SMWS 22.25 - Anytime, anywhere, any-why",0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
22.28,"Lowlands, Eastern Lowlands",Glendullan,,e53e858b-a8f7-5b7e-9fc6-ab1c8bcca7f4,Glenkinchie SMWS 22.28 - SMWS 22.28,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
22.29,"Lowlands, Eastern Lowlands",Glendullan,,cbe45610-b791-5769-84ed-a61a1df71386,Glenkinchie SMWS 22.29 - SMWS 22.29,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
23.39,"Laundry, Violets & a Cinnamon Spiciness",Bruichladdich,,33dfae40-73c8-5be1-a67b-5fb91f3fe9a7,"Bruichladdich SMWS 23.39 - Laundry, Violets & a Cinnamon Spiciness",0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
23.51,Something of the Night,Bruichladdich,,3f8a6602-ccaf-5f8b-b348-9ce76750afdf,Bruichladdich SMWS 23.51 - Something of the Night,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
23.62,"Islay, Loch Indaal",Loch,,b5d3c297-c493-5c8f-b5a2-e31d15217c0f,Bruichladdich SMWS 23.62 - SMWS 23.62,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
23.67,"Islay, Loch Indaal",Loch,,af2ffb32-dd5f-5160-953c-301c3f0a5209,Bruichladdich SMWS 23.67 - SMWS 23.67,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
23.70,"Islay, Loch Indaal",Loch,,3b535169-85ca-50a3-bb5e-f3a25d9fbccd,Bruichladdich SMWS 23.70 - SMWS 23.70,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
23.71,Islay,Bruichladdich,,a773ee7d-2049-5dd9-9256-e753b986b2d3,Bruichladdich SMWS 23.71 - SMWS 23.71,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
23.72,"Islay, Loch Indaal",Loch,,fe277e32-849a-5740-86b6-ed4f1765468b,Bruichladdich SMWS 23.72 - SMWS 23.72,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
23.73,Islay,Bruichladdich,,b6f3a48f-b6ce-5d8c-9ed0-9152e8ed1267,Bruichladdich SMWS 23.73 - SMWS 23.73,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
24.96,Scented and Soporific,Macduff,,02a86d9a-5af2-5e4a-bb77-9af6fae9f63d,Macallan SMWS 24.96 - Scented and Soporific,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
24.98,"Succulent Raisin, Figs and Toffee",Macduff,,c3facd38-30f5-5a7f-bfe7-71ae09afa327,"Macallan SMWS 24.98 - Succulent Raisin, Figs and Toffee",0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
26.100,"Highland, Northern",Clynelish,,d88b74f9-9f43-5023-ad59-8453fcd1315a,Clynelish SMWS 26.100 - SMWS 26.100,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
26.102,"SW E E T, F R U I T Y & M E L LOW",Clynelish,,271d5220-383f-5b8d-b377-8b5e132554b2,Clynelish SMWS 26.102 - SMWS 26.102,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
26.105,"Highland, Northern",Clynelish,,3b362ac6-c8e3-58a9-9480-ea3bbc64d0cb,Clynelish SMWS 26.105 - SMWS 26.105,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
26.106,"Highland, Northern",Clynelish,,953626cf-c3a9-5f27-a38a-58431d073257,Clynelish SMWS 26.106 - SMWS 26.106,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
26.117,LIGHT & DELICATE,Clynelish,,38037202-7260-5e4c-8573-08b674fa414a,Clynelish SMWS 26.117 - SMWS 26.117,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
26.49,"Oak, Smoke and Liquorice",Clynelish,,62b0665b-f8a0-5e68-a226-9c3cee92b809,"Clynelish SMWS 26.49 - Oak, Smoke and Liquorice",0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
26.62,"Highlands, Northern Highlands",Clynelish,,eb520084-b461-5b08-bbb3-15cb5284f20a,"Clynelish SMWS 26.62 - a bear hug from an old
  friend",0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
26.65,"Highlands, Northern Highlands",Clynelish,,f940e7e2-2b86-5539-965c-48e17d84caab,Clynelish SMWS 26.65 - SMWS 26.65,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
26.67,"Highlands, Northern Highlands",Clynelish,,937885e0-2c59-5768-ad9b-68d237d8bb44,Clynelish SMWS 26.67 - SMWS 26.67,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
26.80,"Highlands, Northern Highlands",Clynelish,,fee204ef-9f9c-58a7-8869-1abdbe190ae6,Clynelish SMWS 26.80 - SMWS 26.80,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
26.81,"Highlands, Northern Highlands",Clynelish,,656c8b8b-2759-5206-a849-4b19b482e1d8,Clynelish SMWS 26.81 - SMWS 26.81,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
26.84,"Highlands, Northern Highlands",Clynelish,,7c36c5d6-0365-5fc3-b2f8-ecafd7ada20b,Clynelish SMWS 26.84 - SMWS 26.84,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
26.86,"Highland, Northern",Clynelish,,2d1a7d56-7403-5197-b847-040b51e6008e,Clynelish SMWS 26.86 - SMWS 26.86,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
26.87,"Highland, Northern",Clynelish,,1c55b5b8-72e3-5ddc-b78f-5ed4194a22c9,Clynelish SMWS 26.87 - SMWS 26.87,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
26.89,"Highland, Northern",Clynelish,,0bd4089d-4462-582a-a315-cecbf1360c79,Clynelish SMWS 26.89 - SMWS 26.89,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
26.92,"Highland, Northern",Clynelish,,4abe48d8-a74f-5fe1-973c-9dcfb08f7cf0,Clynelish SMWS 26.92 - SMWS 26.92,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
26.95,"Highland, Northern",Clynelish,,c8d18f9b-c6ec-562e-9451-64d67765f277,Clynelish SMWS 26.95 - SMWS 26.95,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
26.97,"Highland, Northern",Clynelish,,674d5c67-6c9c-55cd-91af-ac7ca89bef94,Clynelish SMWS 26.97 - SMWS 26.97,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
26.99,"Highland, Northern",Clynelish,,c237a668-ac1d-5592-ae23-24d77e4e1a32,Clynelish SMWS 26.99 - SMWS 26.99,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
27.110,SPICY & SWEET,Springbank,,1764dc8a-2501-5e70-9d2e-349c78c6a71c,Springbank SMWS 27.110 - SMWS 27.110,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
28.25,"Highland, Southern",Glenburgie,,535e571f-dd40-5900-a939-275b6c7bfa14,Tullibardine SMWS 28.25 - SMWS 28.25,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
28.26,YO U N G & S P R I T E LY,Glenburgie,,7d5208d8-e8f2-5f60-9796-8be168cd91df,Tullibardine SMWS 28.26 - SMWS 28.26,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
28.27,"SW E E T, F R U I T Y & M E L LOW",Glenburgie,,19980adc-80d9-5365-a150-68add5e0b3bf,Tullibardine SMWS 28.27 - SMWS 28.27,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
28.30,SPICY & SWEET,Glenburgie,,824f65ab-ef02-57bd-a02a-e26b772d8033,Tullibardine SMWS 28.30 - SMWS 28.30,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
29.154,Islay,Coleburn,,4b371400-8da6-5055-a3bb-e5572178e52d,Laphroaig SMWS 29.154 - SMWS 29.154,0.95,MERGE,smws_code linked to existing whisky_id in production.db (flavor_evidence/promotion_ready),P127.5,MERGE
