uuid_whisky_id,matched_w_id,match_type,confidence_score,match_basis,distillery_id,age,abv
6c1c7820-11cc-5e6e-9370-34fe66ab652f,W000017,weak,0.6,distillery_id(only),D0014,14.0,56.5
b48c2946-4487-5460-9bf9-67eeba662ea4,W000017,weak,0.6,distillery_id(only),D0014,17.0,56.9
5f1f39e3-d220-5d4e-81d3-5f211f45b43c,W000017,weak,0.6,distillery_id(only),D0014,10.0,62.0
cd376a51-6ca5-5f5a-9e66-10b97d79c4f4,W000017,weak,0.6,distillery_id(only),D0014,25.0,56.1
271312f3-d211-5822-a9f1-eb952a70c92b,W000017,weak,0.6,distillery_id(only),D0014,11.0,59.3
e31a77ba-fd9e-5527-8b32-bfb221e39fdc,W000017,weak,0.6,distillery_id(only),D0014,22.0,57.7
1ebbdb55-ef1e-5cb4-a3e1-212a505d50e3,W000017,weak,0.6,distillery_id(only),D0014,25.0,55.6
3e811c2f-4fe1-5cd1-8474-2eeac5fdd9fa,W003146,weak,0.521,distillery_id+name_fuzzy_weak(0.55),D1407,13.0,55.9
63c13200-4827-547d-9592-5a9864db6374,W003146,weak,0.521,distillery_id+name_fuzzy_weak(0.55),D1407,8.0,60.8
52bef5e6-a5a3-5e3d-b5b9-94d7768fbd42,W003146,weak,0.521,distillery_id+name_fuzzy_weak(0.55),D1407,6.0,61.4
62ae6332-c805-5bbb-b9da-caadffc0febf,W003146,weak,0.521,distillery_id+name_fuzzy_weak(0.55),D1407,9.0,60.4
bfb56a35-b717-5916-8048-294f0e5587f9,W003146,weak,0.521,distillery_id+name_fuzzy_weak(0.55),D1407,17.0,55.8
833d99e1-858a-5b8c-b999-517e04bb7707,W003146,weak,0.521,distillery_id+name_fuzzy_weak(0.55),D1407,10.0,61.9
095ed3f1-39f5-5ffa-8aee-268daa1be826,W003146,weak,0.521,distillery_id+name_fuzzy_weak(0.55),D1407,9.0,58.6
dc70b562-1159-5c0a-a834-ff0ed313a132,W002573,weak,0.534,distillery_id+name_fuzzy_weak(0.59),D1407,9.0,61.4
6bfcd3a9-d5a1-58bd-b708-1f03078d66c1,W003146,weak,0.521,distillery_id+name_fuzzy_weak(0.55),D1407,10.0,59.6
b36dfe72-758b-5bb2-bd87-b4067faa5f52,W002154,weak,0.6,distillery_id(only),D1126,21.0,52.2
00bf2de7-aa9f-56c5-9bad-251e9ef209d7,W002154,weak,0.6,distillery_id(only),D1126,13.0,62.7
5f0a3cd8-1703-581f-bc4f-9c935c333d8a,W002154,weak,0.6,distillery_id(only),D1126,10.0,59.3
e9e53564-8947-5707-a819-fc8330a7aa9f,W002440,weak,0.6,distillery_id(only),D1322,22.0,51.6
6deb1e12-ebe1-517a-beef-f215484a59db,W002440,weak,0.6,distillery_id(only),D1322,10.0,57.2
4b1a4191-b437-5d80-a066-38889af413f5,W002136,weak,0.6,distillery_id(only),D1115,16.0,59.3
fd7b2a97-d5e8-56f6-b03f-a68591ff085c,W002136,weak,0.6,distillery_id(only),D1115,18.0,52.6
c8e7c7c0-992b-5b2b-8a20-b75ca0b224ca,W002136,weak,0.6,distillery_id(only),D1115,19.0,53.5
e53e858b-a8f7-5b7e-9fc6-ab1c8bcca7f4,W002136,weak,0.6,distillery_id(only),D1115,21.0,54.0
cbe45610-b791-5769-84ed-a61a1df71386,W002136,weak,0.6,distillery_id(only),D1115,24.0,54.9
33dfae40-73c8-5be1-a67b-5fb91f3fe9a7,W002912,weak,0.6,distillery_id(only),D1609,13.0,56.6
3f8a6602-ccaf-5f8b-b348-9ce76750afdf,W002912,weak,0.507,distillery_id+name_fuzzy_weak(0.52),D1609,18.0,56.4
b5d3c297-c493-5c8f-b5a2-e31d15217c0f,W002912,weak,0.6,distillery_id(only),D1609,6.0,63.5
af2ffb32-dd5f-5160-953c-301c3f0a5209,W002912,weak,0.6,distillery_id(only),D1609,8.0,62.5
3b535169-85ca-50a3-bb5e-f3a25d9fbccd,W002912,weak,0.6,distillery_id(only),D1609,9.0,66.0
