uuid_whisky_id,distillery_id,age,abv,name,reason
5a823447-dca9-5d25-a2f0-edda49de4929,D1885,22.0,46.7,Linkwood SMWS 39.89 - SMWS 39.89,distillery_id_absent_from_W_set
55a30f70-fd7e-5772-acce-9b00a08956ca,D1885,23.0,49.5,Linkwood SMWS 39.92 - SMWS 39.92,distillery_id_absent_from_W_set
adb7699c-9e1c-53fb-a00a-f42b32d75885,D1885,29.0,57.9,Linkwood SMWS 39.93 - SMWS 39.93,distillery_id_absent_from_W_set
1fb8afd9-e89a-5435-8bcf-3ad839088a2b,D1885,23.0,44.7,Linkwood SMWS 39.94 - SMWS 39.94,distillery_id_absent_from_W_set
54f8070c-a704-56c2-928b-ab0ca9731805,D1885,9.0,61.2,Linkwood SMWS 39.95 - SMWS 39.95,distillery_id_absent_from_W_set
6efe3504-3026-5aa6-ad5a-aa317e561375,D1885,23.0,59.1,Linkwood SMWS 39.98 - SMWS 39.98,distillery_id_absent_from_W_set
859e54f2-410c-5b36-925c-5edd44d347f1,D1885,23.0,58.9,Linkwood SMWS 39.99 - SMWS 39.99,distillery_id_absent_from_W_set
f436ba72-8ca2-5aaf-82e6-886efe2603b2,D1959,28.0,55.3,Dailuaine SMWS 41.43 - SMWS 41.43,distillery_id_absent_from_W_set
3664b0f4-08fe-50d0-85cb-40ea92995cfb,D1959,7.0,62.5,Dailuaine SMWS 41.46 - SMWS 41.46,distillery_id_absent_from_W_set
aaa00244-00d2-5dba-9fb4-db4a209b835a,D1959,30.0,50.9,Dailuaine SMWS 41.49 - SMWS 41.49,distillery_id_absent_from_W_set
3a42ba7c-6d46-5712-bc9a-a00ac2a96d79,D1959,30.0,53.5,Dailuaine SMWS 41.50 - SMWS 41.50,distillery_id_absent_from_W_set
f39ecaf0-c8a9-58d1-b69c-de2bd508682e,D1959,21.0,57.1,Dailuaine SMWS 41.51 - SMWS 41.51,distillery_id_absent_from_W_set
56d18e9e-213a-59c7-9033-3d6fdca3d67b,D1959,8.0,58.7,Dailuaine SMWS 41.54 - SMWS 41.54,distillery_id_absent_from_W_set
7bf5a7d9-12b0-51b3-86a3-341e9899ca3d,D1959,24.0,46.4,Dailuaine SMWS 41.57 - SMWS 41.57,distillery_id_absent_from_W_set
917d22c8-e7d3-528e-a919-fa72e1da304f,D1959,10.0,61.5,Dailuaine SMWS 41.58 - SMWS 41.58,distillery_id_absent_from_W_set
509c177d-1834-57d9-a630-68ddacb1fef9,D1959,33.0,51.5,Dailuaine SMWS 41.61 - Everything I look for in a dram!,distillery_id_absent_from_W_set
c1660acc-a4e8-5d22-92b8-30e894298475,D1959,11.0,60.3,Dailuaine SMWS 41.66 - SMWS 41.66,distillery_id_absent_from_W_set
296c029e-4113-5088-991a-02682c7f36dd,D1959,30.0,53.7,Dailuaine SMWS 41.67 - SMWS 41.67,distillery_id_absent_from_W_set
1df09e00-8b48-5308-ba93-f961345c7edc,D1959,11.0,59.5,Dailuaine SMWS 41.71 - SMWS 41.71,distillery_id_absent_from_W_set
8ad5b983-e855-57fb-8289-a246738d047a,D1847,24.0,58.1,Craigellachie SMWS 44.27 - Breathless!,distillery_id_absent_from_W_set
44928acd-7487-5a57-b1cf-453f11087454,D1847,15.0,58.0,Craigellachie SMWS 44.41 - chunky mouthful,distillery_id_absent_from_W_set
37f64680-31f6-57a9-ba7c-ada049149bf6,D1847,15.0,59.4,Craigellachie SMWS 44.43 - SMWS 44.43,distillery_id_absent_from_W_set
