uuid_whisky_id,distillery_id,age,abv,name,reason
a73b1b26-a38b-5396-936d-23002c59e795,D1891,21.0,48.7,Mannochmore SMWS 64.26 - SMWS 64.26,distillery_id_absent_from_W_set
2b9e88ea-4e1d-5c0e-80bf-67b9c3821999,D1891,9.0,61.9,Mannochmore SMWS 64.27 - SMWS 64.27,distillery_id_absent_from_W_set
28991b99-efbe-5455-a719-85300fe54ce1,D1891,8.0,62.3,Mannochmore SMWS 64.33 - SMWS 64.33,distillery_id_absent_from_W_set
b4163c3c-da78-5f90-8620-a0ed7d133c80,D1891,21.0,55.2,Mannochmore SMWS 64.35 - SMWS 64.35,distillery_id_absent_from_W_set
c77dc32b-7a8e-51b6-8192-fbe688c9dc51,D1891,22.0,55.6,Mannochmore SMWS 64.42 - SMWS 64.42,distillery_id_absent_from_W_set
ff90728b-cad1-5e26-9dee-a05f77bbe9ea,D1891,23.0,55.5,Mannochmore SMWS 64.43 - SMWS 64.43,distillery_id_absent_from_W_set
4eceb843-dc6e-5916-ac2a-5c8a146b0e51,D1891,12.0,56.7,Mannochmore SMWS 64.46 - SMWS 64.46,distillery_id_absent_from_W_set
bf4ed8be-0ac8-5fe2-b3b5-9334cff8213a,D1891,23.0,56.4,Mannochmore SMWS 64.50 - SMWS 64.50,distillery_id_absent_from_W_set
c2eef6be-e5bc-5f34-86c6-3cfcc5ad024c,D1891,11.0,62.6,Mannochmore SMWS 64.59 - SMWS 64.59,distillery_id_absent_from_W_set
9586f469-fd6a-5a10-884b-c40e3548630b,D1891,14.0,60.3,Mannochmore SMWS 64.65 - SMWS 64.65,distillery_id_absent_from_W_set
98c5807f-5dfd-5aa7-a177-9f479bd71266,D1837,24.0,55.1,"Blair Athol SMWS 68.9 - Apple Strudel, Dark Chocolate and Espresso",distillery_id_absent_from_W_set
fba66419-a0be-5d5d-ac29-f9d068c48282,D1982,27.0,58.0,Glen Albyn SMWS 069.13 - A Schizophrenic,distillery_id_absent_from_W_set
04a7283f-4adb-5344-8927-0c604404c5c9,D1982,25.0,56.8,Glen Albyn SMWS 069.9 - A Luxurious Holiday Dram,distillery_id_absent_from_W_set
61feb702-492b-5674-b911-5ae85fe3918d,D1861,20.0,59.8,Glenburgie SMWS 71.30 - Macadamia and Medicine,distillery_id_absent_from_W_set
acf667d2-4834-5850-a161-124d162e118b,D1861,20.0,57.4,Glenburgie SMWS 71.33 - SMWS 71.33,distillery_id_absent_from_W_set
96c03c86-ec05-545c-ae61-95e0a6962f6a,D1861,13.0,56.8,Glenburgie SMWS 71.34 - SMWS 71.34,distillery_id_absent_from_W_set
7433c595-2faf-59e1-b1c7-68efc3409d34,D1861,27.0,57.2,Glenburgie SMWS 71.35 - SMWS 71.35,distillery_id_absent_from_W_set
bce07d6a-1f60-5499-9e6c-59ea276d8d86,D1861,27.0,57.0,Glenburgie SMWS 71.38 - SMWS 71.38,distillery_id_absent_from_W_set
0eb2c004-ff1c-57fa-985b-03271491f196,D1861,23.0,56.3,Glenburgie SMWS 71.40 - SMWS 71.40,distillery_id_absent_from_W_set
08888c37-9fc1-590c-9147-6c4cec08d9fa,D1861,17.0,57.2,Glenburgie SMWS 71.41 - SMWS 71.41,distillery_id_absent_from_W_set
932686e9-a892-5876-848c-8eaa8e72cabb,D1861,17.0,,Glenburgie SMWS 71.42 - SMWS 71.42,distillery_id_absent_from_W_set
47a34571-038c-5966-81d9-5fe9c0536813,D1893,10.0,60.1,Miltonduff SMWS 072.12 - Apricot Cream,distillery_id_absent_from_W_set
030dc8b5-ae27-5156-acb8-ee9224985625,D1893,23.0,55.2,Miltonduff SMWS 072.16 - Sensual and Fecund,distillery_id_absent_from_W_set
bc8e3289-0ab7-57d9-8b9a-42554754f4d5,D1893,29.0,53.7,Miltonduff SMWS 72.22 - SMWS 72.22,distillery_id_absent_from_W_set
fc17fc25-f5ce-5afb-8926-190c8f6d006d,D1893,8.0,60.9,Miltonduff SMWS 72.24 - SMWS 72.24,distillery_id_absent_from_W_set
7602cca3-5fce-5890-b0c8-87dc7621a683,D1893,29.0,49.9,Miltonduff SMWS 72.25 - SMWS 72.25,distillery_id_absent_from_W_set
8e16168f-3257-5638-ac7b-7e31fc0a9f3e,D1893,30.0,53.2,Miltonduff SMWS 72.29 - SMWS 72.29,distillery_id_absent_from_W_set
c45f760d-d60c-5016-8d27-e0934ef882aa,D1893,30.0,55.6,Miltonduff SMWS 72.34 - SMWS 72.34,distillery_id_absent_from_W_set
ca1fe3c6-a0eb-5dd7-a92a-de5c475cdf59,D1893,28.0,50.1,Miltonduff SMWS 72.38 - SMWS 72.38,distillery_id_absent_from_W_set
7f7c7191-50b2-52e6-a84f-226071d1c41b,D1893,31.0,51.1,Miltonduff SMWS 72.39 - SMWS 72.39,distillery_id_absent_from_W_set
adaae249-2a59-5059-aa4d-09eff1f0f0af,D1893,9.0,59.8,Miltonduff SMWS 72.41 - SMWS 72.41,distillery_id_absent_from_W_set
2e954436-5611-52fc-a7aa-68ae5303ce3d,D1893,10.0,59.8,Miltonduff SMWS 72.43 - SMWS 72.43,distillery_id_absent_from_W_set
ab1acf78-01da-5510-8850-5a7dd3f9c627,D1893,32.0,52.2,Miltonduff SMWS 72.45 - SMWS 72.45,distillery_id_absent_from_W_set
fc8f57db-14b0-510a-8403-655d55bc07ff,D1893,10.0,59.7,Miltonduff SMWS 72.47 - BURNT SPOTTED DICK,distillery_id_absent_from_W_set
cea32c5c-1e4b-59b1-ae17-e8eb319f2f70,D1832,12.0,58.4,Aultmore SMWS 073.12 - Buttery Rum-n'-Raisin Fudge,distillery_id_absent_from_W_set
bb5b1a5a-7d26-5da5-98df-cadff6cd4709,D1832,17.0,57.2,Aultmore SMWS 073.18 - Chocolate Smoke,distillery_id_absent_from_W_set
752ca0b5-c422-52fd-951e-a9673675b22d,D1832,15.0,60.1,Aultmore SMWS 73.30 - Extremely Fresh,distillery_id_absent_from_W_set
fa771b36-e4d3-5220-9bc8-0617a8448f30,D1832,17.0,58.8,Aultmore SMWS 73.35 - SMWS 73.35,distillery_id_absent_from_W_set
f3f011f2-b25d-5179-8c04-076fc2a85544,D1832,18.0,53.8,Aultmore SMWS 73.36 - SMWS 73.36,distillery_id_absent_from_W_set
7910972e-e232-5dba-915d-ef3f08fa2fb0,D1832,28.0,53.2,Aultmore SMWS 73.40 - SMWS 73.40,distillery_id_absent_from_W_set
8e2907f2-6c13-5ac0-a1d3-aac059598b90,D1832,19.0,56.1,Aultmore SMWS 73.45 - SMWS 73.45,distillery_id_absent_from_W_set
e18688e2-f4bf-5bd5-a3de-095ea7c12f5b,D1832,12.0,57.6,Aultmore SMWS 73.46 - SMWS 73.46,distillery_id_absent_from_W_set
e5798dbd-bd37-50b6-acb8-0e3b106dd468,D1832,12.0,57.8,Aultmore SMWS 73.47 - SMWS 73.47,distillery_id_absent_from_W_set
64a27f21-5d90-5b2a-8658-10e1206fc801,D1832,20.0,57.4,"Aultmore SMWS 73.50 - Oozing with rich
biscuity notes",distillery_id_absent_from_W_set
411557a7-174a-56a5-9ff7-a4df831c49e5,D1832,23.0,57.5,Aultmore SMWS 73.52 - SMWS 73.52,distillery_id_absent_from_W_set
89d05ac8-33ab-510a-b455-24233ab73114,D1832,10.0,58.9,Aultmore SMWS 73.53 - SMWS 73.53,distillery_id_absent_from_W_set
0dccc341-154b-5284-962c-a6bd0040f621,D1832,20.0,57.2,Aultmore SMWS 73.54 - SMWS 73.54,distillery_id_absent_from_W_set
fe67b7c9-ffc7-58ae-84fa-1382508a5218,D1832,20.0,57.7,Aultmore SMWS 73.56 - SMWS 73.56,distillery_id_absent_from_W_set
4a01c82a-3db3-5c8f-be3f-8e44c303493c,D1832,24.0,57.0,Aultmore SMWS 73.60 - SMWS 73.60,distillery_id_absent_from_W_set
1bc81389-4831-5bd2-b761-971e178944b2,D1832,24.0,57.2,Aultmore SMWS 73.61 - SMWS 73.61,distillery_id_absent_from_W_set
f9819506-4d77-5333-be41-077267d308d5,D1832,11.0,59.8,Aultmore SMWS 73.63 - SMWS 73.63,distillery_id_absent_from_W_set
30edb3eb-bfa3-5b61-8975-9c01b5fae902,D1832,24.0,58.4,Aultmore SMWS 73.64 - SMWS 73.64,distillery_id_absent_from_W_set
16695efa-7910-552d-ac74-1b768a2ea41a,D1832,24.0,55.9,Aultmore SMWS 73.65 - SMWS 73.65,distillery_id_absent_from_W_set
ee9c20f2-430a-5a05-b317-f9a70aabe36f,D1832,22.0,52.9,Aultmore SMWS 73.69 - SMWS 73.69,distillery_id_absent_from_W_set
659fa17f-9402-5b4c-98bc-efe4cdcd0639,D1832,18.0,57.8,Aultmore SMWS 73.72 - SMWS 73.72,distillery_id_absent_from_W_set
4ab82ff5-abef-551c-b8cf-6b145556807a,D1859,22.0,58.8,"Glen Ord SMWS 77.18 - a camp-
fire extinguished by rain,",distillery_id_absent_from_W_set
19855d22-d283-544c-a121-614fa26f6d2e,D1859,23.0,56.8,Glen Ord SMWS 77.23 - SMWS 77.23,distillery_id_absent_from_W_set
d1981713-e98c-5f54-81a0-2b2896907de6,D1859,23.0,56.8,Glen Ord SMWS 77.25 - SMWS 77.25,distillery_id_absent_from_W_set
da27ee95-83e4-504a-88eb-0806692b48cb,D1859,11.0,55.2,Glen Ord SMWS 77.27 - SMWS 77.27,distillery_id_absent_from_W_set
cf2068aa-0fac-581e-9846-b083de235ac5,D1859,25.0,54.9,Glen Ord SMWS 77.28 - SMWS 77.28,distillery_id_absent_from_W_set
6cb6a8ef-a2c6-530d-b1fe-473f6d2028b9,D1859,9.0,61.9,Glen Ord SMWS 77.30 - SMWS 77.30,distillery_id_absent_from_W_set
ee70ee48-d0ee-5c67-a09d-1476f49706b6,D1859,11.0,58.0,Glen Ord SMWS 77.33 - SMWS 77.33,distillery_id_absent_from_W_set
39507de9-8840-575a-8cfe-228d45578d40,D1859,11.0,58.4,Glen Ord SMWS 77.35 - SMWS 77.35,distillery_id_absent_from_W_set
4000dcc3-cae3-5b57-8c00-2e80fe0528f2,D1859,14.0,52.2,Glen Ord SMWS 077.38 - SMWS 077.38,distillery_id_absent_from_W_set
1a5e324a-9059-57e0-8120-1388fa274856,D1859,17.0,57.8,Glen Ord SMWS 077.9 - A Tennis Court Whisky,distillery_id_absent_from_W_set
ed611e8d-52c4-5ee8-a5cd-39c766619fab,D1835,16.0,55.1,Ben Nevis SMWS 78.40 - SMWS 78.40,distillery_id_absent_from_W_set
a14a0d55-8469-5bd7-b979-f0ea9ce0f003,D1860,20.0,51.9,Glen Spey SMWS 080.3 - Christmas Cake,distillery_id_absent_from_W_set
332742fb-7e74-54ea-b106-ef4891386b98,D1858,32.0,56.4,Glen Keith SMWS 81.11 - A Full on Demonstration of Sherry Maturation,distillery_id_absent_from_W_set
b5e4ba52-de1f-527a-81f7-87f07b3560e9,D1858,13.0,60.5,"Glen Keith SMWS 81.14 - Coffee, Toffee and Fudge",distillery_id_absent_from_W_set
9e1c7d21-d46e-501f-b4db-cb9c49b927e2,D1858,32.0,55.0,Glen Keith SMWS 81.9 - Cloves and Old Medicine Cupboards,distillery_id_absent_from_W_set
77c09b79-6362-5af1-91de-efd402793afe,D1863,12.0,59.3,Glendullan SMWS 84.12 - SMWS 84.12,distillery_id_absent_from_W_set
a476297a-52c4-5ea1-b5d3-e71272f798d7,D1863,11.0,56.4,Glendullan SMWS 84.15 - SMWS 84.15,distillery_id_absent_from_W_set
f76b4f4e-43c3-5527-aac8-d588a46256ae,D1863,13.0,56.6,Glendullan SMWS 84.16 - SMWS 84.16,distillery_id_absent_from_W_set
fd6370a3-9f51-5217-b71d-e3acf90b390f,D1863,14.0,55.3,Glendullan SMWS 84.18 - SMWS 84.18,distillery_id_absent_from_W_set
68029326-80e1-58d6-b7ad-e3f741a03fde,D1863,9.0,58.7,Glendullan SMWS 84.9 - Pumpkin Spice,distillery_id_absent_from_W_set
c30c9832-554a-5c5d-af13-9971a95e97dd,D1857,10.0,60.2,"Glen Elgin SMWS 85.20 - treacle on
old sandshoes",distillery_id_absent_from_W_set
a7bde329-5296-5cf5-a9cb-367459f8e0a6,D1857,12.0,60.0,Glen Elgin SMWS 85.22 - SMWS 85.22,distillery_id_absent_from_W_set
116dcdfc-c858-5bfd-aa9d-d3a78211ff7a,D1857,12.0,59.4,Glen Elgin SMWS 85.23 - SMWS 85.23,distillery_id_absent_from_W_set
0995b0b0-eefd-5387-92cf-f2375ccb7322,D1857,13.0,56.3,Glen Elgin SMWS 85.25 - SMWS 85.25,distillery_id_absent_from_W_set
ee0ad751-8b26-56f4-8bf6-0554a423bc61,D1857,29.0,44.1,Glen Elgin SMWS 85.28 - SMWS 85.28,distillery_id_absent_from_W_set
d4172067-7833-5b17-9570-3cb93f05c752,D1857,15.0,54.2,Glen Elgin SMWS 85.29 - SMWS 85.29,distillery_id_absent_from_W_set
4968639a-5c6f-5170-a24f-491787ad174d,D1857,9.0,60.6,Glen Elgin SMWS 85.32 - SMWS 85.32,distillery_id_absent_from_W_set
7500fb0c-49c3-5a75-9066-9065ffbd6f1d,D1852,20.0,56.5,Dufftown SMWS 091.19 - No-nonsense Dram,distillery_id_absent_from_W_set
941c8944-8dc4-5a57-be4a-1777dbf1c180,D1831,19.0,59.0,Auchroisk SMWS 95.10 - SMWS 95.10,distillery_id_absent_from_W_set
d0d64b84-2480-5b0d-a728-7633642c25aa,D1831,19.0,58.4,Auchroisk SMWS 95.13 - SMWS 95.13,distillery_id_absent_from_W_set
a78b19b9-5976-53ea-a95b-d264da636bb5,D1831,23.0,57.4,Auchroisk SMWS 95.15 - SMWS 95.15,distillery_id_absent_from_W_set
b05d58ed-985f-5d00-bb23-dacff70aab08,D1831,17.0,53.2,Auchroisk SMWS 95.19 - SMWS 95.19,distillery_id_absent_from_W_set
c5d9ea95-7ed8-57f4-8592-40e63a734709,D1831,17.0,53.2,Auchroisk SMWS 95.20 - quiche Lorraine with brown sauce,distillery_id_absent_from_W_set
85f639a6-a130-538b-b701-68da13fbc28d,D1831,9.0,58.1,Auchroisk SMWS 95.7 - Spiced Sponge Cake,distillery_id_absent_from_W_set
f15cc4a3-203e-57fc-a44e-a8290ce658f3,D1862,8.0,59.1,GlenDronach SMWS 96.9 - SMWS 96.9,distillery_id_absent_from_W_set
319488d7-4dee-5391-a1f0-71a6efbd0bf5,D2046,17.0,55.1,Littlemill SMWS 97.10 - Embark on a Journey,distillery_id_absent_from_W_set
7389e104-5f42-5cf7-8500-9cc05b98c048,D2046,18.0,55.6,"Littlemill SMWS 97.13 - Lemons, Chillies and Flowers",distillery_id_absent_from_W_set
3119907a-4791-5cd6-b7f4-0bfa9260601e,D2046,19.0,55.6,Littlemill SMWS 97.19 - SMWS 97.19,distillery_id_absent_from_W_set
9c699417-4417-54d0-892f-28b1f8cb8b02,D2046,16.0,56.2,Littlemill SMWS 97.7 - A Wholesome Appertif,distillery_id_absent_from_W_set
fa070f60-40ed-54a5-aebb-d581129b2e1b,D2008,29.0,43.4,"Glenugie SMWS 99.11 - chewing daf-
fodil bulbs",distillery_id_absent_from_W_set
58aba0e1-2345-5f34-9ecc-77a776384492,D2008,30.0,46.7,Glenugie SMWS 99.12 - SMWS 99.12,distillery_id_absent_from_W_set
807275df-da2c-5134-a5b8-7ccd788441eb,D2008,24.0,44.1,Glenugie SMWS 099.9 - Real Ale in Real Pubs,distillery_id_absent_from_W_set
3fcbe474-e3b2-51da-a22c-e1793fb5247a,D1907,10.0,60.9,Strathmill SMWS 100.08 - SMWS 100.08,distillery_id_absent_from_W_set
99ed4dcf-fb57-5cd8-8067-72e071da1c56,D1907,8.0,60.3,Strathmill SMWS 100.10 - SMWS 100.10,distillery_id_absent_from_W_set
f9c3d580-5258-5d75-838b-033316008a87,D1907,11.0,58.6,Strathmill SMWS 100.9 - It's dancing on my tongue,distillery_id_absent_from_W_set
61ea3423-f370-5b75-b4ad-cc595ad881fb,D1861,30.0,50.9,Glenburgie SMWS 104.5 - Retsina and Chocolate Limes,distillery_id_absent_from_W_set
eec34799-b7ba-51d9-9d85-1e31d79fb37d,D1912,21.0,57.2,Tormore SMWS 105.10 - Orange and Aniseed,distillery_id_absent_from_W_set
4fc0f173-77cb-5d71-b84b-5b13ea7fa1b6,D1912,25.0,55.8,Tormore SMWS 105.12 - Spooky!,distillery_id_absent_from_W_set
58d83064-5861-570b-a198-39bb657e6b95,D1912,28.0,55.4,Tormore SMWS 105.15 - SMWS 105.15,distillery_id_absent_from_W_set
86f400bb-59bb-51bc-8d50-28c056e653c7,D1912,28.0,55.3,Tormore SMWS 105.17 - SMWS 105.17,distillery_id_absent_from_W_set
1bc43c3b-587f-53f6-a134-44e82d179d20,D1912,18.0,61.8,Tormore SMWS 105.8 - Fudge and Green Ivy,distillery_id_absent_from_W_set
6cf984b4-46ee-5114-a41f-f3f929eaf99a,D1840,12.0,57.8,Braeval SMWS 113.14 - Sinful and Naughty,distillery_id_absent_from_W_set
24a282b9-b646-5271-89a6-037c3da7dc7f,D0261,22.0,55.5,Cooley SMWS 117.5 - SMWS 117.5,distillery_id_absent_from_W_set
a9819013-a5a4-5c41-ac2f-65c5246e9163,D1894,21.0,61.1,North British SMWS G1.10 - SMWS G1.10,distillery_id_absent_from_W_set
27b07f1f-f2fb-512a-a212-d1c275ae2f26,D1894,21.0,65.1,North British SMWS G1.11 - SMWS G1.11,distillery_id_absent_from_W_set
152e8a93-cab4-5a10-9807-123149aa12ab,D1894,23.0,60.3,North British SMWS G1.12 - SMWS G1.12,distillery_id_absent_from_W_set
8a464a45-a609-5871-b175-9d0733d4a0a1,D1894,37.0,54.1,North British SMWS G1.14 - SMWS G1.14,distillery_id_absent_from_W_set
06e74a41-dbab-563f-92f0-95dffc984aa9,D1894,18.0,64.2,North British SMWS G1.6 - SMWS G1.6,distillery_id_absent_from_W_set
38c38fa2-b0c8-5b04-b7ef-5e0381b1c933,D1894,21.0,62.9,North British SMWS G1.8 - SMWS G1.8,distillery_id_absent_from_W_set
833c0fdd-cca4-50a7-8f5c-b4baa0d3aca2,D1894,21.0,62.8,North British SMWS G1.9 - SMWS G1.9,distillery_id_absent_from_W_set
4c71561f-0a5d-5901-8887-c0b10d714293,D1904,24.0,59.6,Strathclyde SMWS G10.3 - SMWS G10.3,distillery_id_absent_from_W_set
8f95f1ed-d7ab-56af-952b-af1022ad1903,D1971,28.0,47.8,Dumbarton SMWS G14.1 - SMWS G14.1,distillery_id_absent_from_W_set
c5fea2cd-af68-5f11-95b0-f8240a3e511c,D1949,35.0,53.6,Carsebridge SMWS G2.2 - SMWS G2.2,distillery_id_absent_from_W_set
5060614d-276a-58ae-9734-ce4646f24123,D1945,34.0,58.3,Caledonian SMWS G3.2 - SMWS G3.2,distillery_id_absent_from_W_set
00f486c8-02df-58f5-9843-45d2de514a58,D1945,26.0,56.0,Caledonian SMWS G3.3 - SMWS G3.3,distillery_id_absent_from_W_set
8ecbd40b-d6db-5746-a4a4-c65d5c52a1db,D1945,33.0,53.2,Caledonian SMWS G3.6 - SMWS G3.6,distillery_id_absent_from_W_set
b2a39615-d111-5d4a-a955-7f9a9351a39a,D1945,35.0,53.9,Caledonian SMWS G3.8 - SMWS G3.8,distillery_id_absent_from_W_set
d7b58b52-3027-5c86-981d-c13e300cb875,D1844,34.0,52.8,Cameronbridge SMWS G4.10 - SMWS G4.10,distillery_id_absent_from_W_set
b9bd2008-a1a3-5f78-89db-ab9038e0069f,D1844,28.0,55.4,Cameronbridge SMWS G4.2 - SMWS G4.2,distillery_id_absent_from_W_set
f4446de1-663d-51a3-b640-bab8e3b82df4,D1844,34.0,51.9,Cameronbridge SMWS G4.7 - SMWS G4.7,distillery_id_absent_from_W_set
e4ef2c1a-ffdf-59f1-9f0a-49971f609d9f,D1875,25.0,62.3,Invergordon SMWS G5.10 - SMWS G5.10,distillery_id_absent_from_W_set
ce9a5b09-26f0-5724-91d9-038bf51d4c76,D1875,17.0,65.3,Invergordon SMWS G5.2 - SMWS G5.2,distillery_id_absent_from_W_set
6276d8f8-6188-5a9e-8f86-2f8b0049045a,D1875,18.0,65.4,Invergordon SMWS G5.5 - SMWS G5.5,distillery_id_absent_from_W_set
7d7f1ed3-aee7-5503-ad47-60b8a8ae3f7c,D1875,19.0,64.6,Invergordon SMWS G5.7 - SMWS G5.7,distillery_id_absent_from_W_set
4e6be12f-f68c-52c0-a442-1838661a6441,D2082,18.0,55.2,Port Dundas SMWS G6.2 - SMWS G6.2,distillery_id_absent_from_W_set
92a3f209-ac9f-5af3-82ea-745dee1c80c1,D2082,35.0,50.1,Port Dundas SMWS G6.3 - SMWS G6.3,distillery_id_absent_from_W_set
6ee22dc8-9949-5558-8d9d-cd28bc309169,D1856,31.0,59.2,Girvan SMWS G7.10 - SMWS G7.10,distillery_id_absent_from_W_set
daab7040-7461-508f-b449-0c1e6d6f563c,D1856,27.0,60.3,Girvan SMWS G7.2 - SMWS G7.2,distillery_id_absent_from_W_set
a3aba630-5b70-5c0b-a907-59e5a736ed1a,D1856,28.0,58.4,Girvan SMWS G7.4 - SMWS G7.4,distillery_id_absent_from_W_set
2cce09c8-5977-5e68-bb5a-94dede9d7c9a,D1856,30.0,59.4,Girvan SMWS G7.7 - SMWS G7.7,distillery_id_absent_from_W_set
12e7d040-7d61-5b1c-beea-f9fea16b56bf,D1856,22.0,57.3,Girvan SMWS G7.9 - SMWS G7.9,distillery_id_absent_from_W_set
18667c85-5acd-57dc-be95-6ed6d247c020,D1946,23.0,62.4,Cambus SMWS G8.2 - SMWS G8.2,distillery_id_absent_from_W_set
bec4ab04-e89d-5702-bf05-134bd42b394e,D1946,23.0,59.0,Cambus SMWS G8.3 - SMWS G8.3,distillery_id_absent_from_W_set
7285577b-af5c-5d2c-ac1e-62c8796c96ca,D1946,25.0,59.6,Cambus SMWS G8.5 - SMWS G8.5,distillery_id_absent_from_W_set
fb0a4b12-03d0-5a3b-b6b2-3b8b992a66b8,D1946,26.0,59.7,Cambus SMWS G8.6 - SMWS G8.6,distillery_id_absent_from_W_set
