whisky_id,whisky_name,distillery_name,category,region,country,age_statement,source_name,source_url,raw_tasting_notes,raw_flavor_tags,fruity_score,sweet_score,smoky_score,spicy_score,woody_score,confidence,match_method,review_status,quality_flags
W000001,aberlour a'bunadh,Aberlour,Unknown,Speyside,Unknown,NAS,original_production_data,https://www.whisky.com/whisky-database/details/W000001.html,Raw notes matched from historical dataset,"['bottle_name', 'bottle_name_clean', 'fruity', 'sweet', 'smoky']",18.0,5.0,0.0,0.0,6.0,high,exact,auto_candidate,ok
W000002,laphroaig the cask legacy,Laphroaig,Unknown,Islay,Unknown,NAS,original_production_data,https://www.whisky.com/whisky-database/details/W000002.html,Raw notes matched from historical dataset,"['bottle_name', 'bottle_name_clean', 'fruity', 'sweet', 'smoky']",2.0,9.0,0.0,1.0,8.0,medium,fuzzy_token,manual_review,ok
W000003,glenlivet 15yo french oak,The Glenlivet,Malt,Speyside,Unknown,15,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,zero_flavor_vector
W000004,talisker 10y,Talisker,Unknown,Islands,Unknown,10,original_production_data,https://www.whisky.com/whisky-database/details/W000004.html,Raw notes matched from historical dataset,"['bottle_name', 'bottle_name_clean', 'fruity', 'sweet', 'smoky']",2.0,8.0,0.0,5.0,0.0,medium,fuzzy_token,manual_review,ok
W000005,redbreast 12y,Midleton,Unknown,Unknown,Unknown,12,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,zero_flavor_vector
W000006,aberlour casg annamh,Aberlour,Malt,Speyside,Unknown,NAS,original_production_data,https://www.whisky.com/whisky-database/details/W000006.html,Raw notes matched from historical dataset,"['bottle_name', 'bottle_name_clean', 'fruity', 'sweet', 'smoky']",3.0,4.0,0.0,5.0,0.0,medium,fuzzy_token,manual_review,ok
W000007,macallan 12yo double cask,The Macallan,Malt,Speyside,Unknown,12,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,zero_flavor_vector
W000008,aberlour 14y,Aberlour,Unknown,Speyside,Unknown,14,original_production_data,https://www.whisky.com/whisky-database/details/W000008.html,Raw notes matched from historical dataset,"['bottle_name', 'bottle_name_clean', 'fruity', 'sweet', 'smoky']",3.0,4.0,0.0,5.0,0.0,medium,fuzzy_token,manual_review,ok
W000009,aberlour 12y,Aberlour,Unknown,Speyside,Unknown,12,original_production_data,https://www.whisky.com/whisky-database/details/W000009.html,Raw notes matched from historical dataset,"['bottle_name', 'bottle_name_clean', 'fruity', 'sweet', 'smoky']",3.0,4.0,0.0,5.0,0.0,medium,fuzzy_token,manual_review,ok
W000010,balvenie 14y caribbean cask,The Balvenie,Unknown,Speyside,Unknown,14,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,zero_flavor_vector
W000011,glengoyne 12y,Glengoyne,Unknown,Highland,Unknown,12,original_production_data,https://www.whisky.com/whisky-database/details/W000011.html,Raw notes matched from historical dataset,"['bottle_name', 'bottle_name_clean', 'fruity', 'sweet', 'smoky']",1.0,0.0,2.0,4.0,4.0,medium,fuzzy_token,manual_review,ok
W000012,deanston 12y,Deanston,Unknown,Highland,Unknown,12,original_production_data,https://www.whisky.com/whisky-database/details/W000012.html,Raw notes matched from historical dataset,"['bottle_name', 'bottle_name_clean', 'fruity', 'sweet', 'smoky']",9.0,1.0,0.0,0.0,6.0,medium,fuzzy_token,manual_review,ok
W000013,glenfiddich 15yo solera,Glenfiddich,Malt,Speyside,Unknown,15,original_production_data,https://www.whisky.com/whisky-database/details/W000013.html,Raw notes matched from historical dataset,"['bottle_name', 'bottle_name_clean', 'fruity', 'sweet', 'smoky']",5.0,6.0,0.0,0.0,1.0,medium,fuzzy_token,manual_review,ok
W000014,glen scotia 10y,Glen Scotia,Unknown,Campbeltown,Unknown,10,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,zero_flavor_vector
W000015,bowmore 12y,Bowmore,Unknown,Islay,Unknown,12,original_production_data,https://www.whisky.com/whisky-database/details/W000015.html,Raw notes matched from historical dataset,"['bottle_name', 'bottle_name_clean', 'fruity', 'sweet', 'smoky']",2.0,3.0,0.0,1.0,0.0,medium,fuzzy_token,manual_review,ok
W000016,glenmorangie the original 10y,Glenmorangie,Unknown,Highland,Unknown,10,original_production_data,https://www.whisky.com/whisky-database/details/W000016.html,Raw notes matched from historical dataset,"['bottle_name', 'bottle_name_clean', 'fruity', 'sweet', 'smoky']",8.0,2.0,0.0,0.0,3.0,medium,fuzzy_token,manual_review,ok
W000017,glen grant 10yo,Glen Grant,Malt,Speyside,Unknown,10,original_production_data,https://www.whisky.com/whisky-database/details/W000017.html,Raw notes matched from historical dataset,"['bottle_name', 'bottle_name_clean', 'fruity', 'sweet', 'smoky']",3.0,2.0,0.0,0.0,0.0,medium,fuzzy_token,manual_review,ok
W000018,auchentoshan 12yo,Auchentoshan,Malt,Lowland,Unknown,12,original_production_data,https://www.whisky.com/whisky-database/details/W000018.html,Raw notes matched from historical dataset,"['bottle_name', 'bottle_name_clean', 'fruity', 'sweet', 'smoky']",4.0,2.0,0.0,1.0,0.0,medium,fuzzy_token,manual_review,ok
W000020,ardmore legacy,Ardmore,Unknown,Highland,Unknown,NAS,original_production_data,https://www.whisky.com/whisky-database/details/W000020.html,Raw notes matched from historical dataset,"['bottle_name', 'bottle_name_clean', 'fruity', 'sweet', 'smoky']",0.0,4.0,0.0,0.0,1.0,medium,fuzzy_token,manual_review,ok
W000021,chivas extra 13,Chivas Brothers,Unknown,Harman,Unknown,13,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,zero_flavor_vector
W000022,tamnavulin white wine cask,Tamnavulin,Unknown,Speyside,Unknown,NAS,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,zero_flavor_vector
W000023,tamnavulin double cask,Tamnavulin,Unknown,Speyside,Unknown,NAS,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,zero_flavor_vector
W000025,gladstone axe american oak,Çeşitli,Unknown,Blended Malt,Unknown,NAS,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,zero_flavor_vector
W000028,"laphroaig 27yo 57.4% 1980-2007 (ob, 5 oloroso casks, 972 bts)",Laphroaig,Malt,Islay,Unknown,27yo,original_production_data,https://www.whisky.com/whisky-database/details/W000028.html,Raw notes matched from historical dataset,"['bottle_name', 'bottle_name_clean', 'fruity', 'sweet', 'smoky']",2.0,9.0,0.0,1.0,8.0,medium,fuzzy_token,manual_review,ok
W000030,amrut spectrum (batch 1),Amrut,Malt,Unknown,Unknown,NAS,original_production_data,https://www.whisky.com/whisky-database/details/W000030.html,Raw notes matched from historical dataset,"['bottle_name', 'bottle_name_clean', 'fruity', 'sweet', 'smoky']",1.0,1.0,0.0,0.0,0.0,medium,fuzzy_token,manual_review,ok
W000031,glengoyne 25yo,Glengoyne,Malt,Highland,Unknown,25yo,original_production_data,https://www.whisky.com/whisky-database/details/W000031.html,Raw notes matched from historical dataset,"['bottle_name', 'bottle_name_clean', 'fruity', 'sweet', 'smoky']",1.0,0.0,2.0,4.0,4.0,medium,fuzzy_token,manual_review,ok
W000036,kavalan solist oloroso sherry cask,Kavalan,Malt,Unknown,Unknown,NAS,original_production_data,https://www.whisky.com/whisky-database/details/W000036.html,Raw notes matched from historical dataset,"['bottle_name', 'bottle_name_clean', 'fruity', 'sweet', 'smoky']",3.0,7.0,0.0,5.0,4.0,medium,fuzzy_token,manual_review,ok
W000037,aberlour a'bunadh (batch 33),Aberlour,Malt,Speyside,Unknown,NAS,original_production_data,https://www.whisky.com/whisky-database/details/W000037.html,Raw notes matched from historical dataset,"['bottle_name', 'bottle_name_clean', 'fruity', 'sweet', 'smoky']",3.0,4.0,0.0,5.0,0.0,medium,fuzzy_token,manual_review,ok
W000038,aberlour a'bunadh (batch 37),Aberlour,Malt,Speyside,Unknown,NAS,original_production_data,https://www.whisky.com/whisky-database/details/W000038.html,Raw notes matched from historical dataset,"['bottle_name', 'bottle_name_clean', 'fruity', 'sweet', 'smoky']",3.0,4.0,0.0,5.0,0.0,medium,fuzzy_token,manual_review,ok
W000040,laphroaig 25yo,Laphroaig,Malt,Islay,Unknown,25yo,original_production_data,https://www.whisky.com/whisky-database/details/W000040.html,Raw notes matched from historical dataset,"['bottle_name', 'bottle_name_clean', 'fruity', 'sweet', 'smoky']",2.0,9.0,0.0,1.0,8.0,medium,fuzzy_token,manual_review,ok
W000042,aberlour a'bunadh (batch 40),Aberlour,Malt,Speyside,Unknown,NAS,original_production_data,https://www.whisky.com/whisky-database/details/W000042.html,Raw notes matched from historical dataset,"['bottle_name', 'bottle_name_clean', 'fruity', 'sweet', 'smoky']",28.0,23.0,0.0,22.0,0.0,high,exact,auto_candidate,ok
W000043,yamazaki 18yo,Yamazaki,Malt,Unknown,Unknown,18yo,original_production_data,https://www.whisky.com/whisky-database/details/W000043.html,Raw notes matched from historical dataset,"['bottle_name', 'bottle_name_clean', 'fruity', 'sweet', 'smoky']",10.0,3.0,0.0,13.0,2.0,medium,fuzzy_token,manual_review,ok
W000044,aberlour a'bunadh (batch 49),Aberlour,Malt,Speyside,Unknown,NAS,original_production_data,https://www.whisky.com/whisky-database/details/W000044.html,Raw notes matched from historical dataset,"['bottle_name', 'bottle_name_clean', 'fruity', 'sweet', 'smoky']",3.0,4.0,0.0,5.0,0.0,medium,fuzzy_token,manual_review,ok
W000046,yamazaki sherry cask (all vintages),Yamazaki,Malt,Unknown,Unknown,NAS,original_production_data,https://www.whisky.com/whisky-database/details/W000046.html,Raw notes matched from historical dataset,"['bottle_name', 'bottle_name_clean', 'fruity', 'sweet', 'smoky']",10.0,3.0,0.0,13.0,2.0,medium,fuzzy_token,manual_review,ok
W000047,aberlour a'bunadh (batch 56),Aberlour,Malt,Speyside,Unknown,NAS,original_production_data,https://www.whisky.com/whisky-database/details/W000047.html,Raw notes matched from historical dataset,"['bottle_name', 'bottle_name_clean', 'fruity', 'sweet', 'smoky']",3.0,4.0,0.0,5.0,0.0,medium,fuzzy_token,manual_review,ok
W000049,compass box last vatted malt,Box,Malt,Unknown,Unknown,NAS,original_production_data,https://www.whisky.com/whisky-database/details/W000049.html,Raw notes matched from historical dataset,"['bottle_name', 'bottle_name_clean', 'fruity', 'sweet', 'smoky']",3.0,0.0,0.0,1.0,0.0,medium,fuzzy_token,manual_review,entity_normalization_review
W000050,amrut greedy angels (8yo and 10yo),Amrut,Malt,Unknown,Unknown,8yo,original_production_data,https://www.whisky.com/whisky-database/details/W000050.html,Raw notes matched from historical dataset,"['bottle_name', 'bottle_name_clean', 'fruity', 'sweet', 'smoky']",1.0,1.0,0.0,0.0,0.0,medium,fuzzy_token,manual_review,ok
W000052,amrut spectrum (all batches),Amrut,Malt,Unknown,Unknown,NAS,original_production_data,https://www.whisky.com/whisky-database/details/W000052.html,Raw notes matched from historical dataset,"['bottle_name', 'bottle_name_clean', 'fruity', 'sweet', 'smoky']",1.0,1.0,0.0,0.0,0.0,medium,fuzzy_token,manual_review,ok
W000053,bowmore springtide,Bowmore,Malt,Islay,Unknown,NAS,original_production_data,https://www.whisky.com/whisky-database/details/W000053.html,Raw notes matched from historical dataset,"['bottle_name', 'bottle_name_clean', 'fruity', 'sweet', 'smoky']",2.0,3.0,0.0,1.0,0.0,medium,fuzzy_token,manual_review,ok
W000057,aberlour a'bunadh (batch 53),Aberlour,Malt,Speyside,Unknown,NAS,original_production_data,https://www.whisky.com/whisky-database/details/W000057.html,Raw notes matched from historical dataset,"['bottle_name', 'bottle_name_clean', 'fruity', 'sweet', 'smoky']",3.0,4.0,0.0,5.0,0.0,medium,fuzzy_token,manual_review,ok
W000060,aberlour a'bunadh (batch 39),Aberlour,Malt,Speyside,Unknown,NAS,original_production_data,https://www.whisky.com/whisky-database/details/W000060.html,Raw notes matched from historical dataset,"['bottle_name', 'bottle_name_clean', 'fruity', 'sweet', 'smoky']",28.0,23.0,0.0,22.0,0.0,high,exact,auto_candidate,ok
W000062,karuizawa 1990 sherry butt,Karuizawa,Malt,Unknown,Unknown,NAS,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,zero_flavor_vector
W000063,kavalan solist px cask,Kavalan,Malt,Unknown,Unknown,NAS,original_production_data,https://www.whisky.com/whisky-database/details/W000063.html,Raw notes matched from historical dataset,"['bottle_name', 'bottle_name_clean', 'fruity', 'sweet', 'smoky']",3.0,7.0,0.0,5.0,4.0,medium,fuzzy_token,manual_review,ok
W000066,amrut spectrum 004 (batch 2),Amrut,Malt,Unknown,Unknown,NAS,original_production_data,https://www.whisky.com/whisky-database/details/W000066.html,Raw notes matched from historical dataset,"['bottle_name', 'bottle_name_clean', 'fruity', 'sweet', 'smoky']",1.0,1.0,0.0,0.0,0.0,medium,fuzzy_token,manual_review,ok
W000068,kavalan solist manzanilla cask,Kavalan,Malt,Unknown,Unknown,NAS,original_production_data,https://www.whisky.com/whisky-database/details/W000068.html,Raw notes matched from historical dataset,"['bottle_name', 'bottle_name_clean', 'fruity', 'sweet', 'smoky']",3.0,7.0,0.0,5.0,4.0,medium,fuzzy_token,manual_review,ok
W000069,aberlour a'bunadh (batch 44),Aberlour,Malt,Speyside,Unknown,NAS,original_production_data,https://www.whisky.com/whisky-database/details/W000069.html,Raw notes matched from historical dataset,"['bottle_name', 'bottle_name_clean', 'fruity', 'sweet', 'smoky']",3.0,4.0,0.0,5.0,0.0,medium,fuzzy_token,manual_review,ok
W000070,aberlour a'bunadh (batch 52),Aberlour,Malt,Speyside,Unknown,NAS,original_production_data,https://www.whisky.com/whisky-database/details/W000070.html,Raw notes matched from historical dataset,"['bottle_name', 'bottle_name_clean', 'fruity', 'sweet', 'smoky']",3.0,4.0,0.0,5.0,0.0,medium,fuzzy_token,manual_review,ok
W000071,kavalan solist amontillado cask,Kavalan,Malt,Unknown,Unknown,NAS,original_production_data,https://www.whisky.com/whisky-database/details/W000071.html,Raw notes matched from historical dataset,"['bottle_name', 'bottle_name_clean', 'fruity', 'sweet', 'smoky']",3.0,7.0,0.0,5.0,4.0,medium,fuzzy_token,manual_review,ok
W000072,aberlour a'bunadh (batch 35),Aberlour,Malt,Speyside,Unknown,NAS,original_production_data,https://www.whisky.com/whisky-database/details/W000072.html,Raw notes matched from historical dataset,"['bottle_name', 'bottle_name_clean', 'fruity', 'sweet', 'smoky']",3.0,4.0,0.0,5.0,0.0,medium,fuzzy_token,manual_review,ok
W000077,aberlour a'bunadh (batch 45),Aberlour,Malt,Speyside,Unknown,NAS,original_production_data,https://www.whisky.com/whisky-database/details/W000077.html,Raw notes matched from historical dataset,"['bottle_name', 'bottle_name_clean', 'fruity', 'sweet', 'smoky']",1.0,4.0,0.0,1.0,1.0,high,exact,auto_candidate,ok
W000080,laphroaig cairdeas 2013 port wood,Laphroaig,Malt,Islay,Unknown,NAS,original_production_data,https://www.whisky.com/whisky-database/details/W000080.html,Raw notes matched from historical dataset,"['bottle_name', 'bottle_name_clean', 'fruity', 'sweet', 'smoky']",2.0,9.0,0.0,1.0,8.0,medium,fuzzy_token,manual_review,ok
W000085,amrut px sherry single cask 2696 (lcbo),Amrut,Malt,Unknown,Unknown,NAS,original_production_data,https://www.whisky.com/whisky-database/details/W000085.html,Raw notes matched from historical dataset,"['bottle_name', 'bottle_name_clean', 'fruity', 'sweet', 'smoky']",1.0,1.0,0.0,0.0,0.0,medium,fuzzy_token,manual_review,ok
W000088,aberlour a'bunadh (batch 36),Aberlour,Malt,Speyside,Unknown,NAS,original_production_data,https://www.whisky.com/whisky-database/details/W000088.html,Raw notes matched from historical dataset,"['bottle_name', 'bottle_name_clean', 'fruity', 'sweet', 'smoky']",28.0,23.0,0.0,22.0,0.0,high,exact,auto_candidate,ok
W000090,bowmore 15yo laimrig,Bowmore,Malt,Islay,Unknown,15yo,original_production_data,https://www.whisky.com/whisky-database/details/W000090.html,Raw notes matched from historical dataset,"['bottle_name', 'bottle_name_clean', 'fruity', 'sweet', 'smoky']",2.0,3.0,0.0,1.0,0.0,medium,fuzzy_token,manual_review,ok
W000091,bushmills 21yo single malt,Bushmills,Malt,Unknown,Unknown,21yo,original_production_data,https://www.whisky.com/whisky-database/details/W000091.html,Raw notes matched from historical dataset,"['bottle_name', 'bottle_name_clean', 'fruity', 'sweet', 'smoky']",5.0,4.0,0.0,0.0,2.0,medium,fuzzy_token,manual_review,ok
W000093,aberlour a'bunadh (batch 30),Aberlour,Malt,Speyside,Unknown,30 Year Old,original_production_data,https://www.whisky.com/whisky-database/details/W000093.html,Raw notes matched from historical dataset,"['bottle_name', 'bottle_name_clean', 'fruity', 'sweet', 'smoky']",3.0,4.0,0.0,5.0,0.0,medium,fuzzy_token,manual_review,ok
W000094,aberlour a'bunadh (batch 42),Aberlour,Malt,Speyside,Unknown,NAS,original_production_data,https://www.whisky.com/whisky-database/details/W000094.html,Raw notes matched from historical dataset,"['bottle_name', 'bottle_name_clean', 'fruity', 'sweet', 'smoky']",2.0,14.0,0.0,1.0,1.0,high,exact,auto_candidate,ok
W000098,hakushu sherry cask,Hakushu,Malt,Unknown,Unknown,NAS,original_production_data,https://www.whisky.com/whisky-database/details/W000098.html,Raw notes matched from historical dataset,"['bottle_name', 'bottle_name_clean', 'fruity', 'sweet', 'smoky']",1.0,4.0,0.0,0.0,4.0,medium,fuzzy_token,manual_review,ok
W000099,kavalan solist sherry cask,Kavalan,Malt,Unknown,Unknown,NAS,original_production_data,https://www.whisky.com/whisky-database/details/W000099.html,Raw notes matched from historical dataset,"['bottle_name', 'bottle_name_clean', 'fruity', 'sweet', 'smoky']",3.0,7.0,0.0,5.0,4.0,medium,fuzzy_token,manual_review,ok
W000101,aberlour a'bunadh (batch 58),Aberlour,Malt,Speyside,Unknown,NAS,original_production_data,https://www.whisky.com/whisky-database/details/W000101.html,Raw notes matched from historical dataset,"['bottle_name', 'bottle_name_clean', 'fruity', 'sweet', 'smoky']",3.0,4.0,0.0,5.0,0.0,medium,fuzzy_token,manual_review,ok
W000102,kavalan solist port cask,Kavalan,Malt,Unknown,Unknown,NAS,original_production_data,https://www.whisky.com/whisky-database/details/W000102.html,Raw notes matched from historical dataset,"['bottle_name', 'bottle_name_clean', 'fruity', 'sweet', 'smoky']",3.0,7.0,0.0,5.0,4.0,medium,fuzzy_token,manual_review,ok
W000103,aberlour a'bunadh (batch 34),Aberlour,Malt,Speyside,Unknown,NAS,original_production_data,https://www.whisky.com/whisky-database/details/W000103.html,Raw notes matched from historical dataset,"['bottle_name', 'bottle_name_clean', 'fruity', 'sweet', 'smoky']",3.0,4.0,0.0,5.0,0.0,medium,fuzzy_token,manual_review,ok
W000104,amrut madeira cask finish (batch 1),Amrut,Malt,Unknown,Unknown,NAS,original_production_data,https://www.whisky.com/whisky-database/details/W000104.html,Raw notes matched from historical dataset,"['bottle_name', 'bottle_name_clean', 'fruity', 'sweet', 'smoky']",1.0,1.0,0.0,0.0,0.0,medium,fuzzy_token,manual_review,ok
W000107,aberlour a'bunadh (all batches),Aberlour,Malt,Speyside,Unknown,NAS,original_production_data,https://www.whisky.com/whisky-database/details/W000107.html,Raw notes matched from historical dataset,"['bottle_name', 'bottle_name_clean', 'fruity', 'sweet', 'smoky']",3.0,4.0,0.0,5.0,0.0,medium,fuzzy_token,manual_review,ok
W000113,glengoyne 40yo,Glengoyne,Malt,Highland,Unknown,40yo,original_production_data,https://www.whisky.com/whisky-database/details/W000113.html,Raw notes matched from historical dataset,"['bottle_name', 'bottle_name_clean', 'fruity', 'sweet', 'smoky']",1.0,0.0,2.0,4.0,4.0,medium,fuzzy_token,manual_review,ok
W000115,aberlour a'bunadh (batch 54),Aberlour,Malt,Speyside,Unknown,NAS,original_production_data,https://www.whisky.com/whisky-database/details/W000115.html,Raw notes matched from historical dataset,"['bottle_name', 'bottle_name_clean', 'fruity', 'sweet', 'smoky']",3.0,4.0,0.0,5.0,0.0,medium,fuzzy_token,manual_review,ok
W000116,amrut intermediate sherry,Amrut,Malt,Unknown,Unknown,NAS,original_production_data,https://www.whisky.com/whisky-database/details/W000116.html,Raw notes matched from historical dataset,"['bottle_name', 'bottle_name_clean', 'fruity', 'sweet', 'smoky']",1.0,1.0,0.0,0.0,0.0,medium,fuzzy_token,manual_review,ok
W000118,glengoyne 21yo,Glengoyne,Malt,Highland,Unknown,21yo,original_production_data,https://www.whisky.com/whisky-database/details/W000118.html,Raw notes matched from historical dataset,"['bottle_name', 'bottle_name_clean', 'fruity', 'sweet', 'smoky']",1.0,0.0,2.0,4.0,4.0,medium,fuzzy_token,manual_review,ok
W000121,glengoyne cask strength (batch 7),Glengoyne,Malt,Highland,Unknown,NAS,original_production_data,https://www.whisky.com/whisky-database/details/W000121.html,Raw notes matched from historical dataset,"['bottle_name', 'bottle_name_clean', 'fruity', 'sweet', 'smoky']",1.0,0.0,2.0,4.0,4.0,medium,fuzzy_token,manual_review,ok
W000124,aberlour a'bunadh (batch 46),Aberlour,Malt,Speyside,Unknown,NAS,original_production_data,https://www.whisky.com/whisky-database/details/W000124.html,Raw notes matched from historical dataset,"['bottle_name', 'bottle_name_clean', 'fruity', 'sweet', 'smoky']",0.0,1.0,0.0,4.0,0.0,high,exact,auto_candidate,ok
W000125,amrut px sherry single cask 3516 (saq),Amrut,Malt,Unknown,Unknown,NAS,original_production_data,https://www.whisky.com/whisky-database/details/W000125.html,Raw notes matched from historical dataset,"['bottle_name', 'bottle_name_clean', 'fruity', 'sweet', 'smoky']",1.0,1.0,0.0,0.0,0.0,medium,fuzzy_token,manual_review,ok
W000126,compass box this is not a luxury whisky,Box,Malt,Unknown,Unknown,NAS,original_production_data,https://www.whisky.com/whisky-database/details/W000126.html,Raw notes matched from historical dataset,"['bottle_name', 'bottle_name_clean', 'fruity', 'sweet', 'smoky']",3.0,0.0,0.0,1.0,0.0,medium,fuzzy_token,manual_review,entity_normalization_review
W000128,laphroaig cairdeas 2020 port & wine casks,Laphroaig,Malt,Islay,Unknown,NAS,original_production_data,https://www.whisky.com/whisky-database/details/W000128.html,Raw notes matched from historical dataset,"['bottle_name', 'bottle_name_clean', 'fruity', 'sweet', 'smoky']",2.0,9.0,0.0,1.0,8.0,medium,fuzzy_token,manual_review,ok
W000131,aberlour a'bunadh (batch 47),Aberlour,Malt,Speyside,Unknown,NAS,original_production_data,https://www.whisky.com/whisky-database/details/W000131.html,Raw notes matched from historical dataset,"['bottle_name', 'bottle_name_clean', 'fruity', 'sweet', 'smoky']",3.0,4.0,0.0,5.0,0.0,high,exact,auto_candidate,ok
W000139,smogen sherry project 1:2,Smögen Whisky,Malt,Unknown,Unknown,NAS,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,zero_flavor_vector
W000141,aberlour a'bunadh (batch 66),Aberlour,Malt,Speyside,Unknown,NAS,original_production_data,https://www.whisky.com/whisky-database/details/W000141.html,Raw notes matched from historical dataset,"['bottle_name', 'bottle_name_clean', 'fruity', 'sweet', 'smoky']",3.0,4.0,0.0,5.0,0.0,medium,fuzzy_token,manual_review,ok
W000145,aberlour 12yo non-chill-filtered,Aberlour,Malt,Speyside,Unknown,12yo,original_production_data,https://www.whisky.com/whisky-database/details/W000145.html,Raw notes matched from historical dataset,"['bottle_name', 'bottle_name_clean', 'fruity', 'sweet', 'smoky']",3.0,4.0,0.0,5.0,0.0,medium,fuzzy_token,manual_review,ok
W000152,high coast (box) px - pedro ximénez finish,Box,Malt,Unknown,Unknown,NAS,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,zero_flavor_vector|entity_normalization_review
W000153,kavalan solist fino sherry cask,Kavalan,Malt,Unknown,Unknown,NAS,original_production_data,https://www.whisky.com/whisky-database/details/W000153.html,Raw notes matched from historical dataset,"['bottle_name', 'bottle_name_clean', 'fruity', 'sweet', 'smoky']",3.0,7.0,0.0,5.0,4.0,medium,fuzzy_token,manual_review,ok
W000156,aberlour a'bunadh (batch 32),Aberlour,Malt,Speyside,Unknown,NAS,original_production_data,https://www.whisky.com/whisky-database/details/W000156.html,Raw notes matched from historical dataset,"['bottle_name', 'bottle_name_clean', 'fruity', 'sweet', 'smoky']",3.0,4.0,0.0,5.0,0.0,medium,fuzzy_token,manual_review,ok
W000157,aberlour a'bunadh (batch 59),Aberlour,Malt,Speyside,Unknown,NAS,original_production_data,https://www.whisky.com/whisky-database/details/W000157.html,Raw notes matched from historical dataset,"['bottle_name', 'bottle_name_clean', 'fruity', 'sweet', 'smoky']",3.0,4.0,0.0,5.0,0.0,medium,fuzzy_token,manual_review,ok
W000158,aberlour a'bunadh (batch 61),Aberlour,Malt,Speyside,Unknown,NAS,original_production_data,https://www.whisky.com/whisky-database/details/W000158.html,Raw notes matched from historical dataset,"['bottle_name', 'bottle_name_clean', 'fruity', 'sweet', 'smoky']",3.0,4.0,0.0,5.0,0.0,medium,fuzzy_token,manual_review,ok
W000159,aberlour a'bunadh (batch 69),Aberlour,Malt,Speyside,Unknown,NAS,original_production_data,https://www.whisky.com/whisky-database/details/W000159.html,Raw notes matched from historical dataset,"['bottle_name', 'bottle_name_clean', 'fruity', 'sweet', 'smoky']",3.0,4.0,0.0,5.0,0.0,medium,fuzzy_token,manual_review,ok
W000162,amrut px sherry single cask (all casks),Amrut,Malt,Unknown,Unknown,NAS,original_production_data,https://www.whisky.com/whisky-database/details/W000162.html,Raw notes matched from historical dataset,"['bottle_name', 'bottle_name_clean', 'fruity', 'sweet', 'smoky']",1.0,1.0,0.0,0.0,0.0,medium,fuzzy_token,manual_review,ok
W000164,smogen sherry project 1:4,Smögen Whisky,Malt,Unknown,Unknown,NAS,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,zero_flavor_vector
W000165,aberlour a'bunadh (batch 60),Aberlour,Malt,Speyside,Unknown,NAS,original_production_data,https://www.whisky.com/whisky-database/details/W000165.html,Raw notes matched from historical dataset,"['bottle_name', 'bottle_name_clean', 'fruity', 'sweet', 'smoky']",3.0,4.0,0.0,5.0,0.0,medium,fuzzy_token,manual_review,ok
W000166,bowmore 25yo,Bowmore,Malt,Islay,Unknown,25yo,original_production_data,https://www.whisky.com/whisky-database/details/W000166.html,Raw notes matched from historical dataset,"['bottle_name', 'bottle_name_clean', 'fruity', 'sweet', 'smoky']",2.0,3.0,0.0,1.0,0.0,medium,fuzzy_token,manual_review,ok
W000169,kavalan brandy oak,Kavalan,Malt,Unknown,Unknown,NAS,original_production_data,https://www.whisky.com/whisky-database/details/W000169.html,Raw notes matched from historical dataset,"['bottle_name', 'bottle_name_clean', 'fruity', 'sweet', 'smoky']",3.0,7.0,0.0,5.0,4.0,medium,fuzzy_token,manual_review,ok
W000171,aberlour a'bunadh (batch 50),Aberlour,Malt,Speyside,Unknown,NAS,original_production_data,https://www.whisky.com/whisky-database/details/W000171.html,Raw notes matched from historical dataset,"['bottle_name', 'bottle_name_clean', 'fruity', 'sweet', 'smoky']",3.0,4.0,0.0,5.0,0.0,medium,fuzzy_token,manual_review,ok
W000173,glengoyne teapot dram (all batches),Glengoyne,Malt,Highland,Unknown,NAS,original_production_data,https://www.whisky.com/whisky-database/details/W000173.html,Raw notes matched from historical dataset,"['bottle_name', 'bottle_name_clean', 'fruity', 'sweet', 'smoky']",1.0,0.0,2.0,4.0,4.0,medium,fuzzy_token,manual_review,ok
