manual_note_id,whisky_id,whisky_name,source_type,source_name,source_url,source_reference,note_author,note_date,nose_notes,palate_notes,finish_notes,overall_notes,language,permission_status,attribution_required,reviewer_comment,approval_status
,,Benromach Contrasts Bordeaux Finish,manual_url_extract,WhiskyNotes,https://www.whiskynotes.be/2023/benromach/benromach-contrasts-bordeaux-finish/,,,,,,,,en,user_submitted,true,Extraction failed: Fallback page detected (404),manual_review
