whisky_id,field,column,previous_value,new_value,confidence,source,citation_id,applied,reason
2f459f94-f840-5e81-94f2-609a527e9ae0,region,region,,Speyside,0.95,smws,CIT_5c41469cf146ed3bf6ca1d5031b261689f3182c459f92da6860b22a19c1099f3,1,null_fill_applied
2f6a5b3d-100b-543c-b800-625f82a41b10,region,region,,Speyside,0.95,smws,CIT_002ce16d99c6f8a6f04dd50e414a35f599f943fc5502661a67f8eca4c5e91b2a,1,null_fill_applied
30edb3eb-bfa3-5b61-8975-9c01b5fae902,region,region,,Speyside,0.95,smws,CIT_2c5838037fba631b6040041e9f0abcf3396172fd146f59ae38196f546dbc56b0,1,null_fill_applied
325e83db-d4dc-552e-8493-7ffbeeb467b3,region,region,,Highland,0.95,smws,CIT_3d75b4fc7b1e59894401cb3f9bdf6731a47272533f35f827ca93fd325187d23c,1,null_fill_applied
32be3d9b-413c-5cfc-a053-d8dbab8bcd60,region,region,,Speyside,0.95,smws,CIT_3d05054405c60adf1e1b215a6c3e72bcbd0fe1e91200e3755793c6968c22e893,1,null_fill_applied
32cefab1-c233-5955-a544-77674ac72a58,region,region,,Speyside,0.95,smws,CIT_9e61d809056895fb8ece3d3b40c0c0fd608608c5b1facc0fefa3ef04a9368f0a,1,null_fill_applied
32e0c7c6-2d48-5fae-990a-bfea7fd8cee0,region,region,,Speyside,0.95,smws,CIT_1fcba63f7839735cd2bb15b5a9891811996092bc015c2392a1ae6ff4ddbba020,1,null_fill_applied
338ee651-18bf-5228-8b30-50135e91e0b8,region,region,,Speyside,0.95,smws,CIT_57106e05055acc67718a64e9b69eaa56c8a9f310e462395c79a81f99b7288e00,1,null_fill_applied
33d8c3cd-e69f-5cc4-a5d9-f45f76db41ef,region,region,,Highland,0.95,smws,CIT_8751974c122691222dd38d33fd8534b40d1439087e8b7643633a4986e78619f3,1,null_fill_applied
34f2f60a-8227-5f1b-b352-0882b09cff3c,region,region,,Highland,0.95,smws,CIT_032dbb39c10972e9524d12d98d76d85360cf07b98ab2f463b804744275198283,1,null_fill_applied
