id,source,file_name,cask_no,distillery,product_name,age,abv,region,cask_type,flavour_profile,tasting_notes_raw,extraction_confidence,review_status
233,SMWS USA,029.176.pdf,29.176,Coleburn,P E AT E D,16,58.5,,Refill Barrel,,"P E AT E D
 SPLASHING ABOUT IN ROCKPOOLS
 A trip down memory lane with sandwiches in plastic boxes, hard green sweets and
 mints in waxed wrappers. Damp bottoms sitting on sea soaked wood with Germolene
 on scratched knees. Prawns on a clean barbeque fueled with fresh oak chips and sooty
 scorched heather. Salt sprayed blackcurrant and lemons in a polytunnel. Intense
 burnt lavender wafting over wasabi oysters and grapefruit bitters. A quick rain shower
 freshened everything becoming more mentholic and minty. Waves going over the top
 of your wellies. Eating rollmop herring and pickled mackerel with sandy fingers.
 Clean wood smoke and fragrant heath blowing over the sands.",0.95,pending_review
234,SMWS USA,029.179.pdf,29.179,Coleburn,PEATED,16,51.6,Islay,Refill Barrel,,"PEATED
 TARRY ROPES
 ON A WOODEN BOAT
 The nose had smoke, tar and seaweed harmoniously
 melded with to ee popcorn and parma violets, plus
unmistakable burgers and lemon scallops sizzling on
 a beach barbeque (wetsuits and fish boxes nearby).
 The palate was deeply satisfying and full of
 personality � wood embers, ash, burnt lavender,
 liquorice and smoked fish and tarry ropes on a
 wooden boat. The reduced nose had verbena and
 heather chucked on a fire of young wood � aromatic
and pleasantly invigorating. The palate recalled Oil of
 Olay, floral smoke, soot and slight waxiness in the
aftertaste � we joked about cremations on the beach,
 but actually, we loved it.",1.0,pending_review
235,SMWS USA,029.183.pdf,29.183,Coleburn,H E AV I LY P E AT E D,16,,Islay,Refill Barrel,,"H E AV I LY P E AT E D
 A COLD CURE
 Full on Islay: road tar, carbolic, Coal Tar soap segues to sheep wool (oily, lanolin,
 sheep dip); mentholic - embrocation, Vik Vapour Rub � clears the head! Clean and
 fresh as an old-fashioned starchy matron. Indeed, the taste at full strength is of
 starched linen, after a sweet start, then the fumes from a peat-fuelled AGA stove.
 Water dries the aroma somewhat, with hessian, new coal sacks; traces of steam engine
 and Plasticine. Now the taste is dry throughout, with a smooth and oily texture
 (smoked bacon fat), some white pepper in the finish and a spent coal fire in the
 aftertaste.",0.9,pending_review
236,SMWS USA,029.190.pdf,29.190,Coleburn,"DEEP, RICH & DRIED FRUITS",17,58.1,Islay,Refill Butt,Deep,"DEEP, RICH & DRIED FRUITS
 DIVINE DARK TEMPTATION
 The air was heavy with the sweet seductive smell
 from stepping out of the sultry summer sun into the
 cathedral like warehouse of a sherry bodegas in
Sanl�car de Barrameda. Aromas of hessian sacks and
 coconut husk next to cinder to ee and dark
 butterscotch mingled with a whi of fresh sardines
 being roasted in the salt sea air from the nearby
 beach � irresistibly tantalizing. The taste was like a
bellow, best described, of dry smoke, salty, dusty, dry
 nicotine tar. Water added the aroma of toasted
 coconut flavoured hookah tobacco and we tasted a
 bar of dark caramel and sea salt chocolate � wikkid!",1.0,pending_review
237,SMWS USA,029.41.pdf,29.41,Coleburn,Mr. Hyde and Dr. Jekyll,13,58.9,Islay,,,"""Mr. Hyde and Dr. Jekyll""
Some maintain that this, once the most
pungent of Islay malts, has been dumbed
down. Think again! Drawn from an
American barrel, and amber in 
this is a fabulous example. The first nose
is of creosote and sheep dip; smoked
ham, with burnt honey-glaze, then, in-
creasingly caramel. We would not expect
this, nor the intense butter toffee aroma,
when tasted at full strength � along with
big smokiness, some salt and a hint of
fennel. Water brings out medicinal phe-
nols and suppresses the smoke, pastilles
with herbal notes. Much better behaved,
and the flavour is not so sweet; burnt
meat with sweet and sour sauce, traces of
tarragon and a finish like a full bodied
Cuban cigar ash-tray. A Jekyll and Hyde
of a malt; an sensory experience.",0.95,pending_review
238,SMWS USA,029.52.pdf,29.52,Coleburn,Lapsang Souchong Tea with Sweet Apples,16,59.3,Islay,,,"""Lapsang Souchong Tea with Sweet Apples""
Partially built on the site of the old Ar-
denistle distillery, this distillery uses peat
with a high proportion of moss. It is the
moss which is said to contribute to the
highly distinctive malt produced. This
example is more delicate than the norm.
resulted in exotic aromas of Lapsang Sou-
chong tea from the Fujian province of
China. The taste is unusually sweet offer-
ing brown sugar, apples, raspberries and
mature cheddar. The smokiness is sur-
prisingly heavy compared to the delicate
nose. With water spicy fruits and sherbet
compliment the persistent hints of strong
black tea. A little water really makes this
dram shine... but be careful.. It is very
easy to over-water this atypical Islay!",0.95,pending_review
239,SMWS USA,029.60.pdf,29.60,Coleburn,Smoke-heads will Die for it,17,59.1,Islay,Refill Butt,,"""Smoke-heads will Die for it""
Of the three Kildalton distilleries, this is
the one closest to Port Ellen, and pro-
duces the most uncompromisely smoky
malt (partly from its own floor maltings).
This is a fabulous example! Drawn from
a , it is pale amber in 
The first impression on the nose is of
road tar, creosote and kippers, then
Highland harbours, salt water, seaweed
and iodine. The flavour is lightly sweet,
with malt and nuts and bags of ashes.
Water continues the phenolic theme: oil
and tarry wood, but now with some dried
orange peel, dark marmalade and Ar-
brouth smokies. The flavour is still
malty/nutty, with excellent balance and
coal ash in the finish. Smoke-heads will
die for it!",1.0,pending_review
240,SMWS USA,029.64.pdf,29.64,warm,"Diesel, Fishing Boats and Engine Smoke",18,54.6,Islay,,,"""Diesel, Fishing Boats and Engine Smoke""
This Islay distillery, which faces the island of
Texa, was founded in the 1820's by Donald
Johnston who died after falling into a vat of
burnt ale. The nose evokes charcoal, brine
and roasting salted pork. At full strength the
palate is intensely Islay, warm, salty and ash,
with a burnt syrupy finish. Water shifts the
nose to smoke, heather and diluted caramel.
The reduced taste is now harbour-like diesel,
fishing boats and engine smoke. This un-
usual combination of sherry and smoke
should carry a danger warning at full
strength, although the peat freaks will love
it!",0.95,pending_review
241,SMWS USA,029.68.pdf,29.68,Coleburn,A Match Made in Heaven,18,54.0,Islay,,,"""A Match Made in Heaven""
From the distillery that has the shortest rail-
way in the world comes this match made in
heaven. The initial nose is perfectly balanced
between sweet and peat. There is sweet
honey glazed ham with earth, ash and iodine.
The aroma slightly changes with water; it
now has sulphur, charcoal and menthol
mouthwash. The flavour at full strength is
very smoky with hints of liquorice and vio-
lets. With water it remains smoky and sweet
but is subdued. There is a terrific balance of
leather and tobacco with maritime salty
notes like an old fashioned gentlemen's club
on Islay.",0.95,pending_review
242,SMWS USA,029.71.pdf,29.71,Coleburn,"A Tongue-curling, Wrestler's",11,58.2,Islay,,,"""A Tongue-curling, Wrestler's
 Armpit of a Dram""
From the distillery opposite Texa. The big,
manly nose has smoked meats, iodine, har-
bours, puffer funnels and beach bonfires.
The unreduced taste is massive � a tongue-
curling, wrestler's armpit of a dram; behind
the smoke curtain lurks sweet vanilla and
American cream soda. The reduced nose is
less smoky � sea breezes and `shrimp and
banana' sweets, while the palate is easier to
embrace; still plenty of soot and smoke at
the back of the mouth but with sweet
lemon, clove rock and cinnamon balls. An
end of the night, `wee wee wee, all the way
home' kind of dram.",0.95,pending_review
243,SMWS USA,029.78.pdf,29.78,South,"Islay, South Shore",8,58.2,Islay,Refill Hogshead,,"Islay, South Shore
 After a disaster
 The nose had a raw ferocity in which Ger-
 molene, bandages and brown chippie
 sauce wrestled with honey, lemon, sweet
 malt and vanilla pannacotta. The palate
 was tongue-roasting at full strength, with
 intense smoke and over-done coffee. The
 Livet-lass imagined toasting marshmal-
 lows over a peat fire. The reduced nose
 had a rock-like, mineral aspect, burnt cus-
 tard, swimming pools and autumn garden
 bonfires. The palate, even in reduction,
 was still hot and lively; meaty and smoky
 with charred wood, cordite and an earthy
 finish, like the aftermath of some disaster.
 The distillery is the first encountered on the
 pilgrims' way to Kildalton.
 
 Cask : 
 Age : Alcohol : Date distilled : February 2001",1.0,pending_review
244,SMWS USA,029.79.pdf,29.79,South,"Islay, South Shore",10,56.1,Islay,Refill Hogshead,,"Islay, South Shore
 Coal Tar soap
Immediately a full-on Kildalton nose � TCP, car-
bolic, Wright's Coal Tar soap, coal dust, a trace of jute;
`dinner-time in a hospital' (serving charred pork
from a barbeque, with spicy barbeque sauce); a
taste which starts sweet, then a blast of coal
smoke, then malt vinegar. Water `sophisticates' it
somewhat: camphor, lanolin (damp wool), sheep dip,
`flinty' (""like bashing stones together""), much
less smoke. The last is noticeable in the taste at
reduced strength as well: sweet, salty, some vinegar
but reduced smoke. An `old fashioned' example
of this powerful malt from near Port Ellen, but
tamed with water for those who don't like The
Big Smoke.",1.0,pending_review
245,SMWS USA,029.80.pdf,29.80,South,"Islay, South Shore",16,52.7,Islay,Refill Hogshead,,"Islay, South Shore
 Wedding cake in a coal sack
 The nose put us in mind of a calm
 day at the `broad bay' distillery �
 perhaps on a yacht at anchor (ropes,
 varnish, canvas, plastic, paint). Gen-
 erally, a light heavyweight, with vio-
 lets, Savlon, herbal lemon tea and ba-
 nanas rolled in coal-dust. With water
 added, our impressions roamed
 from lemon Edinburgh rock to
 ""ironing a chimney sweep's shirt"" in
 an old house (Hessian, horsehair,
 fireplace bellows and wee china
 pigs). The unreduced palate had
 lots of beach bonfire embers and
 some Elastoplasts, lavender and ba-
 nana, while with water it was sweet
 and dry, like old wedding cake in a
 coal sack.",1.0,pending_review
246,SMWS USA,029.82.pdf,29.82,South,"Islay, South Shore",10,56.5,Islay,Refill Hogshead,,"Islay, South Shore
 Aphrodisiac dram
 On the nose, heather-burn and bonfire
 smoke shifted into Germolene, elastoplast and
 coal-tar soap; sweeter aspects were charac-
 terised by dates and a vanilla ice-cream wafer.
 The intensely sweet palate (dark chocolate,
 hazelnut praline and sweet malt) also had
 peat smoke, soot and espresso coffee. Water
 brought ozone freshness to the nose � lob-
 ster bisque, oysters, sea air and sea-weed on
 granite � with a curious sprinkling of cocoa
 powder. The reduced palate was a fabulous
 integration of chocolate limes, salty fudge,
 lemon, soot, heather � ""Something medicinal""
 someone else suggested � ""Aphrodisiac!""
 corrected the chair. The panel was well
 wowed. The distillery lies opposite Texa.",1.0,pending_review
247,SMWS USA,029.88.pdf,29.88,South,"Islay, South Shore",9,60.9,Islay,Sherry Butt,,"Islay, South Shore
`What a Magnificent and Handsome Nose'
 First impressions were smoky barbecued
 pork, hot shellfish, beach-dried seaweed, ex-
 pensive balsamic vinegar and rock pools on a
 hot summer's day. To taste we found salty
 char, caramelised sweet-cured bacon and lots
 more smoke; one Panellist was licking hot
 stones and charcoal. With the addition of wa-
 ter we found empty lobster pots, lemon
 wedges and boiled ham, lobster thermidor hot
 and bubbling from the grill, Jammy Dodgers,
 old-fashioned cloth bandages and caramel.
 Creamy Cullen Skink, clam chowder and salty
 fudge greeted us on the taste as barbecued
 cod & king prawns mingled with more
 smoke. You can become a Friend of this
 distillery.",1.0,pending_review
248,SMWS USA,029.92.pdf,29.92,South,"Islay, South Shore",10,63.2,Islay,Refill Butt,,"Islay, South Shore
 Sweet and smoky intensity
We loved the immediate intensity of the
nose � waves of toffee apple, caramel and
butterscotch sloshed against walls of smoke
from a barbeque cooking pork ribs and lamb
with thyme and lavender. The palate was
equally intense � smoke, soot, ash and
burnt wood softened by sweet spices, cin-
der toffee, vanilla and a lamb roasting tray.
Water brought polo fruits to the nose and ba-
nana � perhaps pit-cooked pork wrapped in
banana leaf. The reduced palate had nutty
sherry, toffee, pistachio ice-cream and tutti
frutti � all sprinkled with cigar ash � a fabu-
lous, spooky balance between sweetness and
smoke. Prince Charles's favourite distillery.",1.0,pending_review
249,SMWS USA,029.97.pdf,29.97,South,"Islay, South Shore",20,59.1,Islay,Sherry Butt,,"Islay, South Shore
 Below decks on HMS Victory
The panel's experience is summed up
above, with the sub-head ""wood, smoke, blood""!
The first aroma is of treacle toffee, then smoky
bacon crisps, then a musky note, like truffle oil.
A dry nose and tannic, and very masculine. The
taste at natural strength is intensely sweet,
then immediately full of coal smoke, coal tar
and hessian. At reduced strength it remains
big and bold and smoky, but now with Daddy's
Sauce and well-worn leather saddles; the taste
remains very sweet, but this is now balanced
by a hoppy bitterness and a shake of salt. In-
tense, tarry, smoky � just what we hope for
from this distillery, whose motto was `Love
it or Hate it. No Compromise'.",1.0,pending_review
250,SMWS USA,030.46.pdf,30.46,,Rich Fruits and Sherry,14,58.6,,,,"""Rich Fruits and Sherry""
This distillery is situated in a narrow
glen facing an ancient graveyard. When
it was extended in the 1970's, it was sup-
posedly visited by a ghost. It is a highly
regarded malt and not common as a sin-
gle. The 
burnt amber with very attractive high-
lights. The initial nose is of old build-
ings, an old manor, said one, with just a
hint of Treacle. At full strength the taste
is sweet to start, peppery then followed
by rich fruits. It holds up well with wa-
ter and the sherry influence comes
through in a balanced way. Rather too
easy to drink so beware!",0.9,pending_review
251,SMWS USA,030.62.pdf,30.62,,"Highlands, Speyside (Rothes)",19,55.9,Speyside,Sherry Butt,,"Highlands, Speyside (Rothes)
 On board the Orient Express
We were transported to an oak-panelled
room with leather seats and oil paintings -
dining on the Orient Express with vegeta-
bles (chives and white cabbage), apple pie with
vanilla ice cream, ripe bananas and chocolate.
The neat palate was like a spice market in Is-
tanbul � cinnamon, nutmeg and cardamom with
hot paprika and turmeric infused kebabs � old
leather and wood paint in the background.
With water, the nose became Germanic �
apple strudel, warm gingerbread and cinnamon
candles; then oolong tea. The reduced palate
was chewy and juicy with grapes, elderflower
wine, nettle soup and oriental spices. The first
whisky ran off the stills on 28 December
1879, the same day as the Tay Bridge disas-
ter.",1.0,pending_review
252,SMWS USA,033.114.pdf,33.114,,Islay,11,56.3,Islay,Sherry Butt,,"Islay
 Sweet versus savoury
Bacon, maple syrup and waffles vie with Black
Forest Gateaux and sticky toffee pudding,
while fried seaweed, spare ribs and black pudding
tussle with lint bandages, and smoke. Sweet,
rich, smoky, ashy, thick and herbal on the pal-
ate lent weight to the meatiness (pork cov-
ered in caramel). The addition of water
brought forth aromas of smoked goose, salty
scallops, toffee, Seville orange marmalade and
fresh minty notes. The taste was chewy and
rich but this time with scorched heather, burnt
citrus, barbecued lamb & mint sauce, violet
ice cream and caramelised onions. This distill-
ery's mascot is Shortie the Jack Russell.",1.0,pending_review
253,SMWS USA,033.115.pdf,33.115,South,"Islay, South Shore",11,55.4,Islay,Refill Butt,,"Islay, South Shore
 `Man, that's braw!'
 The nose was beautifully balanced; varnish,
 paint, leather, light ash, coal, coarse bread,
 minty toffee, smoked sugar puffs and shellfish
 bisque against barbecued pork ribs and char-
 sui pork fried rice. The first comment pro-
 voked by the palate was `Man, that's braw!'
 � sweet tar, ash, ham and pineapple pizza,
 leather and pipe tobacco smoke. The reduced
 nose was a brilliant combination of crispy
 seaweed, charred red peppers and meringues
 or spun sugar with strawberry and lemon sorbet.
 The palate had salty caramel, limes squeezed
 over oysters and sweet prawns cooked on salt
 � amazingly rewarding. The last distillery
 along the Kildalton road.",1.0,pending_review
254,SMWS USA,033.125.pdf,33.125,,Islay,7,64.4,Islay,First-Fill Barrel,,"Islay
 Salted Caramel Lollipop
Smoky peat chimneys, fresh tobacco,
leather gloves, bbq pork sausages, honey
glazed ham, breakfast kippers were only a
small number of descriptors coming imme-
diately to mind nosing neat. One panel
member found himself in a `theatre' with
surgical tape, bandages and gauze dress-
ing. In the taste, germoline Antiseptic
cream quickly followed by a peaty, tarry
and sooty array of flavours with a fresh
salty and seaweedy crisp finish. With the
careful addition of water the aroma of tar
sticking to an expensive leather shoe came
to mind next to pork scratching and lobster
with roast gammon. Now the taste has a
balance between the smoke, the sweetness
and the salt, smoked kippers and salted
caramels. This young beauty comes from
the most easterly of the three distilleries in
the Kildaton parish.",1.0,pending_review
255,SMWS USA,033.130.pdf,33.130,,Islay,11,56.1,Islay,,,"Islay
The Farmyard and the Chip Shop
This presented two distinct scenarios
which had the panel scratching collective heads.
Malt in hessian sacks, sillage, tomatoes and com-
post in one camp. Fish and chips, in paper, oys-
ter shells and lobster pots in the other. Vanilla
pods and apple chutney and some tropical
fruits popped up. Then the Islay personality
roared into action with coal buckets, Germoline
and barbeque smoke. With water it reminded
one of a cedarwood chest of blankets with
mothballs and another of laundry day at the beach.
A curious creamy mouthfeel of peach yo-
ghurt left the panel scratching their heads
to the last drop.",0.95,pending_review
256,SMWS USA,033.143.pdf,33.143,,SPICY & SWEET,8,59.9,,,Spicy & Sweet,"SPICY & SWEET
 THANK YOU AND GOODNIGHT!
 Big licks of maple bacon, sticky pulled pork over hickory smoke morphing into
 gooey treacle toffee, liquorice and violet. Crispy skinned fish with barbeque sauce
 and tropical fruit kebabs roasted over white hot coals. `Properly good smoke!' one
 declared, he was right. Chargrilled pepper and sweet potato muddled gracefully
 with sundried tomatoes and garden canes. Water brought out a delicious feast of
 charred pork crackling and Frazzles ser ved with a Bloody Mar y. The morning
 after cure theme continued with more bacon, blood orange, BBQ sauce and red
 pesto all served in a smoky greenhouse. Wicked but very good.",0.9,pending_review
257,SMWS USA,035.101.pdf,35.101,,"Speyside, Lossie",39,46.2,Speyside,Refill Hogshead,,"Speyside, Lossie
 `Oh How Joyfully'
A gentle and soft aroma to start, almost shy,
but it heightened our expectations of what
was to come. Making baked apples with
brown sugar, cinnamon, chopped pecans,
currants, raisins and sultanas as well as
anise-flavoured cookies, a smell of pine needles
and wood sap from a fresh cut fir tree �
happy childhood memories of the night be-
fore Christmas. It is a waxy, oily, honey mouth
coating texture with flavours of sandalwood,
resin and exotic spices. With water there is a
hint of wood smoke followed by candied orange and
lemon peel, dried fruits and cardamom. Now
on the taste a pleasant light woodiness
combined with fragrant spices and fresh
mint - this makes a great Advent dram.",1.0,pending_review
258,SMWS USA,035.104.pdf,35.104,,"Speyside, Lossie",26,45.9,Speyside,Refill Hogshead,,"Speyside, Lossie
Just Add Water and Watch it Grow!
At full strength the aromas were fully concen-
trated. The panel encountered a mixture of
stewed black tea, thick toffee sauce, and
charred orange peel. Scent was equalled by
flavour as almond covered Dundee Cake was
washed down with Camp Coffee. The addition
of water failed to dilute any intensity on the
nose as orange and honey still lingered. How-
ever then additional notes of Tropical Fruit Mix,
and first-aid kits. To taste the panel experi-
enced the unusual but delicious mixture of
chocolate cake and Hoisin Sauce. The mouth-
feel was wax filling as the finish offered well
-aged fruit cake.
 
 
 Flavour profile: Spicy & sweet",1.0,pending_review
259,SMWS USA,035.106.pdf,35.106,,"Speyside, Lossie",16,54.4,Speyside,First-Fill Designer Barrel,,"Speyside, Lossie
 Fantastically floral
 The nose was fantastically floral � grand gar-
 dens, creamy carnations, frivolous freesias,
 rampant roses and even courgette flower fritters.
 We also got Crunchie bars, donuts, peach
 cobbler, apple turnover, vanilla candles, and
 oak sawdust � very attractive. The palate
 was Bourbon-sweet and nutty (popcorn, marzi-
 pan, sugared almonds, coconut) � with peach,
 putty and pot-pourri and mildly bitter notes of
 perfume, grapefruit, oak and walnut. The
 reduced nose offered peach melba, honey
 on rye, fresh figs, custard creams, lady-finger
 biscuits and cedar sap. On the palate, ice-
 cream sundae sweetness was barely re-
 strained by dry and mildly bitter flavours.
 The distillery is near Elgin's `gallows-hill'.",1.0,pending_review
260,SMWS USA,035.109.pdf,35.109,,"Speyside, Lossie",28,46.7,Speyside,Refill Hogshead,,"Speyside, Lossie
 A class act
 This dram oozes class therefore give it some
 time, don't rush and you will be richly re-
 warded. Aromas of Millionaire's shortbread,
 lemon, orange and banana marzipan fruits,
 baked apple filled with pecan, cinnamon and rai-
 sins, brandy butter ice cream, sandalwood and
 fresh tobacco leaves are all jostling for your
 full attention. The taste is silky smooth like
 runny honey or toffee sauce, Sauternes soaked
 raisins coated in dark chocolate and an elegant
 cup of jasmine tea with a slice of marzipan
 cake. Careful adding water; turning slightly
 dusty and nutty like Alpen muesli with maca-
 damia nuts as well honey glazed walnuts and an
 overall pleasant creamy mouth-feel.
 
 
 Flavour profile: Old & dignified",1.0,pending_review
261,SMWS USA,035.110.pdf,35.110,,"Speyside, Lossie",17,49.5,Speyside,First-Fill Designer Barrel,,"Speyside, Lossie
 Tasty and enticingly sweet
The nose entertained and animated us �
golden syrup, sunny summer's morning � mak-
ing toffee in a warm kitchen (or was it butter-
scotch or fudge?) � also tobacco, tea and the
attractive woodiness of timber-yards, garden
centres and cooperages. The palate was
`fabulously tasty' � woody and sweet, like a
Magnum lolly stick; coconut, vanilla, apple granny
cake and warmly spiced fruits. With water,
the nose remained enticingly sweet � crushed
nuts on a wooden board, melted chocolate,
strawberry jam, pears, ice-cream and caramel
sauce. The palate � Tunnock's Caramel Wa-
fer with hints of spice � as balanced as a Har-
lem Globetrotter's ball-spin. From Elgin's
western distillery.",1.0,pending_review
262,SMWS USA,035.111.pdf,35.111,,"Speyside, Lossie",12,59.3,Speyside,Cask: Refill Chardonnay Hogshead,,"Speyside, Lossie
 A chalet girls dram
With this whisky the panel were transported to
an alpine cabin. On the nose they fancied pork
crackling with red currant jelly and tom yam
paste. Rich sherried notes of creme brulee
and ginger snaps. One was reminded of hot ski
wax. To taste they found a meaty feast of
biltong, pate on rye toast and coq au vin. It was
as if a pan had been deglazed with Grand
Marnier or trappist beer. With water, hot
chocolate and tangerines in brandy developed. A
leather pig skin football was kicked about. A cu-
rious and quirky dram.
 
 
 Flavour profile: Deep, rich & dried fruits",1.0,pending_review
263,SMWS USA,035.114.pdf,35.114,,"Speyside, Lossie",19,58.9,Speyside,First-Fill Toasted Oak Hogshead,,"Speyside, Lossie
 A Southern gentleman
Mild nosefeel and quite closed to start, then
presents `a box of After Eight mints' with a
shake of white pepper Soon there is a scent of
Rye whiskey - coconut oil and linseed oil: oak lactones
(for those who know!). The taste at full
strength mirrors this: smooth, oaky, sweet and
spicy in the finish � ""bourbonesque'. It
drinks well straight. Water advances the
coconut theme � macaroons, toasted coconut,
even Bounty Bar, but still with linseed oil and
peppery wood spices. Soft and sweet and easy
to drink; toasted marshmallows, warming syrup
sponge. Much influenced by the American
oak cask, but elegant: a southern gentle-
man in a white suit � and the initial
mintiness even recalls mint juleps at the
Kentucky Derby!",1.0,pending_review
264,SMWS USA,035.117.pdf,35.117,,"Speyside, Lossie",17,54.6,Speyside,First-Fill Designer Barrel,,"Speyside, Lossie
 Cock-a-hoop with happiness
A luxurious array of aromas courted the
panel. Red rose petals, bergamot and lavender
woven into a hedgerow. Sweet desserts of
strudel sprinkled with demerara sugar and sponge
cake teased the taste buds. In dived the ad-
venturous crew to find a jammy mix of
strawberry, apricot and marmalade. Cooler an-
gelica, licorice and eucalyptus prowled over
the tongue. Water opened Pandora's box of
Jamaica loaf, carrot cake and pork pie. Stu-
dent memories were evoked of Tiger balm,
warm leather guitar straps and aromatic crispy
duck. An extravagant and lavish dram.",1.0,pending_review
265,SMWS USA,035.122.pdf,35.122,,SPICY & SWEET,12,,Speyside,First-Fill Barrel,Spicy & Sweet,"SPICY & SWEET
 PERFUMED LADY AT A GARDEN F�TE
 The nose combined sweet and woody notes � sawmill yards, hessian, peeled twigs,
 white pepper and leather lined up against golden syrup, mashed banana, bread-and-
 butter pudding, barley sugars and vanilla sponge. The palate balanced vanilla ice-
 cream, honey and sugar puffs with pink grapefruit, perfume, chilli pepper and lemon �
 really quite interesting and unusual. On the reduced nose a perfumed lady stood
 between a sweetie stall (jelly tots, tutti frutti, sherbet straws) and a cake stand at a
 garden f�te. The palate was now sweet, salty, spicy, woody, teasing, titillating and
 tremendously tasty. The distillery is vulnerable to flooding from the River Lossie.",0.9,pending_review
266,SMWS USA,035.129.pdf,35.129,,OLD & DIGNIFIED,27,53.8,Speyside,Refill Hogshead,Old,"OLD & DIGNIFIED
 DANS UN AUBERGE EN GASCOGNE
The nose was slow to waken but led to comments like `Warm, rich, teasing' and `high quality' �
toffee, chocolate �clairs, fudge and golden syrup promenaded alongside flower meadows and
fresh hay � but slate, coal-tar, leather, brass and pine spoke of old-fashioned iron-mongers. The
unreduced palate was pleasantly mouth-flooding with big flavours of sherry, roasted chestnuts,
leather, dried fruits and heather stems after moor-burning. The second nosing had candles,
fortified wine and saddles (d'Artagnan arrives at the inn?). Water helped the palate to
consolidate and come together in harmony � brown sugar, dark chocolate orange creams, rum-
soaked cherries, sweet liquorice and dark honey.",1.0,pending_review
267,SMWS USA,035.142.pdf,35.142,,SPICY & SWEET,21,56.2,Speyside,First-Fill Toasted Oak Hogshead,Spicy & Sweet,"SPICY & SWEET
 SWEET TREATS AND FORBIDDEN PLEASURES
 On the nose � fudge, pecan pie, cr�me caramel, marzipan, set honey, banoffee pie, rum
 -soaked raisins; waxed jackets, incense smoke, toasted oak, tobacco pouch, sweet mint.
 And here are some of our comments � Amazing. Fantastic. Deeply satisfying.
 Complex. Rewarding. Can't put it down. Sweet treats. A sniffer's dram. On the palate
 � dark Madeira honey cake, Jamaican truffles, Moroccan spice markets, buttered toast,
 marmalade, treacle, rich caramel, spiced almonds, maple syrup, ginger biscuits. Yet
 more comments � Forbidden pleasures. Manna from Heaven. Moreish. A voyage of
 discovery. Sometimes being on the panel is not so bad!",1.0,pending_review
268,SMWS USA,035.143.pdf,35.143,,SPICY & SWEET,29,47.7,Speyside,Refill Hogshead,Spicy & Sweet,"SPICY & SWEET
 PINOCCHIO DRAM
 Mmm � delicious to ee, maple syrup, marzipan and
 Demerara sweetness on the initial nose; we also got
 peanut brittle, orange oil, apricot Danish, dessert
 wine and oiled oak � certainly complex. The palate
 balanced deep sweetness (old dark honey, malt
extract, rum and raisin ice-cream) with playful spices
 (chilli, cinnamon) menthol, sandalwood and tannic
 oak. The reduced nose had candy corns, stroop
 wa es, cr�me br�l�e, eucalyptus and cigar boxes.
 The palate had crunchy nut cornflakes and syrupy
 viscosity; we also found definite woody weight
 (cinnamon, nutmeg, clove) but in a rather cute, far
 from overpowering way � something of a playful
 Pinocchio puppet dram.",1.0,pending_review
269,SMWS USA,035.23.pdf,35.23,,A private membership club,111,59.8,Highlands,,,"A private membership club
 
 ""Bloody Mary Delight""
There have been only 5 distillery managers
in the distillery. This fine example needs a bit of
time to open, but is well worth the wait.
The assertive nose has a bit of bite to it.
The aromas picked out were herbs, fresh
mint and tomato juice (Bloody Mary per-
haps?). The initial palate is hot and spicy
with peppers and a chilli and salt after-
taste. Taking plenty of water, a maritime
character is in the nose with brine, salt and
lemon. The nose feel is earthy. With water,
it is sweet and briny in the taste with hints
of lavender. A delightful dram.",0.95,pending_review
270,SMWS USA,035.35.pdf,35.35,,"Highlands, Speyside (Lossie)",13,57.0,Speyside,,,"Highlands, Speyside (Lossie)
 Christmas in Morocco
 The nose transported us to Christmas scenes
 � Christmas cake, cinnamon, vanilla, pine and
 mulled wine. We also found lots of chocolate,
 ginger, maple syrup and rum-and-raisin. The
 unreduced palate was fascinating and
 ""humungous"", with scented wood, rum and
 pineapple cake and cinnamon mulled wine,
 creating endless warmth. Fresher and livelier
 with water, the nose now had beeswax, hay-
 stacks and Hessian; the spices had turned
 Eastern or Moroccan. The palate became
 ultra-sweet; sticky toffee pudding, maple can-
 dies and melted chocolate were all men-
 tioned; taut wood extract flavours stopped it
 being sickly-sweet. The distillery was estab-
 lished in 1897 by Thorne's of Greenock.",0.95,pending_review
271,SMWS USA,035.49.pdf,35.49,,"Highlands, Speyside (Lossie)",10,59.5,Speyside,Cask: Refill Ex Chardonnay Barrique,,"Highlands, Speyside (Lossie)
 Ticklish and dreamy
This intriguing sample tickled our noses, its
ginger and nutmeg spices dancing with aro-
mas of marmalade, barley sugar, raisins, co-
conut, honey buns, toffee and chocolate
brownie. The palate also tickled, with tof-
fee, dark chocolate, orange oil, prunes and
apricots balancing shredded tobacco and
leather. The reduced nose had lime flowers,
apple brandy and honeysuckle, then Christ-
mas associations of mulled wine spices and
unshelled nuts. The reduced palate, initially
sweetly satisfying (toffee, honey, cherry and
chocolate) went on to develop deeper leather
and tobacco notes; then a mouth-drying,
dreamy, lingering finish. The distillery is near
Bilbohall hospital (previously Elgin Pauper
Lunatic Asylum).",1.0,pending_review
