id,source,file_name,cask_no,distillery,product_name,age,abv,region,cask_type,flavour_profile,tasting_notes_raw,extraction_confidence,review_status
654,SMWS USA,095.10.pdf,95.10,,"Highlands, Speyside",19,59.0,Speyside,Refill Barrel,,"Highlands, Speyside
American breakfast - Arabic dessert
 The nose delivered toffee, fudge, vanilla and
 cappuccino; then we found orange peel, putty
 and pan drops. The Whisky-scientist recalled
 an Arabic dessert containing dates, apricots
 and honey. The palate also had dates, Dem-
 erara, warm spicy wood and Brazil nuts; all in
 all, a nicely-tuned balance of fudge syrup
 sweetness and chilli spice. The nose, with
 water, was like French toast sprinkled with
 icing sugar and drizzled in maple syrup. The
 palate continued to be warm and interest-
 ing, with sweet woody notes, orange and
 oriental glazed pork; followed by a nice dry
 finish. This relatively modern distillery is
 near Mulben.",1.0,pending_review
655,SMWS USA,095.13.pdf,95.13,,"Highlands, Speyside",19,58.4,Speyside,Refill Barrel,,"Highlands, Speyside
 Afternoon tea in a Patisserie
The panel was quickly transported to a pa-
tisserie for afternoon tea: tea-chests, strawberry
and sherry trifle, pineapple tart and Batten-
burg cake were the star attractions, fol-
lowed by Danish pastries and toasted almonds,
served with fresh cream. The neat taste was
deliciously sweet; fruit salad and Cra-
nachan with boozy (brandy) whipped
cream, scrumpy cider and an apple aftertaste.
The reduced nose became even more
creamy with condensed milk, Muller Corner
yoghurt, vanilla and blueberry muffins.
Strawberry tarts and pastry sliced through
the cream. The reduced palate had more
creamy vanilla, with a spicy and fruity edge
� root beer float, ginger and cream soda and
bramble wine. Choux pastry cream teas (loose-
leaf English tea) lingered into the aftertaste.
The distillery, built in 1974, was the first of
the Singleton range.",1.0,pending_review
656,SMWS USA,095.15.pdf,95.15,,"Speyside, Spey",23,57.4,Speyside,Refill Barrel,,"Speyside, Spey
 A Graceful Tight Rope Walker
The initial nose had a whiff of varnish and pine
reminiscent of the Big Top. A delightful bal-
ancing act ensued between grapefruit and
marmalade, and the sweetness of Danish
pastry and sultana cake with star anise. The
tastes teetered with orange chocolate liqueur,
Turkish delight and blackcurrant cordial deliv-
ering a spicy, lingering aftertaste. With a
drop of water, it relaxed with mellow sticky
toffee pudding with caramel icing poised be-
tween cooler notes of fennel and menthol.
The finale flourished with chocolate chews,
orange and damson syrup with black tea.
Stage exit with balsa wood and hessian.",1.0,pending_review
657,SMWS USA,095.19.pdf,95.19,,SPICY & SWEET,17,53.2,Speyside Spey,Refill Hogshead,Spicy & Sweet,"SPICY & SWEET
 ENIGMATIC DUALITY
The nose appealed to us all � but in surprisingly different ways � some got
tropical fruits � dried mango, kiwi, lingen berry sorbet and `waxed lemons in the
Tuscan sun' � others detected deeper elements of tar, seaweed and even a wisp of
smoke. That enigmatic duality persisted with water � pink peppercorns,
horseradish, honey, ` lightening over herb gardens' and toasted pistachios. The
palate was immediate and powerful � mouth-coating waxed fruits, heather honey
and cr�me br�l�e wrestled with peppery heat, hints of bonfire ash and carbolic. In
reduction, we found aloe vera, menthol, Fisherman's Friends, clove, hickory and
fried sage leaves � good sweet-savoury balance.",1.0,pending_review
658,SMWS USA,095.20.pdf,95.20,,SPICY & SWEET,17,53.2,Speyside Spey,Refill Hogshead,Spicy & Sweet,"SPICY & SWEET
 GLAZED COCKTAIL SAUSAGES
Cr�me brul�e then thick custard over pears, soon becoming more savoury
(""quiche Lorraine with brown sauce""), chorizo sausage, Bovril, with traces of
treacle toffee. At natural strength the taste echoes this: burnt sausages with
toffee glaze � meaty and spicy. Water raises classic Spanish oak notes initially:
dry overall, with matchbox striker, dusty dried fruits and baking spices. jam
roly-poly pudding in the mouth, then a return of the savoury flavours
(Marmite, Bovril), drying towards a spicy finish. Umami...After , we transferred this whisky directly into a sherry butt for the
remainder of its maturation.",1.0,pending_review
659,SMWS USA,095.7.pdf,95.7,,Spiced Sponge Cake,9,58.1,Highlands,,,"""Spiced Sponge Cake""
The distillery has an unpronounceable
name and was the first of Diageo's Single-
tons. White gold from a , this
sample has an initial whiff of rose water
that settles quickly into a honey glazed
meat. We also found barley, vanilla and
sherbet. Adding water brought out cereal
and grassy notes. The neat taste is sweet
and warming with spiced sponge cake and
hazelnut in the finish. With water it re-
mains light and creamy, yet it is warm and
oily with a medium length nutty finish.",0.95,pending_review
660,SMWS USA,096.9.pdf,96.9,,YOUNG & SPRITELY,8,59.1,Speyside,Refill Barrel,Young,"YOUNG & SPRITELY
 `ICY - CHILL'
 Very clean, fresh, sweet and herbal aromas of bog
 myrtle, laurel, sweet peas and lemon-grass greeted
 the Panel next to peanut butter chocolate ice cream
and an almond-banana smoothie. The initial taste was
 hot, almost harsh, with a sharp, sour and slightly
 acidic tart note. There was an underlying floral
 sweetness but we all agreed that water was needed.
 The nose now had an icy chill of elderflower sorbet,
blue raspberry Slush Puppie and snowdrops blooming
 in the snow. The taste changed dramatically and had
the creamy sweetness of vanilla custard slices as well
 as the spicy nuttiness of Bircher chai muesli.",1.0,pending_review
661,SMWS USA,097.10.pdf,97.10,,Embark on a Journey,17,55.1,Lowlands,,,"""Embark on a Journey""
This Bowling-based industry work-
horse operated for more than two
centuries before being put to sleep
in 1994. Nosing this, you embark on a
journey; starting with fresh paint
and astringent sharpness, it quickly
resolves into buttery sweetness with
digestive biscuits, icing sugar, nutty
toffee and vanilla before releasing
floral notes of violets and dandeli-
ons. With water the bouquet expands
and given enough time the glass fills
with fruit. The unreduced palate is
big and juicy with vanilla toffee,
lemon and salt and a pleasant pep-
pery heat that lingers on. Water
turns it to honey, chilli and Lemsip.",0.95,pending_review
662,SMWS USA,097.13.pdf,97.13,,"Lemons, Chillies and Flowers",18,55.6,Lowlands,,,"""Lemons, Chillies and Flowers""
This distillery, at Bowling near Glasgow,
closed in 1994. The nose has fragrant wood
�garden furniture on decking � with spring
flowers and rose petals close by. It also has
citrus (grapefruit, lemon puffs, lemon bon-
bons and orange liqueur), vanilla fudge and
chocolate. The palate is sweetly enticing
with the heat of habanero chillies, the as-
tringency of lemon zest and a long finish.
The reduced nose has caramel, toffee, fresh
wood shavings, even more floral notes,
soapy lemon and sherbet. With water, the
palate is now lovely and sweet with some
lemon piri-piri. One to stimulate the taste
buds. A long and lively finish.",0.95,pending_review
663,SMWS USA,097.19.pdf,97.19,,"Lowlands, Western Lowlands",19,55.6,,First Fill Barrel,,"Lowlands, Western Lowlands
 Dreamy drammie
The litany of nose descriptors sounded like
the contents of a chocolate box � orange and
strawberry creams, toffee, caramel, marzipan,
ginger, hazelnut praline � and chocolate of
course. We also found mango, kiwi, green-
houses and hints of smoke. The palate was
dreamy � custard apple, spiced pear and
pink peppercorns gave itchy mouth effects;
other flavours included banoffee pie, scented
wood and tobacco. Iced caramels, condensed
milk and Frappucino appeared on the reduced
nose, with hints of aniseed and fennel. The
reduced palate had sugared almonds and
passion fruit balancing finely spiced oak. The
distillery, originating from 1772, burned
down in 2004.",0.95,pending_review
664,SMWS USA,097.7.pdf,97.7,,A Wholesome Appertif,16,56.2,Lowlands,First Fill Barrel,,"""A Wholesome Appertif""
This Lowland distillery, now demol-
ished, was once owned by J.G. Thomson,
one time owners of The Vaults. This
sample is blonde gold in 
first fill barrel. The first nose is of old-
fashioned apple cider, a hint of nuts then
lime and lemon followed finally by cin-
namon. The taste is refreshing with a
long, warming aftertaste. Water brings
out the citric notes; zesty and spicy but
with a long, warming finish. This cask
performs just as a Lowland whisky
should; a wholesome aperitif.",1.0,pending_review
665,SMWS USA,099.11.pdf,99.11,,"Highlands, Eastern Highlands",29,43.4,,Refill Hogshead,,"Highlands, Eastern Highlands
 Tickled by `monstera deliciosa'
After inauspicious beginnings, the nose
settled to dry grass, Golden Virginia, apple
turnovers, fruit salad chews, pungent honey,
leather and marzipan petits fours. The unre-
duced palate was definitely unusual, with
the dry, tickly sensation of some tropical
fruits (custard apple, monstera fruit); plas-
ticine, washing up liquid and ""chewing daf-
fodil bulbs"" were also mentioned: then peaty
hints in the finish. The reduced nose was
floral and fruity (apples, pears, mandarins)
with baklava sweetness, lemon toddy and dry
wood. Some thought the reduced palate
""fabulous"" with leather, pipe tobacco and
""adult sweets"" (Old English Spangles, ap-
parently). This Peterhead distillery closed
in 1983.",0.95,pending_review
666,SMWS USA,099.12.pdf,99.12,,"Highlands, Eastern Highlands",30,46.7,,Oloroso Sherry,,"Highlands, Eastern Highlands
 Medieval banquet
Weirdly complex � yeast, red grapes, lin-
seed oil, ham & pickle crisps, winey-
garlicky cheese fondue, white jasmine,
strawberry shortcake fruit corner and
Schweppes lemonade � everything at once
like a medieval banquet. A savoury palate;
brown sauce covered cold Scotch pie and
more of those crisps but also lovely
peachy-mango coulis, Canada Dry ginger
ale and a dry peppery heat. Dry in reduc-
tion like an Oloroso sherry, wet clay, win-
dow putty, pork chops & apple sauce, Irn
Bru, Wham or Refreshers bars � we could-
n't decide. To taste we thought the com-
plexity was lost; it became dusty, with mut-
ton, leather and starfruit. This Peterhead
distillery closed in 1983.",0.95,pending_review
667,SMWS USA,099.9.pdf,99.9,,Real Ale in Real Pubs,24,44.1,Highland,,,"""Real Ale in Real Pubs""
Built in 1875, this was once the eastern-
most distillery in the Highland, but
sadly it no longer exists making this
whisky very, very rare. The -
gie gives a light shade of amber. First
nosing comprises of tangerines followed
swiftly by walnuts and rising loaf aro-
mas. As to taste, there are pumpkin
seeds, more nuts and a buttery mouth-
feel. With more yeast and dough fla-
vours, one panel member was reminded
of his last trip to a real ale festival.
Water brought a resounding cry of.
""Opal Fruits"" (or Starburst for the
younger members) and then a velvety
throat full of walnuts, almonds and
freshly scattered sawdust on a real pub
floor. Imagine strolling through Foun-
tainbridge, breathing deeply.",0.95,pending_review
668,SMWS USA,100.08.pdf,100.8,,"Highlands, Speyside (Strathisla)",10,60.9,Speyside,Refill Barrel,,"Highlands, Speyside (Strathisla)
Fresh and innocent with divine sweetness
 The nose started out with fresh linen, lime and
 verbena; then became deliciously sweet and
 creamy (raspberry ripple ice-cream, toffee, honey,
 praline, butterscotch, corn syrup). Later, a balsamic
 pungency tiptoed in. the palate matched the
 nose � mouth-wateringly sweet (vanilla, Butterk-
 ist popcorn) with some citrus zest and a dry fin-
 ish. The reduced nose was still fresh, but less
 fruity; now with Parkinson's butter drops and
 shortbread, white pepper and manzanilla sherry.
 The palate changed little in reduction � toffee,
 citrus, pepper and vanilla � well-balanced, easy-
 drinking; palate-cleansing but leaving some heat
 behind. This Keith distillery was converted from
 a meal mill in 1891.",1.0,pending_review
669,SMWS USA,100.10.pdf,100.10,,"Speyside, Deveron",8,60.3,Speyside,Refill Barrel,,"Speyside, Deveron
Spritzy and tasty with a bitter twist
The nose commenced with spirity pear, ap-
ple and wood shavings; then sweetness
emerged � vanilla, Rice Krispies squares, straw-
berry Angel Delight, barley sugars and Edin-
burgh Rock; tea leaves and tobacco later. The
palate had pepper, horseradish and wasabi heat,
but was tasty (sugared almonds, Cadbury's
mini eggs, red apple, sweet citrus) with an
attractive bitter twist (tonic, fruit skins, perfume
spray, oak). The reduced nose was more ac-
cessible, if little changed (rhubarb and custard
sweets, grass, sherbet straws). The palate
now settled to peeled twigs, lychees, sherbet
lemons, purple fruit pastilles and some spritzy
effervescence. This distillery once had a
whisky fountain.",1.0,pending_review
670,SMWS USA,100.12.pdf,100.12,,"J U I C Y, OA K & VA N I L L A",10,,Speyside,Refill Barrel,,"J U I C Y, OA K & VA N I L L A
 TRIP TO A SHOPPING MALL
 On the nose, lemon, elderflower and tinned fruit salad gradually gave
 way to deeper notes of cashews, raisins, cinnamon, ginger and Buttercup
 cough mix. The neat palate had light spice and lots of sweetness
 (marshmallows, cherry lips, cola cubes, foamy bananas, Nutella and
 sticky toffee pudding). The reduced nose offered banana liqueur, red
 laces and rum and raisin ice-cream; some panellists were transported to
 a shopping mall (noodle bar, hairdresser and confectioner nearby).
 Oaky spice and vanilla began to show through on the reduced palate,
 along with butterscotch, banana chips, popcorn and toasted
 marshmallows � and a hint of Murray mints.",0.9,pending_review
671,SMWS USA,100.9.pdf,100.9,,"Highlands, Speyside (Strathisla)",11,58.6,Speyside,Refill Barrel,,"Highlands, Speyside (Strathisla)
 Flamenco dancer on the tongue
The nose gave a big fruity blast (gooseberries,
apple sours, lemon, Um Bongo) nicely bal-
anced by barley sugar, chocolate, popcorn,
fudge and honey. We also detected pepper,
tea, grass, hay and Pandrops. The palate de-
livered hot, dry spice, with sharp fruits
(lemon, green apple) and creamy custard.
""It's dancing on my tongue"" said the Vault-
master; ""Dancing flamenco!"" said the
Whisky-bard. The reduced nose had Shloer
grape juice, Campinos, vanilla ice-cream,
chocolate and pink wafers. The reduced pal-
ate still had plenty of spicy heat and a numb-
ing effect like menthol tobacco or Listerine
mouth-wash. Hard-to-find whisky from
Keith's most southerly distillery.",1.0,pending_review
672,SMWS USA,104.5.pdf,104.5,,Retsina and Chocolate Limes,30,50.9,,,,"""Retsina and Chocolate Limes""
This whisky was in production on a Lomond
still between 1958 and 1981 and named after
the former production director, Willie
Craig. Despite its considerable age, the
dram has the sparkle of gold glitter and a
remarkable fresh nose - pine needles! It is-
n't often that the Panel feels it has been
transported to a sun-soaked Greek beach,
glugging Retsina and feasting on grilled fish!
This has surprising notes of pine resin and
sap, as if firewood has been chopped prema-
turely. With time vanilla, pineapple and
lychees are welcomed into the mix. Undilut-
ed, the pine is not as evident in the mouth
but there are limes, Eccles Cakes and icing
sugar sweetness, with a tongue-drying finish.
With a small amount of water the nose re-
veals more pine and more citrus fruit, main-
ly lemons but also the lime candy from choc-
olate limes. A rarity, this whisky is seldom
seen, and thoroughly outstanding.",0.9,pending_review
673,SMWS USA,105.10.pdf,105.10,,Orange and Aniseed,21,57.2,Highlands,,,"""Orange and Aniseed""
This distillery is certainly unusual in de-
sign. According to famed whisky writer
Michael Jackson, this is ""the most archi-
tecturally elegant of all whisky distiller-
ies"". An ornamental loch and belfry
make it very distinctive. An ex-sherry
hogshead has given this the intense col-
our of dark orange syrup. An abun-
dance of aniseed, medicine cabinets and
oranges, rather like an orange liqueur
(Grand Marnier), are all flavours that
emerge with the neat taste - warm, spicy
and complex. With water there is very
little change but with slightly more wood
character, which retains the robustness.
The most unusual, yet tasteful whisky of
the night by a country mile.",0.95,pending_review
674,SMWS USA,105.12.pdf,105.12,,"Highlands, Speyside",25,55.8,Speyside,First Fill Sherry Hogshead,,"Highlands, Speyside
 Spooky!
 The fabulous nose recalled the caramelised on-
 ion chutney that usually accompanies the
 panel's cheese; we also found meatiness
 (beef in red wine, honey-glazed ham) and
 much else beside � cinder toffee, redcur-
 rants, coffee, peppermint. Mint came through
 on the palate (mint humbugs, mint chocolate
 matchmakers) along with warming clove
 balls and dark chocolate truffles. The reduced
 nose (treacle scones, distant fireworks)
 hinted at Halloween and gave everlasting
 pleasure. Halloween continued on the pal-
 ate, ""Spooky!"" someone said; big sweet tof-
 fee fun with spicy complexity; one of the most
 positive responses to sherried whisky for
 ages. The distillery's clock tower plays
 Scottish tunes.",1.0,pending_review
675,SMWS USA,105.15.pdf,105.15,,"Highlands, Speyside",28,55.4,Speyside,First-Fill Sherry Hogshead,,".
 Highlands, Speyside
 A tonic to lift the spirits
Clean, fresh and simple on the nose, with saddle
soap and leather polish to start, then dentists'
mouthwash, pine needles and tonic water, with
`Daim Bar' (praline covered with chocolate)
after a while. Not as sweet a taste as ex-
pected; cooling mint and liquorice; slightly salty,
but with chocolate in the aftertaste. The cool-
ing effect becomes more pronounced with
water � minty and mentholated (`Hoola-Hoola Ice
Powder', for those who have been to Thai-
land); caramel, tobacco and nasturtiums. Now
much sweeter to taste, though still lightly
mouth-cooling, with dark chocolate in the finish.
The distillery, built in the 1950s, was de-
signed by a Past President of the Royal
Academy.",1.0,pending_review
676,SMWS USA,105.17.pdf,105.17,,"Speyside, Spey",28,55.3,Speyside,First-Fill Sherry Hogshead,,"Speyside, Spey
 Wowee!
 Wowee! � a mouth-watering nose � initial
 waves of teriyaki, soy noodles, crispy bacon,
 cough medicine and rum, followed by roast
 pork with apple sauce and sultanas cooking in
 cinnamon, butter and sugar; also some
 grass, wood glue and bubble gum. We tasted
 fascinating flavours of char siu pork, dried figs
 and cooked cherries and apples � then a
 breath-taking finish of liquorice, shoe polish,
 wood and posh leather. The reduced nose was
 sweeter and tamer � spiced onion jam and Old
 English Spangles. The palate now sug-
 gested brown sugar on porridge, maple candy
 and hints of grapefruit. The distillery has a
 musical clock tower.",1.0,pending_review
677,SMWS USA,105.8.pdf,105.8,,Fudge and Green Ivy,18,61.8,Speyside,,,"""Fudge and Green Ivy""
Built in the late 1960's, this distillery is
owned by Allied and found on the A95
between Granton-on-Spey and the
Bridge of Avon. From an American
bourbon barrel, this dram is mid-gold
with an instantly creamy, fudge nose.
Green ivy and cold cream aromas also
develop alongside the syrup from tinned
peaches. With water, the nose should
discover a dry-stone wall covered in
moss, which subsides to leave milk choc-
olate and hazelnuts. The chocolate is
carried over onto the palate at reduced
strength to compliment the exceptionally
balanced Speyside profile: sweet, floral
and a little fruity.",0.95,pending_review
678,SMWS USA,106.17.pdf,106.17,Glenturret,Fresh and Invigorating,20,57.8,,,,"""Fresh and Invigorating""
This highly popular malt (third in the
world) started out as John Cummings
illicit operation. First licensed in 1824 it
was completely rebuilt by his daughter-
in-law in 1885. Recently this whisky
caused a huge commotion in the Scotch
whisky industry when the owners tried
to re-create the brand as a pure malt.
This is the real McCoy. The sample is a
dull gold from a . Seeming
younger than its years, the nose is sweet
(wine gums, chocolate creams), fresh and
invigorating with a touch of smoke. The
unreduced nose retains the smoke but is
more citric and floral. The neat taste is
sweet, creamy and smooth. Diluted it is
peppery on the tongue with a creamy
finish. A no-nonsense, easy-drinking
dram.",0.9,pending_review
679,SMWS USA,106.18.pdf,106.18,Glenturret,"Highlands, Speyside",27,52.6,Speyside,Refill Hogshead,,"Highlands, Speyside
 Bottled essence of summer
 Our noses found poignant floral perfumes,
 shrubberies and pine tree freshness. We also
 detected ripe fruits (apple, mango), candles,
 cinnamon, clove and honey on buttered
 toast. The palate was chewy and delicious;
 fragrant wood, flowers and tropical fruits
 (lychee, apricot, passion fruit) mingled with
 sweet toffee flavours to draw sighs of content-
 ment from the panel. The reduced nose,
 with tutti-frutti ice-cream, lime, sawn wood
 and aromatherapy oils made us think of warm
 summer nights. The palate now carried
 rose and lemon-flavoured Turkish Delight with
 stem ginger spicy warmth in the tail-flick. The
 distillery houses the spiritual home of
 Johnnie Walker.",1.0,pending_review
680,SMWS USA,107.6.pdf,107.6,Laphroaig,A Summer Meadow,13,59.0,Highlands,,,"""A Summer Meadow""
This distillery was designed by Delme Ev-
ans, the greatest distillery designer of the
20th Century, and built in 1967 on the
slopes of Ben Rinnes. This example of the
make is the 
and was clearly matured in a -
head. The first nose is soft and well
rounded with no nose prickle. The aroma is
both floral (hedgegrows and laurel leaves)
and cereal (ears of wheat and dried hops).
The taste at natural strength is complex,
sweet and slightly tart like acid drops
(hard candy), fresh and pleasant. Water
brings out its Speyside character - pear
drops and boiled sweets - clean and fresh.
A soft mouthfeel and sweet taste leads to a
medium length and satisfying finish. A fine
dram for all occasions.",0.95,pending_review
681,SMWS USA,108.7.pdf,108.7,Bunnahabhain,Boozy Pineapples,10,59.4,Speyside,,,"""Boozy Pineapples""
This Speyside dis llery has a Gaelic name
which we've heard pronounced different
ways, and was recently built back in 1975.
This youthful example is from a hogshead and
has a light golden 
strength is aggressive as it should be, with
chilled pizza dough, fresh bu er and fresh
pineapples. The palate explodes with pineap-
ples again, and a ngly acidity that borders
on a ack. With dilu on the pineapple re-
mains, and the dram is lovely and refreshing
with green apples appearing in the end. Un-
complicated and cleansing on the palate, we
also thought that this whisky would make a
wonderful long drink to lavish upon.",0.95,pending_review
682,SMWS USA,112.11.pdf,112.11,,"JUICY, OAK & VANILLA",15,58.9,Highland,Refill Barrel,,"JUICY, OAK & VANILLA
 N O S TA L G I C
 AND COMFORTING
 Fresh wood aromas (new wooden boxes and pencil
shavings) gave way to a grassy apple orchard. In turn,
 sweetcorn, vanilla, mango and orange fruit pastilles
 and toasted coconut. To taste it was well balanced,
bourbon-like and gently spicy, with corn on the cob, a
 hint of Cajun spice and candied lime peel. Adding
 water made us feel nostalgic and comforted. A deep
 crusted apple pie with thick, thick bourbon vanilla
custard which gave way to fresh and clean aromas of
 muddled mint leaves. Who could resist taking a sip?
 Still bourbon-like, but with cinder to ee and then a
 clean menthol refreshing mid-length finish.",1.0,pending_review
683,SMWS USA,112.7.pdf,112.7,,"Highland, Western",13,58.5,Highland,Refill Barrel,,"Highland, Western
 Youthful vigour in a barrel prison
The nose had sweetness (butterscotch, honey,
syrup) but that was held fast by a barrel
stave prison of woody, spicy aromas � clove, hot
cross buns, glossy magazines, charred and
toasted oak and vanilla. It seemed creamier
and more perfumed with water � beeswax,
linseed oil, hazelnut and Yankee candles. The
palate had a youthful vigour involving goose-
berry, pea-pods, green olives, grass, green-
houses and glue � but also carried silky tex-
tures, marshmallow and toffee bonbon sweetness
and interesting citrus. In reduction, we
tasted apple skins, cream soda and pot-pourri
� light but pleasantly refreshing stuff to delight
Captain Haddock (Tintin) whose favourite
dram this is.",1.0,pending_review
684,SMWS USA,112.8.pdf,112.8,,"Highland, Western",14,57.8,Highland,Refill Barrel,,"Highland, Western
 ""Vegetarian!""
Initially some were on a DIY trip applying
linseed oil window putty whilst others re-
turned to their childhood making shapes
with Play-Doh and drawing with wax crayons
� all eating Garibaldi biscuits! With time
aromas of a black raspberry fruit pie developed
as well as roasted hazelnuts resembling biting
into a Ferrero Rocher. The taste was like a
spiced Scotch pie but with rhubarb and apple filling,
white pepper and chilli flakes. Water re-
leased aromas of adding a splash of vegeta-
ble oil into your hot wok preparing a vegetable
Chow Mein with beansprouts, shiitake mush-
rooms, water chestnuts and hoisin sauce.
 
 
 Flavour profile: Spicy & dry",1.0,pending_review
685,SMWS USA,113.14.pdf,113.14,,Sinful and Naughty,12,57.8,,Refill Butt,,"""Sinful and Naughty""
From the highest distillery in Scotland,
not far from a Catholic seminary comes
this light bronze dram from a .
The nose is full of sinful things, with its
iced caramels, toffee bonbons, sweetie
tobacco and burnt paper--definitely one
to linger over. The neat taste is equally
seductive with sweet, dry and warm fla-
vours of burnt caramel and a liquorice
root aftertaste. Water tends to break the
spell; the nose becomes more leafy and
minty and the taste turns to nuttiness and
menthol. Give this dram time and the
nose has pure honey. Heavenly, in a
naughty kind of way.",0.95,pending_review
686,SMWS USA,117.5.pdf,117.5,,Ireland,22,55.5,,Cask: Refill Sherry Hogshead,,"Ireland
 Smouldering, brooding and alluring
 The alluring nose presented apple sours and
 cherry pieces in dark chocolate, Brazil nuts
 and coconut macaroons; hints of Bovril,
 cinnamon, sandalwood and manuka honey. At
 full strength, the palate was mouth-drawing
 and dry but full of flavour � Black Forest ga-
 teau, Kirsch, treacle toffee, blackcurrant
 jam, Campinos, fried sage leaves and brood-
 ing eastern spices. The reduced nose sug-
 gested smouldering aromatic woods, herbs and
 incense, with even more cherries, chocolate
 and nuts. The palate was a trance-inducing
 mix of teasing textures and delicious tastes of
 salted caramels, Moffat toffees and vanilla.",0.95,pending_review
687,SMWS USA,121.12.pdf,121.12,,Perfect for a Picnic,10,52.4,,,,"""Perfect for a Picnic ""
This distillery was founded in 1995,
when this , and is
already producing remarkably con-
sistent spirit. This is a whisky with the
sparkly 
summer dram with estery and floral
notes, perfect for a picnic. Raspberries,
cranberries, peppermint tea, clover and
lily of the valley are all evident on the
initial nose, followed by Campino sweets
(strawberries and cream). To taste, it is
fizzy and warm with a slightly heavy
mouthfeel, flavours of toffee, pepper-
mint, chocolate and a menthol finish.
The addition of water brings stewed rhu-
barb and homemade custard, Werthers
Original and fresh mint. The taste re-
mains smooth and unctuous, like melted
butter and warm maple syrup over fresh
pancakes.",0.9,pending_review
688,SMWS USA,121.30.pdf,121.30,Arran,"Highlands, Arran",11,55.6,,Refill Butt,,"Highlands, Arran
Crispy aromatic duck and Waldorf Salad
 The nose had cinder toffee and spun sugar,
 dates, figs and egg custard tarts but it was
 primarily savoury � honey-glazed barbeque
 ribs or crispy aromatic duck with hoi-sin
 sauce. The palate confirmed oriental shred-
 ded duck with plum sauce, some umami
 character, caramelised shallots and ginger root
 as well as burnt toffee and Demerara. With
 water the nose had the nuttiness of sugar
 puffs, sesame snaps and walnuts in a Waldorf
 salad (with maple syrup and balsamic dress-
 ing). The palate became a very pleasant
 mix of sweet toffee with the other savoury,
 almost salty notes. The distillery was built
 in 1995.",0.95,pending_review
689,SMWS USA,121.32.pdf,121.32,Arran,"Highlands, Arran",9,56.3,,Refill Hogshead,,"Highlands, Arran
 Toothsome and invigorating
 The nose was wonderfully invigorating � pine-
 apple, lemon and fragrant peach, toffee pop-
 corn, honey, white chocolate and Danish
 pastries; also white pepper, cinnamon and
 ginger. The palate had a lovely viscous tex-
 ture, with flavours of sweet brioche, scented
 wood, green bananas and warm spices. Wa-
 ter brought yet more fruit to the nose � ly-
 chee, apple, apricot, eau de vie and some va-
 nilla. The reduced palate was clean and
 toothsome with a menthol, eucalyptus cool-
 ness and white wine dryness to offset the
 fruit salad in syrup. A very nice cask impact
 on this millennium spirit from the Loch-
 ranza dream factory; try it chilled!",0.95,pending_review
690,SMWS USA,121.38.pdf,121.38,Arran,"Highlands, Arran",7,61.6,,Sherry Butt,,"Highlands, Arran
 Sumptuous and stunning
Treacle toffee, Christmas cake, dates, figs,
plums, walnuts and lamb tagine with black
olives � the nose had all this, along with
some sherry (happily no sherry `negatives').
The palate was sumptuous, ""full on"" and
""stunning!"" � we identified dried fruits, mus-
covado sugar, dark chocolate and molasses
with spicy caramelised pork (even traces of
teriyaki). The reduced nose had satisfying
aromas of spiced oak, nutty toffee, prunes and
hints of English mustard. The mouth-feel
was lovely and the palate achieved good
balance between woody astringency and
sweet toffee � even the non sherry lover was
ecstatic. The distillery is only fifteen years
old.",0.95,pending_review
691,SMWS USA,121.42.pdf,121.42,Arran,"Highlands, Arran",14,52.8,,Refill Hogshead,,"Highlands, Arran
 A Baker's Delight
The lively nose brought lemon hard boiled
sweets, peach flan and barley sugar. Then, a
multitude of layers unfolded with fudge,
strawberry tarts and banana bread. There was a
freshness too with clean linen and lavender
scent. The neat palate was hot and spicy,
reminiscent of a Bakewell tart with spices.
Grapefruit, lemon peel and almonds brought more
delights to the bakery. The reduced nose
revealed strawberries and cream (double thick
Jersey cream), with a squeeze of lemon.
Pastry notes followed with icing sugar and
cream tarts. The reduced palate became para-
doxically thicker with water � chewy lemon
meringue pie with whipped cream. This distillery,
on the most southerly Scottish island, cele-
brates its 15th anniversary in 2010.",0.95,pending_review
692,SMWS USA,121.47.pdf,121.47,Arran,"Highlands, Arran",12,56.5,,Refill Barrel,,".
 Highlands, Arran
 Citric, floral, sweet and herbal
Immediately inviting with initial smells of va-
nilla sponge cake, lemons, pineapple and thick
floral honey. This was mirrored in the taste
but a slight spirity note and white pepper heat
counterbalanced the thick juicy sweetness. The
addition of water brought out herbal charac-
ters (verbena, lemon thyme), more citrus,
white peaches, dry wood chips while one Panel-
list was reminded of a spring meadow after a
heavy rainfall. On the palate it was light, flo-
ral, woody, juicy sweet, and citric; a slightly
bitter woody aftertaste helped to create a
whole mouthfeel. Eagles nested in the dis-
tillery buildings halting construction for six
months.",0.95,pending_review
