queue_id,entity_key,field_name,proposed_value,confidence,source,status,classification
KB_9a429e03fccd4cfa8571,63c13200-4827-547d-9592-5a9864db6374,cask_type,refill,0.95,smws,pending,NO_CHANGE
KB_8222894c407745b7bd9d,63c13200-4827-547d-9592-5a9864db6374,age,8.0,0.95,smws,pending,NO_CHANGE
KB_b89f536590b340cf9a2b,63c13200-4827-547d-9592-5a9864db6374,abv,60.8,0.95,smws,pending,NO_CHANGE
KB_ed65adaf8c974b918a81,63c13200-4827-547d-9592-5a9864db6374,region,Islay,0.95,smws,pending,NO_CHANGE
KB_cca5f940b6cb489ca1a1,52bef5e6-a5a3-5e3d-b5b9-94d7768fbd42,cask_type,hogshead;refill,0.95,smws,pending,NO_CHANGE
KB_357e4178a21d4395b2cb,52bef5e6-a5a3-5e3d-b5b9-94d7768fbd42,age,6.0,0.95,smws,pending,NO_CHANGE
KB_b015454c9aa846079ab2,52bef5e6-a5a3-5e3d-b5b9-94d7768fbd42,abv,61.4,0.95,smws,pending,NO_CHANGE
KB_d30c4d25457c4bb6b580,52bef5e6-a5a3-5e3d-b5b9-94d7768fbd42,region,Islay,0.95,smws,pending,NO_CHANGE
KB_ba1313e95fac400db6a3,62ae6332-c805-5bbb-b9da-caadffc0febf,cask_type,refill,0.95,smws,pending,NO_CHANGE
KB_653a6ebbb2cd4aaa9363,62ae6332-c805-5bbb-b9da-caadffc0febf,age,9.0,0.95,smws,pending,NO_CHANGE
KB_d91651e9cfa24370a000,62ae6332-c805-5bbb-b9da-caadffc0febf,abv,60.4,0.95,smws,pending,NO_CHANGE
KB_9ca5c28be4114a269531,bfb56a35-b717-5916-8048-294f0e5587f9,age,17.0,0.95,smws,pending,NO_CHANGE
KB_267b789d30594d35ab42,bfb56a35-b717-5916-8048-294f0e5587f9,abv,55.8,0.95,smws,pending,NO_CHANGE
KB_6fed5f947aba45b78f43,833d99e1-858a-5b8c-b999-517e04bb7707,cask_type,refill,0.95,smws,pending,NO_CHANGE
KB_cccd8b32cc9242548ae8,833d99e1-858a-5b8c-b999-517e04bb7707,age,10.0,0.95,smws,pending,NO_CHANGE
KB_2c2244e56ef84c3e9078,833d99e1-858a-5b8c-b999-517e04bb7707,abv,61.9,0.95,smws,pending,NO_CHANGE
KB_a3c19c174ed041c58024,095ed3f1-39f5-5ffa-8aee-268daa1be826,cask_type,refill,0.95,smws,pending,NO_CHANGE
KB_e38b5373027347628ba6,095ed3f1-39f5-5ffa-8aee-268daa1be826,age,9.0,0.95,smws,pending,NO_CHANGE
KB_c3968cb83ae54b1dad94,095ed3f1-39f5-5ffa-8aee-268daa1be826,abv,58.6,0.95,smws,pending,NO_CHANGE
KB_0d5a89576072496c9471,dc70b562-1159-5c0a-a834-ff0ed313a132,cask_type,hogshead;refill,0.95,smws,pending,NO_CHANGE
KB_30c4139d091e48f39528,dc70b562-1159-5c0a-a834-ff0ed313a132,age,9.0,0.95,smws,pending,NO_CHANGE
KB_1bc63ccc4ce44bec9779,dc70b562-1159-5c0a-a834-ff0ed313a132,abv,61.4,0.95,smws,pending,NO_CHANGE
KB_8883f56c473940afb518,6bfcd3a9-d5a1-58bd-b708-1f03078d66c1,age,10.0,0.95,smws,pending,NO_CHANGE
KB_750c435b4f634b698ceb,6bfcd3a9-d5a1-58bd-b708-1f03078d66c1,abv,59.6,0.95,smws,pending,NO_CHANGE
KB_87a998ae91a94ce1b3e1,6bfcd3a9-d5a1-58bd-b708-1f03078d66c1,region,Islay,0.95,smws,pending,NO_CHANGE
KB_8c2d9286888e4dd99ec9,4b3de087-6462-5231-a3d5-5f36575d60c2,cask_type,refill,0.95,smws,pending,NO_CHANGE
KB_1a4f47931ab245328bc5,4b3de087-6462-5231-a3d5-5f36575d60c2,age,10.0,0.95,smws,pending,NO_CHANGE
KB_276a9841e7bd45d49ebd,4b3de087-6462-5231-a3d5-5f36575d60c2,region,Speyside,0.95,smws,pending,NO_CHANGE
KB_ac1181d4f9d44375b5f0,00bf2de7-aa9f-56c5-9bad-251e9ef209d7,cask_type,butt;first-fill;sherry butt,0.95,smws,pending,NO_CHANGE
KB_55479eb67b734f78a542,00bf2de7-aa9f-56c5-9bad-251e9ef209d7,age,13.0,0.95,smws,pending,NO_CHANGE
KB_2cd335552aa24b329328,00bf2de7-aa9f-56c5-9bad-251e9ef209d7,abv,62.7,0.95,smws,pending,NO_CHANGE
KB_e57a605cc2774dd9866b,5f0a3cd8-1703-581f-bc4f-9c935c333d8a,cask_type,refill,0.95,smws,pending,NO_CHANGE
KB_692b55d62f154b70b14e,5f0a3cd8-1703-581f-bc4f-9c935c333d8a,age,10.0,0.95,smws,pending,NO_CHANGE
KB_eeab869a66ab44ca8291,5f0a3cd8-1703-581f-bc4f-9c935c333d8a,abv,59.3,0.95,smws,pending,NO_CHANGE
KB_f3c39d03bf6b48249d22,5f0a3cd8-1703-581f-bc4f-9c935c333d8a,region,Highland,0.95,smws,pending,NO_CHANGE
KB_7a60a865deba47d79a67,e9e53564-8947-5707-a819-fc8330a7aa9f,age,22.0,0.95,smws,pending,NO_CHANGE
KB_7e7978a90c8141b0b325,e9e53564-8947-5707-a819-fc8330a7aa9f,abv,51.6,0.95,smws,pending,NO_CHANGE
KB_e386f9588e9f4e069dec,6deb1e12-ebe1-517a-beef-f215484a59db,cask_type,port pipe;refill,0.95,smws,pending,NO_CHANGE
KB_c9941a33a6c6435aa341,6deb1e12-ebe1-517a-beef-f215484a59db,age,10.0,0.95,smws,pending,NO_CHANGE
KB_b799367a5ed24944853a,6deb1e12-ebe1-517a-beef-f215484a59db,abv,57.2,0.95,smws,pending,NO_CHANGE
KB_c1b4d2d3e7064d76a239,438c8685-481e-5fb3-ab5d-4e6a851e9d24,cask_type,refill,0.95,smws,pending,NO_CHANGE
KB_0a1de094df5f42f7ba5d,438c8685-481e-5fb3-ab5d-4e6a851e9d24,age,9.0,0.95,smws,pending,NO_CHANGE
KB_432ab38cad804ff8a3c9,438c8685-481e-5fb3-ab5d-4e6a851e9d24,abv,56.2,0.95,smws,pending,NO_CHANGE
KB_2f70ebe4b36045a6ab93,c689f2f3-bf99-50a5-ad12-b79b75e11892,cask_type,refill,0.95,smws,pending,NO_CHANGE
KB_6f71765d05514f39a247,c689f2f3-bf99-50a5-ad12-b79b75e11892,age,11.0,0.95,smws,pending,NO_CHANGE
KB_97c92c6535a2419a8f39,c689f2f3-bf99-50a5-ad12-b79b75e11892,abv,56.1,0.95,smws,pending,NO_CHANGE
KB_35024225998840b4bfc0,c689f2f3-bf99-50a5-ad12-b79b75e11892,region,Highland,0.95,smws,pending,NO_CHANGE
KB_0675f993e7b64951b03b,a003e793-e244-55be-849d-627ccd0f169b,cask_type,hogshead;refill,0.95,smws,pending,NO_CHANGE
KB_c1fa660fed01416b847d,a003e793-e244-55be-849d-627ccd0f169b,age,27.0,0.95,smws,pending,NO_CHANGE
KB_31f28f9b34f645a38fb7,a003e793-e244-55be-849d-627ccd0f169b,abv,49.2,0.95,smws,pending,NO_CHANGE
KB_94e04797fb424e1cb143,fd7b2a97-d5e8-56f6-b03f-a68591ff085c,age,18.0,0.95,smws,pending,NO_CHANGE
KB_7e9f2961cbe74e27baab,fd7b2a97-d5e8-56f6-b03f-a68591ff085c,abv,52.6,0.95,smws,pending,NO_CHANGE
KB_4be787db4cb14b42af5d,c8e7c7c0-992b-5b2b-8a20-b75ca0b224ca,cask_type,hogshead;refill,0.95,smws,pending,NO_CHANGE
KB_0d62f2d886064a4aa553,c8e7c7c0-992b-5b2b-8a20-b75ca0b224ca,age,19.0,0.95,smws,pending,NO_CHANGE
KB_5c18311dfe9241f38886,c8e7c7c0-992b-5b2b-8a20-b75ca0b224ca,abv,53.5,0.95,smws,pending,NO_CHANGE
KB_a342ed77ad3d4ca18d16,e53e858b-a8f7-5b7e-9fc6-ab1c8bcca7f4,cask_type,hogshead;refill,0.95,smws,pending,NO_CHANGE
KB_92e5d462047246bb9f9a,e53e858b-a8f7-5b7e-9fc6-ab1c8bcca7f4,age,21.0,0.95,smws,pending,NO_CHANGE
KB_360cb897e2d14f0aa013,e53e858b-a8f7-5b7e-9fc6-ab1c8bcca7f4,abv,54.0,0.95,smws,pending,NO_CHANGE
KB_12e2d8157c0247da9318,cbe45610-b791-5769-84ed-a61a1df71386,cask_type,butt;sherry butt,0.95,smws,pending,NO_CHANGE
KB_18a3218783d44bd0b34e,cbe45610-b791-5769-84ed-a61a1df71386,age,24.0,0.95,smws,pending,NO_CHANGE
KB_1950b72cf28748059cc1,cbe45610-b791-5769-84ed-a61a1df71386,abv,54.9,0.95,smws,pending,NO_CHANGE
KB_30358b8f3fb240b2b6ed,cbe45610-b791-5769-84ed-a61a1df71386,region,Lowland,0.95,smws,pending,NO_CHANGE
KB_3fda6baada1446668991,33dfae40-73c8-5be1-a67b-5fb91f3fe9a7,age,13.0,0.95,smws,pending,NO_CHANGE
KB_e941b284f45143ebadd3,33dfae40-73c8-5be1-a67b-5fb91f3fe9a7,abv,56.6,0.95,smws,pending,NO_CHANGE
KB_a528fcae08fc4ae3ac0a,3f8a6602-ccaf-5f8b-b348-9ce76750afdf,age,18.0,0.95,smws,pending,NO_CHANGE
KB_4f83d4428fa84a0fb0aa,3f8a6602-ccaf-5f8b-b348-9ce76750afdf,abv,56.4,0.95,smws,pending,NO_CHANGE
KB_dedca214f1ba432d9cb0,b5d3c297-c493-5c8f-b5a2-e31d15217c0f,cask_type,refill,0.95,smws,pending,NO_CHANGE
KB_eb6c308ecbbf420a9fbc,b5d3c297-c493-5c8f-b5a2-e31d15217c0f,age,6.0,0.95,smws,pending,NO_CHANGE
KB_840d6adaf0364fb8a987,b5d3c297-c493-5c8f-b5a2-e31d15217c0f,abv,63.5,0.95,smws,pending,NO_CHANGE
KB_2f3503558dcc49f99132,b5d3c297-c493-5c8f-b5a2-e31d15217c0f,region,Islay,0.95,smws,pending,NO_CHANGE
KB_4dda854861704012b8ef,af2ffb32-dd5f-5160-953c-301c3f0a5209,cask_type,refill,0.95,smws,pending,NO_CHANGE
KB_31c647302c2f45a98569,af2ffb32-dd5f-5160-953c-301c3f0a5209,age,8.0,0.95,smws,pending,NO_CHANGE
KB_0373989f421e4ab1a96d,af2ffb32-dd5f-5160-953c-301c3f0a5209,abv,62.5,0.95,smws,pending,NO_CHANGE
KB_f5df3997cb764a778ffe,af2ffb32-dd5f-5160-953c-301c3f0a5209,region,Islay,0.95,smws,pending,NO_CHANGE
KB_1dbcd9bb3d1644abbf62,3b535169-85ca-50a3-bb5e-f3a25d9fbccd,cask_type,refill,0.95,smws,pending,NO_CHANGE
KB_13ee17c36fcf49ba9c70,3b535169-85ca-50a3-bb5e-f3a25d9fbccd,age,9.0,0.95,smws,pending,NO_CHANGE
KB_ed16172a83e44f2f98bb,3b535169-85ca-50a3-bb5e-f3a25d9fbccd,abv,66.0,0.95,smws,pending,NO_CHANGE
KB_ebe8c1c7c5b5438594cc,3b535169-85ca-50a3-bb5e-f3a25d9fbccd,region,Islay,0.95,smws,pending,NO_CHANGE
KB_ef3f5a84e03146688284,a773ee7d-2049-5dd9-9256-e753b986b2d3,cask_type,refill,0.95,smws,pending,NO_CHANGE
KB_e29e47ef4d18490faef4,a773ee7d-2049-5dd9-9256-e753b986b2d3,age,9.0,0.95,smws,pending,NO_CHANGE
KB_b5e26abdc62f4a21b933,a773ee7d-2049-5dd9-9256-e753b986b2d3,abv,65.9,0.95,smws,pending,NO_CHANGE
KB_342b12ba3fae4c0dae2c,a773ee7d-2049-5dd9-9256-e753b986b2d3,region,Islay,0.95,smws,pending,NO_CHANGE
KB_13046bb98c38426dab98,fe277e32-849a-5740-86b6-ed4f1765468b,cask_type,butt;sherry butt,0.95,smws,pending,NO_CHANGE
KB_af3cb33412434d17b038,fe277e32-849a-5740-86b6-ed4f1765468b,age,9.0,0.95,smws,pending,NO_CHANGE
KB_7e655885370f4c4e9c14,fe277e32-849a-5740-86b6-ed4f1765468b,abv,66.4,0.95,smws,pending,NO_CHANGE
KB_4f8b65c1fac44210bebc,fe277e32-849a-5740-86b6-ed4f1765468b,region,Islay,0.95,smws,pending,NO_CHANGE
KB_97168687f84440118e27,b6f3a48f-b6ce-5d8c-9ed0-9152e8ed1267,cask_type,refill,0.95,smws,pending,NO_CHANGE
KB_5b45feeff8104affbbbe,b6f3a48f-b6ce-5d8c-9ed0-9152e8ed1267,age,11.0,0.95,smws,pending,NO_CHANGE
KB_d73443df1ca74e3bba67,b6f3a48f-b6ce-5d8c-9ed0-9152e8ed1267,abv,61.5,0.95,smws,pending,NO_CHANGE
KB_7202f40bb6a34f6e8bc6,b6f3a48f-b6ce-5d8c-9ed0-9152e8ed1267,region,Islay,0.95,smws,pending,NO_CHANGE
KB_417c2d20edc24d4eb30b,02a86d9a-5af2-5e4a-bb77-9af6fae9f63d,cask_type,butt;sherry butt,0.95,smws,pending,NO_CHANGE
KB_a9f3bd2a8b2b4df89860,02a86d9a-5af2-5e4a-bb77-9af6fae9f63d,age,16.0,0.95,smws,pending,NO_CHANGE
KB_c9257c5ba7384086a80b,02a86d9a-5af2-5e4a-bb77-9af6fae9f63d,abv,57.4,0.95,smws,pending,NO_CHANGE
KB_2eb5b7b0809146d3b6be,c3facd38-30f5-5a7f-bfe7-71ae09afa327,cask_type,butt;sherry butt,0.95,smws,pending,NO_CHANGE
KB_40406caedbea4647b3f4,c3facd38-30f5-5a7f-bfe7-71ae09afa327,age,16.0,0.95,smws,pending,NO_CHANGE
KB_7b520e1abfb647a880a4,c3facd38-30f5-5a7f-bfe7-71ae09afa327,abv,56.7,0.95,smws,pending,NO_CHANGE
KB_6b12a05e705b4c8e91af,d88b74f9-9f43-5023-ad59-8453fcd1315a,cask_type,first-fill barrel,0.95,smws,pending,NO_CHANGE
KB_240e3a9fe0744894a37c,d88b74f9-9f43-5023-ad59-8453fcd1315a,age,9.0,0.95,smws,pending,NO_CHANGE
KB_0cb8814cab844ed9a9f2,d88b74f9-9f43-5023-ad59-8453fcd1315a,abv,56.5,0.95,smws,pending,NO_CHANGE
KB_aa79ffac344846808ee8,d88b74f9-9f43-5023-ad59-8453fcd1315a,region,Highland,0.95,smws,pending,NO_CHANGE
KB_4fc62a10eae248caac10,271d5220-383f-5b8d-b377-8b5e132554b2,cask_type,butt;refill,0.95,smws,pending,NO_CHANGE
KB_dc73b2faa4bc403a8bae,271d5220-383f-5b8d-b377-8b5e132554b2,age,29.0,0.95,smws,pending,NO_CHANGE
KB_243150308db44a589cb1,271d5220-383f-5b8d-b377-8b5e132554b2,abv,56.0,0.95,smws,pending,NO_CHANGE
KB_6064804d8c74409a9ff4,271d5220-383f-5b8d-b377-8b5e132554b2,region,Highland,0.95,smws,pending,NO_CHANGE
KB_e356bd25a3cc454fb17d,3b362ac6-c8e3-58a9-9480-ea3bbc64d0cb,cask_type,butt;refill,0.95,smws,pending,NO_CHANGE
KB_1c6b1f6175864560855f,3b362ac6-c8e3-58a9-9480-ea3bbc64d0cb,age,29.0,0.95,smws,pending,NO_CHANGE
KB_38ca0d0aec9f483d8703,3b362ac6-c8e3-58a9-9480-ea3bbc64d0cb,abv,57.6,0.95,smws,pending,NO_CHANGE
KB_81b24b1407914aeabb91,3b362ac6-c8e3-58a9-9480-ea3bbc64d0cb,region,Highland,0.95,smws,pending,NO_CHANGE
KB_44d11fb1edb74130af2b,953626cf-c3a9-5f27-a38a-58431d073257,cask_type,butt;refill,0.95,smws,pending,NO_CHANGE
KB_6f622108ba934cbe9b31,953626cf-c3a9-5f27-a38a-58431d073257,age,29.0,0.95,smws,pending,NO_CHANGE
KB_739dc626d8b24b5e9da6,953626cf-c3a9-5f27-a38a-58431d073257,abv,58.0,0.95,smws,pending,NO_CHANGE
KB_4adb9ab5467b4ced996a,953626cf-c3a9-5f27-a38a-58431d073257,region,Highland,0.95,smws,pending,NO_CHANGE
KB_02dfabbef24f49c0a078,38037202-7260-5e4c-8573-08b674fa414a,cask_type,hogshead;refill,0.95,smws,pending,NO_CHANGE
KB_21c6609b4234457aa58b,38037202-7260-5e4c-8573-08b674fa414a,age,13.0,0.95,smws,pending,NO_CHANGE
KB_494df094ee0f49b49e79,38037202-7260-5e4c-8573-08b674fa414a,abv,56.8,0.95,smws,pending,NO_CHANGE
KB_8fdfd1a5a3514ffab5df,38037202-7260-5e4c-8573-08b674fa414a,region,Highland,0.95,smws,pending,NO_CHANGE
KB_6d5caba4864e42409080,62b0665b-f8a0-5e68-a226-9c3cee92b809,age,22.0,0.95,smws,pending,NO_CHANGE
KB_e40a02631c7f408fb4bb,62b0665b-f8a0-5e68-a226-9c3cee92b809,abv,58.3,0.95,smws,pending,NO_CHANGE
KB_d56640ab4d2f44c990a3,eb520084-b461-5b08-bbb3-15cb5284f20a,cask_type,hogshead;refill,0.95,smws,pending,NO_CHANGE
KB_6695d2ac271a4c908226,eb520084-b461-5b08-bbb3-15cb5284f20a,age,26.0,0.95,smws,pending,NO_CHANGE
KB_8f36af730cd8482cbf59,eb520084-b461-5b08-bbb3-15cb5284f20a,abv,55.0,0.95,smws,pending,NO_CHANGE
KB_6202725aeb5542f49b15,f940e7e2-2b86-5539-965c-48e17d84caab,cask_type,refill,0.95,smws,pending,NO_CHANGE
KB_dfa60efc3eaa4be99503,f940e7e2-2b86-5539-965c-48e17d84caab,age,17.0,0.95,smws,pending,NO_CHANGE
KB_b7c11251add742578c90,f940e7e2-2b86-5539-965c-48e17d84caab,abv,49.6,0.95,smws,pending,NO_CHANGE
KB_ec6809b912c54bc982da,937885e0-2c59-5768-ad9b-68d237d8bb44,cask_type,butt;refill,0.95,smws,pending,NO_CHANGE
KB_1f4f0b65d4624b7a8ba3,937885e0-2c59-5768-ad9b-68d237d8bb44,age,25.0,0.95,smws,pending,NO_CHANGE
KB_811ef687ae414ff5842e,937885e0-2c59-5768-ad9b-68d237d8bb44,abv,48.9,0.95,smws,pending,NO_CHANGE
KB_36c6a649f7e54ddeb8ae,fee204ef-9f9c-58a7-8869-1abdbe190ae6,age,19.0,0.95,smws,pending,NO_CHANGE
KB_6814b75b98ef496a8110,fee204ef-9f9c-58a7-8869-1abdbe190ae6,abv,53.0,0.95,smws,pending,NO_CHANGE
KB_5f6b5ad3459241028da3,fee204ef-9f9c-58a7-8869-1abdbe190ae6,region,Highland,0.95,smws,pending,NO_CHANGE
KB_24bf25bfc75b4245a824,656c8b8b-2759-5206-a849-4b19b482e1d8,cask_type,hogshead;refill,0.95,smws,pending,NO_CHANGE
KB_39cc831219e044ac9f6e,656c8b8b-2759-5206-a849-4b19b482e1d8,age,11.0,0.95,smws,pending,NO_CHANGE
KB_b57bf5e69bb94bc8a6f7,656c8b8b-2759-5206-a849-4b19b482e1d8,abv,58.6,0.95,smws,pending,NO_CHANGE
KB_7e29c615473e47f2aebd,7c36c5d6-0365-5fc3-b2f8-ecafd7ada20b,cask_type,refill,0.95,smws,pending,NO_CHANGE
KB_6a1b4c3d1fce4f69ad13,7c36c5d6-0365-5fc3-b2f8-ecafd7ada20b,age,21.0,0.95,smws,pending,NO_CHANGE
KB_3113537e475a4456be34,7c36c5d6-0365-5fc3-b2f8-ecafd7ada20b,abv,49.1,0.95,smws,pending,NO_CHANGE
KB_291ca433f31d411fa4e4,2d1a7d56-7403-5197-b847-040b51e6008e,cask_type,refill,0.95,smws,pending,NO_CHANGE
KB_8fb55df5f21c444f8148,2d1a7d56-7403-5197-b847-040b51e6008e,age,21.0,0.95,smws,pending,NO_CHANGE
KB_340161ed8b2f498dad9c,2d1a7d56-7403-5197-b847-040b51e6008e,abv,50.5,0.95,smws,pending,NO_CHANGE
KB_f009ab354da844af9f0a,2d1a7d56-7403-5197-b847-040b51e6008e,region,Highland,0.95,smws,pending,NO_CHANGE
KB_0d3c64ff4e00483e9f32,1c55b5b8-72e3-5ddc-b78f-5ed4194a22c9,cask_type,hogshead;refill,0.95,smws,pending,NO_CHANGE
KB_30c9748722f24073b4cb,1c55b5b8-72e3-5ddc-b78f-5ed4194a22c9,age,12.0,0.95,smws,pending,NO_CHANGE
KB_78c046ab4d094a04b233,1c55b5b8-72e3-5ddc-b78f-5ed4194a22c9,abv,58.1,0.95,smws,pending,NO_CHANGE
KB_b9b2af1c40644f37860d,1c55b5b8-72e3-5ddc-b78f-5ed4194a22c9,region,Highland,0.95,smws,pending,NO_CHANGE
KB_d4a4146fe60d4e15b150,0bd4089d-4462-582a-a315-cecbf1360c79,cask_type,butt;sherry butt,0.95,smws,pending,NO_CHANGE
KB_a245e5019425469d8ecf,0bd4089d-4462-582a-a315-cecbf1360c79,age,27.0,0.95,smws,pending,NO_CHANGE
KB_84980544cae64b4297a4,0bd4089d-4462-582a-a315-cecbf1360c79,abv,56.6,0.95,smws,pending,NO_CHANGE
KB_be91eb6ff0e045efbc0f,0bd4089d-4462-582a-a315-cecbf1360c79,region,Highland,0.95,smws,pending,NO_CHANGE
KB_be547218f4b94572b438,4abe48d8-a74f-5fe1-973c-9dcfb08f7cf0,cask_type,butt;refill,0.95,smws,pending,NO_CHANGE
KB_2cf09567de0541a2a191,4abe48d8-a74f-5fe1-973c-9dcfb08f7cf0,age,28.0,0.95,smws,pending,NO_CHANGE
KB_124a5d194689438aa4cd,4abe48d8-a74f-5fe1-973c-9dcfb08f7cf0,abv,58.2,0.95,smws,pending,NO_CHANGE
KB_0db5b36f92c845b897a6,4abe48d8-a74f-5fe1-973c-9dcfb08f7cf0,region,Highland,0.95,smws,pending,NO_CHANGE
KB_fd47b693d7e1439eb82d,c8d18f9b-c6ec-562e-9451-64d67765f277,cask_type,first-fill barrel,0.95,smws,pending,NO_CHANGE
KB_de3f0c1c89294fa1b5bf,c8d18f9b-c6ec-562e-9451-64d67765f277,age,10.0,0.95,smws,pending,NO_CHANGE
KB_f94d4867f4224cf49127,c8d18f9b-c6ec-562e-9451-64d67765f277,abv,61.3,0.95,smws,pending,NO_CHANGE
KB_6ee86db933e34edbabe5,c8d18f9b-c6ec-562e-9451-64d67765f277,region,Highland,0.95,smws,pending,NO_CHANGE
KB_9396fa5e74d74b89b0b2,674d5c67-6c9c-55cd-91af-ac7ca89bef94,cask_type,hogshead;refill,0.95,smws,pending,NO_CHANGE
KB_234eb7998eb1452ca202,674d5c67-6c9c-55cd-91af-ac7ca89bef94,age,13.0,0.95,smws,pending,NO_CHANGE
KB_bd227bbdb2294b3bb628,674d5c67-6c9c-55cd-91af-ac7ca89bef94,abv,51.4,0.95,smws,pending,NO_CHANGE
KB_307d9f81e94443ba9523,674d5c67-6c9c-55cd-91af-ac7ca89bef94,region,Highland,0.95,smws,pending,NO_CHANGE
KB_c51a8e598ff0443eb55c,c237a668-ac1d-5592-ae23-24d77e4e1a32,cask_type,refill,0.95,smws,pending,NO_CHANGE
KB_f36e64e98c15469bb11d,c237a668-ac1d-5592-ae23-24d77e4e1a32,age,23.0,0.95,smws,pending,NO_CHANGE
KB_b2f838f129db45beaad1,c237a668-ac1d-5592-ae23-24d77e4e1a32,abv,48.5,0.95,smws,pending,NO_CHANGE
KB_6d031af8b6a34d01a50a,c237a668-ac1d-5592-ae23-24d77e4e1a32,region,Highland,0.95,smws,pending,NO_CHANGE
KB_5c1a94275d3141598c6f,1764dc8a-2501-5e70-9d2e-349c78c6a71c,cask_type,hogshead;sherry butt,0.95,smws,pending,NO_CHANGE
KB_61b4b83969264f20b533,1764dc8a-2501-5e70-9d2e-349c78c6a71c,age,22.0,0.95,smws,pending,NO_CHANGE
KB_72db60a2d24746c687aa,1764dc8a-2501-5e70-9d2e-349c78c6a71c,abv,52.6,0.95,smws,pending,NO_CHANGE
KB_e1832ad64cda4cb6b07e,535e571f-dd40-5900-a939-275b6c7bfa14,cask_type,hogshead;refill,0.95,smws,pending,NO_CHANGE
KB_87661355132444fab895,535e571f-dd40-5900-a939-275b6c7bfa14,age,23.0,0.95,smws,pending,NO_CHANGE
KB_e50580a419a6413a96ae,535e571f-dd40-5900-a939-275b6c7bfa14,abv,51.9,0.95,smws,pending,NO_CHANGE
KB_070211d2046a49828954,535e571f-dd40-5900-a939-275b6c7bfa14,region,Highland,0.95,smws,pending,NO_CHANGE
KB_677f4068d59146c69677,7d5208d8-e8f2-5f60-9796-8be168cd91df,cask_type,refill,0.95,smws,pending,NO_CHANGE
KB_3a585029fed5483f90bb,7d5208d8-e8f2-5f60-9796-8be168cd91df,age,10.0,0.95,smws,pending,NO_CHANGE
KB_15115539e95940d2a750,7d5208d8-e8f2-5f60-9796-8be168cd91df,abv,61.4,0.95,smws,pending,NO_CHANGE
KB_3fcae12fd7fd475fac15,7d5208d8-e8f2-5f60-9796-8be168cd91df,region,Highland,0.95,smws,pending,NO_CHANGE
KB_10cbfd155ee343e695b0,19980adc-80d9-5365-a150-68add5e0b3bf,cask_type,refill,0.95,smws,pending,NO_CHANGE
KB_a3b401af89874665af24,19980adc-80d9-5365-a150-68add5e0b3bf,age,10.0,0.95,smws,pending,NO_CHANGE
KB_460ef89fa13d4aa2adea,19980adc-80d9-5365-a150-68add5e0b3bf,abv,61.6,0.95,smws,pending,NO_CHANGE
KB_ab22eee15f1d4bf592fe,19980adc-80d9-5365-a150-68add5e0b3bf,region,Highland,0.95,smws,pending,NO_CHANGE
KB_4269bab86a4d4d8a8c1d,824f65ab-ef02-57bd-a02a-e26b772d8033,cask_type,hogshead;refill,0.95,smws,pending,NO_CHANGE
KB_dbbca246aa7a4733b9a8,824f65ab-ef02-57bd-a02a-e26b772d8033,age,24.0,0.95,smws,pending,NO_CHANGE
KB_edacfddc79a74cfbb2b7,824f65ab-ef02-57bd-a02a-e26b772d8033,abv,53.3,0.95,smws,pending,NO_CHANGE
KB_02f8a50207db46f48648,824f65ab-ef02-57bd-a02a-e26b772d8033,region,Highland,0.95,smws,pending,NO_CHANGE
KB_e4a514f3b6f14eaaa0a6,4b371400-8da6-5055-a3bb-e5572178e52d,cask_type,hogshead;refill,0.95,smws,pending,NO_CHANGE
KB_0c1221b1fc38435b8093,4b371400-8da6-5055-a3bb-e5572178e52d,age,23.0,0.95,smws,pending,NO_CHANGE
KB_3bc14fdf18564423acbb,4b371400-8da6-5055-a3bb-e5572178e52d,abv,49.8,0.95,smws,pending,NO_CHANGE
KB_e616956cbd064f60bb5c,4b371400-8da6-5055-a3bb-e5572178e52d,region,Islay,0.95,smws,pending,NO_CHANGE
KB_300cad449295419b8a18,a2792400-9949-53f6-93ab-fb758e061c18,cask_type,hogshead;refill,0.95,smws,pending,NO_CHANGE
KB_d22a3938d77b4a8d9e58,a2792400-9949-53f6-93ab-fb758e061c18,age,17.0,0.95,smws,pending,NO_CHANGE
KB_3a10836538e2430a902b,a2792400-9949-53f6-93ab-fb758e061c18,abv,49.2,0.95,smws,pending,NO_CHANGE
KB_0c2631f62f8a46c5ab10,4c2abb3a-be19-578e-b874-e0a8005eaf77,cask_type,refill,0.95,smws,pending,NO_CHANGE
KB_67782a55032449b6a58a,4c2abb3a-be19-578e-b874-e0a8005eaf77,age,20.0,0.95,smws,pending,NO_CHANGE
KB_63482d665b5240cba907,415cab1e-628e-541c-9c9d-a891f95a255b,cask_type,refill,0.95,smws,pending,NO_CHANGE
KB_2d9e006760004c3b8671,415cab1e-628e-541c-9c9d-a891f95a255b,age,20.0,0.95,smws,pending,NO_CHANGE
KB_ba600274cd5b48718e7c,415cab1e-628e-541c-9c9d-a891f95a255b,abv,58.4,0.95,smws,pending,NO_CHANGE
KB_ec10afa0d6e349f691d7,415cab1e-628e-541c-9c9d-a891f95a255b,region,Islay,0.95,smws,pending,NO_CHANGE
KB_c21640bec8b843c5b306,75c93994-2597-5823-bd00-c5bf988fa2e7,cask_type,refill,0.95,smws,pending,NO_CHANGE
