queue_id,entity_key,field_name,proposed_value,confidence,source,status,classification
KB_4c6b55ff1bed4dada55f,f34d1084-aceb-5e69-aa4c-3d706a26afcd,cask_type,first-fill barrel,0.95,smws,pending,NO_CHANGE
KB_74264383fb064ecea28a,f34d1084-aceb-5e69-aa4c-3d706a26afcd,age,11.0,0.95,smws,pending,NO_CHANGE
KB_e55f1f5338854c4ba28c,f34d1084-aceb-5e69-aa4c-3d706a26afcd,abv,58.5,0.95,smws,pending,NO_CHANGE
KB_14119388a6c745deafd9,f34d1084-aceb-5e69-aa4c-3d706a26afcd,region,Speyside,0.95,smws,pending,NO_CHANGE
KB_d5944a81db544eb68d57,219ebc0e-daa5-51ab-8faa-05c8d6c4820f,cask_type,hogshead;refill,0.95,smws,pending,NO_CHANGE
KB_1407743b6d8f436cac39,219ebc0e-daa5-51ab-8faa-05c8d6c4820f,age,26.0,0.95,smws,pending,NO_CHANGE
KB_12973d6efa8348eb81af,219ebc0e-daa5-51ab-8faa-05c8d6c4820f,abv,58.0,0.95,smws,pending,NO_CHANGE
KB_29309ff54463471eb52d,219ebc0e-daa5-51ab-8faa-05c8d6c4820f,region,Speyside,0.95,smws,pending,NO_CHANGE
KB_fefb1d31ea194ae8bf18,0c56eb49-b5da-5493-b1ff-c097bcda1408,cask_type,hogshead;refill,0.95,smws,pending,NO_CHANGE
KB_d48470fc86824db19047,0c56eb49-b5da-5493-b1ff-c097bcda1408,age,27.0,0.95,smws,pending,NO_CHANGE
KB_a6345b17ee05487e80ca,0c56eb49-b5da-5493-b1ff-c097bcda1408,abv,49.5,0.95,smws,pending,NO_CHANGE
KB_4e2412999805455db3f7,0c56eb49-b5da-5493-b1ff-c097bcda1408,region,Speyside,0.95,smws,pending,NO_CHANGE
KB_cc729ac1fa3b4af7855f,2e8dc7db-7fb6-5efc-898f-4dcf24d7fc7a,cask_type,butt;refill,0.95,smws,pending,NO_CHANGE
KB_628262c5141e4028a184,2e8dc7db-7fb6-5efc-898f-4dcf24d7fc7a,age,18.0,0.95,smws,pending,NO_CHANGE
KB_92b569e87de84ada9d14,2e8dc7db-7fb6-5efc-898f-4dcf24d7fc7a,abv,56.7,0.95,smws,pending,NO_CHANGE
KB_6dd4e1f268834399bfeb,2e8dc7db-7fb6-5efc-898f-4dcf24d7fc7a,region,Speyside,0.95,smws,pending,NO_CHANGE
KB_7b2cbe804c4a449ea0fa,0280ab12-6806-55fd-a2c4-5f2312fb186a,cask_type,first-fill barrel,0.95,smws,pending,NO_CHANGE
KB_62fcb4485b19495e869e,0280ab12-6806-55fd-a2c4-5f2312fb186a,age,10.0,0.95,smws,pending,NO_CHANGE
KB_ce595c5571794f37b12e,0280ab12-6806-55fd-a2c4-5f2312fb186a,abv,58.9,0.95,smws,pending,NO_CHANGE
KB_e2bdfdc105e045ca9390,0280ab12-6806-55fd-a2c4-5f2312fb186a,region,Speyside,0.95,smws,pending,NO_CHANGE
KB_74a5ac31d1994b94951f,bef097ab-93a1-529c-b120-7fd87b6120ca,cask_type,hogshead;refill,0.95,smws,pending,NO_CHANGE
KB_a3b7b918d4ba44b5ba67,bef097ab-93a1-529c-b120-7fd87b6120ca,age,28.0,0.95,smws,pending,NO_CHANGE
KB_9c83c17592f946a2b1d9,bef097ab-93a1-529c-b120-7fd87b6120ca,abv,55.9,0.95,smws,pending,NO_CHANGE
KB_6292fcfa6597416ca8ac,bef097ab-93a1-529c-b120-7fd87b6120ca,region,Speyside,0.95,smws,pending,NO_CHANGE
KB_c68afc44f76645bb87f8,9dc633f5-ba81-56d7-974d-c53755c4717a,cask_type,hogshead;refill,0.95,smws,pending,NO_CHANGE
KB_9e0c0b7e91bd407194df,9dc633f5-ba81-56d7-974d-c53755c4717a,age,28.0,0.95,smws,pending,NO_CHANGE
KB_8e5addeaecfb423d9ee5,9dc633f5-ba81-56d7-974d-c53755c4717a,abv,54.0,0.95,smws,pending,NO_CHANGE
KB_ac1ed2870655441aa6ad,9dc633f5-ba81-56d7-974d-c53755c4717a,region,Speyside,0.95,smws,pending,NO_CHANGE
KB_6de0a571142f45e3a906,5f4f2d5f-070a-50c4-a62a-aa719e3c30e2,cask_type,hogshead;refill,0.95,smws,pending,NO_CHANGE
KB_02e71dd719bf40ba824e,5f4f2d5f-070a-50c4-a62a-aa719e3c30e2,age,28.0,0.95,smws,pending,NO_CHANGE
KB_3efc3ab3074d4c2298e0,5f4f2d5f-070a-50c4-a62a-aa719e3c30e2,abv,57.0,0.95,smws,pending,NO_CHANGE
KB_757e40f0e1e547b095bb,5f4f2d5f-070a-50c4-a62a-aa719e3c30e2,region,Speyside,0.95,smws,pending,NO_CHANGE
KB_710f14ff69574bcd9057,741ae3e7-d2db-53fb-9dae-37d261992741,age,10.0,0.95,smws,pending,NO_CHANGE
KB_0ac748617da744008dca,741ae3e7-d2db-53fb-9dae-37d261992741,abv,59.8,0.95,smws,pending,NO_CHANGE
KB_e4a12bc958a84960add9,0a22e0a5-c1ea-5b81-b5ae-88bd79521596,cask_type,hogshead;refill,0.95,smws,pending,NO_CHANGE
KB_aff889993a2d47f0a967,0a22e0a5-c1ea-5b81-b5ae-88bd79521596,age,23.0,0.95,smws,pending,NO_CHANGE
KB_86104dacb93a434d8a28,0a22e0a5-c1ea-5b81-b5ae-88bd79521596,abv,58.5,0.95,smws,pending,NO_CHANGE
KB_06eb4ba0690242c9bee2,0a22e0a5-c1ea-5b81-b5ae-88bd79521596,region,Speyside,0.95,smws,pending,NO_CHANGE
KB_ae74525f11334673a288,c0b90a52-c229-5089-ab19-85bce0b1c238,cask_type,butt;sherry butt,0.95,smws,pending,NO_CHANGE
KB_6685f1efec7a44a2a4c3,c0b90a52-c229-5089-ab19-85bce0b1c238,age,15.0,0.95,smws,pending,NO_CHANGE
KB_f4638bf477204c14a9d8,c0b90a52-c229-5089-ab19-85bce0b1c238,abv,57.6,0.95,smws,pending,NO_CHANGE
KB_2cad44112e984945a1af,c0b90a52-c229-5089-ab19-85bce0b1c238,region,Speyside,0.95,smws,pending,NO_CHANGE
KB_1844d27272d14f4585c7,6fcc98cd-2e99-592a-8843-916dc6e0ee1a,cask_type,butt;first-fill;sherry butt,0.95,smws,pending,NO_CHANGE
KB_fc5fb0d9827440d391e5,6fcc98cd-2e99-592a-8843-916dc6e0ee1a,age,14.0,0.95,smws,pending,NO_CHANGE
KB_f37b3f76dead49bd82d4,6fcc98cd-2e99-592a-8843-916dc6e0ee1a,abv,55.8,0.95,smws,pending,NO_CHANGE
KB_5d5f9c5665e44a5e8917,6fcc98cd-2e99-592a-8843-916dc6e0ee1a,region,Speyside,0.95,smws,pending,NO_CHANGE
KB_7d8940b2f5eb4a88ac1e,3dd332bd-8e00-50bb-a3a5-69e382ecb5b2,cask_type,butt;sherry butt,0.95,smws,pending,NO_CHANGE
KB_0b9316e5d46240d48bff,3dd332bd-8e00-50bb-a3a5-69e382ecb5b2,age,16.0,0.95,smws,pending,NO_CHANGE
KB_ace4846d11d64e3d93ab,3dd332bd-8e00-50bb-a3a5-69e382ecb5b2,abv,58.9,0.95,smws,pending,NO_CHANGE
KB_78a976286fd84c7b8de8,3dd332bd-8e00-50bb-a3a5-69e382ecb5b2,region,Speyside,0.95,smws,pending,NO_CHANGE
KB_8a3c6799acc94f0ebc4c,10b6adca-257b-5eeb-a9d0-747a44a007f6,cask_type,first-fill barrel,0.95,smws,pending,NO_CHANGE
KB_774175b39ce045d6ad5c,10b6adca-257b-5eeb-a9d0-747a44a007f6,age,8.0,0.95,smws,pending,NO_CHANGE
KB_de8eb949b5ef4abbaa19,10b6adca-257b-5eeb-a9d0-747a44a007f6,abv,60.1,0.95,smws,pending,NO_CHANGE
KB_3f5bf1b3c1094466a675,10b6adca-257b-5eeb-a9d0-747a44a007f6,region,Speyside,0.95,smws,pending,NO_CHANGE
KB_3c2f374e77354f4d8fbe,549cadc7-e9b9-516a-8616-09d62dc14bf0,cask_type,butt;sherry butt,0.95,smws,pending,NO_CHANGE
KB_778ee57fcb2d45c29d4c,549cadc7-e9b9-516a-8616-09d62dc14bf0,age,21.0,0.95,smws,pending,NO_CHANGE
KB_a6adde5f78974ed494b2,549cadc7-e9b9-516a-8616-09d62dc14bf0,abv,57.8,0.95,smws,pending,NO_CHANGE
KB_4386e17f54cd4fcc8ff8,549cadc7-e9b9-516a-8616-09d62dc14bf0,region,Speyside,0.95,smws,pending,NO_CHANGE
KB_442c2900ad2c43d2acd8,2f459f94-f840-5e81-94f2-609a527e9ae0,cask_type,butt;sherry butt,0.95,smws,pending,NO_CHANGE
KB_306e89d5906043b895c0,2f459f94-f840-5e81-94f2-609a527e9ae0,age,15.0,0.95,smws,pending,NO_CHANGE
KB_a453a887f7614d0ab5a8,2f459f94-f840-5e81-94f2-609a527e9ae0,abv,55.2,0.95,smws,pending,NO_CHANGE
KB_b77ee99e31964c299f93,2f459f94-f840-5e81-94f2-609a527e9ae0,region,Speyside,0.95,smws,pending,NO_CHANGE
KB_c65c91b58906458ea5be,c67fbbe5-64e6-5ad6-8b88-49c53ec76e5f,age,9.0,0.95,smws,pending,NO_CHANGE
KB_0a33ab04ed9f496fbdb1,c67fbbe5-64e6-5ad6-8b88-49c53ec76e5f,abv,58.9,0.95,smws,pending,NO_CHANGE
KB_10a35a61dcab40b4ac4a,c67fbbe5-64e6-5ad6-8b88-49c53ec76e5f,region,Speyside,0.95,smws,pending,NO_CHANGE
KB_72af122fd2dd4855988c,ab03948b-3bbf-5756-a153-4fc2c3a76be9,cask_type,hogshead;refill,0.95,smws,pending,NO_CHANGE
KB_9c17f09cf9f14f72a360,ab03948b-3bbf-5756-a153-4fc2c3a76be9,age,26.0,0.95,smws,pending,NO_CHANGE
KB_527335aa0a184083aa9d,ab03948b-3bbf-5756-a153-4fc2c3a76be9,abv,59.4,0.95,smws,pending,NO_CHANGE
KB_05bb33b330a846659587,ab03948b-3bbf-5756-a153-4fc2c3a76be9,region,Speyside,0.95,smws,pending,NO_CHANGE
KB_53713825fb1a401d8c1e,cc5dce24-ab72-5240-8b3d-f6eb89f15751,cask_type,hogshead;refill,0.95,smws,pending,NO_CHANGE
KB_a5e09e49ca694bd29db8,cc5dce24-ab72-5240-8b3d-f6eb89f15751,age,25.0,0.95,smws,pending,NO_CHANGE
KB_aa00cab763ec40fe8565,cc5dce24-ab72-5240-8b3d-f6eb89f15751,abv,55.2,0.95,smws,pending,NO_CHANGE
KB_cddde3b9ec464aa0bed9,cc5dce24-ab72-5240-8b3d-f6eb89f15751,region,Speyside,0.95,smws,pending,NO_CHANGE
KB_21047c9d497c4e109041,5481dcb4-a598-57f4-b634-0a2e4256aa3d,cask_type,butt;refill,0.95,smws,pending,NO_CHANGE
KB_406edcc638b34627955d,5481dcb4-a598-57f4-b634-0a2e4256aa3d,age,17.0,0.95,smws,pending,NO_CHANGE
KB_eab7998ce40e4e6d99f9,5481dcb4-a598-57f4-b634-0a2e4256aa3d,abv,57.2,0.95,smws,pending,NO_CHANGE
KB_e0451338701c4997aa34,5481dcb4-a598-57f4-b634-0a2e4256aa3d,region,Speyside,0.95,smws,pending,NO_CHANGE
KB_aa5e05e1216f4523b791,7c33a44c-e616-56d7-b62c-b00c06c9421a,cask_type,first-fill barrel,0.95,smws,pending,NO_CHANGE
KB_0a9b7910dba84517b518,7c33a44c-e616-56d7-b62c-b00c06c9421a,age,9.0,0.95,smws,pending,NO_CHANGE
KB_d02ebbb804b9467c890e,7c33a44c-e616-56d7-b62c-b00c06c9421a,abv,61.7,0.95,smws,pending,NO_CHANGE
KB_58712cc1ced54e3f8d45,7c33a44c-e616-56d7-b62c-b00c06c9421a,region,Speyside,0.95,smws,pending,NO_CHANGE
KB_0a4d18607c0446788738,4ab82ff5-abef-551c-b8cf-6b145556807a,cask_type,hogshead;refill,0.95,smws,pending,NO_CHANGE
KB_e4ba7880e9a543459362,4ab82ff5-abef-551c-b8cf-6b145556807a,age,22.0,0.95,smws,pending,NO_CHANGE
KB_4d89afd5ea61433fb62d,4ab82ff5-abef-551c-b8cf-6b145556807a,abv,58.8,0.95,smws,pending,NO_CHANGE
KB_0f84fce59faf47baa402,19855d22-d283-544c-a121-614fa26f6d2e,age,23.0,0.95,smws,pending,NO_CHANGE
KB_4d739ff85557402b9359,19855d22-d283-544c-a121-614fa26f6d2e,abv,56.8,0.95,smws,pending,NO_CHANGE
KB_932a1b5a9a4d4cd990b2,d1981713-e98c-5f54-81a0-2b2896907de6,cask_type,hogshead;refill,0.95,smws,pending,NO_CHANGE
KB_d330bc7d5abc48bfa700,d1981713-e98c-5f54-81a0-2b2896907de6,age,23.0,0.95,smws,pending,NO_CHANGE
KB_642626bb7d7148e2ae22,d1981713-e98c-5f54-81a0-2b2896907de6,abv,56.8,0.95,smws,pending,NO_CHANGE
KB_856dc1f427b449b3a8d9,da27ee95-83e4-504a-88eb-0806692b48cb,cask_type,hogshead;refill,0.95,smws,pending,NO_CHANGE
KB_cbff7ef103af442cbac6,da27ee95-83e4-504a-88eb-0806692b48cb,age,11.0,0.95,smws,pending,NO_CHANGE
KB_ade2262c083445b8999d,da27ee95-83e4-504a-88eb-0806692b48cb,abv,55.2,0.95,smws,pending,NO_CHANGE
KB_e2e8afe581fe45829e29,cf2068aa-0fac-581e-9846-b083de235ac5,cask_type,hogshead,0.95,smws,pending,NO_CHANGE
KB_77a0036d1c7f459f9117,cf2068aa-0fac-581e-9846-b083de235ac5,age,25.0,0.95,smws,pending,NO_CHANGE
KB_4ae5f5d50c324e4590e4,cf2068aa-0fac-581e-9846-b083de235ac5,abv,54.9,0.95,smws,pending,NO_CHANGE
KB_b265be0e5ded437cb6f0,cf2068aa-0fac-581e-9846-b083de235ac5,region,Highland,0.95,smws,pending,NO_CHANGE
KB_b9e2d80333c34c85806d,6cb6a8ef-a2c6-530d-b1fe-473f6d2028b9,cask_type,hogshead;refill,0.95,smws,pending,NO_CHANGE
KB_63d8ef98c4ed48188ec7,6cb6a8ef-a2c6-530d-b1fe-473f6d2028b9,age,9.0,0.95,smws,pending,NO_CHANGE
KB_3e8dee2ddc9c4977bc79,6cb6a8ef-a2c6-530d-b1fe-473f6d2028b9,abv,61.9,0.95,smws,pending,NO_CHANGE
KB_8e9c6a7a7eb24f4592ae,6cb6a8ef-a2c6-530d-b1fe-473f6d2028b9,region,Highland,0.95,smws,pending,NO_CHANGE
KB_156e7ec42a734d86aa65,ee70ee48-d0ee-5c67-a09d-1476f49706b6,cask_type,refill,0.95,smws,pending,NO_CHANGE
KB_d882e6e2f35140359518,ee70ee48-d0ee-5c67-a09d-1476f49706b6,age,11.0,0.95,smws,pending,NO_CHANGE
KB_64ca8c770e784c8f9b3e,ee70ee48-d0ee-5c67-a09d-1476f49706b6,abv,58.0,0.95,smws,pending,NO_CHANGE
KB_d711a36bcfa544df8622,ee70ee48-d0ee-5c67-a09d-1476f49706b6,region,Highland,0.95,smws,pending,NO_CHANGE
KB_069dfba6949d49cbbeaf,39507de9-8840-575a-8cfe-228d45578d40,cask_type,refill,0.95,smws,pending,NO_CHANGE
KB_31ca6b8f2a464e8e8f18,39507de9-8840-575a-8cfe-228d45578d40,age,11.0,0.95,smws,pending,NO_CHANGE
KB_d6850728f424470b8c56,39507de9-8840-575a-8cfe-228d45578d40,abv,58.4,0.95,smws,pending,NO_CHANGE
KB_1b05e5ed902248189057,39507de9-8840-575a-8cfe-228d45578d40,region,Highland,0.95,smws,pending,NO_CHANGE
KB_74dde538363644d6af7a,ed611e8d-52c4-5ee8-a5cd-39c766619fab,cask_type,butt;sherry butt,0.95,smws,pending,NO_CHANGE
KB_2c074138bc154c379bc8,ed611e8d-52c4-5ee8-a5cd-39c766619fab,age,16.0,0.95,smws,pending,NO_CHANGE
KB_0acd394454ff4074a25d,ed611e8d-52c4-5ee8-a5cd-39c766619fab,abv,55.1,0.95,smws,pending,NO_CHANGE
KB_06940d83bf854ba88dac,ed611e8d-52c4-5ee8-a5cd-39c766619fab,region,Highland,0.95,smws,pending,NO_CHANGE
KB_db15d72e398b4aa48610,332742fb-7e74-54ea-b106-ef4891386b98,cask_type,butt;sherry butt,0.95,smws,pending,NO_CHANGE
KB_24631dfd451d4c329e2c,332742fb-7e74-54ea-b106-ef4891386b98,age,32.0,0.95,smws,pending,NO_CHANGE
KB_2ada74ca912040a2bc8a,332742fb-7e74-54ea-b106-ef4891386b98,abv,56.4,0.95,smws,pending,NO_CHANGE
KB_57fbee787057488c8fc0,b5e4ba52-de1f-527a-81f7-87f07b3560e9,age,13.0,0.95,smws,pending,NO_CHANGE
KB_41d8d5815ff84c7f9018,b5e4ba52-de1f-527a-81f7-87f07b3560e9,abv,60.5,0.95,smws,pending,NO_CHANGE
KB_642726e7ef2e4aa0b1b1,9e1c7d21-d46e-501f-b4db-cb9c49b927e2,cask_type,olorosa,0.95,smws,pending,NO_CHANGE
KB_0f17d9d9159749a183ea,9e1c7d21-d46e-501f-b4db-cb9c49b927e2,age,32.0,0.95,smws,pending,NO_CHANGE
KB_35edd07438994c70a08a,9e1c7d21-d46e-501f-b4db-cb9c49b927e2,abv,55.0,0.95,smws,pending,NO_CHANGE
KB_6ad394efb30646a9813e,82b4b3aa-0e01-50cc-baf0-9c7833bb4889,cask_type,puncheon;refill,0.95,smws,pending,NO_CHANGE
KB_42fd1795611d494f9d3a,82b4b3aa-0e01-50cc-baf0-9c7833bb4889,age,13.0,0.95,smws,pending,NO_CHANGE
KB_dd0edd039da645dab517,82b4b3aa-0e01-50cc-baf0-9c7833bb4889,abv,55.7,0.95,smws,pending,NO_CHANGE
KB_7838580884194a53b605,104887c8-abd6-5fae-becf-239ad918692a,cask_type,olorosa;sherry butt,0.95,smws,pending,NO_CHANGE
KB_0265cad8ecf94f0f95a7,104887c8-abd6-5fae-becf-239ad918692a,age,17.0,0.95,smws,pending,NO_CHANGE
KB_2f7c04ca76b34395ae21,104887c8-abd6-5fae-becf-239ad918692a,abv,54.9,0.95,smws,pending,NO_CHANGE
KB_195a86f110f24b578598,104887c8-abd6-5fae-becf-239ad918692a,region,Highland,0.95,smws,pending,NO_CHANGE
KB_d7a7adb9e0bd4016a5d1,77c09b79-6362-5af1-91de-efd402793afe,cask_type,hogshead;refill,0.95,smws,pending,NO_CHANGE
KB_55b87ad5771b4277ac19,77c09b79-6362-5af1-91de-efd402793afe,age,12.0,0.95,smws,pending,NO_CHANGE
KB_70c3a07a73e74709a918,77c09b79-6362-5af1-91de-efd402793afe,abv,59.3,0.95,smws,pending,NO_CHANGE
KB_ddcac346019149cea5fd,77c09b79-6362-5af1-91de-efd402793afe,region,Speyside,0.95,smws,pending,NO_CHANGE
KB_6cf66e2f44724c349670,a476297a-52c4-5ea1-b5d3-e71272f798d7,cask_type,refill,0.95,smws,pending,NO_CHANGE
KB_e7b4d2133a83432383f5,a476297a-52c4-5ea1-b5d3-e71272f798d7,age,11.0,0.95,smws,pending,NO_CHANGE
KB_a0bafde40d9b46c18dc0,a476297a-52c4-5ea1-b5d3-e71272f798d7,abv,56.4,0.95,smws,pending,NO_CHANGE
KB_45c40e1642ff4dd8962b,a476297a-52c4-5ea1-b5d3-e71272f798d7,region,Speyside,0.95,smws,pending,NO_CHANGE
KB_aa38f064b5694d46a64f,f76b4f4e-43c3-5527-aac8-d588a46256ae,cask_type,refill,0.95,smws,pending,NO_CHANGE
KB_40768733f57941d5a130,f76b4f4e-43c3-5527-aac8-d588a46256ae,age,13.0,0.95,smws,pending,NO_CHANGE
KB_eb2896697ed94bff8094,f76b4f4e-43c3-5527-aac8-d588a46256ae,abv,56.6,0.95,smws,pending,NO_CHANGE
KB_866436e4ef7c4fcc83cf,f76b4f4e-43c3-5527-aac8-d588a46256ae,region,Speyside,0.95,smws,pending,NO_CHANGE
KB_408eeb10aed74272ab53,fd6370a3-9f51-5217-b71d-e3acf90b390f,age,14.0,0.95,smws,pending,NO_CHANGE
KB_e84d9f62010f4cb5bb99,fd6370a3-9f51-5217-b71d-e3acf90b390f,abv,55.3,0.95,smws,pending,NO_CHANGE
KB_4acfd5653d0046d09120,fd6370a3-9f51-5217-b71d-e3acf90b390f,region,Speyside,0.95,smws,pending,NO_CHANGE
KB_f9023d29c1764a9d80bb,68029326-80e1-58d6-b7ad-e3f741a03fde,age,9.0,0.95,smws,pending,NO_CHANGE
KB_77de8007f2cf462f81d9,68029326-80e1-58d6-b7ad-e3f741a03fde,abv,58.7,0.95,smws,pending,NO_CHANGE
KB_3d3e961256094e2fa931,c30c9832-554a-5c5d-af13-9971a95e97dd,cask_type,butt;refill,0.95,smws,pending,NO_CHANGE
KB_a1f26beb4449455fba12,c30c9832-554a-5c5d-af13-9971a95e97dd,age,10.0,0.95,smws,pending,NO_CHANGE
KB_493f1b7c9f16497fb0ec,c30c9832-554a-5c5d-af13-9971a95e97dd,abv,60.2,0.95,smws,pending,NO_CHANGE
KB_3a371e14e4224f20bf78,c30c9832-554a-5c5d-af13-9971a95e97dd,region,Speyside,0.95,smws,pending,NO_CHANGE
KB_a845b2dce5bb4591a0ff,a7bde329-5296-5cf5-a9cb-367459f8e0a6,cask_type,butt;sherry butt,0.95,smws,pending,NO_CHANGE
KB_bc42e267dbad4df581fd,a7bde329-5296-5cf5-a9cb-367459f8e0a6,age,12.0,0.95,smws,pending,NO_CHANGE
KB_0115555a40ce403b9db9,a7bde329-5296-5cf5-a9cb-367459f8e0a6,abv,60.0,0.95,smws,pending,NO_CHANGE
KB_ee9902cb4e884c6e87fb,a7bde329-5296-5cf5-a9cb-367459f8e0a6,region,Speyside,0.95,smws,pending,NO_CHANGE
KB_61876f7bc24d4c498139,116dcdfc-c858-5bfd-aa9d-d3a78211ff7a,cask_type,butt;sherry butt,0.95,smws,pending,NO_CHANGE
KB_a95bfb6795ba490fb2ee,116dcdfc-c858-5bfd-aa9d-d3a78211ff7a,age,12.0,0.95,smws,pending,NO_CHANGE
KB_f0d91d051e6c4bfeb60b,116dcdfc-c858-5bfd-aa9d-d3a78211ff7a,abv,59.4,0.95,smws,pending,NO_CHANGE
KB_11ba7887ae7d47389841,116dcdfc-c858-5bfd-aa9d-d3a78211ff7a,region,Speyside,0.95,smws,pending,NO_CHANGE
KB_bd307f6617bc46f7b774,0995b0b0-eefd-5387-92cf-f2375ccb7322,cask_type,hogshead;refill,0.95,smws,pending,NO_CHANGE
KB_767e333189834cda89a5,0995b0b0-eefd-5387-92cf-f2375ccb7322,age,13.0,0.95,smws,pending,NO_CHANGE
KB_714ab348940d455a917d,0995b0b0-eefd-5387-92cf-f2375ccb7322,abv,56.3,0.95,smws,pending,NO_CHANGE
KB_984d6f3b2abd4c53b3ae,0995b0b0-eefd-5387-92cf-f2375ccb7322,region,Speyside,0.95,smws,pending,NO_CHANGE
KB_eabb66feeaf74084931a,ee0ad751-8b26-56f4-8bf6-0554a423bc61,cask_type,hogshead;refill,0.95,smws,pending,NO_CHANGE
KB_1d176313ad9b45b2a176,ee0ad751-8b26-56f4-8bf6-0554a423bc61,age,29.0,0.95,smws,pending,NO_CHANGE
KB_08d4a63a817e49b9b547,ee0ad751-8b26-56f4-8bf6-0554a423bc61,abv,44.1,0.95,smws,pending,NO_CHANGE
KB_2d424a7cb4fc40bba83d,ee0ad751-8b26-56f4-8bf6-0554a423bc61,region,Speyside,0.95,smws,pending,NO_CHANGE
KB_5356a7310a054373a69c,d4172067-7833-5b17-9570-3cb93f05c752,cask_type,hogshead;refill,0.95,smws,pending,NO_CHANGE
KB_e612fbaf0e684ca68b3f,d4172067-7833-5b17-9570-3cb93f05c752,age,15.0,0.95,smws,pending,NO_CHANGE
KB_6f782cff02434566bfb6,d4172067-7833-5b17-9570-3cb93f05c752,abv,54.2,0.95,smws,pending,NO_CHANGE
KB_e3a9cbf9169b413ba6f0,d4172067-7833-5b17-9570-3cb93f05c752,region,Speyside,0.95,smws,pending,NO_CHANGE
KB_cbc592e905804cf39837,4968639a-5c6f-5170-a24f-491787ad174d,cask_type,first-fill barrel,0.95,smws,pending,NO_CHANGE
KB_4af243e9f9434bea945f,4968639a-5c6f-5170-a24f-491787ad174d,age,9.0,0.95,smws,pending,NO_CHANGE
KB_759f18ee675848d3af18,4968639a-5c6f-5170-a24f-491787ad174d,abv,60.6,0.95,smws,pending,NO_CHANGE
KB_9b111e8d62b947cf8ba4,4968639a-5c6f-5170-a24f-491787ad174d,region,Speyside,0.95,smws,pending,NO_CHANGE
KB_0a6fcf289b5646f19036,3a3722df-f44d-5007-ac82-7ad965e4d906,cask_type,refill,0.95,smws,pending,NO_CHANGE
KB_a573a4f9292b41f99699,3a3722df-f44d-5007-ac82-7ad965e4d906,age,19.0,0.95,smws,pending,NO_CHANGE
KB_0cf9d56be769496c8a14,3a3722df-f44d-5007-ac82-7ad965e4d906,abv,56.7,0.95,smws,pending,NO_CHANGE
KB_2b314bb577b3451aaa80,3a3722df-f44d-5007-ac82-7ad965e4d906,region,Speyside,0.95,smws,pending,NO_CHANGE
KB_fa3a13ac094b40f2995d,383db153-5ff5-55af-b798-483269f9139d,age,14.0,0.95,smws,pending,NO_CHANGE
KB_72decbf8543f4f92baf4,383db153-5ff5-55af-b798-483269f9139d,abv,64.5,0.95,smws,pending,NO_CHANGE
KB_081ba533ce6d410d9271,6930804a-cb30-545b-b9bf-a071bde3cf2d,cask_type,hogshead;refill,0.95,smws,pending,NO_CHANGE
KB_f3f3bacd093a4770b9b0,6930804a-cb30-545b-b9bf-a071bde3cf2d,age,14.0,0.95,smws,pending,NO_CHANGE
KB_618b931b52ad4d05a9f9,6930804a-cb30-545b-b9bf-a071bde3cf2d,abv,65.3,0.95,smws,pending,NO_CHANGE
KB_b0d0829507bb4e49b818,8f1ebd93-a589-5854-b4c9-d477829f0a8b,cask_type,hogshead;refill,0.95,smws,pending,NO_CHANGE
KB_12cbdbd9c495405b9cd1,8f1ebd93-a589-5854-b4c9-d477829f0a8b,age,15.0,0.95,smws,pending,NO_CHANGE
KB_376a3254d41447019fd0,8f1ebd93-a589-5854-b4c9-d477829f0a8b,abv,61.3,0.95,smws,pending,NO_CHANGE
KB_04083bbf4ab340ef8f94,4d5cc295-60dc-550a-877c-1dadbf07cc1f,cask_type,butt;refill,0.95,smws,pending,NO_CHANGE
KB_eabb1cefa1384217bb27,4d5cc295-60dc-550a-877c-1dadbf07cc1f,age,17.0,0.95,smws,pending,NO_CHANGE
KB_0f2c5110bb04475b893e,4d5cc295-60dc-550a-877c-1dadbf07cc1f,abv,57.5,0.95,smws,pending,NO_CHANGE
KB_94bae94272cb4187ad9f,4d5cc295-60dc-550a-877c-1dadbf07cc1f,region,Campbeltown,0.95,smws,pending,NO_CHANGE
KB_24616611a40e4365b29a,7734a93e-da20-5711-a082-4511a26dd3b4,cask_type,refill,0.95,smws,pending,NO_CHANGE
KB_ebc34839f4254b1aba8c,7734a93e-da20-5711-a082-4511a26dd3b4,age,17.0,0.95,smws,pending,NO_CHANGE
KB_6fd1389c97f54ae08b90,7734a93e-da20-5711-a082-4511a26dd3b4,abv,64.3,0.95,smws,pending,NO_CHANGE
KB_9dc3c359b48044e09135,7734a93e-da20-5711-a082-4511a26dd3b4,region,Campbeltown,0.95,smws,pending,NO_CHANGE
KB_bc1451c00e88460c8c48,ee8f6868-3489-5852-8386-c71039cc13c6,age,10.0,0.95,smws,pending,NO_CHANGE
KB_e1bad931fe2e4d679675,ee8f6868-3489-5852-8386-c71039cc13c6,abv,59.6,0.95,smws,pending,NO_CHANGE
KB_b4605a212894401893ad,ee8f6868-3489-5852-8386-c71039cc13c6,region,Campbeltown,0.95,smws,pending,NO_CHANGE
KB_6b9b901a8f14467b9652,0f9afeae-b37e-5bc1-af6d-e25c0047c034,cask_type,refill,0.95,smws,pending,NO_CHANGE
