file_name,smws_code,distillery_code,expression_name,age,vintage,bottling_year,abv,cask_type,region,outturn,price
030.62.pdf,30.62,30,,19,,,55.9,,,,
033.114.pdf,33.114,33,,11,,,56.3,,,,
033.115.pdf,33.115,33,,11,,,55.4,,,,
033.125.pdf,33.125,33,,7,,,64.4,,,,
033.130.pdf,33.130,33,,11,,,56.1,,,,
033.143.pdf,33.143,33,,8,,,59.9,,,,
035.101.pdf,35.101,35,,39,,,46.2,,,,
035.104.pdf,35.104,35,,26,,,45.9,,,,
035.106.pdf,35.106,35,,16,,,54.4,,,,
035.109.pdf,35.109,35,,28,,,46.7,,,,
035.110.pdf,35.110,35,,17,,,49.5,,,,
035.111.pdf,35.111,35,,12,,,59.3,,,,
035.114.pdf,35.114,35,,19,,,58.9,,,,
035.117.pdf,35.117,35,,17,,,54.6,,,,
035.122.pdf,35.122,35,,12,,,,,,,
035.129.pdf,35.129,35,,27,,,53.8,,,,
035.142.pdf,35.142,35,,21,,,56.2,,,,
035.143.pdf,35.143,35,,29,,,47.7,,,,290
035.23.pdf,35.23,35,Bloody Mary Delight,11,Mar,,59.8,,Highlands / Speyside,,
035.35.pdf,35.35,35,humungous,13,,,57.0,,,,
035.49.pdf,35.49,35,,10,,,59.5,,,,
035.51.pdf,35.51,35,,33,,,53.6,,,,
035.55.pdf,35.55,35,,39,,,50.3,,,,
035.57.pdf,35.57,35,,34,,,53.8,,,,
035.64.pdf,35.64,35,,10,,,60.8,,,,
035.65.pdf,35.65,35,,10,,,60.3,,,,
035.71.pdf,35.71,35,,40,,,47.7,,,,
035.81.pdf,35.81,35,,17,,,58.9,,,,
035.83.pdf,35.83,35,,15,,,52.9,,,,
035.85.pdf,35.85,35,,17,,,56.7,,,,
036.32.pdf,036.32,036,An Ideal Curry Whisky,17,Oct,,56.2,,,,
036.37.pdf,36.37,36,An Unusual Personality,14,Feb,,56.5,,Highlands / District,,
036.46.pdf,36.46,36,,10,,,58.8,,,,
036.49.pdf,36.49,36,,21,,,52.4,,,,
036.54.pdf,36.54,36,,23,,,59.2,,,,
036.55.pdf,36.55,36,,11,,,61.5,,,,
036.61.pdf,36.61,36,,10,,,58.8,,,,
036.62.pdf,36.62,36,,21,,,51.3,,,,
036.67.pdf,36.67,36,,9,,,59.9,,,,
036.68.pdf,36.68,36,,21,,,50.7,,,,
036.70.pdf,36.70,36,,21,,,54.2,,,,
036.76.pdf,36.76,36,,17,,,59.3,,,,
036.86.pdf,36.86,36,,23,,,51.0,,,,
036.87.pdf,36.87,36,,17,,,,,,,
036.96.pdf,36.96,36,,9,,,50.1,,,,100
037.25.pdf,037.25,037,Fiery yet Floral,18,June '86 Alc,,58.5,,,,
037.30.pdf,37.30,37,"Rosemary Sprinkled nan Bread,
                  with bananas",28,June '78 Alc,,56.4,,Highlands / District,,
037.33.pdf,37.33,37,"Figs, Prunes and Dark Chocolate",14,Mar,,60.9,,Highlands / District,,
037.45.pdf,37.45,37,"like the best of Thorn-
ton's",22,,,56.5,,,,
037.46.pdf,37.46,37,,10,,,56.0,,,,
037.48.pdf,37.48,37,,12,,,55.4,,,,
037.50.pdf,37.50,37,,12,,,54.5,,,,
037.51.pdf,37.51,37,,18,,,60.0,,,,
037.54.pdf,37.54,37,,27,,,52.4,,,,
037.58.pdf,37.58,37,,22,,,52.6,,,,
037.60.pdf,037.60,037,,29,,,52.4,,,,
037.64.pdf,037.64,037,,30,,,51.3,,,,
037.75.pdf,037.75,037,,18,,,55.1,,,,
038.18.pdf,38.18,38,"Pepper, Lemon and Smoke",12,May '94 Alc,,59.4,,"Highlands
           District",,
038.19.pdf,38.19,38,Fun Time Whisky,63,May '94 Alc,,58.7,,Highlands / Speyside,,
038.20.pdf,38.20,38,,16,,,57.4,,,,
038.21.pdf,38.21,38,,17,,,58.0,,,,
039.104.pdf,39.104,39,,14,,,58.5,,,,
039.110.pdf,39.110,39,,14,,,58.0,,,,135
039.43.pdf,039.43,039,"Like a Lime Rickey, Fresh and Clean",19,Nov,,54.9,,,,
039.52.pdf,039.52,039,Linseed Oil on a Cricket Bat,16,Dec,,59.6,,,,
