smws_code,smoky,peaty,sherry,fruity,spicy,sweet,rich
53.192,1.0,0.2,0.0,0.4,0.4,0.2,0.0
53.194,1.0,0.6,0.0,0.2,0.2,0.6,0.0
53.197,0.6,0.2,0.0,0.0,0.0,0.4,0.0
53.200,0.0,0.2,0.0,0.0,0.0,0.6,0.2
53.205,0.2,0.0,0.0,0.0,0.0,0.2,0.0
53.206,0.0,0.2,0.0,0.0,0.0,0.6,0.0
53.207,0.2,0.2,0.0,0.2,0.0,0.8,0.2
53.210,0.8,0.2,0.0,0.2,0.4,0.6,0.2
53.211,0.0,0.2,0.0,0.4,0.6,1.0,0.0
53.216,0.6,0.2,0.0,0.2,0.0,0.8,0.0
53.218,0.4,0.2,0.0,0.2,0.2,0.8,0.2
53.222,1.0,0.2,0.0,0.2,0.0,1.0,0.0
53.226,0.2,0.2,0.0,0.4,0.2,0.0,0.0
53.231,0.4,0.0,0.0,0.2,0.2,0.2,0.2
53.233,0.6,0.6,0.0,0.2,0.0,0.2,0.4
53.236,0.4,0.0,0.0,0.2,0.0,1.0,0.0
053.75,0.4,0.0,0.0,0.0,0.0,0.6,0.0
053.88,0.4,0.8,0.0,0.0,0.0,0.2,0.2
053.91,0.2,0.2,0.0,0.0,0.0,0.2,0.2
053.95,0.8,0.0,0.0,0.0,0.0,1.0,0.6
054.22,0.0,0.0,0.0,0.6,0.2,0.2,0.0
54.28,0.4,0.0,0.2,0.0,0.0,0.6,0.2
54.29,0.0,0.0,0.0,1.0,0.2,0.4,0.0
54.31,0.0,0.0,0.0,0.6,0.0,0.4,0.0
54.34,0.0,0.0,0.2,0.2,0.4,0.8,0.0
54.35,0.0,0.0,0.0,0.2,0.4,0.6,0.8
54.37,0.0,0.0,0.0,1.0,0.4,1.0,0.8
54.42,0.2,0.0,0.0,1.0,0.2,0.4,0.2
55.19,0.2,0.0,0.0,0.0,0.2,0.4,0.2
55.20,0.4,0.0,0.0,0.4,1.0,1.0,0.4
55.21,0.0,0.0,0.0,0.8,0.0,1.0,0.2
55.23,0.2,0.0,0.0,0.6,0.6,0.4,0.6
55.26,0.0,0.0,0.0,0.2,0.8,1.0,0.0
55.28,0.2,0.0,0.0,0.8,0.2,1.0,0.0
55.31,0.0,0.0,0.0,0.6,0.0,0.8,0.0
58.15,0.0,0.0,0.0,0.2,0.6,0.8,0.4
58.17,0.0,0.0,0.4,0.0,0.2,0.2,0.2
58.18,0.0,0.0,0.0,0.2,0.6,0.8,0.4
058.8,0.0,0.0,0.0,0.4,0.2,0.2,0.2
59.21,0.2,0.0,0.2,0.2,0.4,0.4,0.2
059.26,0.0,0.0,0.0,0.0,0.2,0.6,0.0
059.29,0.0,0.0,0.0,0.4,0.2,1.0,0.0
059.32,0.4,0.0,0.0,0.4,0.2,0.2,0.0
59.39,0.0,0.0,0.0,0.0,0.8,1.0,0.0
59.40,0.2,0.0,0.2,0.6,0.0,0.2,1.0
59.41,0.0,0.0,0.0,0.6,0.0,0.6,0.4
59.48,0.4,0.2,0.0,0.0,1.0,0.4,0.0
59.49,0.0,0.0,0.0,0.4,0.0,0.0,0.2
59.51,0.2,0.0,0.0,0.4,0.2,0.6,0.2
62.13,0.0,0.0,0.0,0.0,0.0,0.4,0.4
62.16,0.2,0.0,0.0,0.2,0.4,0.4,0.4
062.8,0.0,0.0,0.0,0.4,0.0,0.0,0.2
63.23,0.0,0.0,0.0,0.6,0.8,0.8,0.8
63.26,0.0,0.0,0.0,1.0,0.4,0.4,1.0
63.27,0.0,0.0,0.2,0.8,0.2,0.8,0.2
63.29,0.0,0.0,0.0,0.2,0.2,0.0,0.6
63.31,0.0,0.2,0.0,0.6,0.2,0.2,0.0
63.35,0.0,0.0,0.0,1.0,0.0,0.6,0.2
064.11,0.8,0.0,0.0,0.2,0.4,1.0,0.2
64.13,0.0,0.0,0.0,0.0,0.0,0.8,1.0
64.19,0.6,0.0,0.0,0.6,0.2,1.0,0.4
64.21,0.2,0.0,0.0,0.4,0.6,0.6,0.8
64.26,0.0,0.0,0.4,0.2,0.4,1.0,0.2
64.27,0.2,0.0,0.0,0.6,0.2,1.0,0.0
64.33,0.0,0.2,0.0,0.2,0.4,0.8,0.4
64.35,0.0,0.0,0.0,0.6,0.8,1.0,0.4
64.42,0.0,0.0,0.0,0.4,0.2,0.6,0.4
64.43,0.0,0.0,0.0,0.0,1.0,0.8,0.6
64.46,0.0,0.0,0.4,1.0,0.0,1.0,0.0
64.50,0.0,0.0,0.0,0.8,0.6,1.0,0.0
64.59,0.0,0.0,0.0,0.4,0.6,0.4,0.2
64.65,0.0,0.0,0.0,1.0,0.4,1.0,0.2
66.23,0.4,0.0,0.0,0.4,0.0,0.6,0.0
66.30,1.0,0.0,0.0,0.2,0.4,1.0,0.8
66.31,0.8,0.0,0.4,0.2,0.2,1.0,0.2
66.32,0.8,0.2,0.0,0.0,0.0,0.4,0.2
66.33,0.4,0.2,0.0,0.4,0.4,0.0,0.0
66.35,1.0,0.2,0.2,0.2,0.6,0.6,0.2
66.38,0.8,0.0,0.0,0.2,0.0,0.4,0.0
66.42,0.2,0.2,0.0,0.4,0.0,0.2,0.0
66.44,0.0,0.0,0.0,0.2,0.0,0.0,0.2
66.46,0.4,0.2,0.2,0.4,0.2,0.0,0.6
66.47,1.0,0.4,0.0,0.0,0.2,1.0,0.0
66.49,1.0,0.0,0.0,0.2,0.6,0.8,0.2
66.50,0.8,0.0,0.0,0.6,0.2,0.2,0.0
66.54,0.0,0.0,0.0,0.2,0.2,0.2,0.0
66.59,0.8,0.2,0.0,0.4,0.0,0.2,0.0
66.62,0.0,0.0,0.0,0.0,0.0,1.0,0.0
66.65,0.8,0.6,0.0,0.0,0.0,0.2,0.0
66.67,0.2,0.2,0.4,0.0,0.0,0.0,0.2
66.84,0.4,0.2,0.6,1.0,0.6,0.2,1.0
66.90,1.0,0.2,0.0,0.0,0.0,0.4,0.4
68.9,0.0,0.0,0.0,0.6,0.0,0.4,1.0
069.13,0.8,0.2,0.0,0.4,0.2,0.6,0.2
069.9,0.0,0.0,0.0,0.0,0.0,0.6,0.0
70.10,0.0,0.0,0.0,0.6,0.0,0.2,0.0
70.12,0.0,0.0,0.0,0.8,0.2,0.2,0.4
70.13,0.0,0.0,0.0,0.4,0.4,1.0,0.4
70.8,0.0,0.0,0.0,1.0,0.2,0.2,0.0
71.30,0.0,0.0,0.0,0.0,0.0,0.4,0.0
71.33,0.0,0.0,0.0,0.0,0.2,0.4,0.0
71.34,0.0,0.0,0.0,0.2,0.8,0.4,0.8
71.35,0.0,0.0,0.0,0.0,0.0,0.2,0.4
71.38,0.2,0.0,0.0,0.6,0.2,0.6,0.2
71.40,0.0,0.0,0.2,0.8,0.2,0.2,0.2
71.41,0.2,0.0,0.4,0.0,0.4,0.8,0.8
71.42,0.4,0.0,0.0,0.0,0.4,1.0,0.6
072.12,0.0,0.0,0.0,1.0,0.0,0.2,0.0
072.16,0.0,0.0,0.0,0.0,0.0,0.2,0.0
72.22,0.0,0.0,0.0,0.6,0.2,0.4,0.2
72.24,0.0,0.0,0.0,0.2,0.4,0.6,1.0
72.25,0.0,0.0,0.0,1.0,0.8,0.8,0.0
72.29,0.2,0.0,0.0,0.2,0.0,0.6,0.6
72.34,0.2,0.0,0.0,0.6,0.4,0.8,0.6
72.38,0.0,0.0,0.0,1.0,0.0,1.0,1.0
72.39,0.0,0.0,0.0,0.2,0.2,0.0,0.2
72.41,0.2,0.0,0.0,0.0,0.2,1.0,0.6
72.43,1.0,0.0,0.0,0.6,0.2,0.8,0.4
72.45,0.0,0.0,0.2,0.4,0.6,0.6,0.4
72.47,0.6,0.0,0.0,0.2,0.0,0.6,0.2
073.12,0.2,0.0,0.6,0.2,0.0,1.0,0.4
073.18,0.4,0.0,0.0,0.0,0.0,0.8,0.4
73.30,0.0,0.0,0.0,0.6,0.2,0.6,0.0
73.35,0.4,0.0,0.0,0.2,0.4,1.0,0.2
73.36,0.0,0.0,0.6,0.6,0.0,0.4,0.2
73.40,0.0,0.0,0.2,0.0,0.4,0.0,0.0
73.45,0.0,0.0,0.2,1.0,0.8,0.2,0.4
73.46,0.0,0.0,0.0,1.0,0.2,0.2,0.2
73.47,0.0,0.0,0.0,0.8,1.0,0.6,0.0
73.50,0.0,0.0,0.0,0.2,0.2,0.0,0.4
73.52,0.6,0.0,0.4,1.0,0.0,0.2,0.4
73.53,0.0,0.0,0.2,1.0,1.0,0.2,0.4
73.54,0.0,0.0,0.0,1.0,0.6,0.6,0.8
73.56,0.0,0.0,0.0,0.8,0.0,0.4,0.4
73.60,0.2,0.0,0.0,0.0,0.0,0.2,0.6
73.61,0.2,0.0,0.8,0.0,0.0,0.6,1.0
73.63,0.0,0.0,0.0,0.8,0.8,1.0,0.4
73.64,0.0,0.0,0.2,0.6,0.4,0.8,0.6
73.65,0.4,0.0,0.0,0.4,1.0,0.2,0.2
73.69,0.2,0.2,0.6,0.2,0.0,1.0,0.6
73.72,0.0,0.0,0.0,0.6,0.0,1.0,0.2
76.102,0.0,0.0,0.0,0.4,0.2,1.0,0.6
76.105,0.0,0.0,0.2,1.0,0.8,0.2,0.2
76.109,0.0,0.0,0.0,1.0,0.4,0.4,0.2
76.113,0.0,0.0,0.0,0.8,1.0,0.6,0.6
76.114,0.0,0.0,0.0,0.0,0.2,0.2,0.0
76.118,0.2,0.0,0.0,0.6,0.4,0.6,0.0
76.119,0.0,0.0,0.0,0.6,0.4,0.2,0.4
76.120,0.0,0.0,0.0,0.6,0.8,1.0,0.4
76.124,0.0,0.0,0.0,0.4,0.6,0.2,1.0
76.125,0.2,0.0,0.0,1.0,1.0,1.0,0.2
76.126,0.0,0.0,0.0,1.0,0.2,0.2,1.0
076.35,0.2,0.0,0.4,0.2,0.0,0.2,0.4
076.36,0.0,0.0,0.4,0.0,0.0,0.2,0.6
076.48,0.0,0.0,0.0,0.2,0.0,0.6,0.2
76.50,0.0,0.0,0.0,0.8,0.2,0.6,0.4
76.65,0.2,0.0,0.0,1.0,0.2,0.0,0.2
76.68,0.6,0.2,0.2,0.0,1.0,1.0,0.2
76.74,0.2,0.0,0.2,0.8,0.6,1.0,0.4
76.80,0.0,0.0,0.2,0.6,0.0,0.4,1.0
76.81,0.0,0.0,0.0,0.4,0.0,0.6,0.2
76.84,0.6,0.0,0.2,1.0,0.4,0.0,0.8
76.85,0.0,0.0,0.4,0.6,0.2,1.0,0.2
76.86,0.0,0.0,0.2,0.0,0.6,0.2,0.0
76.94,0.0,0.0,0.0,0.2,0.6,1.0,0.6
76.96,0.0,0.0,0.0,1.0,0.4,0.4,0.4
76.98,0.4,0.0,0.0,0.8,0.6,1.0,0.8
76.99,0.0,0.0,0.0,0.4,0.6,1.0,0.2
77.18,0.2,0.2,0.0,0.8,0.2,0.4,0.4
77.23,0.2,0.0,0.0,1.0,0.0,0.2,0.2
77.25,0.0,0.0,0.0,0.4,0.4,0.6,1.0
77.27,0.0,0.0,0.0,0.4,0.2,0.6,0.0
77.28,0.2,0.0,0.0,0.6,0.0,0.0,0.8
77.30,0.0,0.0,0.0,1.0,0.2,0.8,0.0
77.33,0.0,0.0,0.0,1.0,0.4,0.0,0.0
77.35,0.0,0.0,0.0,1.0,0.6,0.4,0.0
077.38,0.0,0.0,0.0,0.0,0.2,0.4,0.0
077.9,0.0,0.0,0.0,0.2,0.2,1.0,0.2
78.40,0.0,0.0,0.4,0.0,0.2,1.0,0.4
080.3,0.0,0.0,0.2,0.2,0.4,0.4,0.2
81.11,0.0,0.0,0.8,0.0,0.0,0.0,0.2
81.14,0.4,0.0,0.0,0.2,0.0,1.0,0.4
81.9,0.0,0.4,1.0,0.0,0.2,0.2,0.8
82.19,0.0,0.0,0.0,0.2,0.2,1.0,1.0
82.20,0.0,0.0,0.4,0.4,0.0,0.4,0.6
84.12,0.0,0.0,0.0,1.0,0.0,0.4,0.2
84.15,0.0,0.0,0.0,1.0,0.2,0.6,0.8
84.16,0.0,0.0,0.2,1.0,0.0,1.0,0.0
84.18,0.0,0.0,0.0,0.8,0.6,1.0,0.2
84.9,0.0,0.0,0.0,0.2,0.6,0.6,0.0
85.20,0.2,0.0,0.2,0.4,0.0,0.6,0.4
85.22,0.2,0.0,0.2,0.0,0.8,0.8,0.6
85.23,1.0,0.0,0.4,0.2,0.0,0.6,0.0
85.25,0.0,0.0,0.0,1.0,0.0,1.0,0.0
85.28,0.0,0.0,0.0,0.2,0.0,0.6,0.0
85.29,0.0,0.0,0.4,0.4,0.2,1.0,0.0
85.32,0.0,0.0,0.0,1.0,0.0,0.6,0.0
90.12,0.0,0.2,0.0,0.0,0.2,0.4,0.0
090.8,0.2,0.0,0.0,0.6,0.0,0.0,0.0
091.19,0.0,0.0,0.0,0.0,0.0,0.4,0.0
093.13,1.0,0.0,0.2,0.0,0.0,0.2,0.0
93.23,0.2,0.0,0.0,0.0,0.0,0.0,0.0
93.26,0.2,0.0,0.0,0.0,0.8,0.0,0.4
93.27,0.2,0.0,0.0,0.0,0.0,1.0,0.0
93.36,0.0,0.0,0.2,0.4,0.2,0.2,0.8
93.37,0.0,0.0,0.0,0.0,0.2,1.0,0.0
93.39,0.0,0.0,0.8,0.4,0.2,0.2,1.0
93.44,0.4,0.2,0.0,0.2,0.4,0.0,0.0
93.46,0.2,0.6,0.0,0.4,0.0,0.8,0.2
93.47,0.4,1.0,0.0,0.0,0.4,0.2,0.0
93.51,0.4,0.4,0.0,0.0,0.2,0.4,0.0
93.52,0.4,0.0,0.0,0.4,0.2,1.0,0.0
93.55,0.4,0.0,0.0,0.2,0.0,0.0,0.0
93.57,0.4,0.0,0.4,0.0,0.2,1.0,0.4
93.61,0.6,0.2,0.0,0.2,0.2,1.0,0.4
93.63,0.0,0.0,0.0,0.2,0.2,0.8,0.6
93.64,0.4,0.0,0.0,0.0,0.2,0.0,0.2
93.66,0.0,0.0,0.0,0.8,0.6,0.6,0.4
93.69,0.0,0.0,0.2,0.2,0.2,0.6,0.4
94.4,0.6,0.0,0.0,0.0,0.0,0.2,0.2
95.10,0.2,0.0,0.0,0.4,0.6,1.0,0.2
95.13,0.0,0.0,0.2,0.8,0.4,0.6,0.0
95.15,0.0,0.0,0.2,0.4,0.6,0.6,0.4
95.19,0.6,0.4,0.0,0.6,0.6,0.8,0.0
95.20,0.2,0.0,0.2,0.0,0.6,0.6,0.2
95.7,0.0,0.0,0.0,0.0,0.0,0.6,0.2
96.9,0.0,0.2,0.0,0.2,0.2,0.6,0.4
97.10,0.0,0.0,0.0,0.4,0.2,1.0,0.2
97.13,0.0,0.0,0.0,1.0,0.0,1.0,0.2
97.19,0.2,0.0,0.0,1.0,0.2,0.4,0.8
97.7,0.0,0.0,0.0,0.4,0.2,0.0,0.0
99.11,0.0,0.2,0.0,1.0,0.0,0.2,0.6
99.12,0.0,0.0,0.6,0.8,0.2,0.0,0.2
099.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.08,0.0,0.0,0.2,0.4,0.4,1.0,0.0
100.10,0.0,0.0,0.0,1.0,0.2,0.4,0.4
100.9,0.0,0.0,0.0,0.8,0.8,0.8,0.6
104.5,0.0,0.0,0.0,0.4,0.0,0.6,0.2
105.10,0.0,0.0,0.2,0.6,0.2,0.2,0.0
105.12,0.0,0.0,0.4,0.0,1.0,0.6,0.6
105.15,0.0,0.0,0.2,0.0,0.2,0.4,1.0
105.17,0.0,0.0,0.2,0.2,0.4,0.8,0.2
105.8,0.0,0.0,0.0,0.0,0.0,0.8,0.2
106.17,0.4,0.0,0.0,0.0,0.0,0.4,0.2
106.18,0.2,0.0,0.0,1.0,0.8,0.6,0.0
107.6,0.0,0.0,0.0,0.2,0.0,0.6,0.0
108.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112.11,0.0,0.0,0.0,1.0,0.8,0.8,0.4
112.7,0.2,0.0,0.0,0.6,0.4,1.0,0.4
112.8,0.0,0.0,0.0,0.4,0.6,0.0,0.0
113.14,0.4,0.0,0.0,0.0,0.2,0.8,0.2
117.5,0.0,0.0,0.2,0.4,0.2,0.6,0.4
121.12,0.0,0.0,0.0,0.0,0.8,0.6,0.2
121.30,0.2,0.0,0.0,0.2,0.2,1.0,0.0
121.32,0.0,0.0,0.0,1.0,0.8,0.8,0.2
121.38,0.0,0.0,0.8,0.0,0.2,1.0,0.8
121.42,0.0,0.0,0.0,1.0,0.2,0.6,0.0
121.47,0.0,0.0,0.0,0.4,0.2,0.6,0.4
121.5,0.0,0.0,0.2,0.2,0.0,0.4,0.0
121.52,0.0,0.0,0.0,0.6,0.2,0.4,0.0
121.55,0.4,0.0,0.2,0.6,0.6,0.8,0.0
121.57,0.0,0.0,0.0,0.8,0.2,0.6,0.2
121.61,0.2,0.0,0.2,0.8,0.2,0.4,1.0
121.65,0.0,0.0,0.8,0.2,0.0,1.0,0.2
121.67,0.0,0.0,0.0,0.8,0.4,0.8,0.4
121.71,0.0,0.0,0.0,0.2,0.2,0.2,0.0
121.73,0.2,0.0,0.0,1.0,0.0,1.0,0.8
121.74,0.0,0.0,0.0,1.0,0.4,1.0,0.8
121.77,0.4,0.0,0.0,0.8,0.4,1.0,1.0
121.80,0.2,0.2,0.0,0.2,0.4,1.0,0.2
121.89,0.0,0.0,0.0,0.0,0.0,1.0,0.4
122.12,0.8,0.4,0.0,0.0,0.0,0.8,0.0
122.20,1.0,0.0,0.0,0.0,0.0,1.0,0.0
123.03,0.0,0.0,0.0,0.6,0.0,0.6,0.4
123.04,0.0,0.0,0.0,0.0,0.4,0.6,0.0
123.10,0.0,0.0,0.0,0.4,0.0,1.0,0.2
123.13,0.0,0.0,0.0,0.8,0.0,1.0,0.0
123.18,0.0,0.0,0.0,1.0,1.0,1.0,0.8
123.5,0.8,0.0,0.0,0.2,0.4,0.6,0.0
123.6,0.2,0.0,0.2,0.2,0.2,1.0,0.6
123.8,0.0,0.0,0.0,0.4,0.8,0.4,0.2
123.9,0.0,0.0,0.0,0.0,0.0,0.4,0.2
125.15,0.0,0.0,0.0,0.2,0.0,1.0,0.0
125.23,0.0,0.0,0.0,0.0,0.0,0.8,0.4
125.25,0.2,0.0,0.0,0.8,0.2,1.0,0.2
125.27,0.0,0.0,0.0,0.6,0.6,0.2,0.0
125.29,0.0,0.0,0.0,0.2,0.6,1.0,0.6
125.38,0.4,0.0,0.4,0.8,0.0,0.4,0.6
125.44,0.0,0.0,0.0,0.4,1.0,0.4,0.4
125.47,0.4,0.0,0.0,0.0,0.0,0.6,0.0
125.48,0.2,0.0,0.0,0.4,0.0,1.0,0.2
125.51,0.0,0.0,0.0,0.4,0.6,1.0,0.4
125.56,0.0,0.0,0.0,1.0,0.4,1.0,0.0
125.59,0.4,0.2,0.2,0.2,0.2,1.0,0.8
125.60,0.0,0.0,0.0,0.2,0.6,1.0,0.4
125.65,0.0,0.0,0.0,1.0,0.6,0.2,0.2
125.67,0.0,0.0,0.0,1.0,0.6,1.0,0.6
125.7,0.2,0.0,0.0,0.2,0.6,0.4,0.0
125.70,0.2,0.0,0.2,0.4,0.0,0.8,0.4
125.73,0.0,0.0,0.0,0.8,0.0,0.8,0.0
125.8,0.0,0.0,0.0,0.2,0.8,0.6,0.2
127.1,0.2,0.4,0.0,0.0,0.4,1.0,0.0
127.12,1.0,0.6,0.0,0.2,0.0,0.4,0.0
127.13,0.2,0.0,0.0,0.0,0.0,0.2,0.0
127.14,0.0,0.0,0.0,0.0,0.4,0.6,0.0
127.16,1.0,1.0,0.0,0.0,0.2,0.4,0.0
127.23,0.2,0.0,0.0,0.2,0.0,0.4,0.2
127.24,0.4,0.2,0.0,0.0,0.2,1.0,0.4
127.26,0.4,0.4,0.0,0.4,0.4,0.6,0.2
127.27,0.4,0.4,0.0,0.4,0.4,0.6,0.2
127.3,0.8,0.0,0.0,0.2,0.2,0.6,0.4
127.31,0.0,0.0,0.0,0.6,0.0,0.6,0.0
127.32,1.0,0.6,0.0,0.0,0.4,0.4,0.6
127.34,1.0,0.0,0.0,0.6,0.4,0.2,0.2
127.38,0.8,0.8,0.2,0.0,0.0,1.0,0.0
127.39,0.2,0.0,0.0,0.0,0.2,0.4,0.2
127.43,0.4,0.4,0.0,0.0,0.0,0.2,0.0
127.7,0.8,0.0,0.2,0.0,0.0,0.0,0.2
127.9,1.0,0.6,0.0,0.0,0.6,0.2,0.0
128.2,0.2,0.0,0.2,0.4,0.6,0.4,0.6
128.3,0.0,0.0,0.0,0.6,0.0,1.0,0.2
128.5,0.0,0.0,0.0,0.4,0.0,0.2,0.2
129.1,0.6,0.0,0.0,0.0,0.0,0.0,0.0
129.3,0.2,0.2,0.0,0.0,0.2,0.6,0.2
129.4,1.0,0.8,0.0,0.6,0.2,0.8,0.0
129.6,0.6,0.2,0.0,0.0,0.2,1.0,0.0
39.52,0.2,0.0,0.0,0.2,0.4,0.8,0.0
53.121,1.0,0.0,0.0,0.6,0.2,0.4,0.2
53.132,0.6,0.4,0.0,0.2,0.0,0.0,0.4
53.136,0.6,0.2,0.0,0.0,0.2,0.2,0.2
70.6,0.8,0.0,0.0,0.8,0.0,0.0,0.4
G1.10,0.0,0.0,0.0,0.6,1.0,1.0,0.8
G1.11,0.0,0.0,0.0,1.0,0.2,1.0,0.4
G1.12,0.0,0.0,0.0,1.0,0.8,0.6,0.4
G1.14,0.0,0.0,0.0,0.4,0.8,1.0,0.6
G1.6,0.0,0.0,0.0,0.2,0.8,1.0,0.2
G1.8,0.0,0.0,0.0,1.0,0.0,1.0,0.6
G1.9,0.4,0.0,0.0,0.2,0.8,1.0,0.4
G10.3,0.0,0.0,0.0,0.4,0.8,1.0,0.2
G14.1,0.0,0.0,0.0,0.6,0.4,1.0,0.2
G2.2,0.0,0.0,0.0,0.0,0.0,0.8,0.2
G3.2,0.0,0.0,0.0,0.8,0.2,1.0,1.0
G3.3,0.0,0.0,0.2,0.2,0.4,1.0,0.2
G3.6,0.2,0.0,0.0,0.0,0.0,1.0,0.4
G3.8,0.0,0.0,0.0,0.4,0.0,0.2,0.6
G4.10,0.0,0.0,0.0,0.0,0.6,1.0,1.0
G4.2,0.2,0.0,0.0,0.0,0.0,1.0,1.0
G4.7,0.0,0.0,0.2,0.2,0.2,1.0,1.0
G5.10,0.0,0.0,0.0,0.2,1.0,1.0,0.6
G5.2,0.0,0.0,0.0,0.4,0.4,1.0,0.6
G5.5,0.2,0.0,0.0,0.4,0.4,1.0,0.6
G5.7,0.2,0.0,0.0,0.4,0.6,1.0,0.2
G6.2,0.0,0.0,0.0,0.2,0.0,1.0,0.4
G6.3,0.0,0.0,0.0,0.0,0.4,1.0,0.6
G7.10,0.0,0.0,0.0,0.2,0.8,1.0,0.4
G7.2,0.0,0.0,0.0,1.0,0.2,1.0,0.0
G7.4,0.0,0.0,0.0,0.4,0.8,1.0,0.4
G7.7,0.2,0.0,0.0,0.4,0.6,1.0,0.2
G7.9,0.8,0.0,0.0,0.4,0.4,1.0,0.2
G8.2,0.0,0.0,0.2,0.0,0.6,1.0,0.4
G8.3,0.0,0.0,0.0,1.0,0.0,0.6,0.2
G8.5,0.0,0.0,0.0,0.2,0.0,0.8,0.4
G8.6,0.0,0.0,0.0,0.6,0.8,1.0,0.6
G9.1,0.0,0.0,0.0,0.4,0.6,0.8,0.0
