smws_code,smoky,peaty,sherry,fruity,spicy,sweet,rich
53.160,1.0,0.8,0.0,0.0,0.2,0.4,0.2
53.162,0.0,0.2,0.0,0.2,0.0,0.2,0.2
53.163,0.2,0.2,0.0,0.0,0.0,0.2,0.0
53.165,0.2,0.8,0.0,0.2,0.0,1.0,0.0
53.167,1.0,0.0,0.0,0.4,0.4,0.8,0.0
53.172,0.4,0.6,0.0,0.0,0.0,0.6,0.4
53.173,0.8,0.4,0.2,0.0,0.0,0.8,0.0
53.182,0.2,0.2,0.0,0.2,0.0,0.6,0.0
53.184,1.0,0.8,0.2,0.2,0.4,0.6,0.6
53.186,0.4,0.0,0.0,0.2,0.0,1.0,0.2
53.187,0.4,0.6,0.0,0.0,0.0,0.4,0.0
53.188,1.0,0.0,0.0,0.0,0.0,0.2,0.2
53.190,1.0,0.6,0.0,0.0,0.2,0.2,0.2
53.191,0.2,0.2,0.0,0.4,0.0,0.8,0.0
