whisky_id,field,column,existing_value,is_null,is_empty_string,is_whitespace,proposed_value,reason_skipped
5481dcb4-a598-57f4-b634-0a2e4256aa3d,region,region,,0,1,0,Speyside,skipped_existing_value_nonnull
549cadc7-e9b9-516a-8616-09d62dc14bf0,region,region,,0,1,0,Speyside,skipped_existing_value_nonnull
54f8070c-a704-56c2-928b-ab0ca9731805,region,region,,0,1,0,Speyside,skipped_existing_value_nonnull
55a30f70-fd7e-5772-acce-9b00a08956ca,region,region,,0,1,0,Speyside,skipped_existing_value_nonnull
56b0ecd5-b248-5c08-8b28-1e604adedd99,region,region,,0,1,0,Highland,skipped_existing_value_nonnull
56d18e9e-213a-59c7-9033-3d6fdca3d67b,region,region,,0,1,0,Speyside,skipped_existing_value_nonnull
56e069bf-6886-507d-9dbd-ecbcc162a7e5,region,region,,0,1,0,Speyside,skipped_existing_value_nonnull
5747bc85-3f45-5b79-9935-9e6f7000de43,region,region,,0,1,0,Lowland,skipped_existing_value_nonnull
581e428b-48c8-5de5-aa47-b33ebd55121b,region,region,,0,1,0,Speyside,skipped_existing_value_nonnull
58b4ad62-5373-5233-bfb1-3ca4c7da74b9,region,region,,0,1,0,Islay,skipped_existing_value_nonnull
58d83064-5861-570b-a198-39bb657e6b95,region,region,,0,1,0,Speyside,skipped_existing_value_nonnull
5970e91d-71df-52b6-a0e0-e0aa2faa13b2,region,region,,0,1,0,Islay,skipped_existing_value_nonnull
59774bf2-8a22-52ba-ba4c-45a2321293ea,region,region,,0,1,0,Islay,skipped_existing_value_nonnull
5a1f5982-ab45-5817-bd30-555c7d76894c,region,region,,0,1,0,Highland,skipped_existing_value_nonnull
5a823447-dca9-5d25-a2f0-edda49de4929,region,region,,0,1,0,Speyside,skipped_existing_value_nonnull
5ac41468-15ed-5bce-b57d-aa2efe76dd3d,region,region,,0,1,0,Highland,skipped_existing_value_nonnull
5b4b4ad8-0fff-53d3-a6a4-7609919007c7,region,region,,0,1,0,Islay,skipped_existing_value_nonnull
5bb56175-5b79-5232-917c-8c9fa5d87186,region,region,,0,1,0,Speyside,skipped_existing_value_nonnull
5ce7f1cc-e838-5a71-9eaa-ec48050a18b5,region,region,,0,1,0,Speyside,skipped_existing_value_nonnull
5cf27220-5326-5dff-b41d-9c2b7ffa3eb9,region,region,,0,1,0,Speyside,skipped_existing_value_nonnull
5d7620b8-8700-5341-8367-bdfc4c989ad4,region,region,,0,1,0,Speyside,skipped_existing_value_nonnull
5ddf0fa2-a15e-5f5f-9a51-c4ccc3fb0189,region,region,,0,1,0,Speyside,skipped_existing_value_nonnull
5e18c7c5-206e-5096-88cf-f1faada90bd2,region,region,,0,1,0,Highland,skipped_existing_value_nonnull
5f0a3cd8-1703-581f-bc4f-9c935c333d8a,region,region,,0,1,0,Highland,skipped_existing_value_nonnull
5f1f39e3-d220-5d4e-81d3-5f211f45b43c,region,region,,0,1,0,Speyside,skipped_existing_value_nonnull
5f4f2d5f-070a-50c4-a62a-aa719e3c30e2,region,region,,0,1,0,Speyside,skipped_existing_value_nonnull
60044aa8-38fd-5ea6-8655-30420036780c,region,region,,0,1,0,Islay,skipped_existing_value_nonnull
603361f9-a081-5e15-86ae-29a3863bbf57,region,region,,0,1,0,Speyside,skipped_existing_value_nonnull
605431d1-f644-5dcc-a88f-17f23ac53b0b,region,region,,0,1,0,Highland,skipped_existing_value_nonnull
605a88b7-4697-510d-af18-bca7f8f17167,region,region,,0,1,0,Speyside,skipped_existing_value_nonnull
61607d8a-3b83-568b-9104-f97ed19300d0,region,region,,0,1,0,Highland,skipped_existing_value_nonnull
617006f0-15e0-5533-a4b7-52f707e4df93,region,region,,0,1,0,Speyside,skipped_existing_value_nonnull
619ecc49-104c-5b3d-8527-477690263190,region,region,,0,1,0,Islay,skipped_existing_value_nonnull
61f6ade1-0e01-54c3-b45f-c2bfab3aede1,region,region,,0,1,0,Islay,skipped_existing_value_nonnull
620b6b32-f1e9-5fcd-a2a7-14b689f7eb78,region,region,,0,1,0,Highland,skipped_existing_value_nonnull
629e3bd9-b38d-5fe6-bccf-8e8db91d912e,region,region,,0,1,0,Speyside,skipped_existing_value_nonnull
62d73ded-e9ce-516e-b1b8-4409a04ad86b,region,region,,0,1,0,Highland,skipped_existing_value_nonnull
631f719e-2726-5b69-b272-ca88b906f604,region,region,,0,1,0,Islay,skipped_existing_value_nonnull
63c13200-4827-547d-9592-5a9864db6374,region,region,,0,1,0,Islay,skipped_existing_value_nonnull
643b2bfd-143f-5972-9c0d-1646b1fe2c51,region,region,,0,1,0,Highland,skipped_existing_value_nonnull
6443f5b5-8abd-511b-98c8-fa381b6f3bbc,region,region,,0,1,0,Speyside,skipped_existing_value_nonnull
64a27f21-5d90-5b2a-8658-10e1206fc801,region,region,,0,1,0,Speyside,skipped_existing_value_nonnull
64bc4415-7c60-5a64-90e0-a9ee8138c282,region,region,,0,1,0,Speyside,skipped_existing_value_nonnull
64bece66-a276-59cd-85e0-116eac0fe3fb,region,region,,0,1,0,Speyside,skipped_existing_value_nonnull
659fa17f-9402-5b4c-98bc-efe4cdcd0639,region,region,,0,1,0,Speyside,skipped_existing_value_nonnull
65cdbe24-c4a7-5c16-b450-64417c0568f9,region,region,,0,1,0,Speyside,skipped_existing_value_nonnull
666fcc89-034e-57b3-aaa8-c48bab6959e4,region,region,,0,1,0,Highland,skipped_existing_value_nonnull
674d5c67-6c9c-55cd-91af-ac7ca89bef94,region,region,,0,1,0,Highland,skipped_existing_value_nonnull
