book,surface,suggested_type,confidence,age,abv,region,cask,bottler,page,status
50 - Whisky Advocate September 2020_pdf -- W,"Zak Kostro
Less",expression,0.55,,,,bourbon,,12,CREATE
50 - Whisky Advocate September 2020_pdf -- W,Sticker Shock,expression,0.55,,,,bourbon,,12,CREATE
50 - Whisky Advocate September 2020_pdf -- W,The Malts Behind,expression,0.55,,,,,,12,CREATE
50 - Whisky Advocate September 2020_pdf -- W,"Ted Simmons
Breaking",expression,0.55,,,,,,12,CREATE
50 - Whisky Advocate September 2020_pdf -- W,Larger Than Life,expression,0.55,,,islay,,,12,CREATE
50 - Whisky Advocate September 2020_pdf -- W,"Ted Simmons
An",expression,0.55,,,,,,12,CREATE
50 - Whisky Advocate September 2020_pdf -- W,"Buying Guide
Reviews",expression,0.55,,,,,,13,CREATE
50 - Whisky Advocate September 2020_pdf -- W,Lighter Dram,expression,0.55,,,,,,13,CREATE
50 - Whisky Advocate September 2020_pdf -- W,"Celebrate Big
Marvin",expression,0.55,,,,,,16,CREATE
50 - Whisky Advocate September 2020_pdf -- W,"Shanken
Editor",expression,0.55,,,,,,16,CREATE
50 - Whisky Advocate September 2020_pdf -- W,Build Your Best,expression,0.55,,,,,,18,CREATE
50 - Whisky Advocate September 2020_pdf -- W,Art Director John,expression,0.55,,,,,,19,CREATE
50 - Whisky Advocate September 2020_pdf -- W,Events Joan,expression,0.55,,,,,,19,CREATE
50 - Whisky Advocate September 2020_pdf -- W,Senior Whisky Specialist,expression,0.55,,,,,,19,CREATE
50 - Whisky Advocate September 2020_pdf -- W,Digital Editor Susannah,expression,0.55,,,,,,19,CREATE
50 - Whisky Advocate September 2020_pdf -- W,"Skiver Barton
 Contributing",expression,0.55,,,,,,19,CREATE
50 - Whisky Advocate September 2020_pdf -- W,Chairman Marvin,expression,0.55,,,,,,19,CREATE
50 - Whisky Advocate September 2020_pdf -- W,Wine Spectator,expression,0.55,,,,wine,,19,CREATE
50 - Whisky Advocate September 2020_pdf -- W,Try Now,expression,0.55,,,,,,19,CREATE
50 - Whisky Advocate September 2020_pdf -- W,"Dave Cole
Hello",expression,0.55,,,,,,19,CREATE
50 - Whisky Advocate September 2020_pdf -- W,Stylish Whisky Water,expression,0.55,,,,,,24,CREATE
50 - Whisky Advocate September 2020_pdf -- W,Coffee Flavor Meets,expression,0.55,,,,,,24,CREATE
50 - Whisky Advocate September 2020_pdf -- W,Christina Basham,expression,0.55,,,,,,25,CREATE
50 - Whisky Advocate September 2020_pdf -- W,Pinball Meets Pappy,expression,0.55,,,,,,29,CREATE
50 - Whisky Advocate September 2020_pdf -- W,Pinballz Lake Creek,expression,0.55,,,,,,29,CREATE
50 - Whisky Advocate September 2020_pdf -- W,Legacy Cana,expression,0.55,,,,,,29,CREATE
50 - Whisky Advocate September 2020_pdf -- W,Vintage Games,expression,0.55,,,,,,29,CREATE
50 - Whisky Advocate September 2020_pdf -- W,"Aged Whiskies
Emporium",expression,0.55,,,,,,29,CREATE
50 - Whisky Advocate September 2020_pdf -- W,Arcade Bar Chicago,expression,0.55,,,,,,29,CREATE
50 - Whisky Advocate September 2020_pdf -- W,"Share Loch 
Ness",expression,0.55,,,,,,32,CREATE
50 - Whisky Advocate September 2020_pdf -- W,Salt House,expression,0.55,,,,,,36,CREATE
50 - Whisky Advocate September 2020_pdf -- W,"Cointreau
Cinnamon",expression,0.55,,,,,,36,CREATE
50 - Whisky Advocate September 2020_pdf -- W,Brazilian Spirit,expression,0.75,2,40,,,,37,CREATE
50 - Whisky Advocate September 2020_pdf -- W,Cuca Fresca Ouro,expression,0.75,4,40,,,,37,CREATE
50 - Whisky Advocate September 2020_pdf -- W,Leblon Reserva Especial,expression,0.75,2,40,,,,37,CREATE
50 - Whisky Advocate September 2020_pdf -- W,Novo Fogo Barrel,expression,0.75,2,40,,bourbon,,37,CREATE
50 - Whisky Advocate September 2020_pdf -- W,Yaguara Ouro,expression,0.75,,42,,,,37,CREATE
50 - Whisky Advocate September 2020_pdf -- W,Ouro Reserva Especial,expression,0.75,2,40,,,,37,CREATE
50 - Whisky Advocate September 2020_pdf -- W,Zak Kostro,expression,0.55,,,,,,40,CREATE
50 - Whisky Advocate September 2020_pdf -- W,"Community
Kentucky",expression,0.55,,,,bourbon,,40,CREATE
50 - Whisky Advocate September 2020_pdf -- W,Original Black Bourbon,expression,0.55,,,,bourbon,,40,CREATE
50 - Whisky Advocate September 2020_pdf -- W,Steven Grasse,distillery,0.55,,,,,,41,CREATE
50 - Whisky Advocate September 2020_pdf -- W,Tamworth Inn,distillery,0.55,,,,,,41,CREATE
50 - Whisky Advocate September 2020_pdf -- W,The General Lewis,expression,0.55,,,,,,42,CREATE
50 - Whisky Advocate September 2020_pdf -- W,Grist Mill Lane,distillery,0.55,,,,,,42,CREATE
50 - Whisky Advocate September 2020_pdf -- W,"Ralph 
Erenzo",distillery,0.55,,,,,,42,CREATE
50 - Whisky Advocate September 2020_pdf -- W,Silent Night,distillery,0.55,,,,,,42,CREATE
50 - Whisky Advocate September 2020_pdf -- W,Jay Erisman,expression,0.55,,,,,,43,CREATE
50 - Whisky Advocate September 2020_pdf -- W,"Sean Evans
Inspired",expression,0.55,,,,,,43,CREATE
50 - Whisky Advocate September 2020_pdf -- W,Cold Cut,expression,0.75,,46.5,,bourbon,,46,CREATE
50 - Whisky Advocate September 2020_pdf -- W,"Eye 
Rye Craft",expression,0.75,,40,,,,46,CREATE
50 - Whisky Advocate September 2020_pdf -- W,Infused Rye,expression,0.75,,40,,,,46,CREATE
50 - Whisky Advocate September 2020_pdf -- W,Mickey Heads,distillery,0.55,,,,,,48,CREATE
50 - Whisky Advocate September 2020_pdf -- W,Support During Pandemic,expression,0.55,,,,,,48,CREATE
50 - Whisky Advocate September 2020_pdf -- W,Go Tip Your,expression,0.55,,,,,,53,CREATE
50 - Whisky Advocate September 2020_pdf -- W,Noe Craft Distillery,distillery,0.55,,,,,,61,CREATE
50 - Whisky Advocate September 2020_pdf -- W,"Mark 
Lancaster",distillery,0.55,,,,,,63,CREATE
50 - Whisky Advocate September 2020_pdf -- W,"Sizing Up 
Distilleries",distillery,0.55,,,,,,66,CREATE
50 - Whisky Advocate September 2020_pdf -- W,"Biggest 
Whisky Operations",expression,0.55,,,,,,66,CREATE
50 - Whisky Advocate September 2020_pdf -- W,"Capacity
Master",expression,0.55,,,,,,66,CREATE
50 - Whisky Advocate September 2020_pdf -- W,"Logan.
Pot",expression,0.55,,,,,,67,CREATE
50 - Whisky Advocate September 2020_pdf -- W,The Dock Man,distillery,0.75,42,,,,,68,CREATE
50 - Whisky Advocate September 2020_pdf -- W,Tobacco Tax,expression,0.55,,,,,,74,CREATE
50 - Whisky Advocate September 2020_pdf -- W,Trade Bureau,expression,0.55,,,,,,74,CREATE
50 - Whisky Advocate September 2020_pdf -- W,Harlen Wheatley,expression,0.55,,,,,,75,CREATE
50 - Whisky Advocate September 2020_pdf -- W,Antique Collection,expression,0.55,,,,bourbon,,75,CREATE
50 - Whisky Advocate September 2020_pdf -- W,Denny Potter,distillery,0.55,,,,,,75,CREATE
50 - Whisky Advocate September 2020_pdf -- W,"Weller 
Full Proof",expression,0.75,,57,,bourbon,,75,CREATE
50 - Whisky Advocate September 2020_pdf -- W,"Strength 
Reserve",expression,0.75,,56.8,,,,75,CREATE
50 - Whisky Advocate September 2020_pdf -- W,"Cinnamon Red 
Hots",expression,0.75,,56.8,,,,75,CREATE
50 - Whisky Advocate September 2020_pdf -- W,"Mark 
Cask Strength",expression,0.55,,,,bourbon,,75,CREATE
50 - Whisky Advocate September 2020_pdf -- W,"Strength Port 
Barrel",expression,0.55,,,,port,,76,CREATE
50 - Whisky Advocate September 2020_pdf -- W,"Full Proof  
Kentucky",expression,0.75,,62.5,,oak,,76,CREATE
50 - Whisky Advocate September 2020_pdf -- W,Silent Distillery Chapter,distillery,0.55,,,,,,78,CREATE
50 - Whisky Advocate September 2020_pdf -- W,Jonny Fowle,expression,0.55,,,,,,79,CREATE
50 - Whisky Advocate September 2020_pdf -- W,Splurge Worthy,expression,0.75,25,43,,,,79,CREATE
50 - Whisky Advocate September 2020_pdf -- W,Bars Where You,expression,0.75,25,43,,,,79,CREATE
50 - Whisky Advocate September 2020_pdf -- W,"Can Buy 
Whisky",expression,0.75,,43,,,,79,CREATE
50 - Whisky Advocate September 2020_pdf -- W,"Bragging Rights
Brandy",expression,0.55,,,,,,79,CREATE
50 - Whisky Advocate September 2020_pdf -- W,Hot Numbers,expression,0.55,,,,,,82,CREATE
50 - Whisky Advocate September 2020_pdf -- W,Stephanie Macleod,expression,0.55,,,,,,82,CREATE
50 - Whisky Advocate September 2020_pdf -- W,Double Double,expression,0.75,21,,,,,82,CREATE
50 - Whisky Advocate September 2020_pdf -- W,"Beveridge. 
Widely",expression,0.55,,,,,,83,CREATE
50 - Whisky Advocate September 2020_pdf -- W,"Beveridge.
That",expression,0.55,,,,,,83,CREATE
50 - Whisky Advocate September 2020_pdf -- W,For Knob Creek,expression,0.55,,,,,,83,CREATE
50 - Whisky Advocate September 2020_pdf -- W,Fred Noe,expression,0.75,,59.8,,,,83,CREATE
50 - Whisky Advocate September 2020_pdf -- W,Seaview Cottage,distillery,0.75,,57.1,,,,89,CREATE
50 - Whisky Advocate September 2020_pdf -- W,The Illicit Still,distillery,0.55,,,,,,90,CREATE
50 - Whisky Advocate September 2020_pdf -- W,Beam Suntory,expression,0.55,,,,,,91,CREATE
50 - Whisky Advocate September 2020_pdf -- W,Adam Hannett,expression,0.55,,,,,,93,CREATE
50 - Whisky Advocate September 2020_pdf -- W,While Caol Ila,expression,0.55,,,,,,96,CREATE
50 - Whisky Advocate September 2020_pdf -- W,Diageo Special Releases,distillery,0.55,,,,,,96,CREATE
50 - Whisky Advocate September 2020_pdf -- W,Miguel Mar,expression,0.55,,,,sherry,,98,CREATE
50 - Whisky Advocate September 2020_pdf -- W,Crinan Canal,expression,0.75,16,,,,,99,CREATE
50 - Whisky Advocate September 2020_pdf -- W,Alfred Bar,expression,0.75,8,,,,,99,CREATE
50 - Whisky Advocate September 2020_pdf -- W,"Sukhinder 
Singh",expression,0.55,,,,port,,106,CREATE
50 - Whisky Advocate September 2020_pdf -- W,"Voluminous Vessels
The",distillery,0.55,,,,,,107,CREATE
50 - Whisky Advocate September 2020_pdf -- W,Guinness World Records,distillery,0.55,,,,,,107,CREATE
50 - Whisky Advocate September 2020_pdf -- W,Mint Julep,expression,0.55,,,,,,107,CREATE
50 - Whisky Advocate September 2020_pdf -- W,Massive Mixers Monkey,expression,0.55,,,,,,107,CREATE
50 - Whisky Advocate September 2020_pdf -- W,Oscar Mayer Wienermobile,expression,0.55,,,,,,107,CREATE
50 - Whisky Advocate September 2020_pdf -- W,Gaslamp Quarter,expression,0.55,,,,quarter,,107,CREATE
50 - Whisky Advocate September 2020_pdf -- W,"Sandy 
Hyslop",expression,0.55,,,,,,109,CREATE
50 - Whisky Advocate September 2020_pdf -- W,Emma Walker,expression,0.55,,,,,,109,CREATE
50 - Whisky Advocate September 2020_pdf -- W,"Jane 
Walker",expression,0.55,,,,,,109,CREATE
50 - Whisky Advocate September 2020_pdf -- W,"Brian 
Kinsman",expression,0.55,,,,,,110,CREATE
50 - Whisky Advocate September 2020_pdf -- W,Pernod Ricard,expression,0.55,,,,,,110,CREATE
50 - Whisky Advocate September 2020_pdf -- W,Wine Casks,expression,0.55,,,,port,,112,CREATE
50 - Whisky Advocate September 2020_pdf -- W,Focus On Puni,expression,0.55,,,,,,112,CREATE
50 - Whisky Advocate September 2020_pdf -- W,Breed Barrel,expression,0.75,,56.1,,,,114,CREATE
50 - Whisky Advocate September 2020_pdf -- W,Double Oak,expression,0.75,12,40,speyside,oak,,114,CREATE
50 - Whisky Advocate September 2020_pdf -- W,"Best Values
Whiskies",expression,0.55,,,,oak,,114,CREATE
50 - Whisky Advocate September 2020_pdf -- W,Susannah Skiver Barton,expression,0.55,,,,,,115,CREATE
50 - Whisky Advocate September 2020_pdf -- W,"Kedem 
Port Cask",expression,0.75,12,40,,port,,115,CREATE
50 - Whisky Advocate September 2020_pdf -- W,Kedem Winery,expression,0.55,,,,port,,115,CREATE
50 - Whisky Advocate September 2020_pdf -- W,"Oloroso 
Sherry Cask",expression,0.75,12,40,,sherry,,116,CREATE
50 - Whisky Advocate September 2020_pdf -- W,Peaty Tang,expression,0.75,,40,,oak,,116,CREATE
50 - Whisky Advocate September 2020_pdf -- W,"Bond 
House No",expression,0.75,23,43,,,,116,CREATE
50 - Whisky Advocate September 2020_pdf -- W,"Strength 
Connoisseurs Choice",bottler,0.55,,,,,gordon,116,CREATE
50 - Whisky Advocate September 2020_pdf -- W,"Kelvin 
Collaboration",expression,0.55,,,,,,117,CREATE
50 - Whisky Advocate September 2020_pdf -- W,Exploratory Cask Series,expression,0.75,15,,,,,119,CREATE
50 - Whisky Advocate September 2020_pdf -- W,"Peyton 
Manning",expression,0.55,,,,,,119,CREATE
50 - Whisky Advocate September 2020_pdf -- W,See Editors,expression,0.75,12,50,,,,119,CREATE
50 - Whisky Advocate September 2020_pdf -- W,From Washington,expression,0.75,,44,,,,120,CREATE
50 - Whisky Advocate September 2020_pdf -- W,Flagship Series Sherry,expression,0.75,13,45,,sherry,,120,CREATE
50 - Whisky Advocate September 2020_pdf -- W,Pot Distilled Oregon,distillery,0.75,3,42.5,,,,122,CREATE
50 - Whisky Advocate September 2020_pdf -- W,Corry The Hanson,expression,0.75,,46,,,,122,CREATE
50 - Whisky Advocate September 2020_pdf -- W,Corry The Vatting,expression,0.75,,47.8,,,,122,CREATE
50 - Whisky Advocate September 2020_pdf -- W,Corry The Gael,expression,0.75,,46,,,,122,CREATE
50 - Whisky Advocate September 2020_pdf -- W,See Collectibles,expression,0.75,,55.5,,,,123,CREATE
50 - Whisky Advocate September 2020_pdf -- W,Yakushima Island,expression,0.55,,,,,,123,CREATE
50 - Whisky Advocate September 2020_pdf -- W,See Best Values,expression,0.75,,45,,,,123,CREATE
50 - Whisky Advocate September 2020_pdf -- W,Tel Avivian,expression,0.55,,,,sherry,,124,CREATE
50 - Whisky Advocate September 2020_pdf -- W,Venosta Valley,distillery,0.55,,,,,,124,CREATE
50 - Whisky Advocate September 2020_pdf -- W,Tim Ahaus,expression,0.55,,,,,,126,CREATE
50 - Whisky Advocate September 2020_pdf -- W,Chuck Hasty,expression,0.55,,,,bourbon,,126,CREATE
50 - Whisky Advocate September 2020_pdf -- W,Are You,expression,0.55,,,,bourbon,,126,CREATE
50 - Whisky Advocate September 2020_pdf -- W,Then Show Us,expression,0.55,,,,,,126,CREATE
50 - Whisky Advocate September 2020_pdf -- W,Bob Kahn,expression,0.55,,,,,,126,CREATE
50 - Whisky Advocate September 2020_pdf -- W,"Shenandoah 
National Park",expression,0.55,,,,,,126,CREATE
50 - Whisky Advocate September 2020_pdf -- W,Shanken Communications,expression,0.55,,,,,,126,CREATE
50 - Whisky Advocate September 2020_pdf -- W,Osaka. Then,expression,0.55,,,,,,126,CREATE
50 - Whisky Advocate September 2020_pdf -- W,Happy Anniversary,expression,0.55,,,,,,126,CREATE
50 - Whisky Advocate September 2020_pdf -- W,Dan Dovan,distillery,0.55,,,,,,126,CREATE
50 - Whisky Advocate September 2020_pdf -- W,Rusty Nailguns,expression,0.55,,,,,,127,CREATE
A Field Guide to Whisky [eBook - Biblioboard,Ireland. Eventually,expression,0.55,,,,,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,Different Types,expression,0.55,,,,,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,How Many Brands,expression,0.55,,,,,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,Whisky Are There,distillery,0.55,,,,,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,Prohibition Irish,distillery,0.55,,,,,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,Which Country Produces,expression,0.55,,,,,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,Which Countries Are,expression,0.55,,,,,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,Biggest Exporters,expression,0.55,,,,,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,Mark Twain,expression,0.55,,,,,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,Better Than Younger,expression,0.55,,,,,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,Can Anybody Make,expression,0.55,,,,,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,Eilean Donan Castle,expression,0.55,,,,,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,"Ireland

The Irish",distillery,0.55,,,,,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,Nova Scotia,expression,0.55,,,,,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,"Japan
The Land",expression,0.55,,,,,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,Rising Sun,expression,0.55,,,,,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,Anywhere Else,expression,0.55,,,,,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,"Danish Whisky 

Braunstein",expression,0.55,,,,,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,Raymond Chandler,expression,0.55,,,,,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,Bolsward. Since,expression,0.55,,,,,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,Frysk Hynder,expression,0.55,,,,,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,Alfred Barnard,expression,0.55,,,,,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,Des Menhirs,expression,0.55,,,,,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,"German Whisky
Germany",expression,0.55,,,,,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,"Italian Whisky
For",expression,0.55,,,,,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,"Norwegian Whisky

For",distillery,0.55,,,,,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,Moritz Kallmeyer,expression,0.55,,,,,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,"Spanish Whisky

Spain",expression,0.55,,,,,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,Iberian Peninsula,expression,0.55,,,,,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,"Taiwanese Whisky

King",distillery,0.55,,,,,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,Car Kavalan Distillery,distillery,0.55,,,,,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,"Taiwan.

Although",distillery,0.55,,,,,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,Yilan. Its,distillery,0.55,,,,,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,"Welsh Whisky

There",expression,0.55,,,,,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,Wales. Its,expression,0.55,,,,,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,Does Whisky Have,expression,0.55,,,,wine,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,Appellation Like Wine,expression,0.55,,,,wine,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,From Grain,expression,0.55,,,,,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,"Drinking

Find",expression,0.55,,,,,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,Where Does,expression,0.55,,,,,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,Sir Robert Bruce,expression,0.55,,,,,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,Barley Come From,expression,0.55,,,,,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,How Does Peat,expression,0.55,,,,,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,Malted Barley,expression,0.55,,,,,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,What Are Phenols,expression,0.55,,,,,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,Malted Barley Milled,expression,0.55,,,islay,,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,"Mull.

Once",distillery,0.55,,,,,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,Pot Still,distillery,0.55,,,,,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,Why Do Pot,distillery,0.55,,,,,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,What Are Feints,expression,0.55,,,,oak,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,How Does Spirit,expression,0.55,,,,,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,How Long Does,expression,0.55,,,,,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,Dunnage Warehouse,expression,0.55,,,,,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,Racked Warehouse,distillery,0.55,,,,,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,Does Whisky Always,expression,0.55,,,,,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,Main Characteristics,expression,0.55,,,,oak,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,Difference Between First,expression,0.55,,,,first fill,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,Refill Casks,expression,0.55,,,,first fill,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,How Many Times,expression,0.55,,,,refill,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,What Happens During,expression,0.55,,,speyside,,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,Maturation Process,expression,0.55,,,,,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,Does Location Influence,expression,0.55,,,,hogshead,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,Percentage Is Spirit,expression,0.55,,,,,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,Percentage Does Whisky,expression,0.55,,,,,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,Come Out,expression,0.55,,,,,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,Extra Maturation,expression,0.55,,,,,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,Final Flavor,expression,0.55,,,,bourbon,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,How Many Single,expression,0.55,,,,,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,Malts Come,expression,0.55,,,,,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,How Is Grain,expression,0.55,,,,,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,How Does,distillery,0.55,,,,,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,Analyzer Work,distillery,0.55,,,,,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,How Does Grain,expression,0.55,,,,,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,How Many Grain,expression,0.55,,,,,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,How Do You,expression,0.55,,,,,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,Rachel Barrie,expression,0.55,,,,,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,How Many Blends,expression,0.55,,,,,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,Who Was Johnnie,expression,0.55,,,,,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,Andrew Usher,expression,0.55,,,,,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,Pernod Ricard,expression,0.55,,,,,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,Name Black,expression,0.55,,,,,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,Tommy Dewar,expression,0.55,,,,,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,When Buchanan,expression,0.55,,,,,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,Inn. There,expression,0.55,,,,,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,What Other Scottish,expression,0.55,,,,,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,Blends Are Available,expression,0.55,,,,,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,Why Are There,expression,0.55,,,,,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,Alexander Bell,expression,0.55,,,,,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,Perth. William,expression,0.55,,,,,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,"International Conquest
Blended",expression,0.55,,,,,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,Fats Waller,expression,0.55,,,,,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,How Is Irish,distillery,0.55,,,,,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,How Does Irish,expression,0.55,,,,,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,How Many Irish,expression,0.55,,,,first fill,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,National College,distillery,0.55,,,,,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,Ireland. Founded,distillery,0.55,,,,,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,How Is Bourbon,expression,0.55,,,,bourbon,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,Mash Cooker,expression,0.55,,,,,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,General Grant,expression,0.55,,,,,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,Tail Box,expression,0.55,,,,,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,Lincoln County,distillery,0.55,,,,,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,How Is Rye,distillery,0.55,,,,,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,Saloon League,expression,0.55,,,,,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,How Is Canadian,expression,0.55,,,,,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,"Flavor Additives


Empty",distillery,0.55,,,,,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,Drugs Act,expression,0.55,,,,,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,Alcohol Percentage,expression,0.55,,,,,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,Type. Type,expression,0.55,,,,,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,Region. Region,expression,0.55,,,,bourbon,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,Age Statement,expression,0.55,,,,,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,Some Scottish,expression,0.55,,,,,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,Name.  Whiskies,distillery,0.55,,,,,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,Filtering.  Most,expression,0.55,,,,,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,Foundation Date,distillery,0.55,,,,,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,Type Tell Me,expression,0.55,,,,,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,Are Age Statements,expression,0.55,,,,,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,What Does Proof,expression,0.55,,,,,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,Independent Bottler,distillery,0.55,,,,,independent,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,Difference Between,distillery,0.55,,,,,signatory,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,Independent One,distillery,0.55,,,,,independent,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,Valhalla Collection,expression,0.55,,,highland,,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,How Long Can,expression,0.55,,,,,,0,CREATE
A Field Guide to Whisky [eBook - Biblioboard,Best Method,expression,0.55,,,,,,0,CREATE
