raw_name,age_raw,age,vintage,no_age_statement,abv,historical_menu_price,is_cask_strength,general_note,page_number,source_file,source_type,source_confidence,raw_line,best_match,match_score,review_reason,db_age,db_abv,record_id,typo_candidate,suggested_correction,norm_candidate,match1_id,match1_name,match1_ts_ratio,match1_w_ratio,match1_conflicts,match2_id,match2_name,match2_ts_ratio,match2_w_ratio,match2_conflicts,match3_id,match3_name,match3_ts_ratio,match3_w_ratio,match3_conflicts,match4_id,match4_name,match4_ts_ratio,match4_w_ratio,match4_conflicts,match5_id,match5_name,match5_ts_ratio,match5_w_ratio,match5_conflicts,best_match_id,best_match_name,ts_ratio,w_ratio,conflicts,match_status
Balvenie D’Wood,12yo,12.0,,False,40,6,False,,2,The_Malt_List.pdf,historical_bar_menu,medium,Balvenie D’Wood,Balvenie 21yo Port Wood,74,No close match found,,,,,,balvenie d wood,W000187,balvenie 21yo port wood,92.85714285714286,85.5,,W000010,balvenie 14y caribbean cask,69.56521739130434,85.5,,W000080,laphroaig cairdeas 2013 port wood,42.10526315789474,85.5,,W000213,glenmorangie nectar d'or,46.15384615384615,85.5,,W000328,westland sherry wood,45.714285714285715,85.5,,W000187,balvenie 21yo port wood,92.85714285714286,85.5,,HIGH_CONFIDENCE
Bruichladdich Octomore 06.1,,,,False,no statement 57,11,False,Bruichladdich Scottish Barely no statement 50% 9. Bunnahabhain 12yo 40% 7. Bushmills (Irish) 10yo 40% Cambus (grain) 31yo 53.2% 8. Caol Ila 10yo/1999 43% 9. Caol Ila 12yo 43% 7. ‘Lighter than some other Islay malts. Spicy with vanilla hints.’ MK,4,The_Malt_List.pdf,historical_bar_menu,medium,Bruichladdich Octomore 06.1,Bruichladdich Octomore 10.2,93,ABV mismatch or missing,,,WDB-01129,,,bruichladdich octomore 06 1,W001172,bruichladdich octomore 6.1,98.11320754716981,88.30188679245283,,W001200,bruichladdich octomore 10.1,96.29629629629629,86.66666666666667,,W001124,bruichladdich octomore 7.1,96.0,85.5,,W001157,bruichladdich octomore 8.1,96.0,85.5,,W001189,bruichladdich octomore 9.1,96.0,85.5,,W001172,bruichladdich octomore 6.1,98.11320754716981,88.30188679245283,,HIGH_CONFIDENCE
Oban distillers ed.,1995,,1995.0,False,43,7,False,,11,The_Malt_List.pdf,historical_bar_menu,medium,Oban distillers ed.,Piedmont Distillers,81,Fuzzy match threshold,,,WDB-02606,,,oban distillers ed,W000229,oban distillers edition (all vintages),90.9090909090909,90.0,,W001791,jim beam distillers masterpiece px sherry cask finish,71.42857142857143,85.5,,W001823,jim beam distillers series,71.42857142857143,85.5,,W000297,dalwhinnie distillers edition,71.42857142857143,85.5,,W001033,game of thrones the night’s watch oban bay reserve,36.36363636363637,85.5,,W000229,oban distillers edition (all vintages),90.9090909090909,90.0,,HIGH_CONFIDENCE
